Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
561,Shaquille Harrison,28,BRK,SG,2,0,23,2,6,.333,0,2,.000,2,4,.500,.333,0,0,,1,3,4,3,1,1,2,3,4,0,,harrish01
562,Scotty Hopson,32,OKC,SG,1,0,18,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,0,1,1,1,0,0,2,1,4,0,,hopsosc01
563,Chandler Hutchison,25,PHO,SF,6,0,22,1,2,.500,0,0,,1,2,.500,.500,2,2,1.000,0,5,5,2,0,0,4,1,4,0,,hutchch01
564,Jemerrio Jones,26,LAL,SF,2,0,15,2,3,.667,0,0,,2,3,.667,.667,0,0,,2,1,3,0,1,0,0,2,4,0,,jonesje01
565,Carlik Jones,24,2TM,PG,5,0,23,1,9,.111,0,1,.000,1,8,.125,.111,2,2,1.000,1,2,3,5,1,0,3,0,4,0,,jonesca03
566,Rob Edwards,25,OKC,SG,2,0,11,1,4,.250,1,4,.250,0,0,,.375,0,0,,0,3,3,0,0,0,1,0,3,0,,edwarro01
567,Emmanuel Mudiay,25,SAC,PG,2,0,11,0,2,.000,0,0,,0,2,.000,.000,3,4,.750,0,0,0,4,1,0,1,1,3,0,,mudiaem01
568,Matt Ryan,24,BOS,SF,1,0,5,1,5,.200,1,5,.200,0,0,,.300,0,0,,0,0,0,0,1,0,0,0,3,0,,ryanma01
569,Deividas Sirvydis,21,DET,SG,3,0,27,1,10,.100,1,7,.143,0,3,.000,.150,0,0,,0,6,6,1,3,1,0,4,3,0,,sirvyde01
570,Joel Ayayi,21,WAS,SG,7,0,20,1,6,.167,0,1,.000,1,5,.200,.167,0,0,,1,2,3,4,0,0,0,0,2,0,,ayayijo01
571,Shaq Buchanan,25,MEM,SG,2,0,10,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,1,1,2,2,1,0,2,1,2,0,,buchash01
572,Ahmad Caver,25,IND,SG,1,0,1,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,0,,caverah01
573,Jarron Cumberland,24,POR,SG,3,0,12,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,1,2,3,1,0,0,0,2,2,0,,cumbeja01
574,Aaron Henry,22,PHI,SF,6,0,17,1,5,.200,0,1,.000,1,4,.250,.200,0,0,,0,1,1,0,0,2,2,2,2,0,,henryaa01
575,DaQuan Jeffries,24,MEM,SG,3,0,9,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,2,2,1,0,0,0,1,2,0,,jeffrda01
576,Joe Johnson,40,BOS,SG,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,0,,johnsjo02
577,Jaylen Morris,26,SAS,SG,3,0,16,0,6,.000,0,2,.000,0,4,.000,.000,2,4,.500,0,2,2,2,0,0,1,2,2,0,,morrija01
578,Jaden Springer,19,PHI,SG,2,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,0,0,2,1,0,2,0,,sprinja01
579,Tyrell Terry,21,MEM,PG,2,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,1,2,0,,terryty01
580,George King,28,DAL,SF,4,0,19,0,5,.000,0,4,.000,0,1,.000,.000,1,2,.500,0,5,5,0,0,0,1,4,1,0,,kingge03
581,Scottie Lewis,21,CHO,SG,2,0,7,0,0,,0,0,,0,0,,,1,2,.500,0,0,0,1,1,0,0,0,1,0,,lewissc01
582,Cat Barber,27,ATL,PG,3,0,13,0,4,.000,0,0,,0,4,.000,.000,0,4,.000,1,2,3,3,0,0,1,1,0,0,,barbeca01
583,Jordan Bell,27,CHI,C,1,0,2,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,1,0,0,2,0,0,,belljo01
584,Zylan Cheatham,26,UTA,SF,1,0,5,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,cheatzy01
585,Sam Dekker,27,TOR,PF,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,dekkesa01
586,Javin DeLaurier,23,MIL,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0,0,,delauja01
587,Jaime Echenique,24,WAS,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,echenja01
588,Jordan Goodwin,23,WAS,SG,2,0,6,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,1,1,0,0,0,0,1,0,0,,goodwjo01
589,Tyler Hall,24,NYK,SG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,hallty01
590,Nate Hinton,22,IND,SG,2,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,1,0,0,0,,hintona01
591,Jay Huff,23,LAL,C,4,0,20,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,1,3,4,1,1,1,1,1,0,0,,huffja01
592,Feron Hunt,22,NYK,SF,2,0,8,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,0,1,1,1,0,1,1,0,0,,huntfe01
593,DeJon Jarreau,24,IND,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,jarrede01
594,David Johnson,20,TOR,SG,2,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,johnsda08
595,Arnoldas Kulboka,24,CHO,SF,2,0,5,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,1,0,0,,kulboar01
596,Anthony Lamb,24,SAS,SF,2,0,8,0,2,.000,0,2,.000,0,0,,.000,0,0,,0,1,1,2,0,0,0,0,0,0,,lamban01
597,JaQuori McLaughlin,24,DAL,PG,4,0,11,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,2,0,0,0,1,0,0,,mclauja01
598,C.J. Miles,34,BOS,SG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,0,,milescj01
599,Matt Mooney,25,NYK,SG,1,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,1,0,1,0,0,0,,moonema01
600,Ade Murkey,24,SAC,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,murkead01
601,Jaysean Paige,27,DET,PG,1,0,7,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,1,2,0,0,,paigeja01
602,Trayvon Palmer,27,DET,SG,1,0,17,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,2,2,0,0,0,1,2,0,0,,palmetr01
603,Emanuel Terry,25,PHO,PF,3,0,18,0,5,.000,0,0,,0,5,.000,.000,0,0,,8,7,15,2,1,0,5,4,0,0,,terryem01
604,Jon Teske,24,MEM,C,3,0,8,0,1,.000,0,0,,0,1,.000,.000,0,2,.000,0,2,2,1,1,0,0,1,0,0,,teskejo01
605,M.J. Walker,23,PHO,SG,2,0,8,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,1,1,1,2,0,0,1,0,0,,walkemj01
