Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
394,Nick Richards,24,CHO,C,50,5,367,60,90,.667,0,0,,60,90,.667,.667,30,43,.698,34,52,86,13,9,21,24,51,150,0,,richani01
395,Admiral Schofield,24,ORL,SF,38,1,469,54,129,.419,26,79,.329,28,50,.560,.519,12,15,.800,17,72,89,25,4,5,21,58,146,0,,schofad01
396,James Bouknight,21,CHO,SG,31,0,304,49,141,.348,17,49,.347,32,92,.348,.408,27,31,.871,22,30,52,26,7,1,15,29,142,0,,bouknja01
397,Kira Lewis Jr.,20,NOP,PG,24,0,341,59,146,.404,13,58,.224,46,88,.523,.449,10,12,.833,9,30,39,49,11,1,26,17,141,0,,lewiski01
398,Wenyen Gabriel,24,3TM,PF,26,5,358,54,110,.491,8,28,.286,46,82,.561,.527,25,42,.595,39,58,97,14,5,11,16,68,141,0,,gabriwe01
399,Cody Zeller,29,POR,C,27,0,355,51,90,.567,0,4,.000,51,86,.593,.567,38,49,.776,50,75,125,22,8,6,19,56,140,0,,zelleco01
400,Nathan Knight,24,MIN,PF,37,2,267,45,88,.511,4,13,.308,41,75,.547,.534,44,60,.733,32,53,85,22,7,8,18,42,138,0,,knighna01
401,Josh Okogie,23,MIN,SG,49,6,516,42,104,.404,14,47,.298,28,57,.491,.471,35,51,.686,29,41,70,25,26,12,23,53,133,0,,okogijo01
402,Santi Aldama,21,MEM,PF,32,0,360,53,132,.402,6,48,.125,47,84,.560,.424,20,32,.625,33,54,87,21,6,10,16,36,132,0,,aldamsa01
403,Kent Bazemore,32,LAL,SF,39,14,545,45,139,.324,29,80,.363,16,59,.271,.428,13,17,.765,13,56,69,34,25,9,21,70,132,0,,bazemke01
404,Juancho Hernangómez,26,3TM,PF,40,9,445,44,106,.415,24,69,.348,20,37,.541,.528,19,34,.559,28,72,100,20,14,10,16,25,131,0,,hernaju01
405,Jarrett Culver,22,MEM,SG,37,0,338,51,135,.378,12,47,.255,39,88,.443,.422,16,34,.471,13,35,48,33,20,5,20,42,130,0,,culveja01
406,Markieff Morris,32,MIA,PF,17,1,298,54,114,.474,13,39,.333,41,75,.547,.531,8,9,.889,17,28,45,23,6,1,20,33,129,0,,morrima02
407,Enes Freedom,29,BOS,C,35,1,411,51,97,.526,2,5,.400,49,92,.533,.536,24,28,.857,61,99,160,8,5,14,20,42,128,0,,kanteen01
408,Markus Howard,22,DEN,SG,31,0,176,39,101,.386,28,70,.400,11,31,.355,.525,20,23,.870,2,10,12,7,9,0,7,17,126,0,,howarma02
409,Elijah Hughes,23,2TM,SG,36,4,434,47,144,.326,25,95,.263,22,49,.449,.413,7,9,.778,6,52,58,22,14,8,17,39,126,0,,hugheel01
410,Andre Iguodala,38,GSW,SF,31,0,603,46,121,.380,17,74,.230,29,47,.617,.450,15,20,.750,21,79,100,114,27,22,28,34,124,0,,iguodan01
411,Isaiah Livers,23,DET,SF,19,5,383,41,90,.456,27,64,.422,14,26,.538,.606,12,14,.857,15,42,57,21,13,7,15,37,121,0,,liveris01
412,Killian Tillie,23,MEM,C,36,3,461,43,127,.339,27,86,.314,16,41,.390,.445,5,8,.625,21,39,60,22,23,15,13,58,118,0,,tilliki02
413,Paul Reed,22,PHI,C,38,2,302,54,96,.563,2,8,.250,52,88,.591,.573,6,14,.429,44,48,92,16,33,14,10,57,116,0,,reedpa01
414,Paul Millsap,36,2TM,C,33,1,376,45,115,.391,8,35,.229,37,80,.463,.426,17,24,.708,41,73,114,29,10,13,19,67,115,0,,millspa01
415,Dylan Windler,25,CLE,SF,50,0,459,37,98,.378,21,70,.300,16,28,.571,.485,15,18,.833,21,68,89,34,14,3,16,47,110,0,,windldy01
416,Ish Wainright,27,PHO,PF,45,0,359,41,104,.394,19,59,.322,22,45,.489,.486,7,12,.583,27,27,54,15,20,6,13,49,108,0,,wainris01
417,Kris Dunn,27,POR,PG,14,3,336,44,102,.431,1,11,.091,43,91,.473,.436,17,18,.944,9,40,49,79,23,3,32,38,106,0,,dunnkr01
418,David Duke Jr.,22,BRK,PG,22,7,341,39,108,.361,9,37,.243,30,71,.423,.403,17,21,.810,30,37,67,17,14,7,9,36,104,0,,dukeda01
419,Jaylen Hoard,22,OKC,SF,7,5,240,44,90,.489,9,25,.360,35,65,.538,.539,6,14,.429,30,54,84,17,6,5,8,14,103,0,,hoardja01
420,Justin Anderson,28,2TM,SF,16,6,316,36,95,.379,15,59,.254,21,36,.583,.458,15,19,.789,4,42,46,33,8,6,8,22,102,0,,anderju01
421,Gary Clark,27,NOP,PF,38,1,378,33,88,.375,28,70,.400,5,18,.278,.534,7,10,.700,23,67,90,18,13,7,10,20,101,0,,clarkga01
422,Victor Oladipo,29,MIA,SG,8,1,173,35,73,.479,15,36,.417,20,37,.541,.582,14,19,.737,3,20,23,28,5,1,16,13,99,0,,oladivi01
423,Boban Marjanović,33,DAL,C,23,0,128,42,70,.600,1,4,.250,41,66,.621,.607,13,22,.591,8,31,39,3,0,3,15,24,98,0,,marjabo01
424,Semi Ojeleye,27,2TM,PF,30,0,406,30,99,.303,15,50,.300,15,49,.306,.379,23,29,.793,27,47,74,9,7,6,9,30,98,0,,ojelese01
425,PJ Dozier,25,DEN,SG,18,0,340,36,99,.364,15,48,.313,21,51,.412,.439,10,13,.769,14,49,63,29,11,6,13,33,97,0,,doziepj01
426,Trevor Ariza,36,LAL,SF,24,11,462,33,99,.333,20,74,.270,13,25,.520,.434,10,18,.556,10,72,82,27,13,6,11,20,96,0,,arizatr01
427,Keljin Blevins,26,POR,SF,31,1,349,34,111,.306,21,72,.292,13,39,.333,.401,6,11,.545,16,29,45,19,13,1,17,29,95,0,,blevike01
428,Frank Kaminsky,28,PHO,C,9,0,181,36,66,.545,5,15,.333,31,51,.608,.583,18,20,.900,11,30,41,13,8,7,5,14,95,0,,kaminfr01
429,Kevin Knox,22,2TM,SF,30,0,222,31,85,.365,15,54,.278,16,31,.516,.453,16,22,.727,14,30,44,10,4,2,7,19,93,0,,knoxke01
430,Reggie Perry,21,2TM,PF,10,1,187,40,79,.506,3,16,.188,37,63,.587,.525,9,15,.600,15,32,47,12,9,6,11,33,92,0,,perryre01
431,Jericho Sims,23,NYK,PF,41,5,555,39,54,.722,0,0,,39,54,.722,.722,12,29,.414,61,108,169,21,11,22,20,66,90,0,,simsje01
432,Miles McBride,21,NYK,PG,40,2,372,32,108,.296,17,68,.250,15,40,.375,.375,8,12,.667,4,38,42,41,14,1,5,45,89,0,,mcbrimi01
433,Michael Porter Jr.,23,DEN,SF,9,9,265,37,103,.359,10,48,.208,27,55,.491,.408,5,9,.556,9,50,59,17,10,2,12,16,89,0,,portemi01
434,Bruno Fernando,23,2TM,C,30,0,152,36,55,.655,1,2,.500,35,53,.660,.664,15,24,.625,18,37,55,7,1,11,14,24,88,0,,fernabr01
435,Georgios Kalaitzakis,23,2TM,SF,13,4,214,31,67,.463,10,26,.385,21,41,.512,.537,14,30,.467,6,15,21,12,11,2,20,19,86,0,,kalaige01
436,Nerlens Noel,27,NYK,C,25,11,562,32,60,.533,0,3,.000,32,57,.561,.533,21,30,.700,48,93,141,23,30,31,20,67,85,0,,noelne01
437,Brad Wanamaker,32,2TM,PG,23,2,320,28,77,.364,4,17,.235,24,60,.400,.390,23,25,.920,6,33,39,55,7,6,23,45,83,0,,wanambr01
438,Justin Champagnie,20,TOR,SF,36,0,281,31,67,.463,10,28,.357,21,39,.538,.537,9,9,1.000,37,35,72,11,8,4,8,32,81,0,,champju01
439,Jake Layman,27,MIN,SF,34,1,231,30,73,.411,8,35,.229,22,38,.579,.466,13,18,.722,6,30,36,9,7,5,10,12,81,0,,laymaja01
440,Udoka Azubuike,22,UTA,C,17,6,195,37,49,.755,0,0,,37,49,.755,.755,6,11,.545,18,53,71,0,1,11,12,25,80,0,,azubuud01
441,Skylar Mays,24,ATL,SG,28,5,220,32,64,.500,8,25,.320,24,39,.615,.563,8,9,.889,5,20,25,17,7,0,10,9,80,0,,mayssk01
442,Lindell Wigginton,23,MIL,PG,19,0,199,26,61,.426,9,26,.346,17,35,.486,.500,19,35,.543,3,22,25,23,5,1,12,17,80,0,,wiggili01
443,Braxton Key,24,2TM,SF,11,0,197,33,72,.458,6,21,.286,27,51,.529,.500,7,13,.538,13,37,50,11,10,11,11,26,79,0,,keybr01
444,Justin Robinson,24,3TM,PG,25,0,304,28,93,.301,18,61,.295,10,32,.313,.398,4,8,.500,4,17,21,32,9,1,17,27,78,0,,robinju01
445,Daishen Nix,19,HOU,SG,24,0,261,27,67,.403,7,26,.269,20,41,.488,.455,16,30,.533,7,26,33,40,15,0,26,21,77,0,,nixda01
446,KZ Okpala,22,MIA,PF,21,0,244,30,69,.435,9,26,.346,21,43,.488,.500,8,11,.727,11,30,41,14,4,7,5,25,77,0,,okpalkz01
447,Greg Monroe,31,4TM,C,14,0,195,32,57,.561,0,0,,32,57,.561,.561,12,23,.522,30,34,64,22,8,10,12,24,76,0,,monrogr01
448,Kyle Guy,24,MIA,SG,19,0,186,26,65,.400,14,40,.350,12,25,.480,.508,8,12,.667,4,13,17,17,7,1,13,12,74,0,,guyky01
449,Malcolm Hill,26,2TM,SG,19,0,212,24,52,.462,13,36,.361,11,16,.688,.587,11,14,.786,11,24,35,8,7,3,3,24,72,0,,hillma01
450,Charles Bassey,21,PHI,C,23,0,168,30,47,.638,0,4,.000,30,43,.698,.638,9,12,.750,22,40,62,7,5,17,8,32,69,0,,bassech01
451,Denzel Valentine,28,2TM,SG,24,0,222,25,66,.379,19,47,.404,6,19,.316,.523,0,0,,9,33,42,11,8,0,12,20,69,0,,valende01
452,Mychal Mulder,27,2TM,PG,17,3,239,24,77,.312,17,54,.315,7,23,.304,.422,4,4,1.000,2,22,24,5,4,2,8,13,69,0,,muldemy01
453,Chris Chiozza,26,GSW,PG,34,1,372,24,81,.296,17,53,.321,7,28,.250,.401,2,3,.667,9,27,36,65,13,0,32,32,67,0,,chiozch01
454,Tyler Cook,24,CHI,PF,20,2,200,23,38,.605,0,0,,23,38,.605,.605,21,32,.656,16,37,53,3,4,4,7,28,67,0,,cookty01
455,JT Thor,19,CHO,PF,33,0,262,24,55,.436,7,27,.259,17,28,.607,.500,12,20,.600,11,32,43,19,8,11,10,26,67,0,,thorjt01
456,Sam Hauser,24,BOS,SF,26,0,158,23,50,.460,19,44,.432,4,6,.667,.650,0,0,,5,24,29,10,1,2,2,7,65,0,,hausesa01
457,Vlatko Čančar,24,DEN,PF,15,1,176,23,41,.561,7,12,.583,16,29,.552,.646,9,14,.643,8,23,31,17,2,3,9,18,62,0,,cancavl01
458,Joe Wieskamp,22,SAS,SG,29,0,205,20,56,.357,14,43,.326,6,13,.462,.482,7,13,.538,4,10,14,9,4,3,2,14,61,0,,wieskjo01
459,Jahmi'us Ramsey,20,SAC,SG,19,0,134,24,58,.414,5,18,.278,19,40,.475,.457,7,14,.500,4,9,13,7,1,1,5,10,60,0,,ramseja01
460,Alfonzo McKinnie,29,CHI,SF,17,3,206,24,61,.393,9,27,.333,15,34,.441,.467,2,8,.250,13,20,33,5,2,3,7,26,59,0,,mckinal01
461,Xavier Moon,27,LAC,SG,10,0,137,25,51,.490,5,14,.357,20,37,.541,.539,3,5,.600,2,12,14,24,7,3,6,9,58,0,,moonxa01
462,Mamadi Diakite,25,OKC,PF,13,3,188,25,47,.532,0,5,.000,25,42,.595,.532,6,11,.545,17,42,59,2,5,9,7,33,56,0,,diakima01
463,Jabari Parker,26,BOS,PF,12,0,112,18,38,.474,8,16,.500,10,22,.455,.579,9,9,1.000,5,23,28,6,4,1,8,13,53,0,,parkeja01
464,Jalen Johnson,20,ATL,PF,22,0,120,22,41,.537,3,13,.231,19,28,.679,.573,5,7,.714,2,24,26,3,3,2,9,9,52,0,,johnsja05
465,Cassius Stanley,22,DET,SG,9,1,155,19,46,.413,4,17,.235,15,29,.517,.457,10,10,1.000,5,14,19,4,5,2,6,17,52,0,,stanlca01
466,Javonte Smart,22,2TM,PG,17,1,200,19,60,.317,8,27,.296,11,33,.333,.383,5,6,.833,5,19,24,16,6,3,11,12,51,0,,smartja01
467,Leandro Bolmaro,21,MIN,SF,35,2,241,17,54,.315,5,18,.278,12,36,.333,.361,11,13,.846,16,27,43,21,6,0,13,26,50,0,,bolmale01
468,Devin Cannady,25,ORL,PG,5,0,145,15,44,.341,15,37,.405,0,7,.000,.511,5,7,.714,1,5,6,10,5,3,5,9,50,0,,cannade01
469,Hassani Gravett,25,ORL,PG,8,3,171,18,38,.474,11,26,.423,7,12,.583,.618,3,4,.750,1,20,21,20,5,1,9,13,50,0,,graveha01
470,Jamorko Pickett,24,DET,PF,13,0,176,18,50,.360,13,39,.333,5,11,.455,.490,1,2,.500,6,26,32,7,0,7,5,12,50,0,,pickeja01
471,Jay Scrubb,21,LAC,SG,18,0,121,18,46,.391,6,21,.286,12,25,.480,.457,7,10,.700,2,14,16,8,4,3,7,9,49,0,,scrubja01
472,Usman Garuba,19,HOU,PF,24,2,239,19,44,.432,5,20,.250,14,24,.583,.489,5,7,.714,21,62,83,17,10,11,6,28,48,0,,garubus01
473,Theo Pinson,26,DAL,SF,19,0,148,14,39,.359,10,30,.333,4,9,.444,.487,10,10,1.000,2,19,21,17,5,2,5,12,48,0,,pinsoth01
474,Devontae Cacok,25,SAS,PF,15,0,121,21,31,.677,0,0,,21,31,.677,.677,4,7,.571,8,34,42,6,8,7,3,16,46,0,,cacokde01
475,Louis King,22,SAC,SF,10,0,104,15,47,.319,8,27,.296,7,20,.350,.404,7,10,.700,0,12,12,9,2,1,0,14,45,0,,kinglo02
476,Neemias Queta,22,SAC,C,15,0,120,17,38,.447,0,0,,17,38,.447,.447,11,17,.647,14,17,31,6,1,8,6,18,45,0,,quetane01
477,Zavier Simpson,24,OKC,PG,4,4,174,19,52,.365,1,8,.125,18,44,.409,.375,5,5,1.000,2,19,21,30,5,4,10,15,44,0,,simpsza01
478,Haywood Highsmith,25,MIA,SF,19,1,163,16,46,.348,9,28,.321,7,18,.389,.446,2,5,.400,10,16,26,6,2,3,3,13,43,0,,highsha01
479,Trevelin Queen,24,HOU,SG,10,0,74,15,33,.455,9,24,.375,6,9,.667,.591,4,4,1.000,7,9,16,4,5,1,7,6,43,0,,queentr01
480,Alize Johnson,25,3TM,PF,23,0,167,17,39,.436,0,4,.000,17,35,.486,.436,7,12,.583,28,33,61,9,5,0,12,18,41,0,,johnsal02
481,Kevin Pangos,29,CLE,PG,24,3,166,15,46,.326,6,26,.231,9,20,.450,.391,3,4,.750,2,9,11,30,3,0,7,11,39,0,,pangoke01
482,Tim Frazier,31,2TM,PG,12,3,208,14,45,.311,6,17,.353,8,28,.286,.378,5,9,.556,5,14,19,34,3,1,15,27,39,0,,fraziti01
483,Jared Harper,24,NOP,PG,5,0,43,14,26,.538,5,12,.417,9,14,.643,.635,4,4,1.000,2,0,2,14,4,1,2,5,37,0,,harpeja01
484,Didi Louzada,22,2TM,SF,9,1,129,12,33,.364,9,23,.391,3,10,.300,.500,2,2,1.000,5,12,17,5,2,2,5,13,35,0,,louzama01
485,Willie Cauley-Stein,28,2TM,C,20,2,183,16,35,.457,1,2,.500,15,33,.455,.471,1,2,.500,13,27,40,10,6,3,7,19,34,0,,caulewi01
486,Abdel Nader,28,PHO,SF,14,0,145,12,35,.343,4,14,.286,8,21,.381,.400,6,10,.600,4,23,27,7,8,4,11,20,34,0,,naderab01
487,Bol Bol,22,DEN,PF,14,0,81,15,27,.556,1,4,.250,14,23,.609,.574,2,5,.400,4,16,20,5,1,2,4,4,33,0,,bolbo01
488,Melvin Frazier,25,OKC,SG,3,0,120,13,48,.271,1,21,.048,12,27,.444,.281,5,7,.714,5,8,13,1,1,0,3,8,32,0,,frazime01
489,Udonis Haslem,41,MIA,C,13,0,83,14,31,.452,1,4,.250,13,27,.481,.468,3,3,1.000,4,21,25,4,1,1,5,15,32,0,,hasleud01
490,Brandon Knight,30,DAL,PG,5,0,65,10,25,.400,4,17,.235,6,8,.750,.480,8,8,1.000,0,8,8,8,1,0,4,5,32,0,,knighbr03
491,Paul Watson,27,OKC,SF,9,3,156,12,35,.343,6,26,.231,6,9,.667,.429,1,2,.500,3,24,27,8,3,3,4,10,31,0,,watsopa01
492,Chaundee Brown Jr.,23,2TM,SF,5,2,104,10,32,.313,6,18,.333,4,14,.286,.406,5,6,.833,1,15,16,4,2,0,1,7,31,0,,brownch05
493,Quinndary Weatherspoon,25,GSW,SG,11,0,73,12,21,.571,1,5,.200,11,16,.688,.595,5,5,1.000,2,12,14,5,1,1,3,15,30,0,,weathqu01
494,D.J. Wilson,25,TOR,PF,4,1,54,11,15,.733,0,2,.000,11,13,.846,.733,8,10,.800,1,15,16,5,5,1,2,6,30,0,,wilsodj01
495,Charlie Brown Jr.,24,2TM,SG,22,2,177,10,39,.256,1,12,.083,9,27,.333,.269,9,10,.900,14,18,32,6,10,4,5,18,30,0,,brownch02
496,Luke Kornet,26,3TM,C,15,0,103,13,27,.481,0,5,.000,13,22,.591,.481,4,6,.667,13,16,29,9,3,3,0,9,30,0,,kornelu01
497,Devon Dotson,22,CHI,PG,11,0,85,11,23,.478,2,9,.222,9,14,.643,.522,5,9,.556,1,8,9,15,1,0,5,11,29,0,,dotsode01
498,James Ennis III,31,3TM,SF,7,0,56,11,24,.458,3,8,.375,8,16,.500,.521,4,5,.800,5,7,12,3,2,2,2,5,29,0,,ennisja01
499,Ed Davis,32,CLE,C,31,3,201,11,16,.688,0,0,,11,16,.688,.688,6,14,.429,14,50,64,7,3,9,5,33,28,0,,davised01
500,Mason Jones,23,LAL,SG,4,0,51,7,15,.467,1,4,.250,6,11,.545,.500,12,15,.800,1,9,10,4,2,0,1,8,27,0,,jonesma05
501,B.J. Johnson,26,ORL,SF,4,0,65,11,25,.440,4,10,.400,7,15,.467,.520,0,0,,6,9,15,0,0,1,0,4,26,0,,johnsbj01
502,Chris Silva,25,2TM,PF,10,0,91,8,15,.533,0,0,,8,15,.533,.533,10,12,.833,13,23,36,7,0,1,8,20,26,0,,silvach01
503,Sam Merrill,25,MEM,SG,6,0,58,8,24,.333,7,23,.304,1,1,1.000,.479,2,4,.500,1,6,7,4,0,0,2,3,25,0,,merrisa01
504,Carsen Edwards,23,DET,SG,4,0,79,9,30,.300,4,16,.250,5,14,.357,.367,1,1,1.000,2,4,6,14,2,0,5,4,23,0,,edwarca01
505,Cameron Oliver,25,ATL,SF,2,0,43,10,15,.667,1,3,.333,9,12,.750,.700,2,3,.667,2,4,6,3,1,1,0,5,23,0,,oliveca01
506,Wes Iwundu,27,ATL,SF,3,1,82,8,18,.444,3,5,.600,5,13,.385,.528,3,4,.750,3,10,13,0,1,0,1,8,22,0,,iwundwe01
507,Kai Jones,21,CHO,C,21,0,63,9,14,.643,1,2,.500,8,12,.667,.679,3,8,.375,3,8,11,4,1,2,6,8,22,0,,joneska01
508,Freddie Gillespie,24,ORL,PF,9,2,119,9,22,.409,0,1,.000,9,21,.429,.409,3,7,.429,13,23,36,5,3,9,5,18,21,0,,gillefr01
509,Brodric Thomas,25,BOS,SG,12,0,60,8,18,.444,2,9,.222,6,9,.667,.500,3,5,.600,2,8,10,11,1,1,6,7,21,0,,thomabr01
510,Malik Fitts,24,2TM,PF,15,0,63,8,19,.421,5,10,.500,3,9,.333,.553,0,0,,2,15,17,5,0,0,2,4,21,0,,fittsma01
511,Rayjon Tucker,24,2TM,SG,5,0,71,6,9,.667,4,5,.800,2,4,.500,.889,5,7,.714,3,5,8,10,4,0,1,5,21,0,,tuckera01
512,Isaiah Todd,20,WAS,PF,12,0,74,7,26,.269,4,16,.250,3,10,.300,.346,2,6,.333,3,9,12,4,4,2,4,4,20,0,,toddis01
513,Vernon Carey Jr.,20,2TM,C,7,1,44,7,13,.538,0,0,,7,13,.538,.538,6,13,.462,8,4,12,0,2,1,3,4,20,0,,careyve01
514,Derrick Walton,26,DET,PG,3,3,108,6,26,.231,3,13,.231,3,13,.231,.288,4,4,1.000,2,8,10,21,7,4,11,8,19,0,,waltode01
515,Jeff Dowtin Jr.,24,3TM,PG,9,0,108,8,26,.308,1,9,.111,7,17,.412,.327,2,2,1.000,8,10,18,10,5,1,5,5,19,0,,dowtije01
516,Gabriel Deck,26,OKC,PF,7,0,56,8,14,.571,2,4,.500,6,10,.600,.643,0,0,,1,5,6,5,1,0,2,2,18,0,,deckga01
517,Nik Stauskas,28,2TM,SG,8,0,39,5,14,.357,4,10,.400,1,4,.250,.500,4,6,.667,1,2,3,2,0,0,1,1,18,0,,stausni01
518,Marko Simonovic,22,CHI,C,9,0,35,4,15,.267,1,5,.200,3,10,.300,.300,8,11,.727,5,5,10,0,1,1,2,6,17,0,,simonma01
519,Tyrone Wallace,27,NOP,SG,6,0,75,7,20,.350,2,8,.250,5,12,.417,.400,1,5,.200,0,8,8,1,3,1,2,7,17,0,,wallaty01
520,Tyler Johnson,29,2TM,PG,6,0,91,6,20,.300,5,13,.385,1,7,.143,.425,0,0,,3,9,12,7,3,3,2,7,17,0,,johnsty01
521,Ryan Arcidiacono,27,NYK,PG,10,0,76,6,12,.500,4,9,.444,2,3,.667,.667,0,0,,0,8,8,4,1,0,3,5,16,0,,arcidry01
522,RJ Nembhard Jr.,22,CLE,SG,14,0,63,6,18,.333,0,2,.000,6,16,.375,.333,3,4,.750,3,4,7,12,1,0,3,2,15,0,,nembhrj01
523,Justin Jackson,26,2TM,SF,7,0,37,5,15,.333,3,9,.333,2,6,.333,.433,2,2,1.000,1,6,7,2,0,0,1,3,15,0,,jacksju01
524,Petr Cornelie,26,DEN,PF,13,0,38,5,15,.333,1,8,.125,4,7,.571,.367,3,4,.750,7,7,14,3,1,1,4,7,14,0,,cornepe01
525,Sekou Doumbouya,21,LAL,PF,2,0,16,5,8,.625,1,2,.500,4,6,.667,.688,3,4,.750,2,4,6,0,3,2,2,1,14,0,,doumbse01
526,Aleem Ford,24,ORL,SF,5,0,74,6,20,.300,2,15,.133,4,5,.800,.350,0,0,,2,13,15,2,1,0,4,7,14,0,,fordal03
527,Cameron McGriff,24,POR,SF,3,0,46,5,14,.357,2,6,.333,3,8,.375,.429,2,2,1.000,6,9,15,3,0,1,0,7,14,0,,mcgrica01
528,Cassius Winston,23,WAS,PG,7,0,39,4,11,.364,2,6,.333,2,5,.400,.455,4,4,1.000,0,1,1,7,0,0,3,9,14,0,,winstca01
529,Langston Galloway,30,2TM,SG,7,0,107,6,26,.231,2,16,.125,4,10,.400,.269,0,0,,3,15,18,12,1,0,6,7,14,0,,gallola01
530,Marcus Garrett,23,MIA,SG,12,0,128,5,21,.238,1,4,.250,4,17,.235,.262,2,5,.400,9,14,23,7,5,3,2,16,13,0,,garrema01
531,Gabriel Lundberg,27,PHO,SG,4,0,44,5,19,.263,3,8,.375,2,11,.182,.342,0,0,,2,5,7,11,3,0,3,7,13,0,,lundbga01
532,Yves Pons,22,MEM,SF,12,0,71,5,16,.313,3,9,.333,2,7,.286,.406,0,2,.000,5,7,12,1,1,4,1,6,13,0,,ponsyv01
533,Myles Powell,24,PHI,PG,11,0,52,5,17,.294,1,6,.167,4,11,.364,.324,2,2,1.000,1,5,6,3,1,0,3,8,13,0,,powelmy01
534,Isaac Bonga,22,TOR,SF,15,0,69,3,13,.231,1,4,.250,2,9,.222,.269,5,8,.625,4,3,7,4,8,2,2,10,12,0,,bongais01
535,Tacko Fall,26,CLE,C,11,1,59,5,12,.417,0,0,,5,12,.417,.417,2,7,.286,7,16,23,2,0,6,3,3,12,0,,fallta01
536,Micah Potter,23,DET,C,3,0,31,5,11,.455,0,2,.000,5,9,.556,.455,2,2,1.000,4,5,9,0,1,1,1,4,12,0,,pottemi01
537,Cheick Diallo,25,DET,C,3,0,31,3,8,.375,0,0,,3,8,.375,.375,5,6,.833,4,8,12,0,1,0,1,6,11,0,,diallch01
538,Tremont Waters,24,2TM,PG,3,0,50,4,14,.286,2,9,.222,2,5,.400,.357,0,0,,0,4,4,7,5,0,4,4,10,0,,watertr01
539,Daniel Oturu,22,TOR,C,3,0,27,3,6,.500,0,1,.000,3,5,.600,.500,3,5,.600,1,4,5,0,0,2,0,1,9,0,,oturuda01
540,Solomon Hill,30,ATL,SF,13,1,139,3,20,.150,2,13,.154,1,7,.143,.200,0,0,,6,17,23,12,4,2,1,16,8,0,,hillso01
541,Malik Newman,24,CLE,PG,1,0,8,3,5,.600,0,1,.000,3,4,.750,.600,2,2,1.000,0,1,1,1,0,0,1,0,8,0,,newmama01
542,Gabe York,28,IND,SG,2,0,21,2,7,.286,1,6,.167,1,1,1.000,.357,3,5,.600,0,2,2,4,2,1,1,4,8,0,,yorkga01
543,Mac McClung,23,2TM,SG,2,0,25,3,6,.500,1,3,.333,2,3,.667,.583,1,1,1.000,0,3,3,1,1,1,3,5,8,0,,mccluma01
544,Sharife Cooper,20,ATL,PG,13,0,39,3,14,.214,1,6,.167,2,8,.250,.250,0,0,,0,5,5,5,0,0,5,1,7,0,,coopesh01
545,Eugene Omoruyi,24,DAL,SF,4,0,18,2,5,.400,1,2,.500,1,3,.333,.500,2,4,.500,2,5,7,2,0,0,0,2,7,0,,omorueu01
546,Robert Woodard II,22,SAC,SF,12,0,42,2,16,.125,1,4,.250,1,12,.083,.156,2,2,1.000,5,6,11,3,1,1,1,3,7,0,,woodaro01
547,Paris Bass,26,PHO,SF,2,0,7,2,6,.333,0,2,.000,2,4,.500,.333,2,2,1.000,2,2,4,0,1,0,2,2,6,0,,basspa01
548,Dakota Mathias,26,MEM,SG,6,0,16,2,6,.333,2,6,.333,0,0,,.500,0,0,,0,2,2,1,1,0,0,1,6,0,,mathida01
549,Norvel Pelle,28,UTA,C,3,0,19,3,5,.600,0,0,,3,5,.600,.600,0,0,,3,3,6,0,0,1,2,1,6,0,,pelleno01
550,Tre Scott,25,CLE,SF,2,0,11,3,6,.500,0,1,.000,3,5,.600,.500,0,0,,1,1,2,0,1,1,0,2,6,0,,scotttr01
551,Craig Sword,28,WAS,SG,3,0,19,3,4,.750,0,1,.000,3,3,1.000,.750,0,0,,0,0,0,1,4,0,1,7,6,0,,swordcr01
552,Juwan Morgan,24,2TM,PF,2,0,31,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,2,2,4,1,0,0,0,3,5,0,,morgaju01
553,Miye Oni,24,UTA,SG,16,0,44,2,9,.222,1,8,.125,1,1,1.000,.278,0,1,.000,1,6,7,5,0,0,1,7,5,0,,onimi01
554,Jordan Schakel,23,WAS,SG,4,0,30,1,11,.091,1,6,.167,0,5,.000,.136,2,2,1.000,2,6,8,0,1,0,1,0,5,0,,schakjo01
555,Wayne Selden,27,NYK,SG,3,0,19,1,4,.250,1,2,.500,0,2,.000,.375,2,4,.500,0,1,1,1,0,0,0,1,5,0,,seldewa01
556,Xavier Sneed,24,2TM,SF,9,0,39,2,10,.200,1,8,.125,1,2,.500,.250,0,0,,2,4,6,1,0,0,0,2,5,0,,sneedxa01
557,McKinley Wright IV,23,MIN,PG,5,0,19,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,0,0,0,3,0,0,1,1,5,0,,wrighmc01
558,Moses Wright,23,2TM,PF,4,0,14,1,4,.250,0,1,.000,1,3,.333,.250,3,3,1.000,1,2,3,2,0,1,0,0,5,0,,wrighmo01
559,Darren Collison,34,LAL,PG,3,0,37,2,7,.286,0,3,.000,2,4,.500,.286,0,0,,0,4,4,2,1,0,1,5,4,0,,collida01
560,Damyean Dotson,27,NYK,SG,2,0,21,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,0,2,2,1,0,0,0,0,4,0,,dotsoda01
