Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
397,Day'Ron Sharpe,20,BRK,PF,32,8,391,10.7,18.5,.577,0.2,0.9,.286,10.4,17.6,.592,.584,3.0,5.1,.585,10.0,9.8,19.8,2.1,1.2,1.9,3.7,7.4,24.5,118,111,,sharpda01
398,Luka Garza,23,DET,C,32,5,389,8.3,18.4,.449,2.0,6.1,.327,6.3,12.3,.510,.503,4.8,7.7,.623,7.3,5.3,12.5,2.5,1.1,0.8,2.3,6.9,23.3,114,116,,garzalu01
399,Isaiah Livers,23,DET,SF,19,5,383,5.2,11.5,.456,3.4,8.2,.422,1.8,3.3,.538,.606,1.5,1.8,.857,1.9,5.4,7.3,2.7,1.7,0.9,1.9,4.7,15.4,118,115,,liveris01
400,Gary Clark,27,NOP,PF,38,1,378,4.3,11.5,.375,3.7,9.1,.400,0.7,2.4,.278,.534,0.9,1.3,.700,3.0,8.7,11.8,2.4,1.7,0.9,1.3,2.6,13.2,116,112,,clarkga01
401,Paul Millsap,36,2TM,C,33,1,376,5.8,14.9,.391,1.0,4.5,.229,4.8,10.4,.463,.426,2.2,3.1,.708,5.3,9.5,14.8,3.8,1.3,1.7,2.5,8.7,14.9,103,110,,millspa01
402,Miles McBride,21,NYK,PG,40,2,372,4.3,14.5,.296,2.3,9.1,.250,2.0,5.4,.375,.375,1.1,1.6,.667,0.5,5.1,5.6,5.5,1.9,0.1,0.7,6.1,12.0,98,112,,mcbrimi01
403,Chris Chiozza,26,GSW,PG,34,1,372,3.1,10.6,.296,2.2,6.9,.321,0.9,3.7,.250,.401,0.3,0.4,.667,1.2,3.5,4.7,8.5,1.7,0.0,4.2,4.2,8.8,88,110,,chiozch01
404,Gorgui Dieng,32,ATL,C,44,3,371,7.0,14.8,.473,3.8,9.0,.426,3.2,5.8,.545,.603,2.5,3.4,.731,4.2,11.8,16.0,4.5,1.5,1.7,2.6,6.9,20.4,123,111,,dienggo01
405,Nick Richards,24,CHO,C,50,5,367,7.8,11.8,.667,0.0,0.0,,7.8,11.8,.667,.667,3.9,5.6,.698,4.4,6.8,11.2,1.7,1.2,2.7,3.1,6.7,19.6,122,113,,richani01
406,Jared Butler,21,UTA,SG,42,1,360,8.4,20.7,.404,3.8,12.1,.318,4.5,8.6,.524,.497,1.5,2.2,.688,0.7,5.5,6.2,8.6,2.3,1.1,4.5,6.5,22.1,102,109,,butleja02
407,Santi Aldama,21,MEM,PF,32,0,360,7.0,17.5,.402,0.8,6.4,.125,6.2,11.2,.560,.424,2.7,4.3,.625,4.4,7.2,11.6,2.8,0.8,1.3,2.1,4.8,17.5,101,111,,aldamsa01
408,Markelle Fultz,23,ORL,PG,18,3,360,11.2,23.5,.474,0.5,2.3,.235,10.6,21.2,.500,.486,3.4,4.2,.806,0.5,6.0,6.6,13.3,2.7,0.7,5.4,3.0,26.2,102,111,,fultzma01
409,Ish Wainright,27,PHO,PF,45,0,359,5.5,13.9,.394,2.5,7.9,.322,2.9,6.0,.489,.486,0.9,1.6,.583,3.6,3.6,7.2,2.0,2.7,0.8,1.7,6.6,14.5,104,107,,wainris01
410,Wenyen Gabriel,24,3TM,PF,26,5,358,7.3,14.8,.491,1.1,3.8,.286,6.2,11.0,.561,.527,3.4,5.6,.595,5.2,7.8,13.0,1.9,0.7,1.5,2.1,9.1,18.9,113,113,,gabriwe01
411,Cody Zeller,29,POR,C,27,0,355,7.0,12.4,.567,0.0,0.6,.000,7.0,11.8,.593,.567,5.2,6.7,.776,6.9,10.3,17.2,3.0,1.1,0.8,2.6,7.7,19.3,127,116,,zelleco01
412,Keljin Blevins,26,POR,SF,31,1,349,4.8,15.5,.306,2.9,10.1,.292,1.8,5.5,.333,.401,0.8,1.5,.545,2.2,4.1,6.3,2.7,1.8,0.1,2.4,4.1,13.3,86,119,,blevike01
413,Marquese Chriss,24,DAL,PF,34,0,346,9.0,19.5,.463,1.2,3.6,.320,7.9,15.9,.495,.493,3.2,4.8,.667,4.8,10.2,15.0,2.5,1.9,1.7,2.5,9.3,22.4,107,105,,chrisma01
414,Moses Brown,22,2TM,C,40,6,345,9.3,15.7,.593,0.0,0.0,,9.3,15.7,.593,.593,6.2,10.5,.597,5.7,13.9,19.6,0.1,1.0,2.3,2.9,7.7,24.8,115,105,,brownmo01
415,Kira Lewis Jr.,20,NOP,PG,24,0,341,8.5,21.1,.404,1.9,8.4,.224,6.7,12.7,.523,.449,1.4,1.7,.833,1.3,4.3,5.6,7.1,1.6,0.1,3.8,2.5,20.4,96,116,,lewiski01
416,David Duke Jr.,22,BRK,PG,22,7,341,5.5,15.4,.361,1.3,5.3,.243,4.3,10.1,.423,.403,2.4,3.0,.810,4.3,5.3,9.5,2.4,2.0,1.0,1.3,5.1,14.8,104,113,,dukeda01
417,PJ Dozier,25,DEN,SG,18,0,340,5.2,14.3,.364,2.2,6.9,.313,3.0,7.4,.412,.439,1.4,1.9,.769,2.0,7.1,9.1,4.2,1.6,0.9,1.9,4.8,14.0,100,112,,doziepj01
418,Jarrett Culver,22,MEM,SG,37,0,338,7.2,19.1,.378,1.7,6.7,.255,5.5,12.5,.443,.422,2.3,4.8,.471,1.8,5.0,6.8,4.7,2.8,0.7,2.8,5.9,18.4,93,109,,culveja01
419,Kris Dunn,27,POR,PG,14,3,336,6.4,14.8,.431,0.1,1.6,.091,6.3,13.2,.473,.436,2.5,2.6,.944,1.3,5.8,7.1,11.5,3.3,0.4,4.7,5.5,15.4,100,114,,dunnkr01
420,Isaiah Thomas,32,3TM,PG,22,1,333,9.7,24.1,.401,4.0,12.0,.337,5.6,12.1,.464,.485,3.2,3.8,.846,0.6,3.6,4.2,4.9,1.0,0.7,2.2,4.9,26.6,104,117,,thomais02
421,Brad Wanamaker,32,2TM,PG,23,2,320,4.3,11.8,.364,0.6,2.6,.235,3.7,9.2,.400,.390,3.5,3.8,.920,0.9,5.1,6.0,8.4,1.1,0.9,3.5,6.9,12.7,100,118,,wanambr01
422,Collin Sexton,23,CLE,SG,11,11,316,10.7,23.9,.450,1.7,7.1,.244,9.0,16.8,.538,.487,4.6,6.2,.744,2.1,3.6,5.7,3.6,1.6,0.0,4.9,4.0,27.8,96,113,,sextoco01
423,Justin Anderson,28,2TM,SF,16,6,316,5.6,14.8,.379,2.3,9.2,.254,3.3,5.6,.583,.458,2.3,3.0,.789,0.6,6.5,7.1,5.1,1.2,0.9,1.2,3.4,15.9,109,116,,anderju01
424,James Bouknight,21,CHO,SG,31,0,304,7.7,22.3,.348,2.7,7.7,.347,5.1,14.5,.348,.408,4.3,4.9,.871,3.5,4.7,8.2,4.1,1.1,0.2,2.4,4.6,22.4,100,117,,bouknja01
425,Justin Robinson,24,3TM,PG,25,0,304,4.4,14.8,.301,2.9,9.7,.295,1.6,5.1,.313,.398,0.6,1.3,.500,0.6,2.7,3.3,5.1,1.4,0.2,2.7,4.3,12.4,85,116,,robinju01
426,Paul Reed,22,PHI,C,38,2,302,8.9,15.9,.563,0.3,1.3,.250,8.6,14.5,.591,.573,1.0,2.3,.429,7.3,7.9,15.2,2.6,5.5,2.3,1.7,9.4,19.2,122,100,,reedpa01
427,Markieff Morris,32,MIA,PF,17,1,298,9.1,19.1,.474,2.2,6.5,.333,6.9,12.6,.547,.531,1.3,1.5,.889,2.9,4.7,7.6,3.9,1.0,0.2,3.4,5.5,21.7,104,112,,morrima02
428,Brook Lopez,33,MIL,C,13,11,298,9.8,21.1,.466,3.1,8.5,.358,6.8,12.6,.538,.538,3.2,3.7,.870,3.1,5.5,8.5,1.0,1.3,2.4,1.9,5.5,25.9,112,111,,lopezbr01
429,Justin Champagnie,20,TOR,SF,36,0,281,5.5,11.9,.463,1.8,5.0,.357,3.7,6.9,.538,.537,1.6,1.6,1.000,6.6,6.2,12.8,2.0,1.4,0.7,1.4,5.7,14.4,128,112,,champju01
430,Nathan Knight,24,MIN,PF,37,2,267,8.0,15.7,.511,0.7,2.3,.308,7.3,13.4,.547,.534,7.8,10.7,.733,5.7,9.4,15.1,3.9,1.2,1.4,3.2,7.5,24.6,122,111,,knighna01
431,Michael Porter Jr.,23,DEN,SF,9,9,265,6.8,19.1,.359,1.9,8.9,.208,5.0,10.2,.491,.408,0.9,1.7,.556,1.7,9.3,10.9,3.1,1.9,0.4,2.2,3.0,16.5,87,111,,portemi01
432,JT Thor,19,CHO,PF,33,0,262,4.4,10.1,.436,1.3,4.9,.259,3.1,5.1,.607,.500,2.2,3.7,.600,2.0,5.9,7.9,3.5,1.5,2.0,1.8,4.8,12.3,108,114,,thorjt01
433,Daishen Nix,19,HOU,SG,24,0,261,4.9,12.2,.403,1.3,4.7,.269,3.6,7.5,.488,.455,2.9,5.5,.533,1.3,4.7,6.0,7.3,2.7,0.0,4.7,3.8,14.0,92,116,,nixda01
434,KZ Okpala,22,MIA,PF,21,0,244,6.2,14.1,.435,1.8,5.3,.346,4.3,8.8,.488,.500,1.6,2.3,.727,2.3,6.2,8.4,2.9,0.8,1.4,1.0,5.1,15.8,113,110,,okpalkz01
435,Leandro Bolmaro,21,MIN,SF,35,2,241,3.4,10.7,.315,1.0,3.6,.278,2.4,7.1,.333,.361,2.2,2.6,.846,3.2,5.3,8.5,4.1,1.2,0.0,2.6,5.1,9.9,96,115,,bolmale01
436,Jaylen Hoard,22,OKC,SF,7,5,240,8.9,18.3,.489,1.8,5.1,.360,7.1,13.2,.538,.539,1.2,2.8,.429,6.1,11.0,17.0,3.5,1.2,1.0,1.6,2.8,20.9,115,111,,hoardja01
437,Usman Garuba,19,HOU,PF,24,2,239,3.8,8.8,.432,1.0,4.0,.250,2.8,4.8,.583,.489,1.0,1.4,.714,4.2,12.3,16.5,3.4,2.0,2.2,1.2,5.6,9.6,119,111,,garubus01
438,Mychal Mulder,27,2TM,PG,17,3,239,4.9,15.7,.312,3.5,11.0,.315,1.4,4.7,.304,.422,0.8,0.8,1.000,0.4,4.5,4.9,1.0,0.8,0.4,1.6,2.6,14.0,83,116,,muldemy01
439,Jake Layman,27,MIN,SF,34,1,231,6.2,15.0,.411,1.6,7.2,.229,4.5,7.8,.579,.466,2.7,3.7,.722,1.2,6.2,7.4,1.9,1.4,1.0,2.1,2.5,16.7,99,113,,laymaja01
440,Denzel Valentine,28,2TM,SG,24,0,222,5.6,14.8,.379,4.3,10.6,.404,1.3,4.3,.316,.523,0.0,0.0,,2.0,7.4,9.4,2.5,1.8,0.0,2.7,4.5,15.5,98,110,,valende01
441,Kevin Knox,22,2TM,SF,30,0,222,6.9,19.0,.365,3.4,12.1,.278,3.6,6.9,.516,.453,3.6,4.9,.727,3.1,6.7,9.8,2.2,0.9,0.4,1.6,4.2,20.8,106,115,,knoxke01
442,Skylar Mays,24,ATL,SG,28,5,220,7.1,14.3,.500,1.8,5.6,.320,5.4,8.7,.615,.563,1.8,2.0,.889,1.1,4.5,5.6,3.8,1.6,0.0,2.2,2.0,17.9,113,117,,mayssk01
443,Georgios Kalaitzakis,23,2TM,SF,13,4,214,7.0,15.2,.463,2.3,5.9,.385,4.8,9.3,.512,.537,3.2,6.8,.467,1.4,3.4,4.8,2.7,2.5,0.5,4.5,4.3,19.5,91,113,,kalaige01
444,Malcolm Hill,26,2TM,SG,19,0,212,5.5,12.0,.462,3.0,8.3,.361,2.5,3.7,.688,.587,2.5,3.2,.786,2.5,5.5,8.1,1.8,1.6,0.7,0.7,5.5,16.6,129,115,,hillma01
445,Tim Frazier,31,2TM,PG,12,3,208,3.3,10.5,.311,1.4,4.0,.353,1.9,6.5,.286,.378,1.2,2.1,.556,1.2,3.3,4.4,7.9,0.7,0.2,3.5,6.3,9.1,87,117,,fraziti01
446,Alfonzo McKinnie,29,CHI,SF,17,3,206,5.7,14.5,.393,2.1,6.4,.333,3.6,8.1,.441,.467,0.5,1.9,.250,3.1,4.7,7.8,1.2,0.5,0.7,1.7,6.2,14.0,95,117,,mckinal01
447,Joe Wieskamp,22,SAS,SG,29,0,205,4.7,13.1,.357,3.3,10.1,.326,1.4,3.0,.462,.482,1.6,3.0,.538,0.9,2.3,3.3,2.1,0.9,0.7,0.5,3.3,14.3,107,117,,wieskjo01
448,Ed Davis,32,CLE,C,31,3,201,2.7,4.0,.688,0.0,0.0,,2.7,4.0,.688,.688,1.5,3.5,.429,3.5,12.4,15.9,1.7,0.7,2.2,1.2,8.2,7.0,126,106,,davised01
449,Tyler Cook,24,CHI,PF,20,2,200,5.6,9.3,.605,0.0,0.0,,5.6,9.3,.605,.605,5.1,7.8,.656,3.9,9.0,12.9,0.7,1.0,1.0,1.7,6.8,16.4,126,113,,cookty01
450,Javonte Smart,22,2TM,PG,17,1,200,4.6,14.5,.317,1.9,6.5,.296,2.7,8.0,.333,.383,1.2,1.5,.833,1.2,4.6,5.8,3.9,1.5,0.7,2.7,2.9,12.3,84,113,,smartja01
451,Lindell Wigginton,23,MIL,PG,19,0,199,6.3,14.7,.426,2.2,6.3,.346,4.1,8.4,.486,.500,4.6,8.4,.543,0.7,5.3,6.0,5.6,1.2,0.2,2.9,4.1,19.3,105,114,,wiggili01
452,Braxton Key,24,2TM,SF,11,0,197,8.2,17.8,.458,1.5,5.2,.286,6.7,12.6,.529,.500,1.7,3.2,.538,3.2,9.2,12.4,2.7,2.5,2.7,2.7,6.4,19.6,99,108,,keybr01
453,Udoka Azubuike,22,UTA,C,17,6,195,9.4,12.4,.755,0.0,0.0,,9.4,12.4,.755,.755,1.5,2.8,.545,4.6,13.4,18.0,0.0,0.3,2.8,3.0,6.3,20.3,124,107,,azubuud01
454,Greg Monroe,31,4TM,C,14,0,195,7.9,14.1,.561,0.0,0.0,,7.9,14.1,.561,.561,3.0,5.7,.522,7.4,8.4,15.8,5.4,2.0,2.5,3.0,5.9,18.8,121,108,,monrogr01
455,Mamadi Diakite,25,OKC,PF,13,3,188,6.5,12.2,.532,0.0,1.3,.000,6.5,10.9,.595,.532,1.6,2.8,.545,4.4,10.9,15.3,0.5,1.3,2.3,1.8,8.5,14.5,107,109,,diakima01
456,Reggie Perry,21,2TM,PF,10,1,187,10.5,20.6,.506,0.8,4.2,.188,9.7,16.5,.587,.525,2.4,3.9,.600,3.9,8.4,12.3,3.1,2.4,1.6,2.9,8.6,24.0,105,113,,perryre01
457,Kyle Guy,24,MIA,SG,19,0,186,7.0,17.5,.400,3.8,10.8,.350,3.2,6.7,.480,.508,2.2,3.2,.667,1.1,3.5,4.6,4.6,1.9,0.3,3.5,3.2,19.9,99,111,,guyky01
458,Willie Cauley-Stein,28,2TM,C,20,2,183,4.4,9.6,.457,0.3,0.5,.500,4.1,9.1,.455,.471,0.3,0.5,.500,3.6,7.4,11.0,2.7,1.6,0.8,1.9,5.2,9.3,103,109,,caulewi01
459,Frank Kaminsky,28,PHO,C,9,0,181,9.6,17.5,.545,1.3,4.0,.333,8.2,13.6,.608,.583,4.8,5.3,.900,2.9,8.0,10.9,3.5,2.1,1.9,1.3,3.7,25.3,130,105,,kaminfr01
460,Charlie Brown Jr.,24,2TM,SG,22,2,177,2.8,11.0,.256,0.3,3.4,.083,2.5,7.6,.333,.269,2.5,2.8,.900,3.9,5.1,9.0,1.7,2.8,1.1,1.4,5.1,8.5,88,109,,brownch02
461,Markus Howard,22,DEN,SG,31,0,176,10.9,28.2,.386,7.8,19.5,.400,3.1,8.6,.355,.525,5.6,6.4,.870,0.6,2.8,3.3,2.0,2.5,0.0,2.0,4.7,35.1,108,113,,howarma02
462,Vlatko Čančar,24,DEN,PF,15,1,176,6.4,11.4,.561,2.0,3.3,.583,4.5,8.1,.552,.646,2.5,3.9,.643,2.2,6.4,8.6,4.7,0.6,0.8,2.5,5.0,17.3,122,115,,cancavl01
463,Jamorko Pickett,24,DET,PF,13,0,176,5.0,13.9,.360,3.6,10.8,.333,1.4,3.0,.455,.490,0.3,0.6,.500,1.7,7.2,8.9,1.9,0.0,1.9,1.4,3.3,13.9,99,116,,pickeja01
464,Zavier Simpson,24,OKC,PG,4,4,174,5.3,14.6,.365,0.3,2.2,.125,5.0,12.3,.409,.375,1.4,1.4,1.000,0.6,5.3,5.9,8.4,1.4,1.1,2.8,4.2,12.3,91,114,,simpsza01
465,Victor Oladipo,29,MIA,SG,8,1,173,10.1,21.1,.479,4.3,10.4,.417,5.8,10.7,.541,.582,4.0,5.5,.737,0.9,5.8,6.7,8.1,1.4,0.3,4.6,3.8,28.6,113,111,,oladivi01
466,Hassani Gravett,25,ORL,PG,8,3,171,5.1,10.7,.474,3.1,7.4,.423,2.0,3.4,.583,.618,0.8,1.1,.750,0.3,5.7,5.9,5.7,1.4,0.3,2.5,3.7,14.1,113,114,,graveha01
467,Charles Bassey,21,PHI,C,23,0,168,8.9,14.0,.638,0.0,1.2,.000,8.9,12.8,.698,.638,2.7,3.6,.750,6.5,11.9,18.4,2.1,1.5,5.0,2.4,9.5,20.5,129,103,,bassech01
468,Alize Johnson,25,3TM,PF,23,0,167,5.0,11.4,.436,0.0,1.2,.000,5.0,10.3,.486,.436,2.1,3.5,.583,8.2,9.7,17.9,2.6,1.5,0.0,3.5,5.3,12.0,103,113,,johnsal02
469,Kevin Pangos,29,CLE,PG,24,3,166,4.5,13.8,.326,1.8,7.8,.231,2.7,6.0,.450,.391,0.9,1.2,.750,0.6,2.7,3.3,9.0,0.9,0.0,2.1,3.3,11.7,99,115,,pangoke01
470,Haywood Highsmith,25,MIA,SF,19,1,163,4.9,14.1,.348,2.8,8.6,.321,2.1,5.5,.389,.446,0.6,1.5,.400,3.1,4.9,8.0,1.8,0.6,0.9,0.9,4.0,13.2,101,112,,highsha01
471,Sam Hauser,24,BOS,SF,26,0,158,7.2,15.7,.460,6.0,13.8,.432,1.3,1.9,.667,.650,0.0,0.0,,1.6,7.5,9.1,3.1,0.3,0.6,0.6,2.2,20.4,133,110,,hausesa01
472,Paul Watson,27,OKC,SF,9,3,156,3.7,10.9,.343,1.9,8.1,.231,1.9,2.8,.667,.429,0.3,0.6,.500,0.9,7.5,8.4,2.5,0.9,0.9,1.2,3.1,9.7,91,114,,watsopa01
473,Cassius Stanley,22,DET,SG,9,1,155,6.0,14.5,.413,1.3,5.4,.235,4.7,9.1,.517,.457,3.1,3.1,1.000,1.6,4.4,6.0,1.3,1.6,0.6,1.9,5.4,16.4,101,116,,stanlca01
474,Bruno Fernando,23,2TM,C,30,0,152,11.5,17.5,.655,0.3,0.6,.500,11.1,16.9,.660,.664,4.8,7.6,.625,5.7,11.8,17.5,2.2,0.3,3.5,4.5,7.6,28.0,116,110,,fernabr01
475,Theo Pinson,26,DAL,SF,19,0,148,4.8,13.3,.359,3.4,10.2,.333,1.4,3.1,.444,.487,3.4,3.4,1.000,0.7,6.5,7.1,5.8,1.7,0.7,1.7,4.1,16.3,117,109,,pinsoth01
476,Abdel Nader,28,PHO,SF,14,0,145,4.0,11.6,.343,1.3,4.6,.286,2.7,7.0,.381,.400,2.0,3.3,.600,1.3,7.6,9.0,2.3,2.7,1.3,3.7,6.6,11.3,79,104,,naderab01
477,Devin Cannady,25,ORL,PG,5,0,145,5.0,14.7,.341,5.0,12.3,.405,0.0,2.3,.000,.511,1.7,2.3,.714,0.3,1.7,2.0,3.3,1.7,1.0,1.7,3.0,16.7,103,115,,cannade01
478,Solomon Hill,30,ATL,SF,13,1,139,1.1,7.1,.150,0.7,4.6,.154,0.4,2.5,.143,.200,0.0,0.0,,2.1,6.0,8.1,4.2,1.4,0.7,0.4,5.7,2.8,87,116,,hillso01
479,Xavier Moon,27,LAC,SG,10,0,137,8.9,18.2,.490,1.8,5.0,.357,7.2,13.2,.541,.539,1.1,1.8,.600,0.7,4.3,5.0,8.6,2.5,1.1,2.1,3.2,20.7,114,110,,moonxa01
480,Jahmi'us Ramsey,20,SAC,SG,19,0,134,8.6,20.8,.414,1.8,6.5,.278,6.8,14.4,.475,.457,2.5,5.0,.500,1.4,3.2,4.7,2.5,0.4,0.4,1.8,3.6,21.5,95,121,,ramseja01
481,Didi Louzada,22,2TM,SF,9,1,129,4.5,12.5,.364,3.4,8.7,.391,1.1,3.8,.300,.500,0.8,0.8,1.000,1.9,4.5,6.4,1.9,0.8,0.8,1.9,4.9,13.3,100,120,,louzama01
482,Boban Marjanović,33,DAL,C,23,0,128,16.5,27.5,.600,0.4,1.6,.250,16.1,26.0,.621,.607,5.1,8.7,.591,3.1,12.2,15.3,1.2,0.0,1.2,5.9,9.4,38.5,101,109,,marjabo01
483,Marcus Garrett,23,MIA,SG,12,0,128,2.0,8.2,.238,0.4,1.6,.250,1.6,6.6,.235,.262,0.8,2.0,.400,3.5,5.5,9.0,2.7,2.0,1.2,0.8,6.3,5.1,89,108,,garrema01
484,Jay Scrubb,21,LAC,SG,18,0,121,7.3,18.6,.391,2.4,8.5,.286,4.9,10.1,.480,.457,2.8,4.0,.700,0.8,5.7,6.5,3.2,1.6,1.2,2.8,3.6,19.8,93,111,,scrubja01
485,Devontae Cacok,25,SAS,PF,15,0,121,8.3,12.3,.677,0.0,0.0,,8.3,12.3,.677,.677,1.6,2.8,.571,3.2,13.5,16.7,2.4,3.2,2.8,1.2,6.3,18.2,132,102,,cacokde01
486,Jalen Johnson,20,ATL,PF,22,0,120,9.0,16.8,.537,1.2,5.3,.231,7.8,11.5,.679,.573,2.0,2.9,.714,0.8,9.8,10.6,1.2,1.2,0.8,3.7,3.7,21.3,98,114,,johnsja05
487,Neemias Queta,22,SAC,C,15,0,120,6.8,15.2,.447,0.0,0.0,,6.8,15.2,.447,.447,4.4,6.8,.647,5.6,6.8,12.4,2.4,0.4,3.2,2.4,7.2,18.0,106,115,,quetane01
488,Melvin Frazier,25,OKC,SG,3,0,120,5.3,19.5,.271,0.4,8.5,.048,4.9,11.0,.444,.281,2.0,2.8,.714,2.0,3.2,5.3,0.4,0.4,0.0,1.2,3.2,13.0,70,119,,frazime01
489,Freddie Gillespie,24,ORL,PF,9,2,119,3.7,8.9,.409,0.0,0.4,.000,3.7,8.5,.429,.409,1.2,2.8,.429,5.3,9.3,14.6,2.0,1.2,3.7,2.0,7.3,8.5,96,108,,gillefr01
490,Jabari Parker,26,BOS,PF,12,0,112,8.0,16.9,.474,3.5,7.1,.500,4.4,9.8,.455,.579,4.0,4.0,1.000,2.2,10.2,12.4,2.7,1.8,0.4,3.5,5.8,23.5,113,105,,parkeja01
491,Derrick Walton,26,DET,PG,3,3,108,2.7,11.7,.231,1.4,5.9,.231,1.4,5.9,.231,.288,1.8,1.8,1.000,0.9,3.6,4.5,9.5,3.2,1.8,5.0,3.6,8.6,77,111,,waltode01
492,Jeff Dowtin Jr.,24,3TM,PG,9,0,108,3.6,11.7,.308,0.4,4.0,.111,3.1,7.6,.412,.327,0.9,0.9,1.000,3.6,4.5,8.1,4.5,2.2,0.4,2.2,2.2,8.5,87,112,,dowtije01
493,Langston Galloway,30,2TM,SG,7,0,107,2.7,11.7,.231,0.9,7.2,.125,1.8,4.5,.400,.269,0.0,0.0,,1.4,6.8,8.1,5.4,0.5,0.0,2.7,3.2,6.3,70,116,,gallola01
494,Louis King,22,SAC,SF,10,0,104,6.9,21.7,.319,3.7,12.5,.296,3.2,9.3,.350,.404,3.2,4.6,.700,0.0,5.6,5.6,4.2,0.9,0.5,0.0,6.5,20.8,100,118,,kinglo02
495,Chaundee Brown Jr.,23,2TM,SF,5,2,104,4.7,15.0,.313,2.8,8.5,.333,1.9,6.6,.286,.406,2.4,2.8,.833,0.5,7.1,7.5,1.9,0.9,0.0,0.5,3.3,14.6,98,117,,brownch05
496,Luke Kornet,26,3TM,C,15,0,103,6.3,13.0,.481,0.0,2.4,.000,6.3,10.6,.591,.481,1.9,2.9,.667,6.3,7.7,14.0,4.3,1.4,1.4,0.0,4.3,14.5,133,107,,kornelu01
497,Chris Silva,25,2TM,PF,10,0,91,4.4,8.2,.533,0.0,0.0,,4.4,8.2,.533,.533,5.5,6.6,.833,7.1,12.6,19.8,3.8,0.0,0.5,4.4,11.0,14.3,119,109,,silvach01
498,Tyler Johnson,29,2TM,PG,6,0,91,3.2,10.7,.300,2.7,7.0,.385,0.5,3.8,.143,.425,0.0,0.0,,1.6,4.8,6.4,3.8,1.6,1.6,1.1,3.8,9.1,98,112,,johnsty01
499,Devon Dotson,22,CHI,PG,11,0,85,6.3,13.2,.478,1.1,5.2,.222,5.2,8.0,.643,.522,2.9,5.2,.556,0.6,4.6,5.2,8.6,0.6,0.0,2.9,6.3,16.7,109,118,,dotsode01
500,Udonis Haslem,41,MIA,C,13,0,83,8.4,18.7,.452,0.6,2.4,.250,7.8,16.3,.481,.468,1.8,1.8,1.000,2.4,12.7,15.1,2.4,0.6,0.6,3.0,9.0,19.3,96,108,,hasleud01
501,Wes Iwundu,27,ATL,SF,3,1,82,4.8,10.8,.444,1.8,3.0,.600,3.0,7.8,.385,.528,1.8,2.4,.750,1.8,6.0,7.8,0.0,0.6,0.0,0.6,4.8,13.2,115,119,,iwundwe01
502,Bol Bol,22,DEN,PF,14,0,81,9.1,16.4,.556,0.6,2.4,.250,8.5,13.9,.609,.574,1.2,3.0,.400,2.4,9.7,12.1,3.0,0.6,1.2,2.4,2.4,20.0,107,112,,bolbo01
503,Carsen Edwards,23,DET,SG,4,0,79,5.6,18.5,.300,2.5,9.9,.250,3.1,8.6,.357,.367,0.6,0.6,1.000,1.2,2.5,3.7,8.6,1.2,0.0,3.1,2.5,14.2,87,118,,edwarca01
504,Ryan Arcidiacono,27,NYK,PG,10,0,76,3.9,7.9,.500,2.6,5.9,.444,1.3,2.0,.667,.667,0.0,0.0,,0.0,5.3,5.3,2.6,0.7,0.0,2.0,3.3,10.5,111,115,,arcidry01
505,Tyrone Wallace,27,NOP,SG,6,0,75,4.6,13.2,.350,1.3,5.3,.250,3.3,7.9,.417,.400,0.7,3.3,.200,0.0,5.3,5.3,0.7,2.0,0.7,1.3,4.6,11.2,75,114,,wallaty01
506,Isaiah Todd,20,WAS,PF,12,0,74,4.7,17.4,.269,2.7,10.7,.250,2.0,6.7,.300,.346,1.3,4.0,.333,2.0,6.0,8.0,2.7,2.7,1.3,2.7,2.7,13.4,74,112,,toddis01
507,Trevelin Queen,24,HOU,SG,10,0,74,9.6,21.2,.455,5.8,15.4,.375,3.9,5.8,.667,.591,2.6,2.6,1.000,4.5,5.8,10.3,2.6,3.2,0.6,4.5,3.9,27.7,109,114,,queentr01
508,Aleem Ford,24,ORL,SF,5,0,74,3.9,13.1,.300,1.3,9.8,.133,2.6,3.3,.800,.350,0.0,0.0,,1.3,8.5,9.8,1.3,0.7,0.0,2.6,4.6,9.2,67,115,,fordal03
509,Quinndary Weatherspoon,25,GSW,SG,11,0,73,8.0,14.0,.571,0.7,3.3,.200,7.3,10.7,.688,.595,3.3,3.3,1.000,1.3,8.0,9.4,3.3,0.7,0.7,2.0,10.0,20.0,123,109,,weathqu01
510,Yves Pons,22,MEM,SF,12,0,71,3.4,10.8,.313,2.0,6.1,.333,1.3,4.7,.286,.406,0.0,1.3,.000,3.4,4.7,8.1,0.7,0.7,2.7,0.7,4.0,8.8,95,111,,ponsyv01
511,Rayjon Tucker,24,2TM,SG,5,0,71,4.1,6.1,.667,2.7,3.4,.800,1.4,2.7,.500,.889,3.4,4.8,.714,2.0,3.4,5.5,6.8,2.7,0.0,0.7,3.4,14.3,178,112,,tuckera01
512,Isaac Bonga,22,TOR,SF,15,0,69,2.2,9.4,.231,0.7,2.9,.250,1.4,6.5,.222,.269,3.6,5.8,.625,2.9,2.2,5.1,2.9,5.8,1.4,1.4,7.2,8.7,92,104,,bongais01
