Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Mikal Bridges,25,PHO,SF,82,82,2854,7.7,14.5,.534,1.9,5.3,.369,5.8,9.2,.628,.601,2.2,2.6,.834,1.2,4.6,5.9,3.1,1.6,0.6,1.1,2.5,19.6,125,110,DPOY-2DEF1,bridgmi01
2,Miles Bridges,23,CHO,PF,80,80,2837,10.1,20.5,.491,2.6,7.9,.331,7.5,12.7,.590,.554,4.5,5.6,.802,1.5,7.9,9.5,5.1,1.3,1.1,2.5,3.3,27.3,117,114,,bridgmi02
3,DeMar DeRozan,32,CHI,PF,76,76,2743,13.8,27.3,.504,0.9,2.5,.352,12.9,24.8,.520,.521,9.3,10.6,.877,1.0,6.0,7.0,6.7,1.2,0.4,3.2,3.2,37.7,117,115,MVP-10ASNBA2,derozde01
4,Jayson Tatum,23,BOS,SF,76,76,2731,12.9,28.5,.453,4.2,11.8,.353,8.7,16.6,.524,.526,7.3,8.5,.853,1.5,9.5,11.1,6.1,1.4,0.9,3.9,3.2,37.2,113,106,MVP-6ASNBA1,tatumja01
5,Saddiq Bey,22,DET,SF,82,82,2704,8.1,20.5,.396,3.8,11.0,.346,4.3,9.5,.454,.489,3.8,4.6,.827,1.9,6.0,8.0,4.2,1.3,0.3,1.7,2.3,23.8,110,116,,beysa01
6,Tyrese Haliburton,21,2TM,PG,77,77,2695,7.7,16.3,.473,2.9,7.0,.414,4.8,9.3,.517,.562,2.9,3.4,.842,1.1,4.5,5.6,11.3,2.4,0.9,3.6,2.2,21.2,119,115,,halibty01
7,Russell Westbrook,33,LAL,PG,78,78,2678,9.8,22.1,.444,1.4,4.7,.298,8.4,17.3,.485,.476,4.8,7.1,.667,2.0,8.4,10.4,9.8,1.3,0.4,5.3,4.2,25.8,102,114,,westbru01
8,Trae Young,23,ATL,PG,76,76,2652,13.2,28.6,.460,4.3,11.3,.382,8.9,17.3,.512,.536,9.3,10.2,.904,0.9,4.3,5.3,13.7,1.3,0.1,5.6,2.4,39.9,119,118,ASNBA3,youngtr01
9,Tyrese Maxey,21,PHI,PG,75,74,2650,9.1,18.7,.485,2.5,5.8,.427,6.6,12.9,.512,.552,4.0,4.6,.866,0.5,4.0,4.5,6.0,1.0,0.6,1.7,2.9,24.7,121,115,,maxeyty01
10,Dorian Finney-Smith,28,DAL,PF,80,80,2644,6.2,13.2,.471,3.3,8.3,.395,2.9,4.9,.599,.595,1.1,1.6,.675,2.3,4.8,7.1,2.9,1.7,0.7,1.5,3.5,16.8,119,110,,finnedo01
11,Scottie Barnes,20,TOR,PF,74,74,2617,8.8,17.8,.492,1.1,3.7,.301,7.7,14.1,.543,.524,3.0,4.1,.735,3.7,6.9,10.6,4.9,1.5,1.1,2.6,3.7,21.7,116,111,ROY-1,barnesc01
12,Harrison Barnes,29,SAC,PF,77,77,2587,7.3,15.5,.469,2.6,6.7,.394,4.6,8.8,.525,.554,6.3,7.7,.826,1.5,6.5,8.0,3.5,1.0,0.3,2.2,1.7,23.5,121,118,,barneha02
13,Pascal Siakam,27,TOR,PF,68,68,2578,11.6,23.4,.494,1.5,4.2,.344,10.1,19.2,.527,.525,5.5,7.3,.749,2.5,8.8,11.2,7.0,1.6,0.8,3.5,4.4,30.1,116,110,NBA3,siakapa01
14,Julius Randle,27,NYK,PF,72,72,2544,10.1,24.5,.411,2.4,7.7,.308,7.7,16.8,.458,.459,6.0,7.9,.756,2.5,11.6,14.1,7.3,1.0,0.8,4.8,4.0,28.5,102,109,,randlju01
15,Tobias Harris,29,PHI,PF,73,73,2543,9.7,20.0,.482,2.0,5.4,.367,7.7,14.7,.525,.532,3.3,4.0,.842,1.5,8.2,9.7,4.9,0.9,0.8,2.3,3.2,24.7,113,112,,harrito02
16,Jalen Brunson,25,DAL,SG,79,61,2524,10.1,20.1,.502,1.9,5.0,.373,8.2,15.1,.545,.549,3.6,4.2,.840,0.9,5.3,6.2,7.5,1.3,0.1,2.5,3.0,25.6,118,112,,brunsja01
17,Buddy Hield,29,2TM,SG,81,32,2499,8.6,21.3,.406,5.1,13.9,.366,3.6,7.4,.482,.526,2.2,2.5,.874,1.3,5.6,6.8,4.4,1.4,0.5,3.0,3.6,24.5,105,117,,hieldbu01
18,Nikola Jokić,26,DEN,C,74,74,2476,15.1,26.0,.583,1.9,5.7,.337,13.2,20.3,.652,.620,7.5,9.3,.810,4.1,16.1,20.2,11.6,2.2,1.2,5.6,3.8,39.7,126,105,MVP-1ASNBA1,jokicni01
19,Karl-Anthony Towns,26,MIN,C,74,74,2476,12.3,23.3,.529,2.9,7.0,.410,9.5,16.3,.580,.591,7.4,9.0,.822,3.7,10.2,14.0,5.2,1.4,1.6,4.3,5.1,34.9,121,110,ASNBA3,townska01
20,Anthony Edwards,20,MIN,SG,72,72,2466,10.6,24.0,.441,4.1,11.6,.357,6.4,12.4,.519,.527,4.2,5.4,.786,1.2,5.4,6.6,5.3,2.0,0.9,3.7,3.2,29.6,108,112,,edwaran01
21,Fred VanVleet,27,TOR,PG,65,65,2462,9.0,22.3,.403,4.9,13.0,.377,4.1,9.2,.440,.513,3.9,4.5,.874,0.9,5.0,5.9,8.8,2.3,0.7,3.5,3.3,26.8,115,111,AS,vanvlfr01
22,Terry Rozier,27,CHO,SG,73,73,2458,10.1,22.8,.444,4.3,11.6,.374,5.8,11.2,.516,.539,2.9,3.4,.852,1.1,5.1,6.1,6.4,1.8,0.5,1.9,2.3,27.5,117,115,,roziete01
23,Gary Trent Jr.,23,TOR,SG,70,69,2448,9.2,22.2,.414,4.3,11.1,.383,4.9,11.0,.445,.511,3.6,4.2,.853,0.5,3.4,3.9,2.9,2.5,0.4,1.5,2.9,26.2,114,112,,trentga02
24,Darius Garland,22,CLE,PG,68,68,2430,11.1,24.1,.462,3.6,9.3,.383,7.6,14.8,.512,.536,4.4,5.0,.892,0.8,3.8,4.6,12.0,1.8,0.1,5.1,2.4,30.3,112,112,AS,garlada01
25,Franz Wagner,20,ORL,SF,79,79,2429,9.1,19.4,.468,1.9,5.4,.354,7.2,14.0,.511,.517,3.8,4.4,.863,1.7,5.4,7.1,4.6,1.4,0.7,2.4,3.3,23.8,110,114,ROY-5,wagnefr01
26,LaMelo Ball,20,CHO,PG,75,75,2422,10.7,24.8,.429,4.4,11.2,.389,6.3,13.7,.462,.517,4.2,4.8,.872,2.1,7.8,9.9,11.3,2.4,0.6,4.9,4.7,29.9,111,112,AS,ballla01
27,James Harden,32,2TM,PG,65,65,2419,8.2,20.1,.410,3.0,9.1,.330,5.2,11.0,.476,.485,9.5,10.8,.877,1.1,9.0,10.1,13.5,1.7,0.7,5.7,3.1,29.0,115,111,AS,hardeja01
28,Nikola Vučević,31,CHI,C,73,73,2418,11.0,23.3,.473,2.1,6.7,.314,8.9,16.6,.537,.518,1.9,2.4,.760,2.9,13.4,16.2,4.8,1.4,1.4,2.7,3.7,26.0,107,110,,vucevni01
29,RJ Barrett,21,NYK,SF,70,70,2417,10.1,24.7,.408,2.9,8.4,.342,7.2,16.4,.442,.466,6.0,8.4,.714,1.4,7.1,8.4,4.3,0.9,0.3,3.1,2.9,29.0,103,113,,barrerj01
30,Royce O'Neale,28,UTA,SF,77,77,2406,4.2,9.1,.457,2.4,6.3,.389,1.7,2.8,.609,.591,0.9,1.2,.804,1.3,6.2,7.6,3.9,1.8,0.7,1.6,3.8,11.7,122,111,,onealro01
31,Keldon Johnson,22,SAS,SF,75,74,2392,9.4,20.3,.466,3.2,8.0,.398,6.3,12.3,.510,.545,3.6,4.7,.756,1.6,7.6,9.2,3.2,1.2,0.3,1.8,3.0,25.6,114,114,,johnske04
32,Aaron Gordon,26,DEN,PF,75,75,2376,9.0,17.2,.520,1.8,5.4,.335,7.2,11.9,.605,.573,3.5,4.7,.743,2.6,6.5,9.1,3.9,0.9,0.9,2.7,3.1,23.2,115,114,,gordoaa01
33,Dejounte Murray,25,SAS,PG,68,68,2366,11.6,25.2,.462,1.9,6.0,.327,9.7,19.2,.504,.500,4.0,5.0,.794,1.6,9.8,11.4,12.7,2.8,0.5,3.6,2.8,29.2,113,108,AS,murrade01
34,Evan Fournier,29,NYK,SG,80,80,2358,8.5,20.5,.417,5.1,13.1,.389,3.4,7.3,.465,.541,1.7,2.4,.708,0.7,3.7,4.5,3.6,1.7,0.4,2.2,3.8,23.9,109,113,,fournev01
35,Patty Mills,33,BRK,SG,81,48,2346,6.7,16.4,.408,4.7,11.7,.400,2.0,4.7,.429,.551,1.0,1.2,.814,0.4,2.9,3.2,3.8,1.1,0.4,1.5,2.3,19.1,112,117,,millspa02
36,Devin Booker,25,PHO,SG,68,68,2345,13.6,29.2,.466,3.8,9.8,.383,9.8,19.4,.508,.530,6.5,7.4,.868,0.9,6.1,7.0,6.8,1.6,0.5,3.3,3.7,37.4,113,109,MVP-4ASNBA1,bookede01
37,Reggie Jackson,31,LAC,SG,75,75,2337,10.0,25.6,.392,3.5,10.7,.326,6.5,14.9,.439,.460,2.9,3.4,.847,0.8,4.9,5.7,7.5,1.2,0.3,3.6,3.3,26.5,99,113,,jacksre01
38,Herbert Jones,23,NOP,PF,78,69,2335,5.8,12.2,.476,1.2,3.6,.337,4.6,8.6,.533,.525,2.9,3.4,.840,2.1,4.2,6.3,3.5,2.7,1.3,2.1,5.0,15.7,114,112,ROY-6,joneshe01
39,Evan Mobley,20,CLE,PF,69,69,2331,9.0,17.8,.508,0.5,2.0,.250,8.5,15.8,.541,.522,3.6,5.4,.663,3.1,9.1,12.2,3.7,1.2,2.5,2.8,3.1,22.2,109,107,ROY-2,mobleev01
40,Kentavious Caldwell-Pope,28,WAS,SG,77,77,2329,7.7,17.6,.435,3.4,8.7,.390,4.3,8.9,.480,.531,2.9,3.3,.890,0.9,4.7,5.5,3.1,1.8,0.6,2.1,3.0,21.6,109,116,,caldwke01
41,Andrew Wiggins,26,GSW,SF,73,73,2329,9.9,21.3,.466,3.3,8.4,.393,6.7,13.0,.513,.543,3.1,4.9,.634,1.8,5.0,6.8,3.4,1.6,1.1,2.3,3.3,26.3,109,109,AS,wiggian01
42,Zach LaVine,26,CHI,SG,67,67,2328,11.8,24.9,.476,3.9,10.0,.389,8.0,14.9,.534,.554,6.7,7.9,.853,0.5,6.0,6.5,6.4,0.9,0.5,3.6,2.5,34.3,115,116,AS,lavinza01
43,Alec Burks,30,NYK,SG,81,44,2318,6.2,15.7,.391,3.4,8.4,.404,2.8,7.3,.378,.499,4.7,5.7,.822,1.0,7.6,8.6,5.2,1.8,0.6,2.0,4.6,20.4,117,110,,burksal01
44,Terance Mann,25,LAC,SF,81,33,2317,7.1,14.6,.484,1.6,4.4,.365,5.5,10.2,.535,.539,2.7,3.5,.780,2.2,6.8,9.0,4.4,1.2,0.4,1.8,3.8,18.4,117,112,,mannte01
45,Luka Dončić,22,DAL,PG,65,65,2301,14.0,30.7,.457,4.4,12.4,.353,9.6,18.2,.528,.529,8.0,10.7,.744,1.2,11.7,13.0,12.4,1.6,0.8,6.4,3.2,40.4,110,107,MVP-5ASNBA1,doncilu01
46,Joel Embiid,27,PHI,C,68,68,2297,14.5,29.0,.499,2.0,5.5,.371,12.4,23.5,.529,.534,14.2,17.4,.814,3.2,14.1,17.3,6.2,1.7,2.1,4.6,3.9,45.1,119,105,MVP-2ASNBA2,embiijo01
47,Marcus Smart,27,BOS,PG,71,71,2296,6.5,15.5,.418,2.6,7.8,.331,3.9,7.7,.506,.501,3.1,3.9,.793,0.9,4.9,5.8,9.0,2.6,0.4,3.4,3.5,18.6,110,107,DPOY-1DEF1,smartma01
48,Jordan Poole,22,GSW,SG,76,51,2283,10.1,22.6,.448,4.5,12.4,.364,5.6,10.2,.550,.548,5.3,5.7,.925,0.7,4.8,5.6,6.5,1.3,0.5,4.0,4.4,30.0,112,110,,poolejo01
49,Will Barton,31,DEN,SG,71,71,2277,8.4,19.3,.438,3.4,9.3,.365,5.1,10.0,.504,.525,2.2,2.7,.803,0.9,6.4,7.3,5.9,1.2,0.7,2.7,2.5,22.5,108,114,,bartowi01
50,Desmond Bane,23,MEM,SG,76,76,2266,10.7,23.2,.461,4.8,11.0,.436,5.9,12.2,.484,.565,3.0,3.3,.903,1.0,6.1,7.1,4.4,1.9,0.6,2.3,4.1,29.2,119,110,,banede01
51,Donovan Mitchell,25,UTA,SG,67,67,2266,13.5,30.0,.448,5.1,14.3,.355,8.4,15.7,.533,.533,5.8,6.8,.853,1.2,5.0,6.2,7.8,2.2,0.3,4.4,3.6,37.8,114,111,AS,mitchdo01
52,Jonas Valančiūnas,29,NOP,C,74,74,2240,11.2,20.7,.544,1.3,3.5,.361,10.0,17.2,.581,.574,5.2,6.4,.820,5.0,13.6,18.6,4.2,0.9,1.3,3.9,5.4,29.0,118,111,,valanjo01
53,Monte Morris,26,DEN,PG,75,74,2239,8.2,16.9,.484,2.7,6.9,.395,5.5,10.1,.545,.564,1.6,1.8,.869,0.6,4.4,5.0,7.3,1.2,0.3,1.7,2.0,20.7,120,115,,morrimo01
54,Jaylen Brown,25,BOS,SF,66,66,2220,12.9,27.2,.473,3.7,10.4,.358,9.2,16.9,.544,.541,5.4,7.1,.758,1.2,7.9,9.0,5.2,1.6,0.4,4.0,3.6,34.9,109,108,,brownja02
55,Stephen Curry,33,GSW,PG,64,64,2211,11.8,27.0,.437,6.3,16.5,.380,5.5,10.5,.527,.554,6.1,6.6,.923,0.7,6.6,7.4,8.9,1.9,0.5,4.5,2.9,35.9,115,108,MVP-8ASNBA2,curryst01
56,Jrue Holiday,31,MIL,PG,67,64,2207,10.4,20.8,.501,2.9,7.0,.411,7.5,13.8,.547,.570,3.0,3.9,.761,1.5,5.0,6.6,9.9,2.4,0.6,4.0,2.9,26.7,117,112,DPOY-8DEF2,holidjr01
57,Giannis Antetokounmpo,27,MIL,PF,67,67,2204,15.0,27.1,.553,1.5,5.3,.293,13.5,21.9,.616,.582,12.1,16.7,.722,2.9,14.0,17.0,8.5,1.6,2.0,4.8,4.6,43.6,124,106,MVP-3DPOY-6ASNBA1DEF1,antetgi01
58,Kyle Kuzma,26,WAS,PF,66,66,2204,9.5,21.0,.452,2.9,8.4,.341,6.6,12.6,.526,.520,3.5,4.9,.712,1.6,11.0,12.6,5.2,0.9,1.3,3.8,2.9,25.4,103,113,,kuzmaky01
59,Derrick White,27,2TM,SG,75,52,2199,7.4,17.7,.421,2.5,8.1,.312,4.9,9.5,.515,.493,4.5,5.2,.864,0.8,4.9,5.8,8.1,1.4,1.3,2.6,3.8,21.9,114,112,,whitede01
60,Kevin Huerter,23,ATL,SF,74,60,2188,7.7,17.1,.454,3.6,9.2,.389,4.2,7.8,.530,.559,0.9,1.2,.808,0.7,5.0,5.7,4.6,1.2,0.6,2.0,4.2,20.0,112,117,,huertke01
61,Devonte' Graham,26,NOP,PG,76,63,2162,6.8,18.6,.363,4.4,12.9,.341,2.4,5.8,.413,.481,2.7,3.2,.843,0.8,3.2,4.0,7.2,1.6,0.3,2.4,2.2,20.6,109,116,,grahade01
62,Tyler Herro,22,MIA,SG,66,10,2151,11.7,26.1,.447,4.1,10.2,.399,7.6,15.9,.477,.525,4.4,5.1,.868,0.7,6.9,7.7,6.1,1.0,0.2,4.0,2.2,31.8,107,111,6MOY-1,herroty01
63,CJ McCollum,30,2TM,PG,62,62,2145,12.3,26.6,.460,4.2,10.7,.388,8.1,15.9,.509,.539,2.7,3.9,.682,1.2,4.9,6.2,7.2,1.6,0.5,2.9,2.8,31.3,111,117,,mccolcj01
64,Jordan Clarkson,29,UTA,SG,79,1,2141,10.8,25.7,.419,4.4,13.8,.318,6.4,11.9,.535,.504,3.3,4.0,.828,1.5,4.8,6.3,4.5,1.5,0.4,3.0,3.4,29.2,108,113,6MOY-4,clarkjo01
65,Khris Middleton,30,MIL,SF,66,66,2141,10.1,22.9,.443,3.6,9.7,.373,6.5,13.2,.494,.522,5.8,6.5,.890,0.9,7.1,8.0,8.0,1.7,0.4,4.3,3.6,29.7,112,112,AS,middlkh01
66,Malik Monk,23,LAL,SG,76,37,2139,8.8,18.5,.473,3.9,9.9,.391,4.9,8.6,.568,.578,2.1,2.6,.795,0.8,4.9,5.7,4.9,1.4,0.6,2.7,3.1,23.5,112,115,,monkma01
67,Chris Paul,36,PHO,PG,65,65,2139,8.2,16.6,.493,1.4,4.5,.317,6.7,12.1,.559,.536,3.8,4.5,.837,0.5,5.9,6.4,15.8,2.7,0.4,3.4,3.0,21.6,124,107,MVP-9ASNBA3,paulch01
68,Jalen Green,19,HOU,SG,67,67,2138,9.0,21.2,.426,3.5,10.2,.343,5.5,11.0,.502,.508,4.2,5.3,.797,0.7,4.3,5.0,3.9,1.0,0.4,3.0,2.3,25.8,105,120,ROY-4,greenja05
69,Domantas Sabonis,25,2TM,PF,62,61,2136,10.1,17.6,.573,0.9,2.9,.312,9.2,14.8,.623,.598,5.6,7.6,.741,4.6,12.6,17.2,7.4,1.3,0.6,4.5,4.6,26.7,121,113,,sabondo01
70,Seth Curry,31,2TM,SG,64,64,2135,8.3,17.1,.487,3.7,8.7,.422,4.7,8.5,.553,.594,1.9,2.2,.872,0.5,4.1,4.6,5.3,1.2,0.3,2.5,3.4,22.3,115,115,,curryse01
71,Kyle Lowry,35,MIA,PG,63,63,2133,6.5,14.7,.440,3.4,9.0,.377,3.1,5.7,.539,.555,3.5,4.1,.851,0.8,5.8,6.6,11.1,1.6,0.4,3.9,4.2,19.8,118,110,,lowryky01
72,Bojan Bogdanović,32,UTA,PF,69,69,2131,9.8,21.5,.455,4.2,10.9,.387,5.6,10.7,.524,.552,5.2,6.0,.858,1.3,5.5,6.9,2.8,0.8,0.0,2.7,2.7,28.9,116,115,,bogdabo02
73,Jaren Jackson Jr.,22,MEM,PF,78,78,2126,9.7,23.3,.415,2.9,9.0,.319,6.8,14.3,.476,.477,6.4,7.8,.823,2.7,7.5,10.2,1.9,1.6,4.0,2.9,6.1,28.6,109,106,DPOY-5DEF1,jacksja02
74,Rudy Gobert,29,UTA,C,66,66,2120,8.4,11.8,.713,0.0,0.1,.000,8.4,11.7,.718,.713,7.1,10.2,.690,5.6,16.9,22.6,1.7,1.0,3.2,2.8,4.1,23.9,137,103,DPOY-3ASDEF1,goberru01
75,Ayo Dosunmu,22,CHI,SG,77,40,2110,6.4,12.4,.520,1.6,4.3,.376,4.8,8.1,.596,.585,1.2,1.8,.679,0.6,4.3,5.0,5.9,1.4,0.7,2.5,4.2,15.7,113,115,,dosunay01
76,Christian Wood,26,HOU,C,68,67,2094,10.0,20.0,.501,3.0,7.6,.390,7.0,12.3,.570,.576,4.7,7.5,.623,2.5,13.1,15.6,3.5,1.2,1.5,2.9,3.9,27.7,114,113,,woodch01
77,Cade Cunningham,20,DET,SG,64,64,2088,10.0,24.1,.416,2.7,8.5,.314,7.4,15.6,.472,.471,3.3,3.9,.845,1.4,6.9,8.3,8.3,1.8,1.0,5.5,4.7,26.0,96,113,ROY-3,cunnica01
78,LeBron James,37,LAL,C,56,56,2084,14.7,28.1,.524,3.7,10.3,.359,11.0,17.8,.620,.590,5.8,7.7,.756,1.4,9.1,10.6,8.0,1.7,1.4,4.5,2.8,39.0,117,111,MVP-10ASNBA3,jamesle01
79,De'Aaron Fox,24,SAC,PG,59,59,2083,11.9,25.2,.473,1.7,5.8,.297,10.2,19.5,.524,.506,6.0,8.0,.750,0.6,4.8,5.3,7.6,1.6,0.6,3.9,4.0,31.6,107,117,,foxde01
80,D'Angelo Russell,25,MIN,PG,65,65,2077,9.2,22.3,.411,4.0,11.9,.340,5.2,10.5,.492,.502,4.5,5.5,.825,0.6,4.4,4.9,10.5,1.4,0.5,3.8,3.0,26.9,112,115,,russeda01
81,Davion Mitchell,23,SAC,PG,75,19,2076,8.2,19.5,.418,2.3,7.4,.316,5.8,12.1,.480,.477,1.3,2.0,.659,0.8,3.1,3.8,7.3,1.3,0.6,2.6,3.3,20.0,101,118,,mitchda01
82,Cole Anthony,21,ORL,PG,65,65,2059,8.4,21.4,.391,3.1,9.2,.338,5.3,12.2,.432,.464,5.1,5.9,.854,0.8,7.4,8.2,8.7,1.1,0.4,4.0,4.0,24.9,103,114,,anthoco01
83,Mike Conley,34,UTA,PG,72,72,2058,8.3,19.0,.435,4.1,9.9,.408,4.2,9.1,.464,.542,3.1,3.9,.796,1.1,4.1,5.2,9.2,2.3,0.5,3.0,3.4,23.7,120,111,,conlemi01
84,Justin Holiday,32,2TM,SF,74,65,2057,6.2,15.7,.394,4.2,11.4,.367,2.0,4.3,.467,.528,1.2,1.5,.806,0.7,3.8,4.5,3.0,1.3,0.8,1.7,3.6,17.7,107,118,,holidju01
85,Jae'Sean Tate,26,HOU,PF,78,77,2056,8.4,16.9,.498,1.5,4.7,.312,6.9,12.2,.569,.541,3.0,4.3,.707,3.1,6.6,9.7,5.1,1.7,0.9,3.2,6.6,21.3,111,116,,tateja01
86,Kevin Durant,33,BRK,PF,55,55,2047,13.7,26.4,.518,2.7,7.1,.383,11.0,19.3,.568,.570,8.8,9.7,.910,0.7,9.0,9.6,8.3,1.1,1.2,4.5,2.7,38.9,121,112,MVP-10ASNBA2,duranke01
87,Duncan Robinson,27,MIA,SG,79,68,2043,7.1,17.8,.399,5.7,15.3,.372,1.4,2.5,.569,.559,1.2,1.5,.836,0.6,4.4,5.0,3.2,1.0,0.3,1.5,4.9,21.1,113,112,,robindu01
88,Clint Capela,27,ATL,C,74,73,2042,8.9,14.5,.613,0.0,0.0,.000,8.9,14.5,.614,.613,1.9,4.1,.473,6.7,14.4,21.1,2.2,1.3,2.2,1.1,4.0,19.7,132,109,,capelca01
89,Bobby Portis,26,MIL,C,72,59,2028,9.9,20.6,.479,3.1,8.0,.393,6.7,12.6,.533,.555,2.0,2.7,.752,4.3,11.3,15.6,2.0,1.3,1.2,2.1,4.1,24.9,115,110,,portibo01
90,Al Horford,35,BOS,C,69,69,2005,6.6,14.1,.467,2.2,6.6,.336,4.4,7.5,.582,.546,2.0,2.4,.842,2.7,10.5,13.1,5.7,1.2,2.3,1.6,3.2,17.4,124,104,DPOY-9,horfoal01
91,Steven Adams,28,MEM,C,76,75,1999,5.0,9.2,.547,0.0,0.0,.000,5.0,9.2,.548,.547,2.6,4.8,.543,8.4,9.8,18.2,6.1,1.6,1.4,2.8,3.7,12.6,125,108,,adamsst01
92,Kelly Oubre Jr.,26,CHO,SF,76,13,1999,9.8,22.4,.440,4.6,13.3,.345,5.3,9.1,.578,.542,3.0,4.5,.667,1.9,5.4,7.2,2.0,1.8,0.7,1.6,4.5,27.3,111,115,6MOY-7,oubreke01
93,Deni Avdija,21,WAS,SF,82,8,1984,6.2,14.4,.432,2.0,6.5,.317,4.2,8.0,.525,.503,2.6,3.4,.757,1.3,9.3,10.6,4.2,1.5,1.1,2.2,4.7,17.1,106,113,,avdijde01
94,P.J. Tucker,36,MIA,PF,71,70,1981,5.2,10.8,.484,2.0,4.9,.415,3.2,5.9,.540,.577,1.1,1.5,.738,2.5,7.2,9.8,3.8,1.5,0.4,1.7,4.1,13.6,120,110,,tuckepj01
95,Isaac Okoro,21,CLE,SF,67,61,1981,5.2,10.9,.480,1.4,4.0,.350,3.8,6.9,.555,.544,3.0,3.9,.768,1.8,3.3,5.1,3.1,1.4,0.6,1.5,4.1,14.8,120,113,,okorois01
96,Spencer Dinwiddie,28,2TM,PG,67,51,1980,7.7,18.5,.416,2.8,8.3,.339,4.9,10.2,.479,.493,4.9,6.3,.774,1.1,5.9,7.0,8.7,1.1,0.3,2.6,3.8,23.1,114,115,,dinwisp01
97,Malik Beasley,25,MIN,SG,79,18,1976,8.0,20.5,.391,5.8,15.3,.377,2.2,5.1,.432,.532,1.2,1.4,.817,0.6,4.8,5.5,2.8,1.0,0.3,1.0,2.1,22.9,111,116,,beaslma01
98,Jakob Poeltl,26,SAS,C,68,67,1970,10.0,16.1,.618,0.0,0.0,1.000,10.0,16.1,.618,.619,2.3,4.6,.495,6.4,9.1,15.4,4.6,1.1,2.9,2.7,5.2,22.3,123,110,,poeltja01
99,Shai Gilgeous-Alexander,23,OKC,PG,56,56,1942,12.0,26.4,.453,2.2,7.4,.300,9.7,18.9,.514,.496,8.2,10.2,.810,0.9,6.0,7.0,8.3,1.8,1.2,3.9,3.6,34.4,111,113,,gilgesh01
100,Robert Covington,31,2TM,PF,71,42,1940,5.3,12.6,.420,3.2,8.5,.378,2.0,4.0,.509,.548,1.5,1.7,.841,1.5,8.4,9.9,2.3,2.6,2.3,1.9,4.8,15.2,108,110,,covinro01
101,Devin Vassell,21,SAS,SF,71,32,1937,8.1,18.9,.427,3.4,9.4,.361,4.7,9.5,.492,.516,2.1,2.5,.838,1.1,6.5,7.6,3.4,1.9,1.0,1.4,3.5,21.6,109,112,,vassede01
102,Jimmy Butler,32,MIA,SF,57,57,1931,10.3,21.5,.480,0.7,3.0,.233,9.6,18.5,.520,.496,10.3,11.8,.870,2.6,6.1,8.7,8.1,2.4,0.7,3.1,2.3,31.6,124,108,AS,butleji01
103,Darius Bazley,21,OKC,PF,69,53,1924,6.9,16.4,.422,2.0,6.8,.297,4.9,9.6,.511,.484,3.0,4.3,.688,1.8,9.2,11.0,2.5,1.5,1.8,2.3,1.7,18.9,101,111,,bazleda01
104,Luke Kennard,25,LAC,SG,70,13,1919,7.3,16.3,.449,4.9,10.8,.449,2.5,5.5,.449,.598,1.8,2.0,.896,0.5,5.3,5.8,3.7,1.1,0.2,1.5,2.6,21.3,119,113,6MOY-5,kennalu01
105,Kevin Porter Jr.,21,HOU,PG,61,61,1907,8.4,20.2,.415,3.9,10.3,.375,4.5,9.9,.456,.511,3.1,4.8,.642,1.1,5.6,6.7,9.4,1.7,0.5,4.8,3.9,23.7,103,117,,porteke02
106,Reggie Bullock,30,DAL,SF,68,37,1902,5.3,13.3,.401,3.7,10.4,.360,1.6,2.9,.550,.542,1.1,1.3,.833,0.9,5.5,6.4,2.2,1.1,0.4,1.1,2.9,15.4,111,112,,bullore01
107,Ja Morant,22,MEM,PG,57,57,1889,14.7,29.8,.493,2.2,6.5,.344,12.5,23.3,.534,.530,8.0,10.5,.761,2.0,6.3,8.2,9.7,1.7,0.6,5.0,2.2,39.6,116,111,MVP-7MIP-1ASNBA2,moranja01
108,Jae Crowder,31,PHO,PF,67,67,1886,5.5,13.9,.399,3.2,9.3,.348,2.3,4.6,.503,.516,1.8,2.3,.789,0.8,8.3,9.0,3.2,2.4,0.8,1.4,4.4,16.1,109,105,,crowdja01
109,Jarred Vanderbilt,22,MIN,PF,74,67,1880,5.4,9.1,.587,0.1,0.4,.143,5.3,8.8,.605,.590,2.2,3.3,.656,5.4,10.3,15.8,2.4,2.5,1.2,1.8,4.6,13.0,127,108,,vandeja01
110,Lauri Markkanen,24,CLE,SF,61,61,1878,8.3,18.7,.445,3.6,10.1,.358,4.7,8.6,.548,.542,3.7,4.2,.868,1.6,7.6,9.2,2.2,1.2,0.8,1.4,3.5,23.9,117,110,,markkla01
111,Grant Williams,23,BOS,PF,77,21,1875,5.4,11.4,.475,2.8,6.8,.411,2.6,4.6,.569,.597,2.3,2.5,.905,1.7,5.6,7.3,2.1,1.0,1.5,1.6,4.9,16.0,122,109,,willigr01
112,Brandon Ingram,24,NOP,SF,55,55,1869,12.0,26.0,.461,2.0,6.0,.327,10.0,20.0,.501,.498,7.0,8.5,.826,0.9,7.5,8.5,8.1,0.9,0.7,4.0,3.1,32.9,111,115,,ingrabr01
