Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
447,Trevelin Queen,26,ORL,SG,14,0,165,4.2,11.4,.368,0.9,5.1,.176,3.3,6.3,.524,.408,2.7,3.6,.750,0.9,5.1,6.0,5.4,2.1,1.5,2.1,4.5,12.0,101,111,,queentr01
448,Zavier Simpson,26,MEM,PG,7,0,161,5.2,16.4,.315,1.5,5.2,.294,3.6,11.2,.324,.361,0.9,1.2,.750,1.2,4.9,6.1,7.6,2.1,0.9,3.0,3.3,12.8,86,115,,simpsza01
449,Thanasis Antetokounmpo,31,MIL,PF,34,0,155,5.0,9.3,.533,0.0,0.3,.000,5.0,9.0,.552,.533,0.0,0.6,.000,2.2,1.9,4.0,5.3,2.2,1.2,4.3,7.4,9.9,92,117,,antetth01
450,Tristan Vukcevic,20,WAS,C,10,4,153,8.9,20.5,.433,3.1,11.0,.278,5.8,9.5,.613,.507,5.2,6.7,.773,1.8,9.2,11.0,4.0,1.5,2.1,3.1,8.6,26.0,106,116,,vukcetr01
451,Darius Bazley,23,2TM,PF,9,0,152,5.7,9.5,.600,0.6,2.5,.250,5.1,7.0,.727,.633,3.2,3.8,.833,2.5,6.4,8.9,2.2,1.9,2.2,2.5,1.0,15.3,121,118,,bazleda01
452,DeJon Jarreau,26,MEM,SG,9,0,150,5.5,16.3,.340,1.3,4.2,.308,4.2,12.1,.351,.380,1.6,3.6,.455,2.6,11.7,14.3,8.5,2.0,0.7,2.9,4.6,14.0,93,111,,jarrede01
453,Jules Bernard,24,WAS,SG,19,0,149,9.1,20.1,.453,3.5,9.1,.379,5.6,11.0,.514,.539,1.6,2.8,.556,3.1,5.0,8.2,5.0,0.9,0.3,2.5,4.4,23.2,109,122,,bernaju01
454,Jeff Dowtin Jr.,26,PHI,PG,12,0,142,6.9,12.5,.556,3.1,6.6,.474,3.8,5.9,.647,.681,1.0,1.4,.750,1.0,5.9,6.9,9.4,2.4,0.3,1.7,0.3,18.0,141,114,,dowtije01
455,Sidy Cissoko,19,SAS,SF,12,0,141,5.4,11.1,.485,0.3,4.0,.083,5.1,7.1,.714,.500,4.0,5.1,.800,2.7,4.7,7.4,3.4,2.4,1.0,1.0,6.1,15.2,124,116,,cissosi01
456,Brandon Clarke,27,MEM,PF,6,1,134,12.0,21.5,.559,0.4,2.2,.167,11.7,19.3,.604,.568,0.4,2.6,.143,4.7,6.9,11.7,3.3,1.8,2.2,1.1,2.9,24.8,114,113,,clarkbr01
457,Emoni Bates,20,CLE,SF,15,0,133,5.6,18.2,.306,3.7,12.3,.303,1.9,5.9,.313,.408,0.4,1.5,.250,0.4,4.8,5.2,3.7,0.4,0.7,3.0,1.9,15.2,80,117,,batesem01
458,Dru Smith,26,MIA,SG,9,0,131,5.7,12.6,.455,2.7,6.5,.412,3.0,6.1,.500,.561,0.8,0.8,1.000,2.3,3.0,5.3,5.3,3.4,1.1,1.9,4.6,14.9,118,110,,smithdr01
459,Nate Williams,24,HOU,SG,22,0,129,10.2,18.8,.540,0.8,1.9,.400,9.4,16.9,.556,.560,2.6,4.9,.538,4.5,4.1,8.6,2.6,1.5,0.4,1.5,3.8,23.7,118,116,,willije02
460,T.J. Warren,30,MIN,SF,11,0,125,7.1,16.2,.439,0.8,5.1,.154,6.3,11.1,.571,.463,1.2,1.6,.750,2.0,6.7,8.7,3.6,1.6,0.4,1.6,4.3,16.2,102,110,,warretj01
461,Timmy Allen,24,MEM,SF,5,0,125,2.3,9.0,.261,0.0,2.7,.000,2.3,6.3,.375,.261,0.4,0.8,.500,1.6,5.1,6.6,2.0,1.6,0.0,0.8,7.0,5.1,73,117,,allenti01
462,Jalen Pickett,24,DEN,SG,27,0,122,6.1,14.2,.429,3.7,10.2,.360,2.4,4.1,.600,.557,1.2,1.6,.750,0.4,5.3,5.7,8.5,1.6,0.0,3.7,5.3,17.1,109,115,,pickeja02
463,Luka Garza,25,MIN,C,25,0,122,14.6,30.4,.480,3.6,13.0,.281,10.9,17.4,.628,.540,7.3,10.1,.720,7.7,4.9,12.6,1.6,1.6,0.4,2.4,9.7,40.1,117,111,,garzalu01
464,Mãozinha Pereira,23,MEM,SF,7,1,122,7.2,14.0,.514,2.0,5.2,.385,5.2,8.8,.591,.586,2.8,4.0,.700,4.4,10.4,14.8,0.8,2.4,1.6,2.0,4.0,19.2,117,110,,pereima01
465,Jahmi'us Ramsey,22,TOR,SG,7,1,121,7.2,16.4,.439,2.4,8.8,.273,4.8,7.6,.632,.512,2.0,2.4,.833,1.6,7.2,8.8,3.2,2.8,0.0,2.8,4.0,18.8,102,117,,ramseja01
466,Marques Bolden,25,2TM,C,11,2,121,6.9,10.2,.680,0.0,0.4,.000,6.9,9.8,.708,.680,1.2,1.6,.750,4.1,9.8,13.9,1.6,1.2,2.9,1.2,4.1,15.1,136,116,,boldema01
467,Mouhamadou Gueye,25,TOR,PF,11,0,120,4.4,15.3,.289,0.0,1.2,.000,4.4,14.1,.314,.289,1.6,3.6,.444,4.8,4.4,9.3,2.0,1.2,7.2,4.8,6.0,10.5,67,113,,gueyemo01
468,Xavier Moon,29,LAC,SG,14,1,119,6.2,19.1,.326,0.8,7.1,.118,5.4,12.0,.448,.348,0.4,0.8,.500,3.3,4.1,7.5,8.7,1.2,1.2,2.1,3.3,13.7,95,118,,moonxa01
469,Robert Williams,26,POR,C,6,0,119,7.1,10.8,.654,0.0,0.0,,7.1,10.8,.654,.654,2.9,3.7,.778,4.6,11.2,15.8,2.1,2.9,2.9,2.9,7.1,17.0,122,109,,williro04
470,Brandon Williams,24,DAL,PG,17,0,113,8.5,22.9,.370,1.3,6.4,.200,7.2,16.6,.436,.398,4.7,7.2,.647,1.7,3.8,5.5,7.2,0.4,0.4,3.0,1.7,22.9,97,120,,willibr03
471,Udoka Azubuike,24,PHO,C,16,0,113,6.9,9.9,.696,0.0,0.0,,6.9,9.9,.696,.696,1.3,5.6,.231,4.8,9.1,13.8,1.3,0.4,2.6,1.7,7.3,15.1,118,114,,azubuud01
472,Matthew Hurt,23,MEM,PF,8,0,113,5.2,14.7,.353,2.2,8.7,.250,3.0,6.1,.500,.426,1.3,1.3,1.000,3.9,3.0,6.9,1.7,1.3,1.3,0.9,3.5,13.8,104,117,,hurtma01
473,Jalen Hood-Schifino,20,LAL,SG,21,0,109,4.4,19.6,.222,0.9,6.5,.133,3.5,13.1,.267,.244,5.2,8.7,.600,0.9,4.8,5.7,3.5,1.3,0.9,3.9,5.7,14.8,66,117,,hoodsja01
474,Dylan Windler,27,3TM,SF,17,0,108,6.7,13.3,.500,5.8,12.0,.481,0.9,1.3,.667,.717,0.0,0.0,,1.3,5.8,7.1,4.4,0.9,0.0,0.9,2.7,19.1,143,121,,windldy01
475,Malik Williams,25,TOR,C,7,2,107,4.1,15.3,.265,0.5,2.3,.200,3.6,13.1,.276,.279,0.0,0.9,.000,6.8,10.4,17.1,0.9,1.4,1.8,1.4,6.8,8.6,79,116,,willima11
476,Armoni Brooks,25,BRK,PG,10,0,104,7.1,21.9,.326,5.2,15.2,.344,1.9,6.7,.286,.446,0.5,1.0,.500,3.3,5.2,8.6,2.4,0.5,0.5,1.4,1.4,20.0,98,120,,brookar01
477,Maxwell Lewis,21,LAL,SF,34,0,103,1.8,9.7,.190,0.5,4.2,.111,1.4,5.5,.250,.214,0.9,1.4,.667,0.9,0.9,1.8,2.8,0.9,0.5,4.6,2.3,5.1,50,121,,lewisma05
478,Harry Giles,25,2TM,C,23,0,100,11.3,24.6,.460,1.5,6.9,.214,9.8,17.7,.556,.490,3.4,6.4,.538,5.9,8.8,14.7,2.9,1.0,1.5,2.9,7.4,27.5,103,115,,gilesha01
479,Olivier Sarr,24,OKC,C,15,0,98,5.4,9.3,.579,1.0,2.9,.333,4.4,6.4,.692,.632,4.9,7.4,.667,4.9,12.8,17.7,1.0,0.0,3.4,1.5,8.8,16.7,135,109,,sarrol01
480,Jamaree Bouyea,24,2TM,PG,9,0,95,5.1,14.3,.357,0.5,4.6,.111,4.6,9.7,.474,.375,0.0,0.0,,1.5,8.2,9.7,5.6,0.5,0.0,4.6,5.1,10.7,73,120,,bouyeja01
481,Josh Minott,21,MIN,SF,32,0,91,9.2,19.6,.472,2.2,5.4,.400,7.1,14.1,.500,.528,6.5,7.6,.857,2.2,7.1,9.2,4.3,2.7,2.7,1.1,5.4,27.2,127,105,,minotjo01
482,Chris Livingston,20,MIL,SF,21,0,90,5.9,11.7,.500,0.5,2.7,.200,5.3,9.1,.588,.523,1.6,2.1,.750,1.6,9.6,11.2,2.7,1.1,0.0,2.7,8.0,13.9,101,116,,livinch01
483,Cole Swider,24,MIA,SF,18,0,87,8.6,21.8,.395,5.7,17.2,.333,2.9,4.6,.625,.526,1.1,1.1,1.000,0.6,3.4,4.0,2.9,0.6,0.6,4.6,2.3,24.1,91,117,,swideco01
484,Admiral Schofield,26,ORL,PF,23,0,84,5.9,15.3,.385,3.5,9.4,.375,2.4,5.9,.400,.500,0.0,1.2,.000,1.8,8.3,10.0,4.1,0.6,0.0,2.9,5.3,15.3,95,114,,schofad01
485,Terquavion Smith,21,PHI,PG,16,0,84,10.5,26.9,.391,7.6,20.5,.371,2.9,6.4,.455,.533,1.8,2.9,.600,0.0,2.3,2.3,7.0,4.7,0.0,4.1,4.7,30.5,103,111,,smithte01
486,Buddy Boeheim,24,DET,SF,10,0,84,5.2,16.6,.310,4.6,14.3,.320,0.6,2.3,.250,.448,4.6,5.7,.800,1.7,4.0,5.7,1.7,0.0,0.6,0.0,2.9,19.5,116,124,,boehebu01
487,Jordan Walsh,19,BOS,SF,9,1,83,3.6,8.9,.400,1.2,5.4,.222,2.4,3.6,.667,.467,0.6,1.2,.500,3.0,8.9,11.9,3.0,3.0,0.6,1.8,6.5,8.9,106,108,,walshjo01
488,Jerome Robinson,26,GSW,SG,22,0,81,6.6,19.7,.333,1.2,10.2,.118,5.4,9.6,.563,.364,4.2,6.6,.636,0.6,3.0,3.6,3.0,0.6,1.8,1.2,3.0,18.5,92,118,,robinje01
489,James Bouknight,23,CHO,SG,14,0,81,11.0,25.0,.439,7.9,18.3,.433,3.0,6.7,.455,.598,0.6,1.2,.500,0.6,4.9,5.5,3.7,0.6,0.6,1.2,1.8,30.5,115,123,,bouknja01
490,Wenyen Gabriel,26,MEM,PF,5,0,81,4.8,13.3,.364,0.6,3.6,.167,4.2,9.7,.438,.386,0.0,3.0,.000,4.2,10.9,15.1,1.8,1.2,1.2,4.8,6.0,10.3,68,113,,gabriwe01
491,Ryan Rollins,21,2TM,PG,13,0,78,8.4,16.3,.519,1.8,2.4,.750,6.6,13.8,.478,.574,7.8,10.2,.765,1.2,6.6,7.8,8.4,6.0,1.8,4.8,4.8,26.5,116,108,,rolliry01
492,R.J. Hampton,22,MIA,PG,8,2,76,2.6,9.2,.286,0.7,5.3,.125,2.0,3.9,.500,.321,0.7,1.3,.500,1.3,2.6,3.9,5.3,0.0,0.0,2.0,5.3,6.6,84,119,,hamptrj01
493,Wendell Moore Jr.,22,MIN,SG,25,0,75,5.9,11.9,.500,0.0,4.0,.000,5.9,7.9,.750,.500,0.0,0.0,,0.0,7.9,7.9,4.0,3.3,0.7,2.6,3.3,11.9,92,106,,moorewe01
494,Nate Hinton,24,HOU,SG,15,0,75,7.1,16.8,.423,4.5,9.1,.500,2.6,7.8,.333,.558,2.6,3.2,.800,4.5,9.7,14.2,6.5,1.9,1.3,1.9,7.1,21.3,128,110,,hintona01
495,Mouhamed Gueye,21,ATL,PF,6,0,73,5.3,15.1,.348,2.0,5.9,.333,3.3,9.2,.357,.413,3.3,3.9,.833,6.6,7.9,14.5,2.6,3.3,2.6,0.7,8.5,15.8,120,112,,gueyemo02
496,Isaiah Mobley,24,CLE,PF,10,0,72,6.9,16.5,.417,2.1,6.9,.300,4.8,9.6,.500,.479,0.0,0.7,.000,2.1,4.8,6.9,4.1,1.4,0.0,1.4,4.1,15.8,102,116,,mobleis01
497,Boban Marjanović,35,HOU,C,14,0,71,12.3,23.2,.529,0.0,1.4,.000,12.3,21.9,.563,.529,6.1,9.6,.643,4.8,17.1,21.9,4.1,0.7,1.4,3.4,3.4,30.7,112,109,,marjabo01
498,Jason Preston,24,UTA,PG,7,0,71,4.1,12.9,.316,0.0,2.0,.000,4.1,10.9,.375,.316,0.0,0.0,,4.1,7.5,11.6,10.9,1.4,0.7,1.4,2.0,8.2,107,121,,prestja01
499,Jett Howard,20,ORL,SF,18,0,67,7.4,22.2,.333,5.2,18.5,.280,2.2,3.7,.600,.450,1.5,3.0,.500,0.7,4.4,5.2,4.4,1.5,1.5,2.2,3.0,21.4,96,113,,howarje01
500,Kobi Simmons,26,TOR,PG,4,0,67,6.5,15.1,.429,1.4,5.8,.250,5.0,9.4,.538,.476,0.0,0.0,,0.7,4.3,5.0,8.6,4.3,1.4,0.7,3.6,14.4,116,113,,simmoko01
501,Keyontae Johnson,23,OKC,SF,9,0,66,3.6,11.7,.313,0.7,2.2,.333,2.9,9.5,.308,.344,0.0,0.0,,2.9,4.4,7.3,2.9,0.7,0.0,2.9,3.6,8.0,78,118,,johnske08
502,Adama Sanogo,21,CHI,PF,9,0,66,10.6,20.4,.519,0.0,0.0,,10.6,20.4,.519,.519,6.0,9.1,.667,14.4,12.8,27.2,0.0,0.8,0.0,3.8,3.8,27.2,118,116,,sanogad01
503,Robin Lopez,35,MIL,C,16,2,65,5.2,14.0,.368,1.5,5.9,.250,3.7,8.1,.455,.421,1.5,1.5,1.000,2.2,1.5,3.7,3.0,0.7,2.2,1.5,5.2,13.3,100,119,,lopezro01
504,Amari Bailey,19,CHO,PG,10,0,65,6.1,18.2,.333,0.8,6.1,.125,5.3,12.1,.438,.354,4.6,5.3,.857,4.6,2.3,6.8,5.3,2.3,0.0,3.0,1.5,17.5,96,122,,baileam01
505,Moussa Diabaté,22,LAC,C,11,0,64,7.7,14.7,.526,0.0,0.0,,7.7,14.7,.526,.526,6.9,10.8,.643,11.6,6.9,18.5,3.1,3.9,0.8,1.5,3.1,22.4,136,111,,diabamo01
506,Jack White,26,MEM,SF,4,0,64,1.5,12.2,.125,1.5,7.6,.200,0.0,4.6,.000,.188,0.0,0.0,,3.1,6.1,9.2,0.8,3.1,0.8,1.5,2.3,4.6,54,112,,whiteja03
507,Kendall Brown,20,IND,SG,15,0,63,6.0,11.2,.533,0.0,1.5,.000,6.0,9.7,.615,.533,3.7,6.0,.625,2.2,1.5,3.7,3.7,0.0,0.0,1.5,6.7,15.7,119,126,,brownke03
508,Ish Wainright,29,2TM,SF,11,0,62,5.6,19.1,.292,5.6,15.9,.350,0.0,3.2,.000,.438,1.6,1.6,1.000,2.4,8.7,11.1,0.8,3.2,0.8,1.6,6.4,18.3,98,112,,wainris01
509,Keon Johnson,21,BRK,SG,5,0,61,6.5,17.0,.381,3.2,8.1,.400,3.2,8.9,.364,.476,8.9,9.7,.917,2.4,3.2,5.7,2.4,2.4,0.8,4.1,4.1,25.2,110,116,,johnske07
510,Braxton Key,26,DEN,SF,20,0,60,5.8,14.0,.412,1.7,4.1,.400,4.1,9.9,.417,.471,5.0,6.6,.750,2.5,12.4,14.9,7.4,1.7,0.8,0.8,4.1,18.2,128,110,,keybr01
511,Jermaine Samuels,25,HOU,SF,14,0,60,7.3,11.3,.643,0.0,1.6,.000,7.3,9.7,.750,.643,1.6,1.6,1.000,2.4,8.1,10.5,2.4,0.8,1.6,0.0,4.0,16.2,149,114,,samueje01
512,Colin Castleton,23,LAL,C,16,0,59,7.3,12.9,.563,0.0,0.0,,7.3,12.9,.563,.563,4.8,4.8,1.000,4.8,4.8,9.7,2.4,1.6,0.0,2.4,8.9,19.3,126,118,,castlco01
513,TyTy Washington Jr.,22,MIL,PG,11,0,56,5.1,17.2,.300,1.7,5.1,.333,3.4,12.0,.286,.350,0.0,0.0,,0.9,3.4,4.3,4.3,2.6,0.0,1.7,0.9,12.0,81,117,,washity02
514,Dereon Seabron,23,NOP,SG,6,0,55,3.6,11.6,.308,0.9,1.8,.500,2.7,9.8,.273,.346,4.5,5.3,.833,0.9,5.3,6.2,4.5,1.8,0.9,0.0,3.6,12.5,115,114,,seabrde01
515,Juan Toscano-Anderson,30,SAC,SF,11,0,53,2.7,11.0,.250,0.9,3.7,.250,1.8,7.3,.250,.292,0.0,0.0,,3.7,9.2,12.8,3.7,0.9,0.9,1.8,10.1,6.4,84,115,,toscaju01
516,Leonard Miller,20,MIN,SF,17,0,52,12.4,19.0,.650,1.9,4.8,.400,10.5,14.3,.733,.700,1.0,1.9,.500,4.8,14.3,19.0,7.6,1.9,1.0,1.0,4.8,27.6,148,104,,millele01
517,Seth Lundy,23,ATL,SF,9,0,52,3.7,15.7,.235,2.8,12.0,.231,0.9,3.7,.250,.324,2.8,3.7,.750,0.9,5.5,6.5,0.0,0.0,0.0,0.9,5.5,12.9,82,124,,lundyse01
518,David Duke Jr.,24,SAS,SG,4,0,51,9.3,16.8,.556,2.8,5.6,.500,6.5,11.2,.583,.639,2.8,2.8,1.000,1.9,7.4,9.3,4.7,1.9,0.0,2.8,3.7,24.2,122,117,,dukeda01
519,Daishen Nix,21,MIN,PG,15,0,50,8.9,23.7,.375,5.9,16.8,.353,3.0,6.9,.429,.500,3.0,5.9,.500,1.0,2.0,3.0,5.9,4.9,0.0,4.9,2.0,26.7,95,106,,nixda01
520,Jay Huff,25,DEN,C,20,0,49,9.1,15.2,.600,3.0,9.1,.333,6.1,6.1,1.000,.700,2.0,2.0,1.000,2.0,9.1,11.1,2.0,2.0,3.0,1.0,9.1,23.3,140,108,,huffja01
521,Hunter Tyson,23,DEN,PF,18,0,48,8.3,20.7,.400,4.1,14.5,.286,4.1,6.2,.667,.500,0.0,0.0,,1.0,8.3,9.3,2.1,1.0,0.0,2.1,10.3,20.7,96,114,,tysonhu01
522,James Johnson,36,IND,PF,9,0,47,3.0,10.0,.300,0.0,2.0,.000,3.0,8.0,.375,.300,2.0,2.0,1.000,1.0,3.0,4.0,8.0,5.0,1.0,5.0,9.0,8.0,79,112,,johnsja01
523,DaQuan Jeffries,26,NYK,SG,17,0,46,6.6,18.6,.353,2.2,11.0,.200,4.4,7.7,.571,.412,0.0,2.2,.000,0.0,5.5,5.5,5.5,0.0,1.1,3.3,2.2,15.3,82,118,,jeffrda01
524,Ryan Arcidiacono,29,NYK,PG,20,0,45,0.0,6.7,.000,0.0,6.7,.000,0.0,0.0,,.000,0.0,0.0,,0.0,9.0,9.0,4.5,2.2,0.0,2.2,5.6,0.0,33,112,,arcidry01
525,Frank Ntilikina,25,CHO,PG,5,0,43,1.1,10.3,.111,1.1,9.2,.125,0.0,1.1,.000,.167,2.3,2.3,1.000,1.1,5.7,6.9,4.6,0.0,0.0,1.1,4.6,5.7,75,125,,ntilila01
526,Oscar Tshiebwe,24,IND,PF,8,0,42,11.2,22.5,.500,0.0,0.0,,11.2,22.5,.500,.500,6.7,9.0,.750,9.0,9.0,18.0,2.2,2.2,1.1,0.0,3.4,29.2,132,115,,tshieos01
527,D'Moi Hodge,25,LAL,SG,7,0,41,5.8,17.4,.333,3.5,13.9,.250,2.3,3.5,.667,.433,1.2,2.3,.500,0.0,0.0,0.0,5.8,1.2,1.2,1.2,4.6,16.2,97,120,,hodgedm01
528,Greg Brown III,22,DAL,PF,6,0,40,6.0,13.2,.455,1.2,3.6,.333,4.8,9.6,.500,.500,4.8,10.8,.444,3.6,7.2,10.8,4.8,0.0,4.8,4.8,6.0,18.0,96,114,,browngr01
529,Taze Moore,25,POR,SG,4,0,40,9.9,23.5,.421,1.2,8.6,.143,8.6,14.8,.583,.447,1.2,2.5,.500,4.9,4.9,9.9,6.2,2.5,0.0,3.7,4.9,22.2,98,117,,mooreta02
530,Alex Fudge,20,2TM,SF,6,0,40,7.2,17.9,.400,1.2,6.0,.200,6.0,12.0,.500,.433,2.4,2.4,1.000,4.8,1.2,6.0,0.0,3.6,0.0,2.4,2.4,17.9,95,115,,fudgeal01
531,JD Davison,21,BOS,SG,8,0,39,6.3,15.2,.417,3.8,8.9,.429,2.5,6.3,.400,.542,3.8,5.1,.750,2.5,10.1,12.7,12.7,1.3,1.3,2.5,5.1,20.3,134,110,,davisjd01
532,RaiQuan Gray,24,SAS,PF,3,0,39,12.2,20.7,.588,3.7,8.5,.429,8.5,12.2,.700,.676,0.0,0.0,,2.4,6.1,8.5,7.3,1.2,1.2,1.2,0.0,28.0,136,117,,grayra01
533,Jacob Toppin,23,NYK,SF,9,0,38,6.6,11.9,.556,1.3,5.3,.250,5.3,6.6,.800,.611,2.7,2.7,1.000,4.0,5.3,9.3,4.0,0.0,1.3,1.3,4.0,17.3,141,117,,toppija01
534,Jalen Slawson,24,SAC,SF,12,0,37,5.3,7.9,.667,0.0,2.6,.000,5.3,5.3,1.000,.667,0.0,0.0,,1.3,7.9,9.2,2.6,1.3,1.3,2.6,10.5,10.5,107,114,,slawsja01
535,Charlie Brown Jr.,26,NYK,SG,8,0,37,2.7,13.6,.200,2.7,9.5,.286,0.0,4.1,.000,.300,0.0,0.0,,1.4,1.4,2.7,0.0,0.0,2.7,2.7,6.8,8.2,60,118,,brownch02
536,D.J. Carton,23,TOR,SG,4,0,36,4.0,10.7,.375,1.3,5.4,.250,2.7,5.4,.500,.438,5.4,6.7,.800,2.7,2.7,5.4,4.0,1.3,0.0,1.3,4.0,14.8,120,123,,cartodj01
537,Dexter Dennis,24,DAL,SG,4,0,30,16.0,30.4,.526,1.6,12.8,.125,14.4,17.6,.818,.553,1.6,4.8,.333,1.6,12.8,14.4,6.4,0.0,1.6,4.8,1.6,35.2,100,114,,dennide01
538,Henri Drell,23,CHI,SF,4,0,30,6.6,16.6,.400,3.3,10.0,.333,3.3,6.6,.500,.500,1.7,3.3,.500,1.7,5.0,6.6,6.6,3.3,1.7,3.3,10.0,18.3,102,112,,drellhe01
539,Jordan Miller,24,LAC,SF,8,0,28,8.8,15.9,.556,1.8,3.5,.500,7.1,12.3,.571,.611,3.5,3.5,1.000,5.3,3.5,8.8,0.0,0.0,0.0,1.8,3.5,22.9,130,122,,millejo02
540,Mason Jones,25,SAC,SG,5,0,28,3.5,13.9,.250,3.5,12.1,.286,0.0,1.7,.000,.375,1.7,3.5,.500,1.7,6.9,8.7,8.7,1.7,0.0,3.5,5.2,12.1,93,116,,jonesma05
541,Pete Nance,23,CLE,PF,8,0,27,1.8,11.0,.167,1.8,1.8,1.000,0.0,9.1,.000,.250,0.0,3.7,.000,0.0,5.5,5.5,0.0,1.8,0.0,1.8,3.7,5.5,40,114,,nancepe01
542,Pat Spencer,27,GSW,PG,6,0,26,3.7,7.4,.500,0.0,3.7,.000,3.7,3.7,1.000,.500,0.0,0.0,,3.7,3.7,7.4,9.3,0.0,0.0,1.9,1.9,7.4,129,122,,spencpa01
543,Dariq Whitehead,19,BRK,SF,2,0,24,2.1,10.3,.200,0.0,6.2,.000,2.1,4.1,.500,.200,2.1,4.1,.500,0.0,8.3,8.3,6.2,0.0,2.1,0.0,0.0,6.2,83,118,,whiteda01
544,Mamadi Diakite,27,2TM,PF,6,0,24,8.1,12.1,.667,0.0,2.0,.000,8.1,10.1,.800,.667,8.1,12.1,.667,2.0,6.1,8.1,4.0,2.0,2.0,2.0,4.0,24.2,133,114,,diakima01
545,E.J. Liddell,23,NOP,PF,8,0,23,2.1,12.8,.167,0.0,10.7,.000,2.1,2.1,1.000,.167,4.3,4.3,1.000,0.0,10.7,10.7,2.1,4.3,4.3,4.3,4.3,8.5,56,101,,liddeej01
546,Drew Peterson,24,BOS,PF,3,0,23,8.6,12.9,.667,6.4,10.7,.600,2.1,2.1,1.000,.917,0.0,0.0,,0.0,2.1,2.1,2.1,4.3,0.0,2.1,2.1,23.6,144,110,,peterdr01
547,Jordan Ford,25,SAC,PG,6,0,22,8.8,15.5,.571,4.4,6.6,.667,4.4,8.8,.500,.714,4.4,4.4,1.000,0.0,4.4,4.4,4.4,0.0,0.0,2.2,0.0,26.5,138,121,,fordjo01
548,Isaiah Thomas,34,PHO,PG,6,0,19,7.7,25.7,.300,5.1,10.3,.500,2.6,15.4,.167,.400,0.0,0.0,,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,20.6,101,124,,thomais02
549,Usman Garuba,21,GSW,PF,6,0,18,2.7,16.1,.167,0.0,2.7,.000,2.7,13.4,.200,.167,2.7,5.4,.500,8.1,10.8,18.8,2.7,2.7,8.1,5.4,5.4,8.1,65,101,,garubus01
550,Danny Green,36,PHI,SG,2,0,18,0.0,5.5,.000,0.0,2.7,.000,0.0,2.7,.000,.000,0.0,0.0,,0.0,5.5,5.5,2.7,2.7,0.0,0.0,2.7,0.0,33,114,,greenda02
551,Alondes Williams,24,MIA,SG,7,0,16,6.2,24.9,.250,0.0,12.5,.000,6.2,12.5,.500,.250,3.1,3.1,1.000,0.0,3.1,3.1,0.0,0.0,3.1,6.2,6.2,15.6,50,115,,willial06
552,Ty Jerome,26,CLE,SG,2,0,15,6.6,13.2,.500,0.0,3.3,.000,6.6,9.9,.667,.500,0.0,0.0,,3.3,0.0,3.3,9.9,0.0,0.0,3.3,6.6,13.2,111,121,,jeromty01
553,D.J. Wilson,27,PHI,PF,2,0,15,13.1,19.7,.667,6.6,6.6,1.000,6.6,13.1,.500,.833,0.0,0.0,,3.3,3.3,6.6,6.6,0.0,6.6,0.0,3.3,32.8,173,114,,wilsodj01
554,Adam Flagler,24,OKC,SG,2,0,14,3.4,24.0,.143,3.4,20.6,.167,0.0,3.4,.000,.214,0.0,0.0,,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,10.3,78,122,,flaglad01
555,Andrew Funk,24,CHI,SG,5,0,13,0.0,15.3,.000,0.0,11.5,.000,0.0,3.8,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,0.0,0,112,,funkan01
556,Quenton Jackson,25,IND,PG,3,0,11,0.0,4.3,.000,0.0,0.0,,0.0,4.3,.000,.000,8.6,8.6,1.000,0.0,17.2,17.2,8.6,4.3,0.0,0.0,4.3,8.6,152,107,,jacksqu01
557,Joshua Primo,21,LAC,SG,2,0,10,4.9,14.8,.333,0.0,4.9,.000,4.9,9.9,.500,.333,0.0,0.0,,4.9,0.0,4.9,0.0,0.0,4.9,19.7,0.0,9.9,37,119,,primojo01
558,Filip Petrušev,23,2TM,C,3,0,10,4.9,9.8,.500,0.0,0.0,,4.9,9.8,.500,.500,4.9,9.8,.500,0.0,4.9,4.9,0.0,0.0,0.0,0.0,4.9,14.6,108,120,,petrufi01
559,Lindell Wigginton,25,MIL,PG,3,0,8,12.0,30.0,.400,0.0,12.0,.000,12.0,18.0,.667,.400,12.0,12.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,36.0,89,124,,wiggili01
560,Kaiser Gates,27,NOP,SF,1,0,7,0.0,28.0,.000,0.0,14.0,.000,0.0,14.0,.000,.000,0.0,0.0,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,118,,gateska01
561,Shaquille Harrison,30,MEM,SG,3,0,6,8.1,16.3,.500,0.0,0.0,,8.1,16.3,.500,.500,0.0,0.0,,0.0,16.3,16.3,0.0,0.0,8.1,0.0,0.0,16.3,100,104,,harrish01
562,Kevon Harris,26,ORL,SG,2,0,6,16.5,24.8,.667,0.0,0.0,,16.5,24.8,.667,.667,0.0,0.0,,0.0,16.5,16.5,8.3,0.0,0.0,8.3,24.8,33.0,101,110,,harrike01
