Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
563,Hamidou Diallo,25,WAS,SG,2,0,5,9.4,18.7,.500,0.0,0.0,,9.4,18.7,.500,.500,0.0,0.0,,18.7,0.0,18.7,9.4,18.7,0.0,9.4,9.4,18.7,106,86,,diallha01
564,Ron Harper Jr.,23,TOR,PF,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,12.1,0.0,0.0,0.0,24.1,0.0,227,127,,harpero02
565,Markquis Nowell,24,TOR,SG,1,0,4,0.0,12.1,.000,0.0,0.0,,0.0,12.1,.000,.000,24.1,24.1,1.000,24.1,0.0,24.1,24.1,12.1,0.0,0.0,0.0,24.1,169,100,,nowelma01
566,Isaiah Wong,23,IND,SG,1,0,4,11.8,35.4,.333,0.0,11.8,.000,11.8,23.6,.500,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,70,127,,wongis01
567,Izaiah Brockington,24,NOP,PG,1,0,3,32.7,81.7,.400,0.0,16.3,.000,32.7,65.4,.500,.400,0.0,0.0,,16.3,16.3,32.7,0.0,0.0,0.0,0.0,0.0,65.4,93,113,,brockiz01
568,Malcolm Cazalon,22,DET,SG,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,127,,cazalma01
569,Jalen Crutcher,24,NOP,PG,1,0,3,0.0,16.3,.000,0.0,0.0,,0.0,16.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,122,,crutcja01
570,Dmytro Skapintsev,25,NYK,C,2,0,2,0.0,25.2,.000,0.0,0.0,,0.0,25.2,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,122,,skapidm01
571,Justin Jackson,28,MIN,SF,2,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,119,,jacksju01
572,Javonte Smart,24,PHI,PG,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,124,,smartja01
