Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
Saben Lee,21,DET,PG,48,7,781,6.2,13.2,0.5,1.4,5.7,11.7,3.8,5.6,1.3,4.8,6.1,10.9,2,0.8,3.5,4.8,16.8,112,113,leesa01
Maurice Harkless,27,TOT,SF,37,23,772,4.3,10.3,1.4,5.3,2.9,5.1,2.1,2.7,0.8,4.8,5.6,2.8,1.9,1.3,1.4,5.4,12.1,106,116,harklma01
Rajon Rondo,34,TOT,PG,45,3,770,6.1,13.8,2.3,5.7,3.8,8.1,1,1.1,1.2,5.9,7,12.8,2.4,0.3,5.1,3.4,15.5,108,112,rondora01
Mychal Mulder,26,GSW,PG,60,6,766,7.3,16.2,5.2,13.1,2.1,3.1,0.9,1.3,0.5,3.2,3.7,1.6,0.7,0.7,1,3.4,20.7,113,115,muldemy01
Jeremy Lamb,28,IND,SG,36,8,765,7.4,17.1,3.2,7.9,4.2,9.1,4.4,4.6,1.5,6.5,8.1,3.3,2.1,1.4,1.4,4.4,22.4,119,111,lambje01
Jaylen Nowell,21,MIN,SG,42,0,759,8.8,20.8,3.1,9.3,5.7,11.5,2.8,3.4,1.2,4.7,5.9,3.9,1.4,0.7,1.7,4.5,23.6,107,117,nowelja01
Drew Eubanks,23,SAS,C,54,3,755,7.5,13.2,0.1,0.1,7.3,13,4.9,6.8,4.8,10.7,15.5,2.7,1.2,3.1,2.9,5.7,20,118,109,eubandr01
Cam Reddish,21,ATL,SF,26,21,750,6.3,17.3,2.2,8.3,4.1,9,4.4,5.4,1.4,5.4,6.8,2.3,2.2,0.6,2.2,4.5,19.2,100,113,reddica01
Frank Jackson,22,DET,PG,40,6,738,8.9,19.5,4.1,10,4.9,9.5,4.1,5,1,4.7,5.7,2.4,1,0.1,2.3,3.5,25.9,112,116,jacksfr01
Precious Achiuwa,21,MIA,PF,61,4,737,8.4,15.4,0,0.1,8.4,15.3,3.8,7.4,4.9,9.1,14,2,1.3,1.9,2.9,6.1,20.5,107,109,achiupr01
Mo Bamba,22,ORL,C,46,5,725,9.5,20.2,2.6,7.9,7,12.3,3,4.4,5.1,12.7,17.8,2.3,0.9,3.9,2.4,5.8,24.6,111,109,bambamo01
Yuta Watanabe,26,TOR,SF,50,4,723,5.3,12,2.4,6,2.9,6,1.6,1.9,2.4,8.2,10.6,2.7,1.7,1.3,1.3,3.8,14.6,117,111,watanyu01
JJ Redick,36,TOT,SG,44,0,723,7.1,17.8,4.4,11.9,2.7,5.9,3.3,3.5,0.3,4,4.3,3.4,0.7,0.2,2.4,3.3,21.8,109,118,redicjj01
Moritz Wagner,23,TOT,C,45,24,722,6.8,15,2,6,4.8,9,4.7,5.7,1.8,7.8,9.6,3.3,1.7,1.2,2.8,7.1,20.3,110,112,wagnemo01
Jevon Carter,25,PHX,PG,60,1,717,6.5,15.4,3.9,10.4,2.6,5,0.3,0.5,1.1,5.2,6.3,4.9,2,0.6,1.1,3.9,17.1,115,111,carteje01
Frank Kaminsky,27,PHX,C,47,13,715,8.4,17.7,2.1,5.9,6.2,11.9,2.6,4.1,2.5,10.5,13,5.5,1,1.2,1.5,4.8,21.4,117,110,kaminfr01
DeMarcus Cousins,30,TOT,C,41,11,713,8.7,20.5,3.2,9.1,5.6,11.4,4,5.4,3.6,14.1,17.7,5.1,2.3,1.6,4.3,7.2,24.6,103,107,couside01
Naji Marshall,23,NOP,SF,32,10,700,5.6,14.3,2,5.7,3.6,8.6,3.6,5.1,1,9.1,10.1,6,1.8,0.7,2.6,4,16.9,106,113,marshna01
Eric Paschall,24,GSW,PF,40,2,695,10,20.1,1.2,3.6,8.8,16.5,4.5,6.4,1.9,6.8,8.7,3.4,0.8,0.5,2.9,4.6,25.7,106,113,pascher01
Tyler Johnson,28,BKN,SG,39,3,684,5.1,12.9,3.4,9.3,1.7,3.6,1.3,1.5,0.4,5,5.4,3.3,1,0,1.2,3,14.8,111,117,johnsty01
Tony Bradley,23,TOT,C,42,8,684,9.2,13.8,0,0.2,9.2,13.6,2.7,3.8,5.9,10.8,16.7,2.6,1,2.1,2.3,4.3,21,131,109,bradlto01
Obi Toppin,22,NYK,PF,62,0,683,7.6,15.3,1.9,6.2,5.7,9.1,1.4,1.9,1.9,8.2,10.1,2.1,1.2,1.1,1.7,4,18.5,112,108,toppiob01
David Nwaba,28,HOU,SF,30,9,679,7.4,15.2,1.2,4.4,6.2,10.8,3.3,4.7,2.8,5.4,8.2,2.2,2.1,1.5,1.2,4.2,19.2,115,114,nwabada01
De'Andre Hunter,23,ATL,SF,23,19,678,8.7,18,2.2,6.9,6.5,11.1,5.3,6.2,1.2,6.7,8,3.2,1.4,0.9,2.1,4.3,25,119,114,huntede01
JaVale McGee,33,TOT,C,46,2,678,10.5,20.5,0.4,1.7,10.1,18.8,3.2,4.9,5.6,11.8,17.4,2.8,1.4,3.9,4.4,8.8,24.5,102,107,mcgeeja01
LaMarcus Aldridge,35,TOT,C,26,23,674,10.1,21.3,2.2,5.8,7.8,15.5,2.9,3.4,1.4,7.1,8.5,3.5,0.8,2.1,1.9,3.4,25.3,109,113,aldrila01
George Hill,34,TOT,PG,30,17,672,6.8,14,2.2,5.7,4.6,8.3,2.8,3.6,1.1,3.2,4.3,5.2,1.6,0.4,2.2,2.2,18.6,117,114,hillge01
Killian Hayes,19,DET,PG,26,18,670,5.2,14.7,1.5,5.3,3.7,9.4,1,1.2,0.4,4.6,5.1,10.1,2,0.7,6.1,4.2,12.9,82,113,hayeski01
Aaron Nesmith,21,BOS,SF,46,1,669,5.7,13,2.9,7.9,2.8,5.1,1.6,2,2,7.2,9.3,1.7,1.1,0.7,1.7,6.4,15.9,113,114,nesmiaa01
Gabe Vincent,24,MIA,PG,50,7,655,6.7,17.7,3.5,11.3,3.2,6.4,1.5,1.7,0.8,3.5,4.2,5.1,1.6,0.2,2.6,6,18.4,98,114,vincega01
Gary Clark,26,TOT,SF,39,11,654,3,9.8,2.3,8,0.7,1.8,0.6,0.7,2.5,6.1,8.6,2.3,1,0.5,1.3,2.6,8.9,97,117,clarkga01
Mike Muscala,29,OKC,C,35,0,645,8.8,19.7,5,13.6,3.8,6.1,2.4,2.7,1.4,8.3,9.7,2.1,0.6,0.8,1.5,4,25,116,115,muscami01
Nassir Little,20,POR,PF,48,2,640,5.9,12.7,2.1,6.1,3.8,6.6,2.7,3.4,2.4,7.3,9.8,1.8,0.4,1,1.4,3.9,16.8,121,118,littlna01
Jake Layman,26,MIN,SF,45,11,627,6.9,13.9,1.7,5.9,5.1,8,2,2.8,1,4.1,5,2.1,2.2,1.4,2,3.3,17.4,107,115,laymaja01
Kevin Love,32,CLE,PF,25,25,622,8.2,20,4.5,12.4,3.6,7.6,3.3,4,1.3,13.4,14.7,5,1.3,0.2,3,2.1,24.2,108,113,loveke01
Brandon Goodwin,25,ATL,PG,47,5,620,6.7,17.7,2.5,8.2,4.1,9.5,2.2,3.4,0.6,4.8,5.5,7.5,1.3,0,2.9,3.3,18.1,101,116,goodwbr01
Otto Porter Jr.,27,TOT,SF,28,6,606,7.8,18.2,3.1,8.3,4.7,9.8,2.9,3.4,2.2,9.9,12.2,4.4,1.3,0.3,2,3.3,21.7,113,112,porteot01
Avery Bradley,30,TOT,SG,27,6,602,5.1,13.7,2.6,8.1,2.5,5.6,1,1.2,0.6,3.9,4.6,3.7,1.7,0.2,2.2,4.4,13.8,94,116,bradlav01
Onyeka Okongwu,20,ATL,C,50,4,601,7.9,12.2,0,0.2,7.9,12,2.9,4.7,5.1,8.3,13.3,1.5,1.9,2.7,2.4,8.2,18.7,125,109,okongon01
Nemanja Bjelica,32,TOT,PF,37,3,595,7.2,16,2.2,6.9,5,9,3,4.2,2.4,8,10.3,5.6,1.2,0.4,2.7,5.5,19.7,111,116,bjeline01
Nic Claxton,21,BKN,C,32,1,594,7.3,11.8,0.1,0.4,7.2,11.4,2.5,5.2,3.5,10,13.5,2.3,1.9,3.2,1.5,5.5,17.2,124,108,claxtni01
Patrick Patterson,31,LAC,PF,38,5,582,6.1,14,3.4,9.5,2.7,4.5,1.1,1.4,1.6,4.8,6.4,2.5,1.2,0.7,0.9,3.8,16.8,119,113,pattepa01
Justin Jackson,25,TOT,SF,34,3,577,7.3,18.2,3,9.6,4.4,8.6,2.6,3,1.3,5,6.3,4.3,1.2,0.2,2.6,2.6,20.2,102,116,jacksju01
John Konchar,24,MEM,SG,43,0,575,5.7,11.5,1.7,4.7,4,6.8,2.1,2.5,2.9,7.7,10.6,3.9,2.5,0.7,1.5,3.3,15.3,125,109,konchjo01
Nicolò Melli,30,TOT,PF,45,4,566,4,12.1,2,7.3,2,4.8,1.6,2.2,2.5,8,10.5,3.8,1.2,0.3,1,5,11.5,106,114,mellini01
Goga Bitadze,21,IND,C,45,3,561,7,16.3,1.7,6.7,5.3,9.7,3.8,5.1,5.1,7.6,12.6,3.1,0.8,5.1,1.4,7.9,19.5,116,109,bitadgo01
Isaiah Hartenstein,22,TOT,C,46,2,559,8.3,15.1,0.2,0.5,8.1,14.6,4.1,6.3,5.7,10.2,16,4.9,1.7,3.4,3.9,9.2,20.8,114,108,harteis01
Gorgui Dieng,31,TOT,C,38,1,552,7.4,14.2,2.6,6.1,4.8,8.1,5,5.8,3.5,8.7,12.2,4.2,2.3,1.4,2.8,4.9,22.5,127,109,dienggo01
Thanasis Antetokounmpo,28,MIL,SF,57,3,551,5.7,11.7,0.6,2.5,5.1,9.2,2.1,4.2,4.6,6,10.6,3.9,1.9,0.9,3.7,6.3,14.1,104,112,antetth01
Damian Jones,25,TOT,C,39,10,547,6.2,9.1,0.1,0.4,6.1,8.7,3.7,5.1,3.2,7.5,10.7,2.6,1,2.6,2.3,6.8,16.2,129,113,jonesda03
Hassan Whiteside,31,SAC,C,36,4,546,11.1,19.7,0,0.1,11.1,19.6,3.6,6.9,5.4,13.5,18.9,1.8,0.8,4,3.5,6.4,25.8,107,111,whiteha01
Wes Iwundu,26,TOT,SF,41,4,539,3.1,9.2,0.5,3.7,2.6,5.5,2.3,2.8,1.4,6.8,8.1,1.6,1.4,0.4,1.7,4.4,8.9,89,114,iwundwe01
Troy Brown Jr.,21,TOT,SF,34,0,524,5.6,13,2,6.3,3.6,6.7,1.3,1.9,1.8,7.6,9.4,2.6,0.9,0.5,1.9,4.4,14.5,103,114,browntr01
Armoni Brooks,22,HOU,SG,20,5,520,7.1,17.5,5.5,14.3,1.6,3.2,0.6,1.1,0.9,5.3,6.2,2.7,1.1,0.5,2,3.1,20.3,105,117,brookar01
Miye Oni,23,UTA,SG,54,0,519,3.3,9.3,2.8,8.3,0.5,1,0.5,0.6,2.2,5.7,7.9,2.6,1,0.8,1.5,5.7,9.9,110,110,onimi01
Oshae Brissett,22,IND,SF,21,16,519,6.6,13.8,3,7.1,3.6,6.6,4.6,5.9,2.6,7.8,10.5,1.6,1.7,1.8,0.9,2.9,20.9,129,111,brissos01
Dylan Windler,24,CLE,SF,31,0,513,5.5,12.5,2.5,7.4,3,5.1,2,2.6,1.9,8.4,10.3,3.2,1.8,1.2,3.1,3.6,15.5,103,113,windldy01
Max Strus,24,MIA,SF,39,0,507,8.3,18.3,4.9,14.5,3.4,3.8,1.6,2.4,0.5,3.5,4,2.4,1.1,0.2,0.8,4.2,23.1,115,115,strusma01
Justise Winslow,24,MEM,SF,26,1,507,7,19.8,0.9,5.1,6,14.7,1.9,3.3,1.7,9.4,11.1,4.7,1.4,1.1,3.5,4.4,16.8,82,110,winslju01
Lamar Stevens,23,CLE,PF,40,0,499,6.1,13.4,0.4,2.5,5.7,11,3.7,5,2.4,7.1,9.5,2.5,1.7,1.3,2.3,5.2,16.3,103,113,stevela01
Jarrett Culver,21,MIN,SG,34,7,499,6.5,15.9,1.2,5,5.3,10.9,2.7,4.5,3.2,6.6,9.8,2.3,1.6,0.9,2.7,5.5,17,96,115,culveja01
DaQuan Jeffries,23,TOT,SG,31,5,493,4.8,11.6,1.9,6.5,2.9,5.1,0.7,0.8,1.8,5,6.9,2.1,1.4,1,1.4,4.6,12.3,104,117,jeffrda01
Chimezie Metu,23,SAC,C,36,6,488,9,17.6,1.3,3.6,7.7,14,3,4.2,3,8,11,2.8,1.4,1.8,2.9,5.8,22.2,109,116,metuch01
Javonte Green,27,TOT,SF,41,2,473,5.5,10.5,1,3.1,4.4,7.4,3.1,4.1,2.7,4.6,7.3,1.8,2.9,0.6,2,4.6,15,118,111,greenja02
Kevin Knox,21,NYK,SF,42,0,464,6,15.4,3.8,9.6,2.3,5.8,1.7,2.2,1.1,5.5,6.6,2,1.3,0.6,1.8,4,17.6,104,110,knoxke01
Ryan Arcidiacono,26,CHI,PG,44,0,450,5.3,12.6,2.7,7.2,2.6,5.4,1.4,2.2,0.5,6.7,7.2,6,1,0,1.1,5.1,14.7,118,114,arcidry01
KZ Okpala,21,MIA,PF,37,9,447,4,10.7,1.3,5.6,2.7,5.1,0.9,1.7,2.3,5.2,7.6,2.1,1.1,1.2,1.7,6.6,10.2,94,113,okpalkz01
Josh Green,20,DAL,SG,39,5,445,4.7,10.3,0.4,2.8,4.2,7.5,1.4,2.5,3.1,5.5,8.6,3.1,1.8,0.3,1.9,3.9,11.2,106,114,greenjo02
Langston Galloway,29,PHX,SG,40,0,438,7.4,16.6,4.1,9.6,3.4,7,2.5,2.6,0.8,3.9,4.7,2.9,0.9,0,1.5,2.8,21.4,118,115,gallola01
Tyler Cook,23,TOT,SF,32,1,438,7.7,11.5,0.1,0.2,7.6,11.3,1.9,3.9,3.1,7.5,10.6,1.9,0.9,0.2,2.4,3.9,17.5,118,115,cookty01
Al-Farouq Aminu,30,TOT,PF,23,14,434,4.3,11.1,0.9,4.1,3.4,6.9,2,2.5,2.5,9.9,12.3,3.5,2.1,1,3.1,3.2,11.4,91,111,aminual01
D.J. Wilson,24,TOT,PF,35,1,433,7.4,18.3,3.3,9.5,4.1,8.8,1.9,2.7,2.2,10,12.2,2.5,1.2,1.7,2.4,4.8,20,100,112,wilsodj01
Isaac Bonga,21,WAS,SF,40,8,432,3.2,8.6,1.4,5,1.8,3.6,0.5,0.9,1.9,5.1,7,2.5,1.2,1,2.3,6.7,8.3,90,114,bongais01
Dennis Smith Jr.,23,TOT,PG,23,9,420,6.8,17,2.2,6.8,4.6,10.2,2.2,3,1.4,5,6.4,9,2.7,1.6,3,4.3,18,105,110,smithde03
Anthony Lamb,23,HOU,SF,24,3,415,5.2,13.5,2.6,8.1,2.6,5.4,2.1,2.4,3.1,4.9,8,2.6,0.7,0.6,2.2,3.9,15.2,105,118,lamban01
Brodric Thomas,24,TOT,SG,32,1,399,4.8,13.3,2,7.3,2.8,6,3.8,5.7,1,5.5,6.5,3.7,1.8,1.2,2.7,4.9,15.4,96,114,thomabr01
Zeke Nnaji,20,DEN,PF,42,1,397,6.2,12.9,3,7.3,3.2,5.6,1.5,1.9,1.7,6.3,8.1,1.2,1,0.5,0.9,3.6,16.9,124,115,nnajize01
Amir Coffey,23,LAC,SG,44,1,394,5.7,12.9,2.9,7,2.8,5.9,3.4,4.8,1.3,4.3,5.5,2.8,1.3,0,1.9,3.8,17.6,115,114,coffeam01
Freddie Gillespie,23,TOR,PF,20,2,392,5.4,10.4,0,0,5.4,10.4,2.8,4.1,5.2,6.8,12,1.1,1.6,2.5,1.5,5.3,13.7,120,111,gillefr01
E'Twaun Moore,31,PHX,SG,27,1,389,7,15.4,1.4,4.4,5.6,10.9,1.5,1.8,1.8,3.9,5.7,5.1,1.9,0.6,2.9,4.1,16.9,103,112,mooreet01
Isaiah Joe,21,PHI,SG,41,1,383,6,16.7,4.9,13.3,1.1,3.4,2.3,3,0.8,3.8,4.5,2.5,1.5,0.5,1.4,4.3,19.3,108,111,joeis01
Glenn Robinson III,27,SAC,SF,23,2,369,5.5,12.9,2.1,5.7,3.4,7.2,2.7,3,1.4,4.4,5.9,2.6,0.5,0.4,1.4,3,15.7,112,122,robingl02
Nico Mannion,19,GSW,PG,30,1,364,5,14.7,2.8,7.7,2.2,7,3,3.6,0.8,5.2,5.9,9,2.1,0.1,4,3.7,15.9,99,111,mannini01
Trey Lyles,25,SAS,PF,23,9,358,5.8,12.2,1.9,5.4,3.9,6.8,2,3.1,1.2,10.4,11.7,1.9,0.8,0.1,0.8,1.8,15.6,116,114,lylestr01
Abdel Nader,27,PHX,SF,24,0,355,7.9,16.1,2.5,6,5.4,10.2,3.9,5.1,1,7.6,8.6,2.6,1.4,1.3,2.6,4.7,22.2,111,111,naderab01
Harry Giles,22,POR,C,38,0,348,5.9,13.6,1.1,3.2,4.8,10.4,2.2,3.8,4.3,14.3,18.6,4.1,1.1,1.8,2.8,7.6,15.1,106,111,gilesha01
Luke Kornet,25,TOT,C,31,2,348,6.2,14.1,2.1,8.3,4.1,5.9,0.4,0.8,2,7.4,9.4,3.4,0.6,4.5,1,2.8,14.8,112,110,kornelu01
Jahlil Okafor,25,DET,C,27,2,347,8.9,14.4,0.3,1.3,8.6,13.1,2.4,3.4,3.3,6.1,9.3,1.8,0.8,0.7,3,5.5,20.5,114,115,okafoja01
Chandler Hutchison,24,TOT,SF,25,1,346,5.2,13.9,1.1,3,4.2,10.9,2.8,3.4,0.8,9.7,10.5,2.3,1.6,0.7,2.7,4.4,14.4,89,111,hutchch01
Josh Hall,20,OKC,SF,21,1,336,4.2,14,0.6,5.2,3.7,8.8,3.1,6.2,0.8,7.5,8.3,4,0.6,0.1,3.5,5.2,12.2,73,117,halljo01
Mason Jones,22,TOT,SG,32,1,334,7.4,17.5,3.4,9.4,4,8.1,5.7,9.1,1,6.8,7.8,6,1,0.1,4.1,3.4,23.8,104,117,jonesma05
Shaquille Harrison,27,TOT,SG,34,0,333,3.8,11.5,0.4,2.4,3.4,9.2,2.7,3.3,1,6.1,7.1,3.7,2.5,0.7,1.6,4.9,10.8,94,110,harrish01
Matt Thomas,26,TOT,SG,45,0,326,7.4,18.9,4,11.9,3.4,7,1.8,2.1,1,5.5,6.5,2.8,0.6,0,2.1,2.7,20.7,103,115,thomama02
Kelan Martin,25,IND,SF,35,0,322,9.1,20.3,3.5,8.8,5.6,11.4,1.3,1.5,2.6,8.8,11.4,2.5,1.5,1.5,2.3,5.1,23,105,111,martike03
Frank Ntilikina,22,NYK,PG,33,4,322,4.5,12.3,3.6,7.5,0.9,4.8,1.2,2.8,0.9,3.9,4.8,3,2.8,0.6,1.7,7,13.8,102,108,ntilila01
Jaylen Hoard,21,OKC,SF,19,0,320,6.5,13.1,0,1.6,6.5,11.4,4.2,6.1,3.1,6.5,9.7,3.6,1.9,0.7,2.5,2.8,17.2,109,113,hoardja01
JaKarr Sampson,27,IND,PF,29,4,316,8.4,16.9,0.4,2.2,7.9,14.7,2.8,4.3,4,7.5,11.5,0.6,0.3,2.1,2.2,7.8,20,104,114,sampsja02
Justin James,24,SAC,SF,36,0,310,8.1,17.2,2.2,5.9,5.9,11.3,3.3,5.6,1.4,3.3,4.6,3.4,1.2,0.5,2.3,3.6,21.5,106,121,jamesju01
Luka Šamanić,21,SAS,PF,33,4,308,7.4,16.5,1.9,6.8,5.5,9.8,2.5,4.6,2.5,8.2,10.7,2.4,1.3,1.3,3.2,6.8,19.2,97,112,samanlu01
Jerome Robinson,23,WAS,SG,17,6,305,4.2,14.4,1.7,6.3,2.6,8,2.4,3,0.6,5.1,5.7,3.8,1.8,0.9,2.9,4.7,12.5,81,113,robinje01
Trent Forrest,22,UTA,PG,30,0,302,5.2,11.5,0.8,4.2,4.4,7.3,3.1,3.1,1.8,5.3,7.1,7.3,1.5,0.6,3.4,3.5,14.2,113,110,forretr01
Ed Davis,31,MIN,C,23,7,299,3,7,0,0,3,7,1.6,1.9,7.3,10.9,18.2,3.3,2.1,2.1,1.1,8.8,7.6,130,110,davised01
Paul Watson,26,TOR,SF,27,2,297,6.2,13.4,4.9,10.4,1.3,2.9,0.8,1.3,0.7,6.7,7.3,2.8,1,0.5,1.5,5.9,18.1,120,115,watsopa01
Romeo Langford,21,BOS,SG,18,4,283,3.6,10.2,0.9,3.1,2.8,7.1,1.6,2.1,2.1,4,6,2.2,1,0.9,1.7,4.1,9.7,95,116,langfro01
Vlatko Čančar,23,DEN,PF,41,1,281,5.8,12.7,1.6,5.8,4.2,6.9,1.8,2.3,1.9,6.9,8.8,2.5,1.9,0.4,2.5,3.2,15,104,112,cancavl01
Mfiondu Kabengele,23,TOT,PF,39,0,280,5.8,15.7,2.3,8.8,3.5,6.9,2.8,3.5,2.1,8.5,10.6,3,1.4,2.3,2.6,6.3,16.8,97,111,kabenmf01
Nathan Knight,23,ATL,PF,33,0,279,6.5,17.6,1.1,5.8,5.5,11.8,7.8,9.7,4.8,7.9,12.7,1.4,1.6,1.8,2.6,3.9,21.9,106,112,knighna01
Carsen Edwards,22,BOS,SG,31,1,276,8.3,19.6,3.2,11.2,5.1,8.5,1.9,2.3,0.5,4.1,4.6,2.5,1.2,0.2,1.2,4.4,21.8,108,116,edwarca01
Jordan Nwora,22,MIL,SF,30,2,274,10.6,23.1,4.8,10.6,5.8,12.5,3.3,4.3,1.5,8.7,10.3,1.2,2.7,1.2,4.1,3.8,29.3,102,108,nworajo01
Boban Marjanović,32,DAL,C,33,3,271,11.3,22.2,0.2,1.5,11.1,20.7,5.6,6.9,8.6,14.7,23.3,1.8,0.4,1.1,2.2,5.3,28.4,121,111,marjabo01
Thomas Bryant,23,WAS,C,10,10,271,10,15.5,1.5,3.6,8.5,11.9,2.7,4.1,3.1,7.3,10.4,2.6,0.7,1.4,1.9,5.3,24.3,132,114,bryanth01
Tre Jones,21,SAS,PG,37,1,269,6.7,14.1,0.5,0.9,6.1,13.2,3.1,3.4,1.4,2.3,3.8,7,1.4,0,2.3,2.3,17,112,117,jonestr01
Skylar Mays,23,ATL,SG,33,0,269,8,17.9,2.6,7.3,5.5,10.6,4,4.6,1.8,4.6,6.4,5.5,2.6,0.4,1.6,2.7,22.7,121,113,mayssk01
Alfonzo McKinnie,28,LAL,SF,39,0,258,9.1,17.5,3,7.4,6,10.2,1.9,3.4,4.1,6,10.2,1.1,1.3,0,0.9,4.9,23,123,110,mckinal01
Jaren Jackson Jr.,21,MEM,C,11,4,258,9.8,23.2,3.2,11.1,6.7,12,6.5,7.8,3.2,8.3,11.5,2.2,2.2,3.3,2.8,7.8,29.3,109,106,jacksja02
Ignas Brazdeikis,22,TOT,SF,13,0,249,6.8,16.2,2.2,5.5,4.7,10.8,2,2.7,2.2,6.6,8.8,3.3,0.8,0.6,2.3,4.3,17.8,101,116,brazdig01
Justin Patton,23,HOU,C,13,6,247,5.6,13.4,1.7,6.5,3.8,6.9,0.6,0.8,2.7,6.7,9.4,2.7,2.3,2.7,0.8,6.5,13.4,108,111,pattoju01
Keita Bates-Diop,25,SAS,SF,30,0,245,5.9,13.3,1,3.4,5,9.9,2.8,4.2,1.8,7.9,9.7,2.4,2.2,1,1.4,2.2,15.6,106,111,bateske01
Wenyen Gabriel,23,NOP,PF,21,0,241,4.8,11.9,2.6,6.4,2.2,5.6,2.2,3.4,4,6.8,10.7,2.2,1.8,1.6,3,6.4,14.3,104,112,gabriwe01
Tremont Waters,23,BOS,PG,26,3,238,7,17.2,3.1,7.8,3.9,9.4,3.3,3.5,1,3.3,4.3,12.7,3.1,0.2,5.5,3.5,20.3,108,112,watertr01
Mike James,30,BKN,PG,13,1,236,6.9,18.8,2.2,6.3,4.7,12.5,4.3,5.5,0.6,5.9,6.5,11,1.2,0.2,4.1,2,20.4,103,116,jamesmi02
Kyle Guy,23,SAC,PG,31,0,235,5.9,18,2.7,9.4,3.3,8.6,3.3,4.1,1,6.1,7.1,6.5,1.2,0,2.2,4.1,17.8,99,119,guyky01
Sam Merrill,24,MIL,SG,30,2,233,6.4,14.5,4.2,9.5,2.2,5,0.8,0.8,1.2,4.8,6,4.2,1.6,0.2,2,3.4,17.9,118,114,merrisa01
Chris Chiozza,25,BKN,PG,22,1,232,6.4,18.3,2.7,8.7,3.7,9.6,2.7,3.5,0.6,4.4,5,13.5,1.5,1.2,3.3,4,18.3,108,115,chiozch01
Bruno Fernando,22,ATL,C,33,0,226,3.9,9.6,0,0.4,3.9,9.1,3.3,4.8,3.5,13.5,17,2.2,0.9,0.7,4.6,5,11.1,86,111,fernabr01
Matthew Dellavedova,30,CLE,PG,13,1,224,3.1,12.3,0.9,5.5,2.2,6.8,0.9,0.9,1.3,4,5.3,12.8,0.9,0.2,1.3,4.6,7.9,101,118,dellama01
Anthony Gill,28,WAS,PF,26,4,218,6.3,12.7,1.5,5.1,4.9,7.6,2.7,3.4,3.4,7.4,10.8,2.3,2.1,0.8,1.7,5.7,16.9,120,111,gillan01
Sindarius Thornwell,26,TOT,SG,21,1,217,3.3,10.3,1.6,5.1,1.8,5.1,0.9,1.8,0.7,3.3,4,4.7,2.9,0.4,1.6,3.3,9.1,93,114,thornsi01
Markelle Fultz,22,ORL,PG,8,8,215,9.3,23.5,0.9,3.6,8.4,19.9,3.8,4.3,1.1,4.5,5.7,9.7,1.8,0.5,4.1,4.1,23.3,96,116,fultzma01
Gabriel Deck,25,OKC,PF,10,0,212,7.2,15,0.4,3.4,6.7,11.7,4,4.9,3.6,5.4,9,5.4,1.8,0,1.3,2,18.8,121,115,deckga01
Reggie Perry,20,BKN,PF,26,0,211,7.3,17.8,0.9,4.8,6.4,13,2.3,3,6.2,10.5,16.7,3.2,1.4,1.4,3.4,9.1,17.8,101,111,perryre01
Dewayne Dedmon,31,MIA,C,16,0,210,10.9,15.4,0.2,1.2,10.6,14.2,4.7,6.4,6.6,13.7,20.3,2.8,2.1,1.4,3.1,8.5,26.7,135,105,dedmode01
Markus Howard,21,DEN,SG,37,1,205,9.6,25.6,4.3,15.7,5.3,9.9,1.7,2.2,0.2,4.8,5.1,4.3,1,0.2,4.3,5.5,25.3,89,116,howarma02
Darius Miller,30,OKC,SF,18,0,197,5.3,11.6,4.1,10.1,1.2,1.4,2.9,2.9,0.5,5.3,5.8,5.1,3.1,1.2,1.9,3.1,17.6,130,111,milleda01
Jordan Bone,23,ORL,PG,14,0,196,5.7,13.4,2.5,7.9,3.2,5.5,0,0,1,5,6,4.5,0.5,0,0.7,2.7,13.9,113,119,bonejo01
Rodney McGruder,29,DET,SG,16,2,194,9.4,17.7,2.8,6.1,6.6,11.6,1.5,2,2,3.5,5.6,4,2,0.3,1.8,3,23,120,114,mcgruro01
CJ Elleby,20,POR,SF,30,0,192,6.4,16.8,1.8,8.6,4.6,8.1,2.8,3.8,2.8,5.3,8.1,2.5,1.5,0.8,1.3,6.9,17.3,105,117,ellebcj01
Alize Johnson,24,BKN,PF,18,0,189,10.2,17.4,0.3,1.5,10,15.8,3.3,3.3,6.9,16.1,23,3.6,1.3,1.3,2.3,4.1,24,131,109,johnsal02
Killian Tillie,22,MEM,C,18,1,182,5,15,2.6,8.7,2.4,6.3,2.4,2.9,1.6,4.7,6.3,2.1,1.3,2.1,0.5,5.3,15,104,112,tilliki02
Donta Hall,23,ORL,PF,13,0,179,6.8,9.5,0,0,6.8,9.5,6.3,9.2,6.5,10.3,16.9,3,1.4,2.7,2.2,4.9,19.8,142,110,halldo01
Paul Reed,21,PHI,PF,26,0,177,11.4,21.3,0,1.6,11.4,19.6,1.1,2.2,8.2,8.4,16.6,3.3,2.7,3.5,3.3,7.9,24,111,102,reedpa01
Jalen Harris,22,TOR,SG,13,2,172,10.1,20.3,4.8,10.1,5.3,10.1,2,2.5,0.8,4.2,5.1,4.8,2.3,0,3.9,4.2,27,110,114,harrija01
