Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
Jabari Parker,25,TOT,PF,13,0,165,8.9,16.2,0.6,3.2,8.3,13,3,3.8,3,9.4,12.4,3.2,0.3,1.5,3,3.8,21.3,113,114,parkeja01
Daniel Oturu,21,LAC,C,30,0,161,6.8,16,0.3,1.5,6.5,14.5,2.8,3.7,6.5,8.3,14.8,3.1,1.2,2.2,2.8,7.4,16.6,106,109,oturuda01
Bol Bol,21,DEN,PF,32,2,160,7.7,17.9,2.8,7.4,4.9,10.5,3.1,4.6,0,7.4,7.4,2.2,0.9,3.1,4,4.3,21.3,92,111,bolbo01
Sean McDermott,24,MEM,SF,18,0,158,3.9,10,1.5,6.7,2.4,3.3,2.4,2.4,1.8,3.9,5.7,1.2,0.6,0.9,1.2,2.4,11.8,110,116,mcderse01
Quinn Cook,27,TOT,PG,23,0,157,9.1,21.2,3.4,8.1,5.6,13.1,2.2,2.5,0.6,4.7,5.3,5.6,1.2,0.3,2.2,3.1,23.7,107,114,cookqu01
Jalen Smith,20,PHX,PF,27,1,156,7,15.8,1.3,5.4,5.7,10.4,1.6,2.2,2.2,9.5,11.7,1.3,0.3,1.6,2.2,5.1,16.8,96,112,smithja04
Khyri Thomas,24,HOU,SG,5,2,153,9.9,20.4,2.8,8.4,7.1,12.1,2.8,2.8,2.2,3.4,5.6,7.7,2.8,1.9,1.9,2.5,25.4,123,113,thomakh01
Charlie Brown Jr.,23,OKC,SG,9,1,152,4.1,13.4,1.6,6.6,2.5,6.9,2.8,3.1,0.9,4.4,5.3,2.8,1.3,0.6,1.9,5.9,12.5,88,116,brownch02
Ersan İlyasova,33,UTA,PF,17,1,148,6.9,17.8,5.9,13.5,1,4.3,1.6,1.6,2.3,7.2,9.5,1.3,3.3,1,2.6,9.5,21.4,109,104,ilyaser01
Juwan Morgan,23,UTA,PF,29,0,147,4.6,9.9,1.3,4.3,3.3,5.6,1,2.3,3,6.3,9.3,3,1.3,0.3,1.3,7,11.6,116,110,morgaju01
Mamadi Diakite,24,MIL,PF,14,1,141,5.3,13.3,0.3,2.7,5,10.7,3.7,4.7,2.7,8.7,11.3,2.7,2.3,2,1,5.3,14.7,110,108,diakima01
Jarrell Brantley,24,UTA,PF,28,0,138,8.8,18.4,4.2,9.9,4.6,8.5,0.7,0.7,3.2,6.4,9.5,5.3,2.5,0.7,2.8,6,22.6,120,107,brantja01
Tacko Fall,25,BOS,C,19,0,136,7.5,10.4,0,0,7.5,10.4,1.8,5.4,5.7,12.9,18.7,1.1,0.4,7.2,2.2,7.9,16.9,124,104,fallta01
Yogi Ferrell,27,TOT,PG,10,0,136,7.3,20.7,3.3,10.2,4,10.5,2.5,3.3,1.8,5.1,6.9,8,2.5,1.1,1.1,4,20.4,110,111,ferreyo01
Deividas Sirvydis,20,DET,SG,20,0,133,5.2,14.8,3.7,10.3,1.5,4.4,1.1,2.2,0,10.7,10.7,1.8,0.7,0,1.8,3.3,15.1,90,114,sirvyde01
Rodions Kurucs,22,TOT,PF,21,0,125,4.2,12.1,2.3,8,1.9,4.2,1.1,1.5,1.9,6.8,8.7,3.8,3.4,1.5,4.9,6.1,11.7,79,109,kurucro01
Dakota Mathias,25,PHI,SG,8,2,123,7.4,18.8,3.1,10.2,4.3,8.6,0.8,2.4,0.4,2.4,2.7,5.1,0.4,1.2,0.4,2.7,18.8,107,114,mathida01
Quinndary Weatherspoon,24,SAS,SG,20,0,121,6.4,14,0.4,2.4,6,11.6,5.2,6.4,1.2,3.2,4.4,3.2,3.2,0.8,4,7.2,18.4,97,111,weathqu01
T.J. Warren,27,IND,SF,4,4,117,10.9,20.6,0,2.8,10.9,17.8,3.2,4,0.8,4.8,5.7,2,0.8,0,1.6,6.5,25,107,117,warretj01
Danté Exum,25,CLE,SG,6,3,116,4.3,11.1,0.9,4.7,3.4,6.4,0.4,0.9,0.9,6.4,7.2,5.5,1.7,0.9,3,3.8,9.8,87,114,exumda01
Vernon Carey Jr.,19,CHA,C,19,4,115,7.6,15.3,0.4,3,7.2,12.3,3.8,4.7,2.5,8.9,11.5,0.8,0.4,2.1,2.1,5.5,19.5,108,113,careyve01
Rondae Hollis-Jefferson,26,POR,PF,11,1,107,4.1,8.2,0,0.5,4.1,7.7,4.1,7.3,5,6.8,11.9,5.9,0.9,1.8,0.9,6.8,12.3,136,116,holliro01
Robert Franks,24,ORL,PF,7,0,101,6.3,13.5,2.4,7.2,3.9,6.3,5.8,6.3,2.9,3.9,6.7,2.4,1.4,1.4,1,3.9,20.7,133,116,frankro01
Anthony Tolliver,35,PHI,PF,11,0,99,1.9,8.3,1.9,6.8,0,1.5,2.4,2.9,1.5,3.4,4.9,1,1.5,1,1.5,3.4,8.3,91,111,tollian01
Cassius Winston,22,WAS,PG,22,0,98,6.6,15.5,3.8,8,2.8,7.5,2.4,2.8,0,4.2,4.2,5.6,0.9,0.5,2.4,3.8,19.3,111,116,winstca01
Devontae Cacok,24,LAL,PF,20,1,98,8.4,14.4,0,0,8.4,14.4,2.5,5.5,6,9.9,15.9,0.5,2.5,2,2.5,4,19.4,111,102,cacokde01
Jahmi'us Ramsey,19,SAC,SG,13,0,94,7.7,19.4,2.6,9.7,5.1,9.7,2.6,2.6,1,4.1,5.1,3.1,2,0.5,1.5,4.1,20.4,102,118,ramseja01
Cassius Stanley,21,IND,SG,24,0,93,6.6,21.9,1.5,6.6,5.1,15.2,3.6,4.6,4.1,6.1,10.2,0.5,0.5,1,0.5,7.1,18.3,90,116,stanlca01
Nate Hinton,21,DAL,SG,21,0,93,8,22.3,2.1,10.1,5.8,12.2,3.7,5.3,0.5,4.2,4.8,4.2,3.7,1.1,2.7,4.2,21.7,91,109,hintona01
Chris Silva,24,TOT,PF,15,0,92,5.4,8.6,0.5,0.5,4.8,8.1,5.9,8.1,3.8,10.8,14.5,3.2,0.5,3.2,5.4,12.9,17.2,110,109,silvach01
Karim Mané,20,ORL,PG,10,0,88,1.7,7.2,0.6,1.1,1.1,6.1,2.2,2.8,0.6,7.2,7.7,2.2,0,1.1,1.7,5.5,6.1,77,117,maneka01
Justin Robinson,23,OKC,PG,9,0,88,3.8,11.3,2.2,7.6,1.6,3.8,1.6,2.7,0.5,3.2,3.8,4.9,1.6,0,1.1,5.4,11.3,102,117,robinju01
Cameron Oliver,24,HOU,SF,4,0,87,10.3,18,2.2,7.1,8.2,10.9,0.5,2.2,2.7,8.7,11.4,2.7,1.1,2.2,1.6,6,23.4,118,113,oliveca01
Louis King,21,SAC,SF,6,1,85,9.6,19.2,2.3,6.2,7.3,13,3.4,3.4,2.8,7.3,10.2,5.1,4,1.7,2.3,5.1,24.8,121,110,kinglo02
Cristiano Felício,28,CHI,C,18,0,84,4,7.5,0,1.2,4,6.3,5.2,9.2,5.8,9.2,15,5.2,2.3,0,2.3,5.8,13.3,125,110,feliccr01
Alen Smailagić,20,GSW,PF,15,1,84,6.2,15.1,2.2,5.6,3.9,9.5,1.1,3.4,3.4,5.6,8.9,2.2,1.7,2.8,2.8,6.2,15.7,92,108,smailal01
Jay Scrubb,20,LAC,SG,4,1,84,8.3,21.2,1.2,5.3,7.1,15.9,2.9,2.9,1.2,7.1,8.3,0.6,2.4,0,4.1,2.9,20.6,82,111,scrubja01
Norvel Pelle,27,TOT,C,13,0,84,4.7,8.8,0,0,4.7,8.8,2.3,3.5,3.5,7.6,11.2,1.2,0.6,5.3,1.8,8.2,11.7,113,107,pelleno01
Jordan Bell,26,TOT,C,6,1,82,3.9,12.4,0,1.1,3.9,11.3,0.6,1.1,3.9,9.6,13.5,3.9,1.7,2.8,2.3,3.9,8.5,83,108,belljo01
Jared Dudley,35,LAL,PF,12,0,81,1.2,5.4,1.2,3.6,0,1.8,0,0,2.4,10.2,12.6,3,0.6,0.6,1.2,4.2,3.6,94,108,dudleja01
Frank Mason III,26,ORL,PG,4,1,79,5.5,14.8,1.2,3.1,4.3,11.7,3.1,4.3,1.8,5.5,7.4,7.4,0,0,3.1,4.3,15.4,98,120,masonfr01
Thon Maker,23,CLE,C,8,0,76,6.5,11.7,0,1.3,6.5,10.4,6.5,7.1,5.2,6.5,11.7,2.6,1.3,2.6,1.9,4.5,19.5,133,113,makerth01
Keljin Blevins,25,POR,SF,17,0,75,3.3,13,1.3,5.2,2,7.8,0,0,2,4.6,6.5,2.6,1.3,0,3.3,5.2,7.8,66,119,blevike01
Jeremiah Martin,24,CLE,PG,9,0,75,5.9,21.7,2,7.9,3.9,13.8,0.7,3.3,1.3,3.3,4.6,2.6,3.3,1.3,3.9,0.7,14.5,63,112,martije02
Devin Cannady,24,ORL,PG,8,0,74,7.2,18.4,3.9,10.5,3.3,7.9,3.9,4.6,0,3.3,3.3,0.7,3.3,0.7,1.3,5.9,22.4,105,113,cannade01
Tyler Bey,22,DAL,SF,18,0,71,4.9,15.3,0.7,2.8,4.2,12.5,2.1,3.5,5.6,7.6,13.2,2.1,0,0.7,2.1,4.2,12.5,91,116,beyty01
Rayjon Tucker,23,PHI,PG,14,0,68,6.4,12.8,1.4,5,5,7.8,9.9,13.5,0.7,7.1,7.8,4.3,1.4,0,2.8,5.7,24.1,123,110,tuckera01
Elijah Hughes,22,UTA,SF,18,0,64,7.6,22.8,6.1,17.5,1.5,5.3,2.3,3,0.8,6.1,6.9,4.6,0.8,0.8,4.6,0.8,23.6,93,111,hugheel01
Spencer Dinwiddie,27,BKN,SG,3,3,64,4.5,12.1,1.5,5.3,3,6.8,4.5,4.5,0,9.8,9.8,6.8,1.5,0.8,3.8,3,15.1,102,112,dinwisp01
Nick Richards,23,CHA,PF,18,0,63,3.1,7,0,0.8,3.1,6.2,5.4,8.5,3.1,5.4,8.5,1.6,0,0,2.3,5.4,11.6,107,119,richani01
Andre Roberson,29,BKN,SG,5,0,63,1.5,10.7,0.8,6.1,0.8,4.6,0.8,1.5,5.4,6.1,11.5,3.1,2.3,0.8,1.5,3.1,4.6,79,113,roberan03
Tim Frazier,30,MEM,PG,5,0,62,2.3,15.4,0,6.2,2.3,9.3,1.5,4.6,0,6.2,6.2,12.3,1.5,0.8,3.1,5.4,6.2,63,112,fraziti01
Axel Toupane,28,MIL,SF,8,1,61,3.1,8.5,0.8,1.5,2.3,6.9,3.8,5.4,0,4.6,4.6,3.1,1.5,2.3,0,4.6,10.8,119,111,toupaax01
Udoka Azubuike,21,UTA,C,15,0,57,3.4,7.7,0,0,3.4,7.7,6.8,8.5,3.4,7.7,11.1,0,0.9,3.4,2.6,7.7,13.7,113,106,azubuud01
Kostas Antetokounmpo,23,LAL,PF,15,0,56,2.6,8.7,0,0,2.6,8.7,5.2,11.3,3.5,13,16.5,0.9,1.7,3.5,9.6,6.9,10.4,56,100,antetko01
Adam Mokoka,22,CHI,SG,14,0,56,6.1,16.4,0.9,8.7,5.2,7.8,0,0.9,0.9,3.5,4.3,4.3,1.7,0.9,4.3,4.3,13,73,113,mokokad01
Tyrell Terry,20,DAL,PG,11,0,56,4.4,14.1,0,6.2,4.4,7.9,0.9,2.6,0,5.3,5.3,5.3,4.4,0,1.8,1.8,9.7,75,108,terryty01
Didi Louzada,21,NOP,SF,3,0,56,2.6,11.1,1.7,6.9,0.9,4.3,0,0,0.9,1.7,2.6,2.6,1.7,0,2.6,4.3,6.9,66,117,louzama01
Jontay Porter,21,MEM,PF,11,0,54,7.1,13.3,2.7,7.1,4.4,6.2,2.7,4.4,3.5,8.9,12.4,0.9,2.7,0.9,6.2,10.6,19.5,93,108,portejo01
Devon Dotson,21,CHI,PG,11,0,50,10.7,20.4,1,6.8,9.7,13.6,0,0,1.9,2.9,4.8,6.8,3.9,0,0,2.9,22.3,126,110,dotsode01
Terrance Ferguson,22,PHI,SG,13,0,49,1,6.9,0,4.9,1,2,0,0,0,1,1,2,1,0,3.9,6.9,2,30,114,fergute01
James Nunnally,30,NOP,SF,9,0,48,5,13,4,12,1,1,1,2,2,7,9,3,0,0,2,1,15,108,119,nunnaja01
Isaiah Thomas,31,NOP,PG,3,0,48,9,27,3,12,6,15,2,2,1,3,4,5,1,0,6,3,23,79,118,thomais02
Ty-Shon Alexander,22,PHX,SG,15,0,47,3.2,12.6,2.1,9.5,1.1,3.2,1.1,2.1,2.1,8.4,10.5,6.3,0,1.1,3.2,2.1,9.5,84,114,alexaty01
Robert Woodard II,21,SAC,SF,13,0,45,8.5,21.3,1.1,6.4,7.5,14.9,3.2,8.5,4.3,12.8,17.1,2.1,0,3.2,1.1,4.3,21.3,96,114,woodaro01
Kris Dunn,26,ATL,PG,4,0,45,1.1,13.1,0,2.2,1.1,10.9,3.3,4.4,0,6.6,6.6,2.2,2.2,2.2,3.3,10.9,5.5,41,110,dunnkr01
Gary Payton II,28,GSW,PG,10,0,40,11.7,15.3,2.3,4.7,9.4,10.6,3.5,4.7,2.3,10.6,12.9,1.2,7,1.2,1.2,9.4,29.4,152,95,paytoga02
Cameron Reynolds,25,TOT,SF,5,0,40,7.1,21.4,3.6,14.3,3.6,7.1,0,0,2.4,3.6,5.9,2.4,0,0,0,2.4,17.8,96,121,reynoca01
Vincent Poirier,27,PHI,C,10,0,39,3.7,14.8,0,1.2,3.7,13.6,2.5,7.4,7.4,9.9,17.3,2.5,0,3.7,4.9,9.9,9.9,70,107,poirivi01
Henry Ellenson,24,TOR,PF,2,0,38,6.4,17.8,2.5,11.5,3.8,6.4,3.8,5.1,3.8,11.5,15.3,6.4,0,0,0,8.9,19.1,121,115,ellenhe01
Bruno Caboclo,25,HOU,PF,6,0,36,10.5,22.3,0,6.6,10.5,15.8,1.3,2.6,3.9,14.5,18.4,1.3,0,2.6,5.3,7.9,22.3,83,112,cabocbr01
Anderson Varejão,38,CLE,C,5,0,36,5.5,21.9,0,1.4,5.5,20.6,6.9,12.3,9.6,17.8,27.4,4.1,0,2.7,1.4,4.1,17.8,91,110,varejan01
T.J. Leaf,23,POR,PF,7,0,35,7,13.9,0,0,7,13.9,2.8,2.8,0,7,7,1.4,2.8,1.4,2.8,1.4,16.7,97,113,leaftj01
Theo Pinson,25,NYK,SG,17,0,34,1.5,13.2,0,11.8,1.5,1.5,0,0,0,7.4,7.4,1.5,0,0,1.5,5.9,2.9,29,113,pinsoth01
Patrick McCaw,25,TOR,SF,5,0,33,1.5,1.5,0,0,1.5,1.5,4.4,4.4,1.5,2.9,4.4,5.9,2.9,0,0,8.8,7.3,233,113,mccawpa01
Elijah Bryant,25,MIL,SG,1,0,32,8.8,19.1,1.5,7.3,7.3,11.7,4.4,4.4,2.9,5.9,8.8,4.4,0,1.5,5.9,5.9,23.5,100,115,bryanel01
Marques Bolden,22,CLE,C,6,0,29,1.7,5.1,0,0,1.7,5.1,8.5,13.6,5.1,5.1,10.2,0,3.4,3.4,3.4,0,11.9,101,108,boldema01
Amida Brimah,26,IND,C,5,0,29,8.1,13,0,0,8.1,13,4.9,4.9,3.3,9.8,13,1.6,0,8.1,6.5,6.5,21.2,101,106,brimaam01
Meyers Leonard,28,MIA,C,3,2,29,5.1,12,5.1,12,0,0,1.7,3.4,0,12,12,3.4,0,0,3.4,8.6,17.1,101,113,leoname01
Grant Riller,23,CHA,PG,7,0,27,14.5,21.7,3.6,7.2,10.9,14.5,0,0,0,1.8,1.8,5.4,1.8,0,1.8,0,32.6,134,117,rillegr01
Marquese Chriss,23,GSW,PF,2,0,27,8.7,24.4,1.7,8.7,7,15.7,3.5,7,5.2,17.4,22.6,3.5,0,3.5,3.5,5.2,22.6,88,104,chrisma01
Nate Darling,22,CHA,SG,7,0,26,3.8,13.1,3.8,13.1,0,0,5.6,5.6,1.9,0,1.9,1.9,0,1.9,1.9,1.9,16.9,110,120,darlina01
Ray Spalding,23,HOU,C,2,0,19,5,10,0,2.5,5,7.5,0,5,5,5,10,0,0,5,7.5,7.5,10,60,114,spaldra01
Jaylen Adams,24,MIL,PG,7,0,18,2.6,20.9,0,5.2,2.6,15.7,0,0,0,7.8,7.8,5.2,0,0,0,2.6,5.2,45,116,adamsja01
Jared Harper,23,NYK,PG,8,0,16,0,12.5,0,3.1,0,9.4,9.4,12.5,0,6.3,6.3,3.1,0,0,9.4,3.1,9.4,43,114,harpeja01
Brian Bowen,22,IND,SF,6,0,15,3.2,12.6,0,3.2,3.2,9.5,3.2,3.2,0,9.5,9.5,0,0,0,0,3.2,9.5,74,116,bowenbr02
Jalen Lecque,20,IND,PG,4,0,12,3.9,35.5,0,3.9,3.9,31.5,11.8,11.8,7.9,11.8,19.7,7.9,0,0,0,0,19.7,77,115,lecquja01
Greg Whittington,27,DEN,PF,4,0,12,0,12.4,0,8.2,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,121,whittgr01
Noah Vonleh,25,BKN,C,4,0,11,0,13.2,0,8.8,0,4.4,0,0,0,4.4,4.4,4.4,0,0,8.8,8.8,0,14,120,vonleno01
Malik Fitts,23,LAC,PF,3,0,11,4.5,13.5,4.5,9,0,4.5,0,0,0,13.5,13.5,0,0,0,0,13.5,13.5,102,112,fittsma01
Iman Shumpert,30,BKN,SG,2,0,11,4.4,17.5,0,13.2,4.4,4.4,0,0,4.4,0,4.4,0,4.4,0,4.4,0,8.8,56,113,shumpim01
Anžejs Pasečņiks,25,WAS,C,1,0,6,0,7.7,0,7.7,0,0,0,0,7.7,0,7.7,7.7,0,0,38.4,15.4,0,21,120,pasecan01
Ashton Hagans,21,MIN,PG,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,124,haganas01
Udonis Haslem,40,MIA,C,1,0,3,33.1,33.1,0,0,33.1,33.1,0,0,0,16.6,16.6,0,0,0,0,0,66.2,200,111,hasleud01
Will Magnay,22,NOP,C,1,0,3,0,16,0,16,0,0,0,0,0,0,0,0,0,0,16,16,0,0,122,magnawi01
