Rank,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,Awards,-9999
454,Jarrett Culver,23,ATL,SF,10,1,137,0,17,37,47,0,-6.3,-7.0,2,2,9,1,7,3,15,1,4,,culveja01
455,Quenton Jackson,24,WAS,PG,9,0,135,57,43,0,0,0,-8.4,-7.4,1,1,5,0,8,6,37,2,3,,jacksqu01
456,Cody Martin,27,CHO,SF,7,0,134,0,41,59,0,0,-7.6,-1.9,2,0,10,0,5,1,28,3,4,,martico01
457,Nate Williams,23,POR,SG,5,4,127,3,88,9,0,0,-10.8,-7.4,2,0,9,1,2,0,23,1,2,,willije02
458,Xavier Cooks,27,WAS,PF,10,1,126,0,0,9,91,0,4.7,6.1,1,5,7,1,3,1,15,0,3,,cooksxa01
459,Jason Preston,23,LAC,PG,14,0,124,100,0,0,0,0,-5.6,-6.5,5,4,6,0,0,1,61,0,0,,prestja01
460,Jonathan Isaac,25,ORL,PF,11,0,124,0,0,98,2,0,-6.4,-3.7,0,2,2,0,5,0,15,1,2,,isaacjo01
461,Shaquille Harrison,29,POR,SG,5,0,120,71,29,0,0,0,5.0,8.9,5,0,6,0,8,2,76,2,2,,harrish01
462,Meyers Leonard,30,MIL,C,9,2,114,0,0,0,0,100,-11.5,-15.6,2,0,9,4,4,0,2,1,2,,leoname01
463,Olivier Sarr,23,OKC,C,9,1,114,0,0,0,0,100,6.1,5.0,0,2,10,2,4,1,9,1,0,,sarrol01
464,Andre Iguodala,39,GSW,PF,8,0,113,0,0,0,95,5,15.2,13.8,7,1,8,1,1,2,47,1,0,,iguodan01
465,Daniel Theis,30,IND,C,7,1,109,0,0,0,0,100,-8.9,-5.6,0,0,4,1,7,0,23,2,3,,theisda01
466,A.J. Lawson,22,2TM,SG,15,0,108,1,36,48,15,0,-18.2,-18.9,2,0,7,0,5,1,5,2,3,,lawsoaj01
467,Justin Jackson,27,BOS,SF,23,0,107,0,0,77,23,0,-29.3,-36.9,2,0,5,0,1,0,21,0,1,,jacksju01
468,Vince Williams Jr.,22,MEM,SG,15,1,105,7,91,2,0,0,-16.3,-20.5,2,1,7,1,1,1,10,0,1,,willivi01
469,Josh Minott,20,MIN,SF,15,0,96,0,5,75,21,0,10.3,10.8,2,1,8,0,4,0,11,0,6,,minotjo01
470,Jay Huff,24,WAS,C,7,0,95,0,0,0,0,100,-4.5,-3.3,1,2,11,2,5,0,26,1,0,,huffja01
471,Greg Brown III,21,POR,PF,16,0,93,0,0,44,49,7,-2.5,1.2,2,1,6,0,6,0,7,2,4,,browngr01
472,Joshua Primo,20,SAS,SG,4,0,93,8,56,37,0,0,-0.4,9.9,6,3,6,0,5,5,45,1,4,,primojo01
473,Buddy Boeheim,23,DET,SF,10,0,90,0,3,25,72,0,1.6,10.3,0,0,2,0,1,0,11,0,0,,boehebu01
474,Jaden Springer,20,PHI,SG,16,2,89,95,5,0,0,0,-0.4,-5.3,2,1,11,0,3,0,19,0,3,,sprinja01
475,Justin Minaya,23,POR,SF,4,0,89,5,23,72,0,0,-11.8,-8.3,3,0,7,0,1,0,10,1,0,,minayju01
476,Lindell Wigginton,24,MIL,PG,7,1,87,100,0,0,0,0,-20.3,-24.4,9,2,6,1,5,4,33,1,2,,wiggili01
477,Isaiah Mobley,23,CLE,PF,12,0,84,0,0,35,46,19,18.3,12.9,0,0,5,1,2,1,8,0,2,,mobleis01
478,Jordan Hall,21,SAS,SF,9,0,83,11,67,23,0,0,-14.0,-4.0,2,0,3,2,4,0,28,1,1,,halljo02
479,Omer Yurtseven,24,MIA,C,9,0,83,0,0,0,0,100,6.5,6.9,1,2,11,1,3,0,4,2,1,,yurtsom01
480,PJ Dozier,26,SAC,SF,16,0,79,7,34,54,6,0,-14.0,-16.6,5,0,4,0,0,4,23,0,1,,doziepj01
481,Jared Butler,22,OKC,PG,6,1,77,1,99,0,0,0,-1.3,-2.5,4,1,4,0,0,1,20,0,4,,butleja02
482,Keon Ellis,23,SAC,SG,16,0,71,3,65,32,0,0,-16.8,-19.5,1,0,8,0,2,0,14,0,0,,elliske01
483,Udonis Haslem,42,MIA,C,7,1,71,0,0,0,29,71,-11.0,-11.1,0,1,7,0,2,5,0,1,0,,hasleud01
484,Jamaree Bouyea,23,2TM,PG,5,0,71,100,0,0,0,0,-13.6,-13.6,0,2,2,1,1,0,8,0,1,,bouyeja01
485,Trevelin Queen,25,IND,SG,7,0,70,40,60,0,0,0,7.4,11.0,2,4,3,0,1,2,14,0,1,,queentr01
486,Leandro Bolmaro,22,UTA,SF,14,0,68,0,0,91,9,0,-0.1,1.0,5,1,7,0,0,4,17,0,1,,bolmale01
487,Jack White,25,DEN,SF,17,0,66,0,0,50,50,0,-6.1,-9.6,0,0,8,0,2,0,9,1,2,,whiteja03
488,Tyrese Martin,23,ATL,SG,16,0,66,0,6,72,22,0,0.8,0.4,0,2,1,0,1,0,5,0,2,,martity01
489,JD Davison,20,BOS,SG,12,0,66,26,74,0,0,0,-4.6,-11.4,3,1,2,0,1,1,25,0,1,,davisjd01
490,Ryan Rollins,20,GSW,PG,12,0,62,100,0,0,0,0,-37.3,-39.8,7,5,3,1,0,0,14,0,2,,rolliry01
491,Isaiah Todd,21,WAS,PF,6,1,61,0,0,5,16,80,-6.9,-5.7,0,1,2,1,0,0,11,0,1,,toddis01
492,Sam Merrill,26,CLE,SG,5,0,59,5,95,0,0,0,-3.4,-9.2,0,0,1,0,0,0,13,0,0,,merrisa01
493,Carlik Jones,25,CHI,PG,7,0,56,100,0,0,0,0,23.4,22.2,1,1,0,0,3,0,13,0,2,,jonesca03
494,Gabe York,29,IND,SG,3,0,56,75,25,0,0,0,16.6,20.4,0,0,2,0,1,3,13,0,2,,yorkga01
495,Devon Dotson,23,WAS,PG,6,0,53,95,5,0,0,0,-1.8,-0.6,3,0,3,0,0,0,20,0,2,,dotsode01
496,Facundo Campazzo,31,DAL,PG,8,0,52,100,0,0,0,0,10.7,10.6,2,0,1,0,0,1,23,0,1,,campafa01
497,Micah Potter,24,UTA,PF,7,0,52,0,0,0,97,3,-1.7,-0.7,1,1,4,0,0,1,9,0,0,,pottemi01
498,Joe Wieskamp,23,TOR,SF,9,0,50,23,31,46,0,0,5.6,4.5,0,1,1,0,0,0,7,0,1,,wieskjo01
499,Ron Harper Jr.,22,TOR,PF,9,0,48,0,0,56,44,0,16.8,15.9,0,0,3,0,1,0,9,1,1,,harpero02
500,Xavier Sneed,25,CHO,SF,4,0,48,0,19,58,24,0,-23.9,-18.3,0,2,4,1,1,1,11,0,1,,sneedxa01
501,Michael Carter-Williams,31,ORL,PG,4,0,44,95,5,0,0,0,-31.4,-28.9,3,0,4,1,4,0,16,1,2,,cartemi01
502,Cole Swider,23,LAL,SF,7,0,41,0,0,10,80,10,-1.6,-2.2,0,0,2,0,0,0,10,0,0,,swideco01
503,Mac McClung,24,PHI,SG,2,0,41,100,0,0,0,0,20.0,15.4,1,2,1,0,3,1,22,1,1,,mccluma01
504,Jacob Gilyard,24,MEM,PG,1,0,41,100,0,0,0,0,-12.6,-16.3,2,0,2,0,0,0,17,0,0,,gilyaja01
505,Kendall Brown,19,IND,SG,6,0,40,0,54,46,0,0,6.4,9.9,0,0,3,0,1,0,8,0,1,,brownke03
506,Jarrell Brantley,26,UTA,PF,4,0,39,0,13,54,33,0,17.8,19.1,1,1,2,0,1,0,7,0,0,,brantja01
507,Mfiondu Kabengele,25,BOS,PF,4,0,36,0,0,0,83,17,-10.6,-17.4,0,0,0,1,0,0,0,0,0,,kabenmf01
508,RaiQuan Gray,23,BRK,PF,1,0,35,0,0,0,35,65,-19.4,-20.9,2,1,3,0,1,0,16,0,0,,grayra01
509,Justin Champagnie,21,2TM,SF,5,0,34,0,29,57,13,0,-8.2,-13.1,0,0,1,0,0,1,9,0,2,,champju01
510,Tony Bradley,25,CHI,C,12,0,33,0,0,0,0,100,13.3,11.8,0,0,1,1,0,0,2,0,0,,bradlto01
511,Scotty Pippen Jr.,22,LAL,PG,6,0,32,100,0,0,0,0,-6.2,-6.8,2,0,1,0,4,0,5,1,2,,pippesc02
512,Alize Johnson,26,SAS,PF,4,0,30,0,21,36,31,12,23.1,33.5,0,2,1,1,1,1,3,0,0,,johnsal02
513,Jay Scrubb,22,ORL,SG,2,0,30,21,35,45,0,0,-29.6,-27.0,2,0,0,1,1,0,2,0,2,,scrubja01
514,Neemias Queta,23,SAC,C,5,0,29,0,0,0,0,100,-36.0,-38.6,0,1,5,0,1,1,2,0,0,,quetane01
515,Louis King,23,PHI,PF,1,0,29,0,0,40,60,0,5.4,0.7,0,1,2,1,1,0,5,1,0,,kinglo02
516,Vernon Carey Jr.,21,WAS,C,11,0,28,0,0,0,0,100,-19.0,-17.8,1,0,5,0,1,0,7,0,1,,careyve01
517,Trevor Hudgins,23,HOU,PG,5,0,28,100,0,0,0,0,9.3,17.7,1,0,0,0,1,0,7,0,0,,hudgitr01
518,Kobi Simmons,25,CHO,SG,5,0,28,59,41,0,0,0,-36.9,-31.4,0,0,0,0,1,1,11,0,0,,simmoko01
519,Darius Days,23,HOU,SF,4,0,25,0,7,93,0,0,4.1,12.5,0,0,2,0,1,0,3,0,1,,daysda01
520,Sterling Brown,27,LAL,SF,4,0,24,0,0,65,35,0,-3.0,-3.6,0,0,3,0,0,0,4,0,1,,brownst02
521,Chance Comanche,26,POR,C,1,0,21,0,0,0,64,36,-65.1,-61.7,0,0,0,0,0,0,0,0,0,,comanch01
522,Marko Simonovic,23,CHI,C,7,0,20,0,0,0,24,76,36.0,34.6,0,0,3,0,0,0,0,0,0,,simonma01
523,Xavier Moon,28,LAC,SG,4,0,20,17,83,0,0,0,-25.0,-25.7,1,0,2,0,0,0,12,0,0,,moonxa01
524,Lester Quiñones,22,GSW,SG,4,0,18,50,50,0,0,0,17.9,16.2,2,1,0,0,3,0,4,0,0,,quinole01
525,Dereon Seabron,22,NOP,SG,5,0,12,0,0,55,45,0,45.5,43.5,0,0,1,0,0,0,0,0,1,,seabrde01
526,Dylan Windler,26,CLE,SF,3,0,10,0,0,60,40,0,-11.4,-17.2,1,0,0,0,0,0,2,0,0,,windldy01
527,Malcolm Hill,27,CHI,SF,5,0,9,0,0,35,65,0,68.1,66.7,0,0,1,0,0,0,0,0,0,,hillma01
528,Braxton Key,25,DET,SF,3,0,9,0,0,0,64,36,-15.0,-6.5,0,0,0,0,0,0,0,0,0,,keybr01
529,Tyler Dorsey,26,DAL,SF,3,0,8,0,0,0,100,0,7.1,6.9,0,0,0,0,0,0,0,0,0,,dorsety01
530,Trevor Keels,19,NYK,SG,3,0,8,0,0,100,0,0,-92.1,-95.5,0,0,0,0,0,0,0,0,0,,keelstr01
531,Chima Moneke,27,SAC,SF,2,0,8,0,0,100,0,0,-48.2,-50.6,1,1,2,0,1,0,2,0,0,,monekch01
532,Deonte Burton,29,SAC,PF,2,0,6,0,0,12,88,0,35.7,33.5,0,0,0,0,0,1,0,0,1,,burtode02
533,Jordan Schakel,24,WAS,SF,2,0,6,0,16,84,0,0,33.3,34.7,0,0,0,0,0,0,3,0,0,,schakjo01
534,Frank Jackson,24,UTA,PG,1,0,5,100,0,0,0,0,-37.5,-36.4,0,0,0,0,0,0,2,0,0,,jacksfr01
535,Alondes Williams,23,BRK,SG,1,0,5,0,100,0,0,0,-45.5,-46.8,1,0,0,0,0,0,0,0,0,,willial06
536,Donovan Williams,21,ATL,SG,2,0,4,0,0,100,0,0,83.3,83.0,0,0,0,0,0,0,0,0,0,,willido02
537,Chris Silva,26,DAL,PF,1,0,3,0,0,0,100,0,12.5,12.3,0,0,1,1,0,0,0,0,0,,silvach01
538,Stanley Umude,23,DET,SG,1,0,2,0,0,100,0,0,75.0,83.5,0,0,0,0,1,0,0,0,0,,umudest01
539,Michael Foster Jr.,20,PHI,PF,1,0,1,0,0,0,0,100,-200.0,-204.8,0,0,0,0,0,0,0,0,0,,fostemi02
