Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
322,Luke Kornet,27,BOS,C,69,0,804,113,170,.665,3,13,.231,110,157,.701,.674,32,39,.821,86,111,197,53,11,46,25,81,261,0,,kornelu01
323,Garrison Mathews,26,2TM,SG,54,0,686,73,201,.363,63,180,.350,10,21,.476,.520,48,53,.906,11,62,73,26,24,5,19,62,257,0,,mathega01
324,Austin Rivers,30,MIN,SG,52,10,1016,91,209,.435,43,123,.350,48,86,.558,.538,30,39,.769,5,78,83,75,28,4,23,80,255,0,,riverau01
325,Ish Wainright,28,PHO,SF,60,2,915,84,227,.370,57,173,.329,27,54,.500,.496,26,31,.839,45,94,139,53,38,22,22,117,251,0,,wainris01
326,Aaron Holiday,26,ATL,PG,63,6,845,92,220,.418,36,88,.409,56,132,.424,.500,27,32,.844,25,49,74,89,37,12,36,79,247,0,,holidaa01
327,Malachi Flynn,24,TOR,PG,53,2,691,87,242,.360,47,133,.353,40,109,.367,.457,25,33,.758,15,61,76,70,21,4,25,65,246,0,,flynnma01
328,Bryce McGowens,20,CHO,SG,46,7,787,80,202,.396,26,80,.325,54,122,.443,.460,60,80,.750,20,73,93,54,15,6,43,48,246,0,,mcgowbr01
329,Patty Mills,34,BRK,PG,40,2,567,86,209,.411,49,134,.366,37,75,.493,.529,25,30,.833,8,36,44,56,15,3,30,32,246,0,,millspa02
330,Duane Washington Jr.,22,PHO,SG,31,3,394,94,256,.367,40,111,.360,54,145,.372,.445,16,24,.667,2,34,36,63,6,4,34,23,244,0,,washidu02
331,Thaddeus Young,34,TOR,PF,54,9,795,108,198,.545,6,34,.176,102,164,.622,.561,18,26,.692,71,95,166,75,54,5,42,88,240,0,,youngth01
332,Cade Cunningham,21,DET,PG,12,12,400,93,224,.415,17,61,.279,76,163,.466,.453,36,43,.837,12,62,74,72,10,7,39,34,239,0,,cunnica01
333,Haywood Highsmith,26,MIA,PF,54,11,969,93,216,.431,37,109,.339,56,107,.523,.516,13,28,.464,57,131,188,43,36,17,45,82,236,0,,highsha01
334,Jaxson Hayes,22,NOP,C,47,2,610,86,156,.551,3,29,.103,83,127,.654,.561,58,83,.699,39,93,132,34,20,19,31,67,233,0,,hayesja02
335,George Hill,36,2TM,SG,46,1,834,78,166,.470,34,95,.358,44,71,.620,.572,42,55,.764,15,70,85,110,26,6,34,55,232,0,,hillge01
336,Dyson Daniels,19,NOP,PG,59,11,1042,87,208,.418,27,86,.314,60,122,.492,.483,26,40,.650,36,152,188,134,43,11,57,99,227,0,,daniedy01
337,Day'Ron Sharpe,21,BRK,C,48,3,552,93,171,.544,6,11,.545,87,160,.544,.561,35,55,.636,99,101,200,37,15,32,42,89,227,0,,sharpda01
338,Daishen Nix,20,HOU,PG,57,7,914,81,237,.342,40,140,.286,41,97,.423,.426,24,36,.667,18,80,98,132,31,7,86,59,226,0,,nixda01
339,Usman Garuba,20,HOU,C,75,1,970,86,177,.486,24,59,.407,62,118,.525,.554,29,47,.617,120,187,307,64,44,29,47,135,225,0,,garubus01
340,Darius Bazley,22,2TM,C,43,1,616,83,183,.454,20,53,.377,63,130,.485,.508,38,70,.543,34,104,138,38,22,34,27,44,224,0,,bazleda01
341,Miles McBride,22,NYK,PG,64,2,760,77,215,.358,40,134,.299,37,81,.457,.451,28,42,.667,13,37,50,72,37,8,25,60,222,0,,mcbrimi01
342,Svi Mykhailiuk,25,2TM,SF,32,8,468,77,173,.445,42,99,.424,35,74,.473,.566,26,39,.667,15,38,53,53,15,4,24,23,222,0,,mykhasv01
343,Maxi Kleber,31,DAL,PF,37,5,930,77,169,.456,39,112,.348,38,57,.667,.571,27,38,.711,30,105,135,52,12,30,27,85,220,0,,klebima01
344,Jabari Walker,20,POR,PF,56,0,619,83,198,.419,16,56,.286,67,142,.472,.460,34,45,.756,48,83,131,34,10,13,29,69,216,0,,walkeja01
345,Lindy Waters III,25,OKC,SG,41,0,531,70,178,.393,58,162,.358,12,16,.750,.556,16,20,.800,16,59,75,28,14,11,10,42,214,0,,waterli01
346,Ziaire Williams,21,MEM,SF,37,4,561,84,196,.429,25,97,.258,59,99,.596,.492,17,22,.773,16,63,79,35,14,6,37,58,210,0,,willizi02
347,Dāvis Bertāns,30,DAL,PF,45,1,492,69,160,.431,55,141,.390,14,19,.737,.603,13,15,.867,10,43,53,21,11,8,10,53,206,0,,bertada01
348,Dean Wade,26,CLE,PF,44,13,891,73,177,.412,45,127,.354,28,50,.560,.540,15,23,.652,20,130,150,37,28,21,17,89,206,0,,wadede01
349,Justin Holiday,33,2TM,SF,46,2,706,77,204,.377,46,143,.322,31,61,.508,.490,5,8,.625,5,50,55,41,19,19,22,68,205,0,,holidju01
350,Charles Bassey,22,SAS,C,35,2,508,87,135,.644,3,8,.375,84,127,.661,.656,22,37,.595,75,118,193,48,16,33,41,74,199,0,,bassech01
351,DeAndre Jordan,34,DEN,C,39,8,586,88,115,.765,1,1,1.000,87,114,.763,.770,22,48,.458,52,150,202,34,12,23,48,71,199,0,,jordade01
352,Dewayne Dedmon,33,2TM,C,38,1,426,77,151,.510,12,39,.308,65,112,.580,.550,33,49,.673,34,100,134,26,9,19,25,75,199,0,,dedmode01
353,Justise Winslow,26,POR,PF,29,11,776,81,198,.409,14,45,.311,67,153,.438,.444,20,28,.714,49,96,145,98,30,11,43,89,196,0,,winslju01
354,Anthony Gill,30,WAS,PF,59,8,624,71,132,.538,4,29,.138,67,103,.650,.553,49,67,.731,37,62,99,34,7,12,15,70,195,0,,gillan01
355,Ousmane Dieng,19,OKC,PF,39,1,569,76,181,.420,26,98,.265,50,83,.602,.492,15,23,.652,19,86,105,46,14,7,26,42,193,0,,diengou01
356,Caleb Houstan,20,ORL,SF,51,4,812,66,182,.363,46,136,.338,20,46,.435,.489,15,18,.833,34,65,99,30,12,7,18,63,193,0,,houstca01
357,James Bouknight,22,CHO,SG,34,0,515,69,193,.358,33,109,.303,36,84,.429,.443,20,30,.667,8,64,72,41,14,5,32,49,191,0,,bouknja01
358,Keon Johnson,20,POR,SG,40,0,416,67,178,.376,28,81,.346,39,97,.402,.455,27,41,.659,11,33,44,59,19,6,43,43,189,0,,johnske07
359,JaVale McGee,35,DAL,C,42,7,355,80,125,.640,2,5,.400,78,120,.650,.648,24,41,.585,30,77,107,11,4,26,36,54,186,0,,mcgeeja01
360,Blake Wesley,19,SAS,SG,37,1,669,69,215,.321,20,52,.385,49,163,.301,.367,26,44,.591,12,69,81,98,25,5,65,67,184,0,,weslebl01
361,Rodney McGruder,31,DET,SG,32,12,524,62,152,.408,41,97,.423,21,55,.382,.543,18,22,.818,20,54,74,28,16,1,11,39,183,0,,mcgruro01
362,Christian Koloko,22,TOR,C,58,19,802,72,150,.480,1,12,.083,71,138,.514,.483,37,59,.627,84,87,171,31,21,57,20,128,182,0,,kolokch01
363,Luka Garza,24,MIN,C,28,0,243,63,116,.543,14,39,.359,49,77,.636,.603,41,52,.788,33,30,63,18,3,2,14,43,181,0,,garzalu01
364,Wesley Matthews,36,MIL,SF,52,0,820,58,160,.363,39,124,.315,19,36,.528,.484,24,28,.857,34,79,113,34,20,13,18,71,179,0,,matthwe02
365,Jericho Sims,24,NYK,C,52,16,812,83,107,.776,0,1,.000,83,106,.783,.776,12,16,.750,99,143,242,25,15,28,27,96,178,0,,simsje01
366,Stanley Johnson,26,SAS,SF,30,0,469,65,122,.533,18,40,.450,47,82,.573,.607,26,39,.667,22,73,95,67,16,6,33,48,174,0,,johnsst04
367,Amir Coffey,25,LAC,SF,50,9,625,56,145,.386,11,40,.275,45,105,.429,.424,49,63,.778,17,36,53,53,7,5,21,50,172,0,,coffeam01
368,Isaiah Roby,24,SAS,PF,42,2,474,67,155,.432,18,60,.300,49,95,.516,.490,20,41,.488,21,86,107,38,18,7,31,53,172,0,,robyis01
369,Ricky Rubio,32,CLE,PG,33,2,566,61,178,.343,21,82,.256,40,96,.417,.402,28,35,.800,9,61,70,115,26,6,31,51,171,0,,rubiori01
370,Blake Griffin,33,BOS,C,41,16,569,63,130,.485,23,66,.348,40,64,.625,.573,21,32,.656,47,108,155,61,14,9,22,75,170,0,,griffbl01
371,Taj Gibson,37,WAS,C,49,2,480,65,125,.520,8,24,.333,57,101,.564,.552,30,42,.714,32,61,93,34,15,12,26,84,168,0,,gibsota01
372,Goga Bitadze,23,2TM,C,38,1,457,69,125,.552,6,26,.231,63,99,.636,.576,23,42,.548,61,76,137,39,16,26,22,64,167,0,,bitadgo01
373,Julian Champagnie,21,2TM,SF,17,3,320,59,130,.454,33,82,.402,26,48,.542,.581,14,17,.824,10,50,60,10,6,5,11,26,165,0,,champju02
374,Evan Fournier,30,NYK,SG,27,7,459,56,166,.337,35,114,.307,21,52,.404,.443,18,21,.857,4,45,49,36,16,3,22,46,165,0,,fournev01
375,Javonte Green,29,CHI,SF,32,1,480,61,108,.565,13,35,.371,48,73,.658,.625,30,45,.667,27,61,88,23,24,21,20,52,165,0,,greenja02
376,Johnny Davis,20,WAS,SG,28,5,423,66,171,.386,17,70,.243,49,101,.485,.436,14,27,.519,10,55,65,28,10,8,17,48,163,0,,davisjo06
377,Jordan McLaughlin,26,MIN,PG,43,0,678,61,145,.421,24,78,.308,37,67,.552,.503,15,18,.833,15,47,62,148,32,4,33,28,161,0,,mclaujo01
378,Kai Jones,22,CHO,C,46,0,550,67,120,.558,4,19,.211,63,101,.624,.575,19,26,.731,37,86,123,15,17,30,31,65,157,0,,joneska01
379,Raul Neto,30,CLE,PG,48,1,505,57,110,.518,12,42,.286,45,68,.662,.573,31,34,.912,10,36,46,79,17,4,24,49,157,0,,netora01
380,Moses Brown,23,2TM,C,36,1,294,61,96,.635,0,0,,61,96,.635,.635,33,72,.458,57,82,139,4,4,14,15,39,155,0,,brownmo01
381,Admiral Schofield,25,ORL,PF,37,0,451,55,122,.451,24,74,.324,31,48,.646,.549,21,23,.913,23,39,62,31,8,5,16,61,155,0,,schofad01
382,Juan Toscano-Anderson,29,2TM,SF,52,9,700,64,143,.448,8,43,.186,56,100,.560,.476,19,24,.792,28,96,124,65,16,10,34,80,155,0,,toscaju01
383,A.J. Green,23,MIL,SG,35,1,345,53,125,.424,44,105,.419,9,20,.450,.600,4,4,1.000,6,39,45,22,6,0,9,31,154,0,,greenaj01
384,Bruno Fernando,24,2TM,C,39,4,405,59,112,.527,0,4,.000,59,108,.546,.527,35,50,.700,54,83,137,31,6,34,25,74,153,0,,fernabr01
385,Derrick Rose,34,NYK,PG,27,0,338,61,159,.384,19,63,.302,42,96,.438,.443,11,12,.917,8,32,40,46,7,5,22,18,152,0,,rosede01
386,Saben Lee,23,2TM,PG,25,1,373,49,121,.405,11,30,.367,38,91,.418,.450,42,57,.737,13,32,45,67,19,1,24,32,151,0,,leesa01
387,TyTy Washington Jr.,21,HOU,PG,31,2,433,58,160,.363,19,80,.238,39,80,.488,.422,10,18,.556,2,43,45,47,15,2,14,29,145,0,,washity02
388,Brandon Boston Jr.,21,LAC,SF,22,1,248,51,122,.418,12,29,.414,39,93,.419,.467,29,38,.763,7,23,30,20,9,0,12,21,143,0,,bostobr01
389,Dalano Banton,23,TOR,PG,31,2,279,55,130,.423,15,51,.294,40,79,.506,.481,17,24,.708,11,34,45,36,13,13,18,34,142,0,,bantoda01
390,Damian Jones,27,2TM,C,41,1,477,55,86,.640,10,17,.588,45,69,.652,.698,22,29,.759,42,80,122,15,8,21,23,55,142,0,,jonesda03
391,Kevon Harris,25,ORL,SG,34,0,457,47,107,.439,16,43,.372,31,64,.484,.514,31,41,.756,28,42,70,16,17,5,21,53,141,0,,harrike01
392,Furkan Korkmaz,25,PHI,SG,37,0,353,48,111,.432,18,46,.391,30,65,.462,.514,26,36,.722,6,36,42,22,10,3,24,18,140,0,,korkmfu01
393,Nathan Knight,25,MIN,C,38,0,291,46,81,.568,8,22,.364,38,59,.644,.617,39,57,.684,22,34,56,13,10,6,21,41,139,0,,knighna01
394,Frank Ntilikina,24,DAL,SG,47,5,607,48,132,.364,17,67,.254,31,65,.477,.428,22,33,.667,7,55,62,58,16,7,29,65,135,0,,ntilila01
395,Markieff Morris,33,2TM,PF,35,2,355,47,115,.409,28,71,.394,19,44,.432,.530,10,10,1.000,13,58,71,31,9,5,18,48,132,0,,morrima02
396,Richaun Holmes,29,SAC,C,42,1,348,55,89,.618,5,8,.625,50,81,.617,.646,15,19,.789,29,51,80,9,3,11,14,50,130,0,,holmeri01
397,Max Christie,19,LAL,SG,41,3,512,44,106,.415,26,62,.419,18,44,.409,.538,14,16,.875,7,68,75,21,9,7,13,33,128,0,,chrisma02
398,Chuma Okeke,24,ORL,SF,27,8,518,43,122,.352,26,86,.302,17,36,.472,.459,16,21,.762,26,70,96,37,19,11,17,40,128,0,,okekech01
399,Udoka Azubuike,23,UTA,C,36,4,359,59,72,.819,0,0,,59,72,.819,.819,7,20,.350,31,88,119,11,6,15,18,34,125,0,,azubuud01
400,Jae Crowder,32,MIL,PF,18,3,340,45,94,.479,24,55,.436,21,39,.538,.606,10,12,.833,17,52,69,27,12,6,7,27,124,0,,crowdja01
401,Patrick Baldwin Jr.,20,GSW,SF,31,0,226,43,109,.394,32,84,.381,11,25,.440,.541,4,6,.667,1,39,40,11,6,4,11,14,122,0,,baldwpa01
402,Juancho Hernangómez,27,TOR,PF,42,10,614,48,114,.421,17,67,.254,31,47,.660,.496,9,16,.563,27,96,123,25,16,6,15,43,122,0,,hernaju01
403,Matt Ryan,25,2TM,SF,34,0,310,40,108,.370,32,84,.381,8,24,.333,.519,10,12,.833,4,22,26,16,5,1,7,27,122,0,,ryanma01
404,Gorgui Dieng,33,SAS,C,31,1,358,45,117,.385,21,75,.280,24,42,.571,.474,10,13,.769,27,80,107,53,4,14,32,57,121,0,,dienggo01
405,Kenneth Lofton Jr.,20,MEM,PF,24,1,176,49,93,.527,6,17,.353,43,76,.566,.559,16,27,.593,19,32,51,20,5,2,12,28,120,0,,loftoke01
406,Orlando Robinson,22,MIA,C,31,1,425,47,89,.528,0,6,.000,47,83,.566,.528,22,31,.710,48,78,126,25,12,12,16,53,116,0,,robinor01
407,Kira Lewis Jr.,21,NOP,PG,25,0,235,40,88,.455,15,34,.441,25,54,.463,.540,19,22,.864,5,28,33,23,10,2,10,24,114,0,,lewiski01
408,McKinley Wright IV,24,DAL,PG,27,1,335,46,98,.469,9,28,.321,37,70,.529,.515,13,19,.684,9,38,47,58,8,5,19,24,114,0,,wrighmc01
409,Robin Lopez,34,CLE,C,37,2,299,48,75,.640,2,4,.500,46,71,.648,.653,14,18,.778,23,28,51,19,2,8,25,43,112,0,,lopezro01
410,Dominick Barlow,19,SAS,PF,28,0,408,46,86,.535,0,4,.000,46,82,.561,.535,18,25,.720,46,56,102,24,10,19,15,56,110,0,,barlodo01
411,Ish Smith,34,DEN,PG,43,0,398,52,131,.397,2,12,.167,50,119,.420,.405,2,4,.500,5,49,54,100,8,7,44,33,108,0,,smithis01
412,Jake LaRavia,21,MEM,PF,35,0,414,37,95,.389,24,71,.338,13,24,.542,.516,7,9,.778,19,44,63,21,12,4,18,49,105,0,,laravja01
413,Boban Marjanović,34,HOU,C,31,0,171,41,60,.683,0,1,.000,41,59,.695,.683,20,27,.741,20,40,60,9,5,2,14,10,102,0,,marjabo01
414,Gary Payton II,30,2TM,SG,22,1,367,41,69,.594,13,26,.500,28,43,.651,.688,6,7,.857,24,45,69,30,22,5,16,43,101,0,,paytoga02
415,Kessler Edwards,22,2TM,SF,36,4,385,36,93,.387,17,55,.309,19,38,.500,.478,11,15,.733,23,38,61,23,14,6,13,40,100,0,,edwarke02
416,Jamal Cain,23,MIA,PF,18,0,240,37,66,.561,7,20,.350,30,46,.652,.614,17,22,.773,15,37,52,12,11,1,6,21,98,0,,cainja01
417,Cody Zeller,30,MIA,C,15,2,217,37,59,.627,0,2,.000,37,57,.649,.627,24,35,.686,25,39,64,10,3,4,14,33,98,0,,zelleco01
418,Theo Pinson,27,DAL,SG,40,1,323,31,87,.356,22,62,.355,9,25,.360,.483,11,13,.846,10,53,63,46,6,1,12,34,95,1,,pinsoth01
419,Skylar Mays,25,POR,PG,6,6,189,34,68,.500,12,26,.462,22,42,.524,.588,12,13,.923,2,17,19,50,6,1,10,11,92,0,,mayssk01
420,Bryn Forbes,29,MIN,SG,25,0,268,30,83,.361,14,46,.304,16,37,.432,.446,15,15,1.000,4,11,15,17,7,2,12,22,89,0,,forbebr01
421,Davon Reed,27,2TM,SG,43,1,342,28,84,.333,17,46,.370,11,38,.289,.435,16,24,.667,10,49,59,23,15,4,20,39,89,0,,reedda01
422,Frank Kaminsky,29,2TM,C,36,0,235,31,63,.492,13,33,.394,18,30,.600,.595,14,16,.875,7,45,52,32,6,4,9,22,89,0,,kaminfr01
423,Terry Taylor,23,2TM,PF,31,2,264,39,75,.520,5,19,.263,34,56,.607,.553,6,11,.545,27,20,47,10,3,6,9,26,89,0,,taylote01
424,Johnny Juzang,21,UTA,SG,18,0,232,35,104,.337,15,63,.238,20,41,.488,.409,2,4,.500,8,31,39,8,4,3,3,13,87,0,,juzanjo01
425,David Duke Jr.,23,BRK,SG,23,0,228,36,78,.462,1,12,.083,35,66,.530,.468,12,17,.706,11,18,29,21,10,1,18,31,85,0,,dukeda01
426,Dalen Terry,20,CHI,SG,38,0,214,32,72,.444,7,27,.259,25,45,.556,.493,14,21,.667,12,25,37,22,11,5,8,24,85,0,,terryda01
427,Nikola Jović,19,MIA,PF,15,8,204,28,69,.406,8,35,.229,20,34,.588,.464,18,19,.947,9,22,31,10,7,2,10,19,82,0,,jovicni01
428,Kennedy Chandler,20,MEM,PG,36,0,281,35,83,.422,2,15,.133,33,68,.485,.434,6,13,.462,9,29,38,58,12,5,18,15,78,0,,chandke01
429,Peyton Watson,20,DEN,SG,23,2,186,29,59,.492,6,14,.429,23,45,.511,.542,11,20,.550,8,29,37,11,2,11,8,14,75,0,,watsope01
430,Kemba Walker,32,DAL,PG,9,1,144,24,57,.421,7,28,.250,17,29,.586,.482,17,21,.810,3,13,16,19,2,2,4,11,72,0,,walkeke02
431,Luka Šamanić,23,UTA,PF,7,4,161,26,57,.456,8,31,.258,18,26,.692,.526,9,13,.692,0,30,30,15,6,2,10,17,69,0,,samanlu01
432,Serge Ibaka,33,MIL,C,16,0,185,26,54,.481,6,18,.333,20,36,.556,.537,8,13,.615,15,29,44,4,2,7,11,23,66,0,,ibakase01
433,Jeff Dowtin Jr.,25,TOR,PG,25,0,259,25,57,.439,5,16,.313,20,41,.488,.482,6,9,.667,6,17,23,31,9,3,5,13,61,0,,dowtije01
434,Danny Green,35,2TM,SG,11,0,138,22,49,.449,16,37,.432,6,12,.500,.612,1,1,1.000,3,11,14,6,6,3,10,16,61,0,,greenda02
435,Moussa Diabaté,21,LAC,C,22,1,195,24,47,.511,1,2,.500,23,45,.511,.521,10,16,.625,31,19,50,4,7,8,9,15,59,0,,diabamo01
436,Mamadi Diakite,26,CLE,C,22,2,176,24,50,.480,7,21,.333,17,29,.586,.550,2,2,1.000,8,22,30,8,4,9,12,26,57,0,,diakima01
437,Quenton Jackson,24,WAS,PG,9,0,135,19,42,.452,1,12,.083,18,30,.600,.464,17,22,.773,2,6,8,15,4,1,4,10,56,0,,jacksqu01
438,A.J. Lawson,22,2TM,SG,15,0,108,22,44,.500,10,25,.400,12,19,.632,.614,2,8,.250,6,15,21,2,2,0,3,11,56,0,,lawsoaj01
439,Jonathan Isaac,25,ORL,PF,11,0,124,22,53,.415,6,15,.400,16,38,.421,.472,5,9,.556,15,29,44,6,14,4,4,5,55,0,,isaacjo01
440,Nate Williams,23,POR,SG,5,4,127,24,39,.615,3,8,.375,21,31,.677,.654,2,3,.667,10,5,15,10,3,2,4,13,53,0,,willije02
441,Trent Forrest,24,ATL,SG,23,3,277,25,60,.417,0,2,.000,25,58,.431,.417,2,3,.667,5,32,37,38,7,2,15,17,52,0,,forretr01
442,Thanasis Antetokounmpo,30,MIL,PF,37,0,206,20,46,.435,0,8,.000,20,38,.526,.435,11,22,.500,15,29,44,15,3,3,12,22,51,0,,antetth01
443,Jay Huff,24,WAS,C,7,0,95,15,25,.600,6,12,.500,9,13,.692,.720,15,16,.938,6,15,21,10,3,4,5,15,51,0,,huffja01
444,James Johnson,35,IND,PF,18,1,162,22,49,.449,3,15,.200,19,34,.559,.480,4,8,.500,4,26,30,15,7,6,8,32,51,0,,johnsja01
445,Garrett Temple,36,NOP,SG,25,0,162,18,45,.400,11,26,.423,7,19,.368,.522,3,4,.750,5,12,17,13,9,2,4,15,50,0,,templga01
446,Lindell Wigginton,24,MIL,PG,7,1,87,18,37,.486,6,18,.333,12,19,.632,.568,8,9,.889,0,7,7,14,0,2,12,7,50,0,,wiggili01
447,Daniel Theis,30,IND,C,7,1,109,21,44,.477,2,11,.182,19,33,.576,.500,5,12,.417,7,15,22,9,2,6,3,7,49,0,,theisda01
448,Matthew Dellavedova,32,SAC,PG,32,0,213,17,50,.340,9,27,.333,8,23,.348,.430,4,7,.571,1,12,13,41,7,0,10,20,47,0,,dellama01
449,Josh Minott,20,MIN,SF,15,0,96,18,36,.500,2,6,.333,16,30,.533,.528,8,8,1.000,5,20,25,5,4,6,3,10,46,0,,minotjo01
450,KZ Okpala,23,SAC,PF,35,3,248,16,38,.421,7,21,.333,9,17,.529,.513,7,8,.875,7,27,34,13,7,7,7,39,46,0,,okpalkz01
451,John Butler,20,POR,C,19,1,221,17,53,.321,8,35,.229,9,18,.500,.396,3,4,.750,3,14,17,11,7,9,1,22,45,0,,butlejo01
452,Jared Rhoden,23,DET,SG,14,0,198,17,44,.386,5,20,.250,12,24,.500,.443,6,6,1.000,11,26,37,4,4,1,3,23,45,0,,rhodeja01
453,Jarrett Culver,23,ATL,SF,10,1,137,17,43,.395,1,12,.083,16,31,.516,.407,9,13,.692,10,28,38,6,6,2,7,14,44,0,,culveja01
454,Shaquille Harrison,29,POR,SG,5,0,120,15,36,.417,3,10,.300,12,26,.462,.458,11,15,.733,1,21,22,30,11,2,6,12,44,0,,harrish01
455,Otto Porter Jr.,29,TOR,SF,8,2,146,15,30,.500,6,17,.353,9,13,.692,.600,8,8,1.000,6,13,19,8,11,0,4,7,44,0,,porteot01
456,Dru Smith,25,2TM,SG,15,1,158,18,45,.400,5,19,.263,13,26,.500,.456,3,3,1.000,2,22,24,22,10,4,3,23,44,0,,smithdr01
457,Khem Birch,30,TOR,C,20,0,162,19,32,.594,1,2,.500,18,30,.600,.609,4,5,.800,8,17,25,7,5,5,8,24,43,0,,birchkh01
458,Alex Len,29,SAC,C,26,2,161,16,30,.533,0,2,.000,16,28,.571,.533,11,16,.688,24,36,60,12,4,11,16,28,43,0,,lenal01
459,Meyers Leonard,30,MIL,C,9,2,114,14,29,.483,7,18,.389,7,11,.636,.603,8,9,.889,12,22,34,1,2,0,6,16,43,0,,leoname01
460,Wendell Moore Jr.,21,MIN,SG,29,2,153,18,43,.419,2,17,.118,16,26,.615,.442,4,5,.800,4,14,18,18,8,5,8,13,42,0,,moorewe01
461,Jaden Springer,20,PHI,SG,16,2,89,17,35,.486,2,5,.400,15,30,.500,.514,6,8,.750,6,8,14,8,7,3,3,15,42,0,,sprinja01
462,Jason Preston,23,LAC,PG,14,0,124,18,41,.439,5,18,.278,13,23,.565,.500,0,2,.000,2,20,22,27,2,0,10,7,41,0,,prestja01
463,Omer Yurtseven,24,MIA,C,9,0,83,16,27,.593,3,7,.429,13,20,.650,.648,5,6,.833,8,15,23,2,2,2,4,16,40,0,,yurtsom01
464,Xavier Cooks,27,WAS,PF,10,1,126,17,28,.607,0,1,.000,17,27,.630,.607,4,10,.400,16,22,38,6,6,4,8,13,38,0,,cooksxa01
465,Jared Butler,22,OKC,PG,6,1,77,15,32,.469,7,14,.500,8,18,.444,.578,0,0,,1,3,4,8,5,0,5,5,37,0,,butleja02
466,Vít Krejčí,22,ATL,PG,29,0,165,15,37,.405,5,21,.238,10,16,.625,.473,1,2,.500,6,20,26,17,5,1,5,17,36,0,,krejcvi01
467,Olivier Sarr,23,OKC,C,9,1,114,15,30,.500,1,8,.125,14,22,.636,.517,5,7,.714,12,19,31,4,1,5,4,17,36,0,,sarrol01
468,Cody Martin,27,CHO,SF,7,0,134,14,36,.389,3,14,.214,11,22,.500,.431,4,7,.571,8,16,24,11,4,1,2,13,35,0,,martico01
469,Nerlens Noel,28,2TM,C,17,4,195,13,36,.361,1,2,.500,12,34,.353,.375,8,12,.667,10,36,46,10,16,10,13,32,35,0,,noelne01
470,Isaiah Mobley,23,CLE,PF,12,0,84,12,28,.429,3,8,.375,9,20,.450,.482,4,4,1.000,4,16,20,3,4,3,1,8,31,0,,mobleis01
471,Vince Williams Jr.,22,MEM,SG,15,1,105,12,40,.300,4,28,.143,8,12,.667,.350,2,2,1.000,4,11,15,4,6,2,5,12,30,0,,willivi01
472,Greg Brown III,21,POR,PF,16,0,93,11,28,.393,1,7,.143,10,21,.476,.411,5,12,.417,2,17,19,3,4,5,6,13,28,0,,browngr01
473,Jordan Hall,21,SAS,SF,9,0,83,9,28,.321,3,15,.200,6,13,.462,.375,7,9,.778,3,9,12,11,1,0,7,6,28,0,,halljo02
474,Joshua Primo,20,SAS,SG,4,0,93,9,26,.346,3,12,.250,6,14,.429,.404,7,9,.778,2,11,13,18,1,2,11,8,28,0,,primojo01
475,Udonis Haslem,42,MIA,C,7,1,71,10,29,.345,3,9,.333,7,20,.350,.397,4,5,.800,4,7,11,0,1,2,1,11,27,0,,hasleud01
476,Ryan Arcidiacono,28,2TM,PG,20,4,172,9,37,.243,8,23,.348,1,14,.071,.351,0,0,,0,15,15,23,5,0,7,17,26,0,,arcidry01
477,Mac McClung,24,PHI,SG,2,0,41,9,20,.450,4,11,.364,5,9,.556,.550,3,5,.600,3,7,10,9,0,0,3,3,25,0,,mccluma01
478,Sam Merrill,26,CLE,SG,5,0,59,9,22,.409,5,18,.278,4,4,1.000,.523,2,2,1.000,0,9,9,5,4,0,0,3,25,0,,merrisa01
479,Noah Vonleh,27,BOS,C,23,1,171,11,24,.458,1,4,.250,10,20,.500,.479,2,2,1.000,18,30,48,7,2,8,11,35,25,0,,vonleno01
480,Keon Ellis,23,SAC,SG,16,0,71,7,16,.438,6,12,.500,1,4,.250,.625,4,7,.571,4,4,8,6,5,1,1,10,24,0,,elliske01
481,Micah Potter,24,UTA,PF,7,0,52,10,15,.667,4,7,.571,6,8,.750,.800,0,0,,3,13,16,4,1,0,2,5,24,0,,pottemi01
482,Gabe York,29,IND,SG,3,0,56,8,21,.381,6,18,.333,2,3,.667,.524,2,2,1.000,0,6,6,5,2,0,0,5,24,0,,yorkga01
483,Ryan Rollins,20,GSW,PG,12,0,62,7,20,.350,3,9,.333,4,11,.364,.425,6,6,1.000,3,9,12,6,1,1,16,10,23,0,,rolliry01
484,Jarrell Brantley,26,UTA,PF,4,0,39,8,14,.571,4,9,.444,4,5,.800,.714,2,2,1.000,1,5,6,3,0,2,2,3,22,0,,brantja01
485,PJ Dozier,26,SAC,SF,16,0,79,10,33,.303,2,16,.125,8,17,.471,.333,0,0,,1,13,14,10,6,1,5,7,22,0,,doziepj01
486,Tyrese Martin,23,ATL,SG,16,0,66,9,23,.391,1,7,.143,8,16,.500,.413,2,2,1.000,5,7,12,2,1,0,2,2,21,0,,martity01
487,Trevelin Queen,25,IND,SG,7,0,70,7,29,.241,2,15,.133,5,14,.357,.276,5,5,1.000,8,9,17,6,2,5,7,4,21,0,,queentr01
