Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
488,Jack White,25,DEN,SF,17,0,66,8,19,.421,3,9,.333,5,10,.500,.500,2,3,.667,6,11,17,4,3,2,2,9,21,0,,whiteja03
489,Ron Harper Jr.,22,TOR,PF,9,0,48,8,16,.500,3,9,.333,5,7,.714,.594,1,1,1.000,3,4,7,4,0,1,0,3,20,0,,harpero02
490,Justin Jackson,27,BOS,SF,23,0,107,7,27,.259,5,20,.250,2,7,.286,.352,1,2,.500,2,15,17,9,4,4,2,7,20,0,,jacksju01
491,Carlik Jones,25,CHI,PG,7,0,56,6,15,.400,3,6,.500,3,9,.333,.500,5,8,.625,1,4,5,6,2,0,2,2,20,0,,jonesca03
492,Louis King,23,PHI,PF,1,0,29,8,13,.615,4,8,.500,4,5,.800,.769,0,1,.000,2,2,4,2,1,0,2,4,20,0,,kinglo02
493,Tony Bradley,25,CHI,C,12,0,33,6,12,.500,3,5,.600,3,7,.429,.625,4,4,1.000,1,10,11,1,1,1,1,2,19,0,,bradlto01
494,JD Davison,20,BOS,SG,12,0,66,8,19,.421,2,7,.286,6,12,.500,.474,1,2,.500,2,7,9,11,2,2,4,5,19,0,,davisjd01
495,Michael Carter-Williams,31,ORL,PG,4,0,44,6,14,.429,1,3,.333,5,11,.455,.464,4,7,.571,1,4,5,7,1,1,4,5,17,0,,cartemi01
496,Andre Iguodala,39,GSW,PF,8,0,113,7,15,.467,1,9,.111,6,6,1.000,.500,2,3,.667,3,14,17,19,4,3,9,11,17,0,,iguodan01
497,Justin Minaya,23,POR,SF,4,0,89,7,23,.304,3,12,.250,4,11,.364,.370,0,1,.000,3,12,15,4,2,5,4,9,17,0,,minayju01
498,Xavier Sneed,25,CHO,SF,4,0,48,5,10,.500,3,6,.500,2,4,.500,.650,4,4,1.000,0,5,5,5,0,1,3,7,17,0,,sneedxa01
499,Buddy Boeheim,23,DET,SF,10,0,90,5,27,.185,4,25,.160,1,2,.500,.259,2,2,1.000,2,4,6,4,2,0,0,6,16,0,,boehebu01
500,RaiQuan Gray,23,BRK,PF,1,0,35,6,12,.500,2,5,.400,4,7,.571,.583,2,2,1.000,3,6,9,7,0,1,4,5,16,0,,grayra01
501,Jamaree Bouyea,23,2TM,PG,5,0,71,6,14,.429,2,6,.333,4,8,.500,.500,1,2,.500,1,5,6,4,4,2,4,6,15,0,,bouyeja01
502,Darius Days,23,HOU,SF,4,0,25,5,12,.417,3,10,.300,2,2,1.000,.542,2,2,1.000,1,5,6,1,0,1,0,2,15,0,,daysda01
503,Scotty Pippen Jr.,22,LAL,PG,6,0,32,4,12,.333,1,3,.333,3,9,.333,.375,5,9,.556,2,2,4,2,2,1,2,3,14,0,,pippesc02
504,Jay Scrubb,22,ORL,SG,2,0,30,5,7,.714,2,2,1.000,3,5,.600,.857,1,2,.500,0,6,6,1,2,0,3,2,13,0,,scrubja01
505,Neemias Queta,23,SAC,C,5,0,29,6,9,.667,0,0,,6,9,.667,.667,0,2,.000,5,6,11,1,0,2,1,7,12,0,,quetane01
506,Justin Champagnie,21,2TM,SF,5,0,34,5,15,.333,1,5,.200,4,10,.400,.367,0,0,,3,5,8,4,1,0,0,2,11,0,,champju01
507,Facundo Campazzo,31,DAL,PG,8,0,52,3,13,.231,3,11,.273,0,2,.000,.346,1,2,.500,0,2,2,9,6,0,3,3,10,0,,campafa01
508,Lester Quiñones,22,GSW,SG,4,0,18,2,5,.400,2,4,.500,0,1,.000,.600,4,6,.667,1,2,3,2,1,0,5,0,10,0,,quinole01
509,Kendall Brown,19,IND,SG,6,0,40,4,7,.571,0,1,.000,4,6,.667,.571,1,2,.500,2,4,6,3,4,0,2,9,9,0,,brownke03
510,Tyler Dorsey,26,DAL,SF,3,0,8,4,5,.800,1,2,.500,3,3,1.000,.900,0,0,,1,1,2,0,0,0,0,0,9,0,,dorsety01
511,Trevor Hudgins,23,HOU,PG,5,0,28,2,9,.222,2,8,.250,0,1,.000,.333,3,3,1.000,0,0,0,3,0,0,1,1,9,0,,hudgitr01
512,Cole Swider,23,LAL,SF,7,0,41,3,9,.333,3,8,.375,0,1,.000,.500,0,0,,1,6,7,4,0,0,0,3,9,0,,swideco01
513,Isaiah Todd,21,WAS,PF,6,1,61,3,19,.158,1,10,.100,2,9,.222,.184,2,2,1.000,2,10,12,4,1,0,2,4,9,0,,toddis01
514,Joe Wieskamp,23,TOR,SF,9,0,50,3,14,.214,3,12,.250,0,2,.000,.321,0,0,,0,4,4,3,0,0,1,3,9,0,,wieskjo01
515,Chance Comanche,26,POR,C,1,0,21,3,5,.600,0,0,,3,5,.600,.600,1,4,.250,2,1,3,0,0,1,0,0,7,0,,comanch01
516,Alize Johnson,26,SAS,PF,4,0,30,3,6,.500,0,2,.000,3,4,.750,.500,1,2,.500,2,8,10,1,1,0,4,3,7,0,,johnsal02
517,Xavier Moon,28,LAC,SG,4,0,20,3,9,.333,1,3,.333,2,6,.333,.389,0,0,,0,3,3,5,0,0,1,2,7,0,,moonxa01
518,Leandro Bolmaro,22,UTA,SF,14,0,68,3,20,.150,0,4,.000,3,16,.188,.150,0,0,,4,3,7,7,3,1,7,10,6,0,,bolmale01
519,Vernon Carey Jr.,21,WAS,C,11,0,28,2,8,.250,0,0,,2,8,.250,.250,2,2,1.000,3,8,11,3,2,2,2,5,6,0,,careyve01
520,Mfiondu Kabengele,25,BOS,PF,4,0,36,2,7,.286,0,3,.000,2,4,.500,.286,2,2,1.000,5,5,10,0,2,0,1,3,6,0,,kabenmf01
521,Marko Simonovic,23,CHI,C,7,0,20,2,7,.286,1,4,.250,1,3,.333,.357,1,2,.500,1,1,2,0,0,0,0,5,6,0,,simonma01
522,Malcolm Hill,27,CHI,SF,5,0,9,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,,0,3,3,0,0,0,0,1,5,0,,hillma01
523,Kobi Simmons,25,CHO,SG,5,0,28,1,6,.167,1,5,.200,0,1,.000,.250,2,2,1.000,1,3,4,5,0,2,1,0,5,0,,simmoko01
524,Dylan Windler,26,CLE,SF,3,0,10,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,0,0,0,1,1,0,1,0,5,0,,windldy01
525,Braxton Key,25,DET,SF,3,0,9,1,1,1.000,0,0,,1,1,1.000,1.000,2,2,1.000,0,1,1,0,0,0,0,0,4,0,,keybr01
526,Dereon Seabron,22,NOP,SG,5,0,12,2,5,.400,0,0,,2,5,.400,.400,0,0,,1,0,1,0,0,0,0,1,4,0,,seabrde01
527,Donovan Williams,21,ATL,SG,2,0,4,2,5,.400,0,2,.000,2,3,.667,.400,0,0,,0,2,2,0,0,0,0,0,4,0,,willido02
528,Devon Dotson,23,WAS,PG,6,0,53,1,10,.100,1,4,.250,0,6,.000,.150,0,0,,6,4,10,8,5,0,3,9,3,0,,dotsode01
529,Jacob Gilyard,24,MEM,PG,1,0,41,1,3,.333,1,3,.333,0,0,,.500,0,0,,0,4,4,7,3,0,2,3,3,0,,gilyaja01
530,Trevor Keels,19,NYK,SG,3,0,8,1,4,.250,1,4,.250,0,0,,.375,0,0,,0,2,2,0,0,0,0,0,3,0,,keelstr01
531,Jordan Schakel,24,WAS,SF,2,0,6,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,1,1,0,0,1,3,0,,schakjo01
532,Chima Moneke,27,SAC,SF,2,0,8,1,2,.500,0,0,,1,2,.500,.500,0,2,.000,2,0,2,1,0,0,2,2,2,0,,monekch01
533,Chris Silva,26,DAL,PF,1,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,1,2,2,0,,silvach01
534,Stanley Umude,23,DET,SG,1,0,2,0,1,.000,0,1,.000,0,0,,.000,2,2,1.000,0,0,0,0,1,1,0,0,2,0,,umudest01
535,Sterling Brown,27,LAL,SF,4,0,24,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,3,5,8,2,3,0,0,4,0,0,,brownst02
536,Deonte Burton,29,SAC,PF,2,0,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,burtode02
537,Michael Foster Jr.,20,PHI,PF,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,fostemi02
538,Frank Jackson,24,UTA,PG,1,0,5,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,1,2,1,0,0,0,0,0,0,,jacksfr01
539,Alondes Williams,23,BRK,SG,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0,0,,willial06
