Rank,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
422,Frank Kaminsky,29,2TM,C,36,0,235,.492,16.4,.476,.206,.175,.063,.032,.524,.600,.846,.364,.500,.500,.394,.889,1.000,.032,2,.091,.000,0,0,,kaminfr01
423,Johnny Juzang,21,UTA,SG,18,0,232,.337,19.2,.394,.058,.163,.077,.096,.606,.488,.833,.471,.250,.500,.238,.550,.867,.000,0,.270,.235,0,0,,juzanjo01
424,David Duke Jr.,23,BRK,SG,23,0,228,.462,7.1,.846,.487,.269,.064,.026,.154,.530,.605,.429,.200,1.000,.083,.543,1.000,.051,3,.500,.000,0,0,,dukeda01
425,Patrick Baldwin Jr.,20,GSW,SF,31,0,226,.394,21.4,.229,.073,.083,.055,.018,.771,.440,.875,.333,.000,.500,.381,.818,1.000,.037,3,.214,.278,0,0,,baldwpa01
426,John Butler,20,POR,C,19,1,221,.321,19.0,.340,.151,.094,.057,.038,.660,.500,.625,.600,.000,.500,.229,.889,1.000,.038,2,.143,.200,0,0,,butlejo01
427,Cody Zeller,30,MIA,C,15,2,217,.627,4.4,.966,.576,.237,.051,.034,.034,.649,.735,.571,1.000,.000,.000,.838,,.153,8,.500,.000,0,0,,zelleco01
428,Dalen Terry,20,CHI,SG,38,0,214,.444,11.6,.625,.431,.139,.000,.056,.375,.556,.581,.500,,.500,.259,.320,.714,.042,1,.444,.250,0,0,,terryda01
429,Matthew Dellavedova,32,SAC,PG,32,0,213,.340,15.9,.460,.080,.200,.120,.040,.540,.348,.750,.300,.167,.500,.333,.250,.778,.000,0,.148,.500,0,0,,dellama01
430,Thanasis Antetokounmpo,30,MIL,PF,37,0,206,.435,7.7,.826,.478,.304,.022,.022,.174,.526,.682,.357,.000,.000,.000,.650,,.130,6,.375,.000,1,0,,antetth01
431,Nikola Jović,19,MIA,PF,15,8,204,.406,16.3,.493,.188,.159,.087,.058,.507,.588,.846,.455,.333,.500,.229,.850,1.000,.014,1,.286,.300,0,0,,jovicni01
432,Jared Rhoden,23,DET,SG,14,0,198,.386,14.8,.545,.159,.205,.091,.045,.455,.500,.571,.333,.750,.000,.250,.583,1.000,.045,2,.400,.375,0,0,,rhodeja01
433,Moussa Diabaté,21,LAC,C,22,1,195,.511,4.0,.957,.574,.340,.043,.000,.043,.511,.556,.500,.000,,.500,.478,1.000,.149,7,1.000,.500,0,0,,diabamo01
434,Nerlens Noel,28,2TM,C,17,4,195,.361,9.1,.944,.250,.250,.306,.139,.056,.353,.444,.222,.364,.400,.500,.833,1.000,.028,0,.000,,0,0,,noelne01
435,Skylar Mays,25,POR,PG,6,6,189,.500,14.9,.618,.265,.088,.162,.103,.382,.524,.611,.167,.636,.429,.462,.227,.750,.000,0,.154,.250,0,0,,mayssk01
436,Peyton Watson,20,DEN,SG,23,2,186,.492,9.3,.763,.305,.390,.068,.000,.237,.511,.722,.348,.500,,.429,.652,1.000,.119,6,.429,.500,0,0,,watsope01
437,Serge Ibaka,33,MIL,C,16,0,185,.481,12.8,.667,.333,.185,.074,.074,.333,.556,.778,.400,.000,.500,.333,.550,1.000,.148,7,.111,.500,0,0,,ibakase01
438,Kenneth Lofton Jr.,20,MEM,PF,24,1,176,.527,9.6,.817,.473,.108,.151,.086,.183,.566,.795,.400,.214,.125,.353,.535,1.000,.054,5,.176,.333,0,0,,loftoke01
439,Mamadi Diakite,26,CLE,C,22,2,176,.480,13.9,.580,.240,.200,.120,.020,.420,.586,.833,.400,.333,1.000,.333,.824,.857,.080,4,.429,.222,0,0,,diakima01
440,Ryan Arcidiacono,28,2TM,PG,20,4,172,.243,18.8,.378,.027,.189,.108,.054,.622,.071,.000,.143,.000,.000,.348,1.000,.875,.000,0,.043,.000,0,0,,arcidry01
441,Boban Marjanović,34,HOU,C,31,0,171,.683,4.9,.983,.400,.483,.100,.000,.017,.695,.833,.586,.667,,.000,.561,,.100,6,.000,,0,0,,marjabo01
442,Noah Vonleh,27,BOS,C,23,1,171,.458,6.8,.833,.458,.292,.083,.000,.167,.500,.727,.143,.500,,.250,.200,1.000,.208,5,.750,.333,0,0,,vonleno01
443,Vít Krejčí,22,ATL,PG,29,0,165,.405,15.9,.432,.297,.081,.027,.027,.568,.625,.636,.667,.000,1.000,.238,.600,.600,.054,2,.190,.500,0,0,,krejcvi01
444,Garrett Temple,36,NOP,SG,25,0,162,.400,17.3,.422,.311,.022,.044,.044,.578,.368,.500,.000,.000,.000,.423,.429,1.000,.000,0,.231,.333,1,0,,templga01
445,Khem Birch,30,TOR,C,20,0,162,.594,6.5,.938,.375,.469,.063,.031,.063,.600,.833,.467,.500,.000,.500,.944,1.000,.250,8,1.000,.500,0,0,,birchkh01
446,James Johnson,35,IND,PF,18,1,162,.449,11.4,.694,.388,.204,.041,.061,.306,.559,.632,.400,.500,.667,.200,.421,1.000,.082,4,.533,.125,0,0,,johnsja01
447,Alex Len,29,SAC,C,26,2,161,.533,5.5,.933,.633,.133,.100,.067,.067,.571,.737,.000,.667,.000,.000,.563,,.200,6,.000,,0,0,,lenal01
448,Luka Šamanić,23,UTA,PF,7,4,161,.456,15.4,.456,.246,.175,.018,.018,.544,.692,.786,.700,.000,.000,.258,.778,1.000,.088,5,.226,.286,0,0,,samanlu01
449,Dru Smith,25,2TM,SG,15,1,158,.400,15.2,.578,.178,.200,.178,.022,.422,.500,.500,.556,.500,.000,.263,.308,1.000,.000,0,.368,.429,0,0,,smithdr01
450,Wendell Moore Jr.,21,MIN,SG,29,2,153,.419,11.8,.605,.419,.116,.047,.023,.395,.615,.778,.400,.000,.000,.118,.438,1.000,.000,0,.412,.143,0,0,,moorewe01
451,Otto Porter Jr.,29,TOR,SF,8,2,146,.500,18.8,.433,.133,.100,.033,.167,.567,.692,1.000,1.000,.000,.400,.353,.556,1.000,.000,0,.235,.250,0,0,,porteot01
452,Kemba Walker,32,DAL,PG,9,1,144,.421,16.5,.509,.211,.123,.088,.088,.491,.586,.583,.571,.600,.600,.250,.176,.429,.000,0,.071,.000,0,0,,walkeke02
453,Danny Green,35,2TM,SG,11,0,138,.449,21.1,.245,.041,.061,.122,.020,.755,.500,.500,.333,.500,1.000,.432,.667,1.000,.000,0,.324,.417,0,0,,greenda02
454,Jarrett Culver,23,ATL,SF,10,1,137,.395,11.3,.721,.395,.140,.047,.140,.279,.516,.647,.333,.500,.333,.083,.375,1.000,.047,2,.250,.333,0,0,,culveja01
455,Quenton Jackson,24,WAS,PG,9,0,135,.452,10.9,.714,.381,.238,.024,.071,.286,.600,.563,.600,1.000,.667,.083,.500,1.000,.095,2,.167,.000,0,0,,jacksqu01
456,Cody Martin,27,CHO,SF,7,0,134,.389,13.3,.611,.361,.083,.083,.083,.389,.500,.615,.333,.333,.333,.214,.545,1.000,.083,2,.429,.500,0,0,,martico01
457,Nate Williams,23,POR,SG,5,4,127,.615,7.2,.795,.615,.154,.000,.026,.205,.677,.792,.333,,.000,.375,.667,1.000,.154,6,.500,.500,0,0,,willije02
458,Xavier Cooks,27,WAS,PF,10,1,126,.607,6.0,.964,.393,.536,.036,.000,.036,.630,.727,.533,1.000,,.000,.647,,.107,3,.000,,1,0,,cooksxa01
459,Jason Preston,23,LAC,PG,14,0,124,.439,17.1,.561,.122,.293,.122,.024,.439,.565,.800,.417,.600,1.000,.278,.308,.600,.000,0,.222,.500,1,0,,prestja01
460,Jonathan Isaac,25,ORL,PF,11,0,124,.415,11.9,.717,.321,.189,.113,.094,.283,.421,.588,.100,.500,.400,.400,.500,1.000,.113,5,.267,.750,0,0,,isaacjo01
461,Shaquille Harrison,29,POR,SG,5,0,120,.417,11.0,.722,.444,.111,.083,.083,.278,.462,.500,.500,.333,.333,.300,.500,1.000,.028,1,.100,1.000,0,0,,harrish01
462,Meyers Leonard,30,MIL,C,9,2,114,.483,17.7,.379,.276,.069,.000,.034,.621,.636,.625,1.000,,.000,.389,.857,1.000,.103,2,.167,.000,0,0,,leoname01
463,Olivier Sarr,23,OKC,C,9,1,114,.500,8.3,.733,.600,.100,.033,.000,.267,.636,.611,.667,1.000,,.125,.929,1.000,.400,10,.125,.000,0,0,,sarrol01
464,Andre Iguodala,39,GSW,PF,8,0,113,.467,15.9,.400,.267,.133,.000,.000,.600,1.000,1.000,1.000,,,.111,.667,1.000,.267,4,.222,.000,0,0,,iguodan01
465,Daniel Theis,30,IND,C,7,1,109,.477,10.4,.750,.409,.205,.136,.000,.250,.576,.611,.667,.333,,.182,.947,1.000,.136,6,.182,.500,1,0,,theisda01
466,A.J. Lawson,22,2TM,SG,15,0,108,.500,7.7,.432,.318,.114,.000,.000,.568,.632,.714,.400,,,.400,.500,1.000,.136,5,.560,.214,0,0,,lawsoaj01
467,Justin Jackson,27,BOS,SF,23,0,107,.259,21.1,.259,.074,.074,.074,.037,.741,.286,.500,.000,.500,.000,.250,.500,.800,.000,0,.300,.167,0,0,,jacksju01
468,Vince Williams Jr.,22,MEM,SG,15,1,105,.300,17.8,.300,.250,.050,.000,.000,.700,.667,.700,.500,,,.143,.750,1.000,.000,0,.393,.091,0,0,,willivi01
469,Josh Minott,20,MIN,SF,15,0,96,.500,6.6,.833,.389,.417,.028,.000,.167,.533,.714,.400,.000,,.333,.750,1.000,.278,10,.500,.333,0,0,,minotjo01
470,Jay Huff,24,WAS,C,7,0,95,.600,15.5,.520,.320,.080,.080,.040,.480,.692,.875,.500,.000,1.000,.500,1.000,1.000,.160,4,.083,.000,0,0,,huffja01
471,Greg Brown III,21,POR,PF,16,0,93,.393,9.1,.750,.536,.143,.000,.071,.250,.476,.667,.000,,.000,.143,.900,1.000,.250,6,.429,.333,0,0,,browngr01
472,Joshua Primo,20,SAS,SG,4,0,93,.346,17.0,.538,.038,.308,.115,.077,.462,.429,1.000,.375,.333,.500,.250,.333,.667,.077,1,.250,.333,0,0,,primojo01
473,Buddy Boeheim,23,DET,SF,10,0,90,.185,24.0,.074,.000,.037,.037,.000,.926,.500,,1.000,.000,,.160,.000,1.000,.000,0,.440,.273,0,0,,boehebu01
474,Jaden Springer,20,PHI,SG,16,2,89,.486,8.9,.857,.343,.257,.200,.057,.143,.500,.750,.444,.286,.000,.400,.333,.500,.086,3,.400,.000,0,0,,sprinja01
475,Justin Minaya,23,POR,SF,4,0,89,.304,16.4,.478,.217,.087,.130,.043,.522,.364,.600,.000,.333,.000,.250,.500,1.000,.000,0,.250,.000,0,0,,minayju01
476,Lindell Wigginton,24,MIL,PG,7,1,87,.486,16.1,.514,.189,.189,.054,.081,.486,.632,.857,.429,.500,.667,.333,.083,1.000,.000,0,.111,.500,0,0,,wiggili01
477,Isaiah Mobley,23,CLE,PF,12,0,84,.429,11.1,.714,.286,.357,.036,.036,.286,.450,.500,.400,1.000,.000,.375,.444,1.000,.036,1,.125,1.000,0,0,,mobleis01
478,Jordan Hall,21,SAS,SF,9,0,83,.321,19.1,.464,.143,.036,.107,.179,.536,.462,.750,.000,.333,.400,.200,.500,1.000,.036,0,.267,.250,0,0,,halljo02
479,Omer Yurtseven,24,MIA,C,9,0,83,.593,10.3,.741,.222,.444,.074,.000,.259,.650,.667,.667,.500,,.429,.692,1.000,.074,1,.571,.500,0,0,,yurtsom01
480,PJ Dozier,26,SAC,SF,16,0,79,.303,17.9,.515,.152,.091,.121,.152,.485,.471,.800,.333,.000,.600,.125,.375,1.000,.000,0,.313,.200,1,0,,doziepj01
481,Jared Butler,22,OKC,PG,6,1,77,.469,14.5,.563,.188,.344,.031,.000,.438,.444,.333,.545,.000,,.500,.375,.857,.000,0,.071,.000,0,0,,butleja02
482,Keon Ellis,23,SAC,SG,16,0,71,.438,22.2,.250,.000,.125,.063,.063,.750,.250,,.500,.000,.000,.500,1.000,.667,.000,0,.167,.500,0,0,,elliske01
483,Udonis Haslem,42,MIA,C,7,1,71,.345,14.7,.690,.138,.103,.310,.138,.310,.350,.250,.333,.556,.000,.333,.714,1.000,.034,1,.444,.250,0,0,,hasleud01
484,Jamaree Bouyea,23,2TM,PG,5,0,71,.429,20.8,.571,.143,.357,.000,.071,.429,.500,1.000,.400,,.000,.333,.500,.500,.000,0,.000,,0,0,,bouyeja01
485,Trevelin Queen,25,IND,SG,7,0,70,.241,15.6,.483,.310,.138,.000,.034,.517,.357,.556,.000,,.000,.133,.600,1.000,.034,0,.133,.500,0,0,,queentr01
486,Leandro Bolmaro,22,UTA,SF,14,0,68,.150,11.0,.800,.250,.350,.100,.100,.200,.188,.200,.143,.500,.000,.000,.000,,.000,0,.000,,0,0,,bolmale01
487,Jack White,25,DEN,SF,17,0,66,.421,12.8,.526,.316,.211,.000,.000,.474,.500,.500,.500,,,.333,.400,1.000,.105,2,.667,.333,0,0,,whiteja03
488,Tyrese Martin,23,ATL,SG,16,0,66,.391,12.3,.696,.261,.217,.130,.087,.304,.500,.667,.400,.333,.500,.143,.750,1.000,.087,2,.429,.000,0,0,,martity01
489,JD Davison,20,BOS,SG,12,0,66,.421,15.9,.632,.053,.211,.316,.053,.368,.500,1.000,.500,.333,1.000,.286,.500,1.000,.000,0,.000,,0,0,,davisjd01
490,Ryan Rollins,20,GSW,PG,12,0,62,.350,13.1,.550,.350,.150,.050,.000,.450,.364,.429,.333,.000,,.333,.250,.667,.000,0,.556,.200,0,0,,rolliry01
491,Isaiah Todd,21,WAS,PF,6,1,61,.158,17.1,.474,.053,.368,.000,.053,.526,.222,.000,.286,,.000,.100,1.000,1.000,.053,0,.200,.000,0,0,,toddis01
492,Sam Merrill,26,CLE,SG,5,0,59,.409,22.3,.182,.091,.045,.000,.045,.818,1.000,1.000,1.000,,1.000,.278,1.000,1.000,.000,0,.056,.000,0,0,,merrisa01
493,Carlik Jones,25,CHI,PG,7,0,56,.400,16.0,.600,.133,.267,.000,.200,.400,.333,.500,.250,,.333,.500,.000,1.000,.000,0,.000,,0,0,,jonesca03
494,Gabe York,29,IND,SG,3,0,56,.381,22.0,.143,.143,.000,.000,.000,.857,.667,.667,,,,.333,.500,1.000,.000,0,.278,.600,0,0,,yorkga01
495,Devon Dotson,23,WAS,PG,6,0,53,.100,16.5,.600,.000,.300,.100,.200,.400,.000,,.000,.000,.000,.250,,1.000,.000,0,.250,.000,0,0,,dotsode01
496,Facundo Campazzo,31,DAL,PG,8,0,52,.231,22.0,.154,.077,.077,.000,.000,.846,.000,.000,.000,,,.273,,.667,.000,0,.091,1.000,0,0,,campafa01
497,Micah Potter,24,UTA,PF,7,0,52,.667,14.3,.533,.200,.333,.000,.000,.467,.750,1.000,.600,,,.571,.667,1.000,.133,2,.143,1.000,0,0,,pottemi01
498,Joe Wieskamp,23,TOR,SF,9,0,50,.214,20.9,.143,.143,.000,.000,.000,.857,.000,.000,,,,.250,,1.000,.000,0,.583,.286,0,0,,wieskjo01
499,Ron Harper Jr.,22,TOR,PF,9,0,48,.500,15.5,.438,.188,.250,.000,.000,.563,.714,.667,.750,,,.333,.600,1.000,.000,0,.444,.500,0,0,,harpero02
500,Xavier Sneed,25,CHO,SF,4,0,48,.500,17.6,.400,.200,.100,.100,.000,.600,.500,1.000,.000,.000,,.500,1.000,1.000,.100,1,.167,1.000,0,0,,sneedxa01
501,Michael Carter-Williams,31,ORL,PG,4,0,44,.429,10.4,.786,.143,.500,.143,.000,.214,.455,1.000,.429,.000,,.333,.000,1.000,.000,0,.333,.000,0,0,,cartemi01
502,Cole Swider,23,LAL,SF,7,0,41,.333,24.2,.111,.000,.000,.111,.000,.889,.000,,,.000,,.375,,1.000,.000,0,.250,1.000,0,0,,swideco01
503,Mac McClung,24,PHI,SG,2,0,41,.450,15.3,.450,.300,.100,.000,.050,.550,.556,.667,.500,,.000,.364,.600,.750,.100,2,.364,.250,0,0,,mccluma01
504,Jacob Gilyard,24,MEM,PG,1,0,41,.333,24.4,.000,.000,.000,.000,.000,1.000,,,,,,.333,,1.000,.000,0,.333,.000,0,0,,gilyaja01
505,Kendall Brown,19,IND,SG,6,0,40,.571,7.1,.857,.429,.286,.143,.000,.143,.667,1.000,.000,1.000,,.000,.250,,.286,2,1.000,.000,0,0,,brownke03
506,Jarrell Brantley,26,UTA,PF,4,0,39,.571,18.0,.357,.071,.286,.000,.000,.643,.800,1.000,.750,,,.444,.250,1.000,.000,0,.333,.333,0,0,,brantja01
507,Mfiondu Kabengele,25,BOS,PF,4,0,36,.286,12.7,.571,.429,.143,.000,.000,.429,.500,.667,.000,,,.000,.500,,.429,2,.333,.000,0,0,,kabenmf01
508,RaiQuan Gray,23,BRK,PF,1,0,35,.500,11.5,.583,.500,.083,.000,.000,.417,.571,.667,.000,,,.400,1.000,1.000,.000,0,.400,.000,0,0,,grayra01
509,Justin Champagnie,21,2TM,SF,5,0,34,.333,8.4,.667,.133,.533,.000,.000,.333,.400,.500,.375,,,.200,.500,1.000,.000,0,.400,.000,0,0,,champju01
510,Tony Bradley,25,CHI,C,12,0,33,.500,12.8,.583,.333,.083,.167,.000,.417,.429,.750,.000,.000,,.600,.667,1.000,.083,1,.800,.500,0,0,,bradlto01
511,Scotty Pippen Jr.,22,LAL,PG,6,0,32,.333,11.8,.750,.167,.333,.167,.083,.250,.333,.500,.500,.000,.000,.333,.333,.000,.000,0,.333,.000,0,0,,pippesc02
512,Alize Johnson,26,SAS,PF,4,0,30,.500,12.8,.667,.667,.000,.000,.000,.333,.750,.750,,,,.000,.333,,.000,0,.500,.000,1,0,,johnsal02
513,Jay Scrubb,22,ORL,SG,2,0,30,.714,9.7,.714,.429,.286,.000,.000,.286,.600,.667,.500,,,1.000,.333,.500,.143,1,.500,1.000,0,0,,scrubja01
514,Neemias Queta,23,SAC,C,5,0,29,.667,3.0,1.000,.444,.556,.000,.000,.000,.667,.750,.600,,,,.833,,.444,4,,,0,0,,quetane01
515,Louis King,23,PHI,PF,1,0,29,.615,18.2,.385,.154,.154,.000,.077,.615,.800,1.000,.500,,1.000,.500,.500,.750,.000,0,.125,1.000,0,0,,kinglo02
516,Vernon Carey Jr.,21,WAS,C,11,0,28,.250,7.7,1.000,.375,.250,.125,.250,.000,.250,.667,.000,.000,.000,,.500,,.125,1,,,0,0,,careyve01
517,Trevor Hudgins,23,HOU,PG,5,0,28,.222,24.8,.111,.000,.111,.000,.000,.889,.000,,.000,,,.250,,1.000,.000,0,.000,,0,0,,hudgitr01
518,Kobi Simmons,25,CHO,SG,5,0,28,.167,22.2,.167,.167,.000,.000,.000,.833,.000,.000,,,,.200,,1.000,.000,0,.000,,0,0,,simmoko01
519,Darius Days,23,HOU,SF,4,0,25,.417,20.5,.167,.167,.000,.000,.000,.833,1.000,1.000,,,,.300,.500,1.000,.000,0,.500,.400,0,0,,daysda01
520,Sterling Brown,27,LAL,SF,4,0,24,.000,13.2,.500,.500,.000,.000,.000,.500,.000,.000,,,,.000,,,.000,0,.500,.000,0,0,,brownst02
521,Chance Comanche,26,POR,C,1,0,21,.600,12.7,1.000,.400,.000,.000,.600,.000,.600,.500,,,.667,,.667,,.400,1,,,0,0,,comanch01
522,Marko Simonovic,23,CHI,C,7,0,20,.286,18.5,.429,.000,.429,.000,.000,.571,.333,,.333,,,.250,1.000,1.000,.000,0,.000,,0,0,,simonma01
523,Xavier Moon,28,LAC,SG,4,0,20,.333,18.1,.667,.000,.111,.222,.333,.333,.333,,1.000,.000,.333,.333,.000,1.000,.000,0,.333,.000,0,0,,moonxa01
524,Lester Quiñones,22,GSW,SG,4,0,18,.400,22.3,.200,.000,.200,.000,.000,.800,.000,,.000,,,.500,,.500,.000,0,.250,.000,0,0,,quinole01
525,Dereon Seabron,22,NOP,SG,5,0,12,.400,5.6,1.000,.400,.600,.000,.000,.000,.400,1.000,.000,,,,.500,,.200,1,,,0,0,,seabrde01
526,Dylan Windler,26,CLE,SF,3,0,10,.667,17.4,.333,.333,.000,.000,.000,.667,1.000,1.000,,,,.500,1.000,1.000,.000,0,.500,1.000,0,0,,windldy01
527,Malcolm Hill,27,CHI,SF,5,0,9,.500,18.7,.250,.250,.000,.000,.000,.750,1.000,1.000,,,,.333,1.000,1.000,.250,1,.333,.000,0,0,,hillma01
528,Braxton Key,25,DET,SF,3,0,9,1.000,14.0,1.000,.000,.000,1.000,.000,.000,1.000,,,1.000,,,1.000,,.000,0,,,0,0,,keybr01
529,Tyler Dorsey,26,DAL,SF,3,0,8,.800,21.0,.600,.000,.000,.000,.600,.400,1.000,,,,1.000,.500,.667,1.000,.000,0,.500,1.000,0,0,,dorsety01
530,Trevor Keels,19,NYK,SG,3,0,8,.250,25.2,.000,.000,.000,.000,.000,1.000,,,,,,.250,,1.000,.000,0,.000,,0,0,,keelstr01
531,Chima Moneke,27,SAC,SF,2,0,8,.500,2.2,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,,.000,0,,,0,0,,monekch01
532,Deonte Burton,29,SAC,PF,2,0,6,.000,13.8,.500,.000,.500,.000,.000,.500,.000,,.000,,,.000,,,.000,0,1.000,.000,0,0,,burtode02
533,Jordan Schakel,24,WAS,SF,2,0,6,.500,16.1,.500,.000,.500,.000,.000,.500,.000,,.000,,,1.000,,1.000,.000,0,.000,,0,0,,schakjo01
534,Frank Jackson,24,UTA,PG,1,0,5,.000,13.9,.667,.000,.333,.333,.000,.333,.000,,.000,.000,,.000,,,.000,0,.000,,0,0,,jacksfr01
535,Alondes Williams,23,BRK,SG,1,0,5,,,,,,,,,,,,,,,,,,0,,,0,0,,willial06
536,Donovan Williams,21,ATL,SG,2,0,4,.400,12.1,.600,.200,.400,.000,.000,.400,.667,1.000,.500,,,.000,.500,,.000,0,.500,.000,0,0,,willido02
537,Chris Silva,26,DAL,PF,1,0,3,1.000,7.4,1.000,.000,1.000,.000,.000,.000,1.000,,1.000,,,,.000,,.000,0,,,0,0,,silvach01
538,Stanley Umude,23,DET,SG,1,0,2,.000,24.8,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,1.000,.000,0,0,,umudest01
539,Michael Foster Jr.,20,PHI,PF,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,fostemi02
