Player,Age,Team,Pos,G,GS,MP,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,playerID
Jules Bernard,24,WAS,SG,19,0,149,4.7,14.5,3,3,8,1,6,2,39,3,2,bernaju01
Jeff Dowtin Jr.,26,PHI,PG,12,0,142,5.9,3,2,2,0,1,3,2,65,2,2,dowtije01
Sidy Cissoko,19,SAS,SF,12,0,141,9.1,16,0,2,7,0,8,0,26,1,2,cissosi01
Brandon Clarke,27,MEM,PF,6,1,134,-5.6,1.7,1,1,6,1,3,1,20,2,5,clarkbr01
Emoni Bates,20,CLE,SF,15,0,133,-32.3,-36.1,4,4,4,0,2,2,25,0,3,batesem01
Dru Smith,26,MIA,SG,9,0,131,-14.1,-16.7,5,0,6,0,1,3,33,0,1,smithdr01
Nate Williams,24,HOU,SG,22,0,129,9.6,8.8,2,0,7,0,8,0,16,3,8,willije02
T.J. Warren,30,MIN,SF,11,0,125,19.4,13.3,1,0,6,1,2,0,22,0,1,warretj01
Timmy Allen,24,MEM,SF,5,0,125,-24,-17.3,1,0,13,0,1,2,13,0,1,allenti01
Jalen Pickett,24,DEN,SG,27,0,122,-2.3,-8.1,5,1,9,0,1,1,52,0,1,pickeja02
Luka Garza,25,MIN,C,25,0,122,0.9,-5.8,3,3,13,0,12,5,10,3,5,garzalu01
Mãozinha Pereira,23,MEM,SF,7,1,122,2.4,10,1,4,7,0,6,0,6,2,2,pereima01
Jahmi'us Ramsey,22,TOR,SG,7,1,121,-9.8,-3.5,6,0,6,0,3,1,19,0,2,ramseja01
Marques Bolden,25,TOT,C,11,2,121,-6.6,3.7,0,0,7,2,1,0,11,0,0,boldema01
Mouhamadou Gueye,25,TOR,PF,11,0,120,-31.7,-26.1,7,2,13,1,2,1,14,1,6,gueyemo01
Xavier Moon,29,LAC,SG,14,1,119,-17.5,-21.8,4,1,6,0,0,0,49,0,0,moonxa01
Robert Williams,26,POR,C,6,0,119,-12.2,-3,2,2,12,2,5,0,12,3,4,williro04
Brandon Williams,24,DAL,PG,17,0,113,-22.6,-25.5,5,1,4,0,10,3,38,3,5,willibr03
Udoka Azubuike,24,PHX,C,16,0,113,-17.1,-21,0,2,12,2,6,1,6,1,3,azubuud01
Matthew Hurt,23,MEM,PF,8,0,113,-8.1,-0.9,1,0,6,1,1,0,10,0,1,hurtma01
Jalen Hood-Schifino,20,LAL,SG,21,0,109,-23.7,-24.8,6,3,7,0,8,0,19,0,5,hoodsja01
Dylan Windler,27,TOT,SF,17,0,108,-8.2,-7.3,1,0,5,0,0,0,24,0,0,windldy01
Malik Williams,25,TOR,C,7,2,107,-23.6,-17.6,1,0,7,2,1,0,5,0,7,willima11
Armoni Brooks,25,BKN,PG,10,0,104,11,14.4,3,0,1,0,1,0,10,1,4,brookar01
Maxwell Lewis,21,LAL,SF,34,0,103,-37.5,-39,4,4,4,0,1,0,12,0,3,lewisma05
Harry Giles,25,TOT,C,23,0,100,-21,-18.8,2,2,12,2,8,0,14,3,2,gilesha01
Olivier Sarr,24,OKC,C,15,0,98,1.1,-7,0,2,11,1,7,0,6,1,0,sarrol01
Jamaree Bouyea,24,TOT,PG,9,0,95,-8,0.1,4,3,7,1,0,1,29,0,2,bouyeja01
Josh Minott,21,MIN,SF,32,0,91,8.9,2.4,0,1,6,0,7,0,17,3,3,minotjo01
Chris Livingston,20,MIL,SF,21,0,90,-11.5,-14.6,1,3,10,1,2,0,11,0,3,livinch01
Cole Swider,24,MIA,SF,18,0,87,-13.7,-16.1,3,4,3,0,1,0,10,0,0,swideco01
Admiral Schofield,26,ORL,PF,23,0,84,-7.7,-9.7,1,2,5,2,1,2,17,0,3,schofad01
Terquavion Smith,21,PHI,PG,16,0,84,-5,-8.1,5,2,4,0,2,0,26,1,3,smithte01
Buddy Boeheim,24,DET,SF,10,0,84,15.1,24.5,0,0,3,0,3,0,7,0,1,boehebu01
Jordan Walsh,19,BOS,SF,9,1,83,30.2,19.3,0,1,4,1,1,1,13,0,0,walshjo01
Jerome Robinson,26,GSW,SG,22,0,81,15.7,13.2,1,0,3,0,4,1,11,1,0,robinje01
James Bouknight,23,CHA,SG,14,0,81,-10.5,0.1,2,0,3,0,1,0,14,0,2,bouknja01
Wenyen Gabriel,26,MEM,PF,5,0,81,-10.3,-3.1,2,2,2,4,3,0,7,1,2,gabriwe01
Ryan Rollins,21,TOT,PG,13,0,78,36.8,45,3,5,3,0,9,3,32,3,2,rolliry01
R.J. Hampton,22,MIA,PG,8,2,76,9.2,7.4,3,0,6,0,1,0,20,0,1,hamptrj01
Wendell Moore Jr.,22,MIN,SG,25,0,75,-1.6,-8.3,1,2,2,0,0,0,14,0,0,moorewe01
Nate Hinton,24,HOU,SG,15,0,75,9.3,8.3,3,0,5,0,3,1,21,1,2,hintona01
Mouhamed Gueye,21,ATL,PF,6,0,73,-28.8,-27.1,1,0,6,0,2,0,10,0,3,gueyemo02
Isaiah Mobley,24,CLE,PF,10,0,72,-21.7,-24.8,0,1,4,1,1,0,17,1,2,mobleis01
Boban Marjanović,35,HOU,C,14,0,71,-10.3,-11.7,5,0,5,0,8,0,14,4,3,marjabo01
Jason Preston,24,UTA,PG,7,0,71,13.3,18.5,2,0,2,0,0,0,40,0,2,prestja01
Jett Howard,20,ORL,SF,18,0,67,1.4,-0.3,2,1,1,0,1,0,16,0,0,howarje01
Kobi Simmons,26,TOR,PG,4,0,67,-24.6,-18.4,1,0,2,0,0,2,28,0,2,simmoko01
Keyontae Johnson,23,OKC,SF,9,0,66,-8.5,-16.7,3,0,4,0,0,0,8,0,2,johnske08
Adama Sanogo,21,CHI,PF,9,0,66,22.8,24.6,1,2,2,1,5,0,0,2,2,sanogad01
Robin Lopez,35,MIL,C,16,2,65,-17.6,-20.7,0,2,7,0,1,0,10,0,1,lopezro01
Amari Bailey,19,CHA,PG,10,0,65,5.6,16.5,3,1,1,0,3,0,18,1,0,baileam01
Moussa Diabaté,22,LAC,C,11,0,64,3.4,-0.2,1,0,2,0,5,1,11,0,3,diabamo01
Jack White,26,MEM,SF,4,0,64,-22.3,-15.2,2,0,3,0,0,0,3,0,0,whiteja03
Kendall Brown,20,IND,SG,15,0,63,-19.2,-22.5,1,0,5,1,4,1,11,0,0,brownke03
Ish Wainright,29,TOT,SF,11,0,62,-2,4.1,1,0,3,1,1,0,2,0,0,wainris01
Keon Johnson,21,BKN,SG,5,0,61,-18,-15.2,4,0,3,0,4,0,8,0,1,johnske07
Braxton Key,26,DEN,SF,20,0,60,-8.9,-14.7,1,0,3,0,4,0,21,2,2,keybr01
Jermaine Samuels,25,HOU,SF,14,0,60,-10.2,-11.5,0,0,1,0,0,0,8,0,2,samueje01
Colin Castleton,23,LAL,C,16,0,59,-42.4,-43.4,2,0,6,1,1,0,6,0,2,castlco01
TyTy Washington Jr.,22,MIL,PG,11,0,56,-11.3,-14.3,0,2,1,0,0,0,12,0,0,washity02
Dereon Seabron,23,NOP,SG,6,0,55,23.9,19.6,0,0,2,0,3,1,12,0,1,seabrde01
Juan Toscano-Anderson,30,SAC,SF,11,0,53,-1.4,-2.8,2,0,7,0,0,0,10,0,2,toscaju01
Leonard Miller,20,MIN,SF,17,0,52,6.1,-0.4,0,1,2,0,1,0,19,0,1,millele01
Seth Lundy,23,ATL,SF,9,0,52,-8,-5.9,0,1,3,0,2,0,0,0,2,lundyse01
David Duke Jr.,24,SAS,SG,4,0,51,5.7,12.2,2,0,1,0,1,2,12,1,0,dukeda01
Daishen Nix,21,MIN,PG,15,0,50,27.3,21.1,2,3,1,0,1,0,15,0,3,nixda01
Jay Huff,25,DEN,C,20,0,49,-7.7,-13.4,0,0,5,1,1,0,5,0,0,huffja01
Hunter Tyson,23,DEN,PF,18,0,48,4.7,-0.9,0,1,6,1,0,0,6,0,0,tysonhu01
James Johnson,36,IND,PF,9,0,47,3.9,0.9,4,0,4,1,1,0,19,0,2,johnsja01
DaQuan Jeffries,26,NYK,SG,17,0,46,-6.7,-11.5,2,1,2,0,0,0,11,0,1,jeffrda01
Ryan Arcidiacono,29,NYK,PG,20,0,45,7.6,2.9,2,0,3,0,0,2,11,0,0,arcidry01
Frank Ntilikina,25,CHA,PG,5,0,43,-7,3.6,0,1,2,0,1,0,10,0,0,ntilila01
Oscar Tshiebwe,24,IND,PF,8,0,42,11.8,8.9,0,0,3,0,4,0,5,0,4,tshieos01
D'Moi Hodge,25,LAL,SG,7,0,41,-41.1,-41.9,1,0,2,0,1,0,10,0,0,hodgedm01
Greg Brown III,22,DAL,PF,6,0,40,-7.5,-9.7,2,1,3,1,4,0,8,1,1,browngr01
Taze Moore,25,POR,SG,4,0,40,-21.1,-11.8,2,1,2,0,1,1,13,0,0,mooreta02
Alex Fudge,20,TOT,SF,6,0,40,-42.4,-44.2,0,1,1,0,1,0,0,0,2,fudgeal01
JD Davison,21,BOS,SG,8,0,39,30.6,19.6,2,0,4,0,2,0,23,0,0,davisjd01
RaiQuan Gray,24,SAS,PF,3,0,39,14.6,21.1,1,0,0,0,0,0,14,0,1,grayra01
Jacob Toppin,23,NYK,SF,9,0,38,-33.6,-38.7,0,0,2,0,1,0,8,0,1,toppija01
Jalen Slawson,24,SAC,SF,12,0,37,-8,-9.4,1,0,4,1,0,0,5,0,0,slawsja01
Charlie Brown Jr.,26,NYK,SG,8,0,37,-13,-18,1,0,3,0,0,1,0,0,1,brownch02
D.J. Carton,23,TOR,SG,4,0,36,-38,-31.8,1,0,0,0,2,0,8,1,0,cartodj01
Dexter Dennis,24,DAL,SG,4,0,30,-11.2,-13.5,3,0,1,0,3,0,9,3,0,dennide01
Henri Drell,23,CHI,SF,4,0,30,13.2,14.8,2,0,3,0,0,0,9,0,1,drellhe01
Jordan Miller,24,LAC,SF,8,0,28,-22.4,-26.2,1,0,2,0,1,0,0,0,2,millejo02
Mason Jones,25,SAC,SG,5,0,28,-5.6,-7,2,0,1,0,1,0,12,0,1,jonesma05
Pete Nance,23,CLE,PF,8,0,27,-46.9,-49.9,0,0,2,0,0,0,0,0,0,nancepe01
Pat Spencer,27,GSW,PG,6,0,26,-13.8,-16.6,1,0,1,0,0,0,11,0,0,spencpa01
Dariq Whitehead,19,BKN,SF,2,0,24,-51.8,-49.2,0,0,0,0,1,0,7,0,1,whiteda01
Mamadi Diakite,27,TOT,PF,6,0,24,6.8,9.5,0,0,1,0,3,0,5,0,0,diakima01
E.J. Liddell,23,NOP,PF,8,0,23,-8.3,-13.1,1,0,2,0,0,0,2,0,0,liddeej01
Drew Peterson,24,BOS,PF,3,0,23,22.1,10.9,0,1,1,0,0,0,2,0,0,peterdr01
Jordan Ford,25,SAC,PG,6,0,22,28.1,26.9,1,0,0,0,0,0,6,0,0,fordjo01
Isaiah Thomas,34,PHX,PG,6,0,19,-24.4,-27.8,0,0,0,0,0,0,7,0,2,thomais02
Usman Garuba,21,GSW,PF,6,0,18,-32.2,-35.1,1,1,2,0,1,0,2,0,2,garubus01
Danny Green,36,PHI,SG,2,0,18,-3,-6,0,0,1,0,0,0,2,0,0,greenda02
Alondes Williams,24,MIA,SG,7,0,16,-57.1,-59.4,0,2,1,0,1,0,0,1,1,willial06
Ty Jerome,26,CLE,SG,2,0,15,-38,-40.9,1,0,2,0,0,0,7,0,0,jeromty01
D.J. Wilson,27,PHI,PF,2,0,15,7.1,4.2,0,0,0,0,0,0,4,0,1,wilsodj01
Adam Flagler,24,OKC,SG,2,0,14,7.6,-0.4,0,0,0,0,0,0,11,0,0,flaglad01
Andrew Funk,24,CHI,SG,5,0,13,19.4,20.8,0,0,0,0,0,0,0,0,1,funkan01
Quenton Jackson,25,IND,PG,3,0,11,3.8,0.8,0,0,0,0,1,0,5,0,0,jacksqu01
Joshua Primo,21,LAC,SG,2,0,10,-9.5,-13.2,3,1,0,0,0,0,0,0,1,primojo01
Filip Petrušev,23,TOT,C,3,0,10,26.2,24.4,0,0,0,0,1,0,0,0,0,petrufi01
Lindell Wigginton,25,MIL,PG,3,0,8,-52.7,-55.6,1,0,1,0,1,0,0,0,0,wiggili01
Kaiser Gates,27,NOP,SF,1,0,7,-12.5,-17.2,0,0,0,0,0,0,0,0,1,gateska01
Shaquille Harrison,30,MEM,SG,3,0,6,-91.7,-84.5,0,0,0,0,0,0,0,0,0,harrish01
Kevon Harris,26,ORL,SG,2,0,6,11,9.2,1,0,2,0,0,0,3,0,0,harrike01
Hamidou Diallo,25,WAS,SG,2,0,5,34.4,43.8,1,0,1,0,0,0,2,0,0,diallha01
Ron Harper Jr.,23,TOR,PF,1,0,4,-112.5,-106.2,0,0,1,0,0,0,2,0,0,harpero02
Markquis Nowell,24,TOR,SG,1,0,4,57.1,63.6,0,0,0,0,1,0,5,0,1,nowelma01
Isaiah Wong,23,IND,SG,1,0,4,-62.5,-65.6,0,0,0,0,0,0,0,0,0,wongis01
Izaiah Brockington,24,NOP,PG,1,0,3,21.4,16.8,0,0,0,0,0,0,0,0,1,brockiz01
Malcolm Cazalon,22,DET,SG,1,0,3,63.3,72.2,0,0,0,0,0,0,0,0,0,cazalma01
Jalen Crutcher,24,NOP,PG,1,0,3,50,45.4,0,0,0,0,0,0,0,0,0,crutcja01
Dmytro Skapintsev,25,NYK,C,2,0,2,-25,-29.8,0,0,0,0,0,0,0,0,0,skapidm01
Justin Jackson,28,MIN,SF,2,0,1,0,0,0,0,0,0,0,0,0,0,0,jacksju01
Javonte Smart,24,PHI,PG,1,0,1,-300,-303,0,0,0,0,0,0,0,0,0,smartja01
