Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
Cole Anthony,23,ORL,PG,81,0,1817,9,20.8,2.5,7.5,6.5,13.3,4.9,5.9,1.7,6.7,8.5,6.4,1.7,1,3.4,4.8,25.5,110,111,anthoco01
Daniel Gafford,25,TOT,C,74,66,1815,9,12.5,0,0,9,12.5,3.1,4.5,5.1,9.5,14.6,3,1.7,4,1.9,5.9,21.2,140,112,gaffoda01
Ivica Zubac,26,LAC,C,68,68,1794,9.3,14.3,0,0,9.3,14.3,3.3,4.6,5.4,11.8,17.2,2.6,0.6,2.3,2.2,5,21.9,132,113,zubaciv01
Deandre Ayton,25,POR,C,55,55,1784,11.8,20.7,0,0.3,11.8,20.5,1.8,2.2,4.9,12,16.9,2.5,1.5,1.2,2.7,3,25.5,115,114,aytonde01
Derrick Jones Jr.,26,DAL,SF,76,66,1783,6.4,13.3,2.2,6.4,4.2,6.9,2.6,3.7,2.2,4.5,6.7,2,1.4,1.4,1.7,3.3,17.7,116,116,jonesde02
Kyle Anderson,30,MIN,PF,79,10,1782,5.5,12,0.3,1.3,5.2,10.7,2.7,3.8,1.7,5.9,7.6,9.2,2,1.3,2.5,3.6,14,114,109,anderky01
Jalen Duren,20,DET,C,61,60,1777,9.4,15.3,0,0.1,9.4,15.2,3.9,4.9,5.2,14,19.2,4,0.9,1.3,3.5,5.2,22.8,122,115,durenja01
Bradley Beal,30,PHX,SG,53,53,1767,10.4,20.3,2.8,6.5,7.6,13.8,3,3.7,1.5,4.9,6.4,7.3,1.4,0.7,3.6,3.5,26.6,117,117,bealbr01
Scoot Henderson,19,POR,PG,62,32,1765,8.6,22.3,2.4,7.5,6.2,14.8,4.7,5.7,1.5,3.9,5.4,9.4,1.3,0.4,5.9,5.5,24.3,97,120,hendesc01
Nick Richards,26,CHA,C,67,51,1759,7.3,10.5,0,0,7.3,10.5,3.7,5,4.8,10.3,15.1,1.5,0.7,2.1,2,4.9,18.3,134,118,richani01
Kelly Olynyk,32,TOT,C,78,27,1759,7.6,13.6,1.6,4.3,5.9,9.4,4.1,4.9,3,8.3,11.3,9.5,2,0.8,4.2,6.3,20.9,124,118,olynyke01
Caleb Martin,28,MIA,SF,64,23,1756,6.8,15.9,2.3,6.6,4.5,9.3,2.2,2.8,2.1,5.9,8,4.1,1.3,0.8,2.2,3.6,18.2,107,113,martica02
Sam Hauser,26,BOS,SF,79,13,1741,7.1,15.8,5.6,13.2,1.5,2.6,0.5,0.5,1.3,6.6,7.8,2.3,1.1,0.7,0.9,2.8,20.2,126,114,hausesa01
Al Horford,37,BOS,C,65,33,1740,6.1,11.9,3.1,7.3,3,4.6,0.7,0.9,2.3,9.4,11.7,4.8,1.1,1.8,1.4,2.6,16,135,111,horfoal01
Toumani Camara,23,POR,PF,70,49,1739,5.6,12.4,1.6,4.9,3.9,7.6,2.1,2.8,3.9,5.8,9.7,2.5,1.9,0.9,2.4,4.9,15,110,117,camarto01
Obi Toppin,25,IND,PF,82,28,1730,9.1,15.8,2.8,6.9,6.3,8.9,2.1,2.7,2.3,6.4,8.7,3.5,1.3,1.2,1.9,3.9,23,129,119,toppiob01
Bilal Coulibaly,19,WAS,SF,63,15,1715,5.1,11.8,1.7,5,3.4,6.7,2.5,3.6,1.5,5.5,7,3,1.6,1.3,2.4,3.7,14.5,103,120,coulibi01
OG Anunoby,26,TOT,SF,50,50,1702,8.2,16.7,3,7.7,5.2,9,1.9,2.6,1.4,4.7,6,3.1,2,1,2.3,3.4,21.2,113,117,anunoog01
Jabari Walker,21,POR,PF,72,23,1700,6.8,14.8,1.2,4,5.6,10.7,3.7,5,4.4,10.4,14.8,2.1,1.2,0.6,1.9,5,18.5,115,116,walkeja01
Andrew Nembhard,24,IND,PG,68,47,1697,7.2,14.5,1.7,4.8,5.5,9.8,1.3,1.6,1,2.9,3.9,7.8,1.8,0.2,2.8,4,17.4,114,121,nembhan01
Cason Wallace,20,OKC,SG,82,13,1692,6.2,12.6,2.8,6.6,3.4,5.9,0.8,1.1,1.5,3.8,5.3,3.4,2.2,1.1,1.3,3.7,15.9,122,113,wallaca01
Trey Murphy III,23,NOP,SF,57,23,1690,8,18,4.9,12.9,3.1,5.1,3.6,4.4,1.2,6.9,8.1,3.6,1.5,0.8,1,2,24.4,127,114,murphtr02
Kristaps Porziņģis,28,BOS,C,57,57,1690,11.3,22,3.2,8.6,8.1,13.4,7.6,8.8,2.8,9.1,12,3.4,1.2,3.2,2.6,4.6,33.5,128,109,porzikr01
Kyle Lowry,37,TOT,PG,60,55,1690,4.8,11.1,2.9,7.3,1.9,3.7,1.8,2.2,1,4.7,5.7,7.4,1.7,0.6,2.5,4.3,14.3,118,114,lowryky01
Jordan Clarkson,31,UTA,SG,55,19,1682,9.7,23.4,2.6,8.9,7.1,14.5,5.1,5.8,1.4,4,5.4,7.9,1,0.2,4.2,2.3,27,107,124,clarkjo01
De'Andre Hunter,26,ATL,SF,57,37,1681,8.7,18.9,3.3,8.7,5.3,10.2,4.7,5.6,0.9,5.4,6.3,2.5,1.1,0.5,2.4,4.2,25.4,115,121,huntede01
Pat Connaughton,31,MIL,SF,76,3,1676,4.3,9.9,2.4,6.8,2,3.1,1.3,1.7,1.5,5.4,6.9,4.6,1.1,0.5,1.4,2.8,12.3,120,118,connapa01
Christian Braun,22,DEN,SG,82,4,1655,6.6,14.5,1.9,4.9,4.8,9.6,2.8,4,2.4,6.8,9.2,4,1.3,1,1.6,4.1,18,116,114,braunch01
Simone Fontecchio,28,TOT,SF,66,43,1644,7.4,16.1,3.9,9.8,3.5,6.3,1.6,1.9,1.9,5.3,7.2,3,1.3,0.7,2,3.2,20.3,117,121,fontesi01
Ochai Agbaji,23,TOT,SG,78,28,1641,5.2,12.7,1.8,6.2,3.4,6.5,1.1,1.6,2.2,4.2,6.4,2.4,1.4,1.3,1.9,3.4,13.4,102,121,agbajoc01
Julius Randle,29,NYK,PF,46,46,1630,12.2,25.9,2.4,7.5,9.9,18.3,7.3,9.3,3.1,10,13.1,7.1,0.8,0.4,4.9,3.9,34.1,113,114,randlju01
Precious Achiuwa,24,TOT,C,74,18,1624,7.2,14.4,0.8,3,6.4,11.4,2.1,3.4,5.9,9.1,14.9,3,1.4,2.1,2.5,4.4,17.3,114,112,achiupr01
Santi Aldama,23,MEM,PF,61,35,1618,7.5,17.2,3.2,9.2,4.3,8,1.6,2.6,2.2,8.5,10.6,4.2,1.3,1.6,2.1,2.7,19.8,109,114,aldamsa01
Cameron Johnson,27,BKN,PF,58,47,1599,8.5,19.2,4.3,10.9,4.3,8.2,2.7,3.4,1.7,6.1,7.8,4.3,1.5,0.5,1.8,3.3,24,118,117,johnsca02
Malaki Branham,20,SAS,PG,75,29,1594,8.1,18.7,2.8,8,5.3,10.7,1.6,1.9,0.8,3.6,4.4,4.6,0.8,0.2,2.7,2.8,20.5,101,121,branhma01
Paul Reed,24,PHI,C,82,24,1590,8,14.9,0.6,1.8,7.4,13.1,1.9,2.6,6,9.1,15.1,3.4,2.1,2.6,2.1,6.1,18.6,123,110,reedpa01
Ausar Thompson,21,DET,SF,63,38,1583,7.1,14.6,0.6,3.4,6.4,11.2,2.2,3.6,3.9,8.3,12.2,3.6,2.1,1.8,2.6,5.3,16.9,107,115,thompau01
Anfernee Simons,24,POR,SG,46,46,1582,11.2,26.1,4.9,12.6,6.4,13.5,5.1,5.6,0.7,4.5,5.2,8,0.7,0.2,3.9,3.1,32.4,113,121,simonan01
Kevin Huerter,25,SAC,SG,64,59,1562,7.7,17.4,3.8,10.6,3.9,6.8,1.1,1.5,1.2,5.8,7,5.2,1.4,0.7,1.6,4.2,20.4,116,116,huertke01
Bennedict Mathurin,21,IND,SF,59,19,1538,9.1,20.3,2.5,6.6,6.6,13.8,5.6,6.9,1.8,5.3,7.2,3.7,1.1,0.4,3,3.6,26.3,110,121,mathube01
Evan Mobley,22,CLE,PF,50,50,1532,10.3,17.8,0.7,1.9,9.6,15.9,4,5.5,3.6,11.5,15.1,5.2,1.5,2.3,2.9,4.3,25.3,122,109,mobleev01
Chris Paul,38,GSW,PG,58,18,1531,6.5,14.8,2.5,6.6,4,8.1,1.4,1.6,0.6,6.5,7.1,12.4,2.2,0.2,2.4,3.4,16.8,124,115,paulch01
Russell Westbrook,35,LAC,PG,68,11,1529,9.7,21.4,1.4,5,8.4,16.4,3.6,5.2,3,8.1,11.1,9.9,2.4,0.7,4.6,3.9,24.3,107,113,westbru01
Nicolas Batum,35,TOT,PF,60,38,1529,3.7,8.2,2.3,6,1.4,2.3,0.5,0.7,2.3,5.7,8,4.1,1.5,1.2,1.3,3.5,10.3,126,115,batumni01
Zach Collins,26,SAS,C,69,29,1526,9.3,19.2,1.8,5.6,7.5,13.5,3.8,5,3.7,7.8,11.5,6,1.1,1.6,4.1,6.4,24.1,108,116,colliza01
Josh Green,23,DAL,SG,57,33,1505,5.7,11.9,2.3,6,3.4,6,1.2,1.8,1.3,4.6,5.9,4.1,1.5,0.3,1.9,3.4,15,115,117,greenjo02
Walker Kessler,22,UTA,C,64,22,1493,7.4,11.3,0.1,0.6,7.3,10.7,1.8,3,5.3,10.2,15.5,1.9,1,5,2.1,4.3,16.7,128,114,kesslwa01
Draymond Green,33,GSW,PF,55,52,1490,6,12.1,1.7,4.2,4.4,7.9,1.8,2.4,2.5,10.5,12.9,10.8,1.8,1.5,4.4,5.4,15.4,116,112,greendr01
Peyton Watson,21,DEN,SF,80,4,1488,6.9,14.9,1.5,5.1,5.4,9.8,2.4,3.5,1.9,6.7,8.6,2.9,1.4,2.9,1.9,4.8,17.7,108,111,watsope01
Matisse Thybulle,26,POR,SF,65,19,1487,4.2,10.5,2.7,7.7,1.5,2.9,0.7,1,1,3.5,4.5,3,3.8,1.6,1.3,3.1,11.8,111,114,thybuma01
Khris Middleton,32,MIL,SF,55,55,1487,10.2,20.8,3,8,7.2,12.8,3.2,3.9,1.3,7,8.3,9.4,1.6,0.5,4.1,4.6,26.8,115,116,middlkh01
Bojan Bogdanović,34,TOT,PF,57,27,1478,10.2,22.6,4.4,11.1,5.8,11.5,3.9,4.9,0.7,4.3,5,3.2,1,0.2,3.3,3.1,28.8,108,120,bogdabo02
Julian Champagnie,22,SAS,SF,74,59,1468,5.3,13,3.3,9,2,4,2.4,3,1.4,5.3,6.7,3.3,1.6,1.4,1.8,2.5,16.3,111,117,champju02
Patrick Beverley,35,TOT,PG,73,13,1462,5.3,12.6,2,6,3.2,6.6,2.5,3,1.6,6.3,8,7.1,1.4,1,2.2,4.3,15,116,115,beverpa01
Amir Coffey,26,LAC,SF,70,13,1460,5.6,11.9,2.4,6.2,3.2,5.7,2.1,2.4,1,4,5,2.6,1.4,0.5,1.1,3.4,15.7,122,118,coffeam01
Isaiah Joe,24,OKC,SG,78,1,1445,7.4,16.1,4.9,11.7,2.5,4.4,1.5,1.7,1.1,4.9,6,3.3,1.5,0.7,1.6,2.9,21.2,121,115,joeis01
Desmond Bane,25,MEM,SG,42,42,1443,12.2,26.3,4.6,12.2,7.6,14.1,4.7,5.5,1.2,5,6.3,7.8,1.5,0.7,3.8,4.1,33.8,114,116,banede01
Vince Williams Jr.,23,MEM,SG,52,33,1436,5.8,12.9,2.7,7.1,3.1,5.8,3.5,4.4,2,7.9,9.9,6,1.6,1.2,3.1,4.6,17.7,114,114,willivi01
Isaiah Stewart,22,DET,PF,46,45,1423,6.3,12.9,2.3,5.9,4,7,2.2,2.9,2.5,7.8,10.3,2.5,0.6,1.3,2.2,3.3,17,114,119,stewais01
Moritz Wagner,26,ORL,C,80,1,1415,11.6,19.3,1.3,4,10.3,15.3,5.8,7.1,4.1,8,12.1,3.4,1.4,0.7,3.4,5.6,30.4,126,112,wagnemo01
Tyler Herro,24,MIA,SG,42,40,1407,11.5,26.1,4.7,11.8,6.8,14.3,3.4,3.9,0.7,7.2,7.9,6.7,1.1,0.1,3.3,2.2,31,108,114,herroty01
Wendell Carter Jr.,24,ORL,C,55,48,1406,7.9,15,2.3,6,5.6,8.9,3.3,4.7,3.9,9.5,13.4,3.3,1.2,1,2.4,4.3,21.2,122,111,cartewe01
Onyeka Okongwu,23,ATL,C,55,8,1405,7.6,12.5,0.8,2.4,6.8,10.1,3.1,4,4.9,7.9,12.8,2.5,0.9,2,1.5,5.5,19.2,138,118,okongon01
Amen Thompson,21,HOU,SF,62,23,1388,8.4,15.6,0.3,2,8.1,13.6,3.7,5.4,5.2,9.1,14.3,5.7,2.7,1.3,3.1,4.9,20.7,118,109,thompam01
Haywood Highsmith,27,MIA,PF,66,26,1366,5.6,12,2.8,7,2.8,5,0.8,1.3,2.4,5.3,7.7,2.6,1.9,1.1,1.2,4.3,14.8,118,112,highsha01
Dyson Daniels,20,NOP,PG,61,16,1358,5,11.2,1.5,4.9,3.5,6.4,1.2,1.9,2.2,6.3,8.5,5.9,3.1,0.9,2.1,3.6,12.8,113,110,daniedy01
Andre Drummond,30,CHI,C,79,10,1351,9.9,17.7,0,0.1,9.9,17.6,4.8,8,9.8,16.3,26.1,1.4,2.7,1.8,3,5.2,24.5,119,107,drumman01
Marcus Sasser,23,DET,PG,71,11,1351,7.8,18.2,3.2,8.5,4.6,9.7,2.1,2.4,0.4,4.1,4.5,8.4,1.6,0.4,3.2,3.7,20.9,108,120,sassema01
Kris Murray,23,POR,SF,62,29,1348,5.3,13.4,1.8,6.7,3.5,6.7,1.4,2.1,3.1,5.1,8.2,2.9,1.9,0.8,2,3.4,13.8,103,118,murrakr01
Miles McBride,23,NYK,PG,68,14,1328,7.8,17.2,4.1,10.1,3.6,7.1,1.6,1.9,1.2,2.6,3.8,4.3,1.9,0.3,1.1,4.1,21.3,126,116,mcbrimi01
Jakob Poeltl,28,TOR,C,50,50,1319,9.1,13.8,0,0,9.1,13.8,2.2,3.9,5.3,10.4,15.7,4.6,1.3,2.8,2.8,5.5,20.3,125,115,poeltja01
Joel Embiid,29,PHI,C,39,39,1309,16.9,32,2,5.2,14.9,26.8,15,17,3.6,12.6,16.2,8.2,1.7,2.5,5.6,4.2,50.9,124,109,embiijo01
Jeff Green,37,HOU,PF,78,6,1307,6.2,13.6,2,5.9,4.2,7.6,4.5,5.5,1.7,4.9,6.6,2.6,0.6,1.2,1.7,3.7,18.9,119,117,greenje02
Cameron Payne,29,TOT,PG,78,10,1304,7.7,17.9,3.9,9.9,3.9,8,2.2,2.5,0.8,3.6,4.4,7.6,1.6,0.4,2.5,4.7,21.5,116,118,payneca01
Gary Harris,29,ORL,SG,54,27,1297,5,11.3,2.9,7.8,2.1,3.5,1.3,1.7,0.9,2.6,3.5,3.3,1.9,0.5,1.2,3.5,14.2,120,114,harriga01
Dereck Lively II,19,DAL,C,55,42,1294,8.2,11,0,0.1,8.2,10.9,1.5,3,5,9,14,2.2,1.3,2.9,1.9,5.3,17.9,139,112,livelde01
T.J. McConnell,31,IND,PG,71,4,1291,12.1,21.7,0.7,1.6,11.4,20.1,1.8,2.3,1.3,5.7,7,14.3,2.6,0.3,3.9,2.9,26.6,121,117,mccontj01
Aaron Holiday,27,HOU,PG,78,1,1269,7.1,15.9,3.2,8.3,3.9,7.6,2.2,2.4,0.9,3.8,4.7,5.4,1.6,0.2,2,4.8,19.6,117,116,holidaa01
Cedi Osman,28,SAS,SF,72,3,1269,6.9,14.4,3.2,8.3,3.7,6.1,1.3,1.9,0.9,5.8,6.7,4.5,1.3,0.4,1.8,4,18.3,115,118,osmande01
Gradey Dick,20,TOR,SG,60,17,1268,7.2,16.9,3.4,9.2,3.8,7.8,1.7,1.9,1,4,5,2.6,1.3,0.1,1.9,3.3,19.4,105,122,dickgr01
Naji Marshall,26,NOP,SF,66,1,1257,6.6,14.3,2.3,5.9,4.4,8.5,2.7,3.4,2.1,7.3,9.4,5,1.9,0.5,2.5,3.5,18.2,115,113,marshna01
Kris Dunn,29,UTA,PG,66,32,1249,5.7,12.1,1.6,4.3,4.1,7.8,0.8,1.2,1.9,5.4,7.3,9.8,2.6,1.1,3.1,5.2,13.8,116,118,dunnkr01
Gordon Hayward,33,TOT,SF,51,28,1245,7.3,15.8,1.5,3.5,5.9,12.3,3.5,4.7,1.5,5.6,7.1,6.2,1.6,0.5,2.6,2.6,19.6,111,118,haywago01
GG Jackson II,19,MEM,PF,48,18,1233,9.6,22.3,4,11.3,5.5,11,4.6,6.1,2.1,5.7,7.8,2.3,1.1,1,2.6,2.5,27.7,107,117,jacksgg01
Aaron Wiggins,25,OKC,SG,78,4,1228,8.3,14.8,2.4,4.9,5.9,9.8,2.2,2.8,2.3,4.9,7.3,3.4,2.2,0.7,2.2,3.6,21.2,125,113,wiggiaa01
Larry Nance Jr.,31,NOP,C,61,0,1216,5.6,9.7,1.1,2.6,4.5,7.1,1.9,2.5,3.8,8.6,12.4,4.6,2.5,0.8,2,4,14.1,131,111,nancela02
Duop Reath,27,POR,C,68,20,1214,9.4,20.3,3.6,10,5.8,10.3,2.8,3.8,3.8,6.4,10.2,2.7,1.3,1.5,2.1,6.5,25.1,116,117,reathdu01
Alec Burks,32,TOT,SG,66,1,1212,8.4,22.9,5,13.3,3.5,9.6,5.8,6.7,1,5.1,6,3.5,1.1,0.5,1.9,3,27.7,111,120,burksal01
Kevon Looney,27,GSW,C,74,36,1195,5.6,9.4,0,0,5.6,9.4,2.3,3.4,5.8,11.2,17,5.4,1.1,1.2,2,6.3,13.5,134,113,looneke01
David Roddy,22,TOT,PF,65,13,1177,6.9,17,2,6.8,4.9,10.2,2,2.8,2.2,6.6,8.8,3.3,1.1,0.5,2.4,3,17.6,98,117,roddyda01
Vasilije Micić,30,TOT,PG,60,21,1176,6.6,15.4,1.8,6.4,4.8,9,2.5,3.1,0.6,3.1,3.7,10.9,1.3,0.3,4.1,2.8,17.6,105,121,micicva01
Patrick Williams,22,CHI,PF,43,30,1174,6.8,15.2,2.5,6.3,4.2,9,2.2,2.8,2,5.1,7,2.8,1.7,1.4,2.4,3.7,18.2,107,117,willipa01
John Konchar,27,MEM,SF,55,23,1173,3.7,8.7,1.6,5,2.1,3.7,0.9,1,3,7.7,10.7,4.6,2.1,2.1,1.9,3.2,9.8,114,112,konchjo01
Drew Eubanks,26,PHX,C,75,6,1169,6.3,10.6,0.1,0.1,6.2,10.4,3,3.9,4.3,9.1,13.4,2.6,1.1,2.5,2.5,4.8,15.8,123,113,eubandr01
Joe Ingles,36,ORL,SF,68,0,1169,4.2,9.6,3,6.8,1.2,2.8,1.2,1.4,0.8,5.3,6,8.6,1.8,0.2,2.8,3.7,12.5,119,113,inglejo01
Anthony Black,20,ORL,PG,69,33,1164,4.9,10.5,1.6,4,3.3,6.5,2.1,3.4,1.4,4.5,5.9,3.9,1.5,0.9,2.4,4.7,13.4,108,113,blackan01
Jordan Hawkins,21,NOP,SG,67,10,1160,7.4,19.3,4.6,12.6,2.7,6.7,2.8,3.4,1.2,5,6.3,3,0.8,0.3,1.7,3,22.1,109,117,hawkijo01
Trey Lyles,28,SAC,PF,58,0,1158,6,13.5,3.5,9.2,2.5,4.3,2.1,2.9,2.6,8.2,10.8,3,0.7,0.8,1.6,3.6,17.6,120,116,lylestr01
Moses Moody,21,GSW,SG,66,9,1156,8.1,17.6,3,8.4,5.1,9.2,3.1,3.9,2.7,5.5,8.2,2.4,1.8,1,1.8,3.8,22.3,117,115,moodymo01
Jae Crowder,33,MIL,PF,50,25,1156,4.7,11.2,2.4,6.9,2.3,4.3,1.1,1.5,1.3,5.4,6.7,2.7,1.6,0.4,1,3.1,13,114,117,crowdja01
Trayce Jackson-Davis,23,GSW,PF,68,16,1130,10,14.2,0,0,10,14.2,3.2,5.7,5.8,8.8,14.6,3.5,1.2,3.3,2.1,4.6,23.1,136,112,jackstr02
Malcolm Brogdon,31,POR,PG,39,25,1121,9.6,21.8,3.6,8.8,6,13.1,4.2,5.1,1.2,5.3,6.5,9.4,1.2,0.4,2.6,2.6,27,120,120,brogdma01
Dean Wade,27,CLE,PF,54,32,1108,4.3,10.3,3.5,9,0.8,1.3,0.9,1.2,1.6,8.1,9.7,1.9,1.8,1.1,0.9,4.1,13,121,111,wadede01
Josh Richardson,30,MIA,SG,43,6,1103,7,15.7,3,8.6,4,7.1,2.3,2.4,0.8,4.7,5.5,4.7,1.1,0.6,1.6,3.4,19.2,115,115,richajo01
Davion Mitchell,25,SAC,PG,72,4,1101,6.4,14.2,2.5,7,3.9,7.3,1.3,1.9,0.8,3.4,4.2,5.9,0.7,0.1,1.9,3.7,16.7,114,120,mitchda01
Dario Šarić,29,GSW,C,64,9,1098,8,17.1,3.3,8.7,4.7,8.4,3.5,4.1,3.2,9.3,12.5,6.3,1.4,0.4,3.4,4.9,22.7,119,115,saricda01
James Wiseman,22,DET,C,63,6,1091,8.2,13.4,0,0.1,8.2,13.4,3.2,4.5,4.9,10,14.8,2.4,0.5,1.7,2.9,6.2,19.7,119,118,wisemja01
Danté Exum,28,DAL,PG,55,17,1088,7.1,13.3,2.3,4.8,4.8,8.6,2.3,3,1.1,5.5,6.6,6.9,1,0.2,2.2,3.7,18.9,128,118,exumda01
Sam Merrill,27,CLE,SG,61,1,1069,7.3,18.2,6.6,16.4,0.7,1.8,1.2,1.3,1,4.5,5.5,5,0.9,0.2,0.9,3.3,22.4,125,117,merrisa01
Dennis Smith Jr.,26,BKN,PG,56,2,1059,6.9,15.8,1.5,5.1,5.4,10.7,2,2.7,2.3,5.3,7.7,9.5,3.2,0.6,3.2,5.7,17.3,110,114,smithde03
Shaedon Sharpe,20,POR,SG,32,25,1059,8.2,20.2,2.8,8.4,5.4,11.8,4.6,5.5,2,5.5,7.5,4.4,1.3,0.6,3.4,4.1,23.8,105,119,sharpsh01
Jordan Goodwin,25,TOT,PG,57,12,1055,6.5,17.7,1.9,6.5,4.6,11.2,2,2.7,4.1,7.6,11.7,7.2,2.2,0.8,2.6,3.5,17,105,113,goodwjo01
Marvin Bagley III,24,TOT,C,50,25,1053,10.8,18.4,0.4,1,10.3,17.3,4.3,5.7,5.8,8.2,14,2.5,0.9,1.5,2.7,3.6,26.2,122,119,baglema01
Torrey Craig,33,CHI,SF,53,14,1049,5.1,11.9,2.9,7.3,2.3,4.7,1.3,1.7,3.3,7,10.3,2.8,1.4,1,1.5,5.2,14.4,119,117,craigto01
Jalen Smith,23,IND,C,61,14,1047,10.5,17.8,2.7,6.5,7.8,11.3,3.2,4.7,5,10.1,15.2,2.8,0.8,1.7,2,5.6,27.1,133,117,smithja04
Dalano Banton,24,TOT,PG,54,9,1047,9.5,23.6,2.8,9.4,6.7,14.2,4.4,5.7,1.9,6.5,8.4,6,1.6,0.9,3.6,3,26.3,103,117,bantoda01
Ziaire Williams,22,MEM,SF,51,15,1038,7.1,17.8,2.7,8.9,4.3,8.9,2.9,3.5,1.6,6.8,8.5,3.5,1.7,0.4,3.1,4,19.8,98,115,willizi02
Jae'Sean Tate,28,HOU,SF,65,9,1031,5.1,10.8,1.1,3.6,4,7.2,1.2,1.8,2.9,6.4,9.3,3,2,0.7,1.7,6.4,12.5,112,113,tateja01
Kenrich Williams,29,OKC,PF,69,1,1029,6.1,13.1,2.6,6.6,3.5,6.5,0.3,0.7,2.9,6.9,9.8,4.3,1.8,0.4,1.5,4.7,15.2,120,113,willike04
Jose Alvarado,25,NOP,PG,56,0,1028,6.8,16.5,3.7,9.9,3.1,6.6,1.7,2.5,1.2,4.9,6.1,5.6,2.8,0.7,1.9,4.2,18.9,112,112,alvarjo01
Quentin Grimes,23,TOT,SG,51,18,1025,6,16,4,11.7,2,4.3,1.7,2.2,0.7,4.2,4.9,3.2,1.7,0.3,1.4,3.7,17.6,109,116,grimequ01
De'Anthony Melton,25,PHI,SG,38,33,1023,6.7,17.3,3.7,10.3,3,7,3.2,3.8,1.3,5.4,6.8,5.5,2.9,0.8,1.9,4,20.3,113,113,meltode01
Daniel Theis,31,TOT,C,60,3,1015,7.6,14.2,1.3,3.5,6.3,10.8,1.8,2.4,4.1,7.7,11.9,3,1,2.5,2,6.2,18.3,121,114,theisda01
Lonnie Walker IV,25,BKN,SG,58,0,1011,10.2,24.1,5.1,13.3,5.1,10.8,2.2,2.9,0.6,5.6,6.2,3.6,1.6,1,2.5,3.5,27.7,105,117,walkelo01
Talen Horton-Tucker,23,UTA,PG,51,11,1009,8.8,22.2,2.9,8.7,5.9,13.5,4.2,5.2,1,4.8,5.8,8.5,2.2,0.9,3.1,4.5,24.7,108,120,hortota01
Killian Hayes,22,DET,PG,42,31,1008,5.6,13.5,1.1,3.5,4.5,10,1.6,2.4,0.5,5.2,5.7,9.8,1.7,1,2.4,3.6,13.8,106,119,hayeski01
Jevon Carter,28,CHI,PG,72,0,1004,6.9,18.1,3.8,11.6,3,6.5,0.2,0.3,0.5,2.4,3,4.7,1.8,0.8,1.8,3.5,17.7,101,119,carteje01
Luke Kennard,27,MEM,SG,39,22,999,6.9,15.4,5.2,11.6,1.7,3.8,2,2.2,0.5,5,5.5,6.7,1,0.1,2.6,1.9,21,121,119,kennalu01
Garrison Mathews,27,ATL,SG,66,5,992,5,10.9,4.1,9.3,0.9,1.6,1.6,2,0.8,3.6,4.4,1.8,1,0.4,0.9,5.6,15.7,131,123,mathega01
Jaden Hardy,21,DAL,SG,73,7,989,9.5,23.2,3.9,10.9,5.5,12.4,2.9,3.7,1,5.4,6.4,5.3,1.1,0.2,3,3.9,25.7,103,118,hardyja02
Tre Mann,22,TOT,PG,41,28,987,7.2,15.7,2.3,6.3,4.9,9.5,2.2,2.9,1,6.4,7.4,8.2,2.5,0.1,3.2,2.4,19,110,118,manntr01
Cam Reddish,24,LAL,SF,48,26,984,4.4,11.3,1.8,5.3,2.6,6,2,2.6,1.3,3.5,4.8,2.3,2.3,0.7,1.5,3.1,12.6,102,116,reddica01
Luke Kornet,28,BOS,C,63,7,983,7.1,10.2,0.1,0.1,7.1,10.2,2.5,2.7,5.9,7.2,13.1,3.4,1.2,3.1,1.1,3.9,16.8,157,110,kornelu01
Keon Ellis,24,SAC,SG,57,21,978,5.3,11.5,3.5,8.3,1.8,3.2,1.3,1.7,1.6,4.6,6.2,4.2,2.5,1.4,1.8,5.6,15.4,122,113,elliske01
Xavier Tillman Sr.,25,TOT,PF,54,15,974,6.1,14,1,4.1,5.1,10,1.1,2.5,3.5,7.1,10.6,3.9,2.6,2.2,1.7,3.8,14.3,105,110,tillmxa01
Josh Okogie,25,PHX,SG,60,11,960,4.4,10.5,1.5,4.8,2.9,5.7,3.9,5.2,3.8,4.1,7.8,3.3,2.4,1.2,1.8,3.5,14.1,119,114,okogijo01
Goga Bitadze,24,ORL,C,62,33,957,6.5,10.8,0.1,0.7,6.4,10.1,2.9,4.5,5.6,9.2,14.8,4.1,1.7,3.7,2.3,5.5,16.1,128,107,bitadgo01
Max Christie,20,LAL,SG,67,7,944,5.2,12.1,2.1,5.9,3.1,6.2,1.8,2.3,0.8,6.4,7.2,3,1,0.9,1.8,2.9,14.3,105,117,chrisma02
Kevin Love,35,MIA,PF,55,5,924,8.5,19.4,4.5,13.2,4,6.2,4.6,5.8,3.2,15.1,18.2,6.2,1,0.5,2.6,5.2,26.2,121,109,loveke01
Day'Ron Sharpe,22,BKN,C,61,1,921,9,15.8,0.2,0.8,8.8,15,4,6.6,8.7,12.3,20.9,4.6,1.3,2.4,3.8,7,22.3,120,112,sharpda01
Jonathan Isaac,26,ORL,PF,58,2,914,7.9,15.5,2.3,6.1,5.6,9.4,3.2,4.4,4,10.1,14.1,1.6,2.3,3.8,1.5,3.5,21.3,124,105,isaacjo01
