Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,playerID
KJ Martin,23,TOT,SF,60,2,746,97,181,8,28,89,153,0.558,22,41,41,90,131,51,22,12,32,100,224,martike04
Bol Bol,24,PHX,PF,43,0,469,93,151,22,52,71,99,0.689,15,19,32,105,137,17,10,25,19,42,223,bolbo01
Kevin Knox,24,DET,SF,31,11,560,86,186,31,94,55,92,0.546,20,22,18,57,75,23,13,7,22,50,223,knoxke01
Omer Yurtseven,25,UTA,C,48,12,545,99,184,5,24,94,160,0.552,19,28,72,136,208,29,8,18,37,52,222,yurtsom01
Evan Fournier,31,TOT,SG,32,0,580,79,221,33,130,46,91,0.432,29,36,5,53,58,48,29,7,21,48,220,fournev01
Thomas Bryant,26,MIA,C,38,4,441,86,149,4,22,82,127,0.591,41,47,40,101,141,23,10,16,21,46,217,bryanth01
Shake Milton,27,TOT,SG,48,0,581,79,195,18,64,61,131,0.451,40,49,14,61,75,60,19,6,31,54,216,miltosh01
Tari Eason,22,HOU,PF,22,0,480,88,189,18,50,70,139,0.513,21,33,46,107,153,27,31,19,20,51,215,easonta01
Jalen Wilson,23,BKN,PF,43,3,664,76,179,24,74,52,105,0.492,38,46,47,84,131,45,11,4,19,48,214,wilsoja03
MarJon Beauchamp,23,MIL,SF,48,1,608,81,166,30,75,51,91,0.578,19,28,22,77,99,31,13,7,27,54,211,beaucma01
Cody Martin,28,CHA,SF,28,22,753,82,215,27,86,55,129,0.444,20,33,19,90,109,104,32,18,44,48,211,martico01
Delon Wright,31,TOT,PG,47,1,742,74,188,25,68,49,120,0.46,37,45,19,67,86,119,54,11,14,32,210,wrighde01
Dwight Powell,32,DAL,C,63,9,836,72,106,1,3,71,103,0.684,63,89,97,117,214,84,26,20,32,113,208,poweldw01
Eugene Omoruyi,26,WAS,SF,43,0,393,81,167,13,46,68,121,0.524,32,49,35,50,85,35,27,5,21,62,207,omorueu01
Oshae Brissett,25,BOS,SF,55,1,630,68,153,15,55,53,98,0.493,50,83,61,99,160,44,19,8,20,54,201,brissos01
JT Thor,21,CHA,PF,63,3,781,80,183,28,81,52,102,0.514,11,20,43,103,146,29,11,27,15,60,199,thorjt01
Richaun Holmes,30,TOT,C,40,10,555,82,147,1,3,81,144,0.561,34,47,71,111,182,25,11,19,24,74,199,holmeri01
Keita Bates-Diop,28,TOT,SF,53,8,665,72,166,21,69,51,97,0.497,32,42,31,79,110,38,25,22,15,35,197,bateske01
Jordan McLaughlin,27,MIN,PG,56,0,626,70,145,42,89,28,56,0.628,13,18,18,54,72,110,35,7,19,31,195,mclaujo01
Maxi Kleber,32,DAL,C,43,7,871,63,146,32,92,31,54,0.541,33,47,30,113,143,68,17,30,28,79,191,klebima01
Derrick Rose,35,MEM,PG,24,7,399,76,165,15,41,61,124,0.506,24,27,7,38,45,78,8,2,31,21,191,rosede01
Sandro Mamukelashvili,24,SAS,C,46,5,451,73,155,19,64,54,91,0.532,25,34,45,102,147,49,7,12,19,35,190,mamuksa01
Anthony Gill,31,WAS,PF,50,3,466,75,160,10,41,65,119,0.5,29,36,37,57,94,34,13,11,23,48,189,gillan01
Zeke Nnaji,23,DEN,PF,58,0,576,69,149,6,23,63,126,0.483,42,62,61,65,126,32,15,38,27,81,186,nnajize01
JaVale McGee,36,SAC,C,46,0,339,79,132,1,7,78,125,0.602,26,45,42,84,126,17,14,20,34,46,185,mcgeeja01
Dalen Terry,21,CHI,SG,59,2,681,69,157,17,74,52,83,0.494,25,43,29,84,113,81,27,18,32,81,180,terryda01
Luka Šamanić,24,UTA,PF,43,7,404,60,158,13,64,47,94,0.421,44,56,22,80,102,19,5,7,28,32,177,samanlu01
Bismack Biyombo,31,TOT,C,40,27,791,74,131,0,0,74,131,0.565,26,54,62,147,209,53,11,37,42,89,174,biyombi01
Ricky Council IV,22,PHI,SG,32,0,289,54,112,12,32,42,80,0.536,53,71,14,32,46,16,8,1,5,17,173,councri01
Jacob Gilyard,25,TOT,PG,41,14,699,60,150,51,126,9,24,0.57,2,2,9,37,46,137,33,5,30,39,173,gilyaja01
Mitchell Robinson,25,NYK,C,31,21,768,73,127,0,0,73,127,0.575,27,66,142,121,263,18,37,35,25,55,173,robinmi01
Trey Jemison,24,TOT,C,25,14,573,75,136,0,0,75,136,0.551,21,25,64,70,134,27,12,28,34,69,171,jemistr01
Jalen McDaniels,26,TOR,SF,50,1,538,65,189,12,71,53,118,0.376,27,37,18,61,79,37,19,6,30,52,169,mcdanja01
Patrick Baldwin Jr.,21,WAS,SF,38,7,493,59,155,31,97,28,58,0.481,19,28,17,106,123,29,18,15,19,56,168,baldwpa01
Brandon Boston Jr.,22,LAC,SF,32,0,345,65,161,14,52,51,109,0.447,23,33,19,33,52,13,11,8,24,40,167,bostobr01
Lester Quiñones,23,GSW,SG,37,0,394,56,141,32,88,24,53,0.511,20,29,21,51,72,36,6,2,17,44,164,quinole01
Monte Morris,28,TOT,PG,33,0,476,62,153,27,70,35,83,0.493,13,19,7,50,57,69,19,9,7,14,164,morrimo01
Jaden Springer,21,TOT,SG,49,2,507,59,148,10,48,49,100,0.432,35,42,33,45,78,44,36,15,34,66,163,sprinja01
Svi Mykhailiuk,26,BOS,SF,41,2,413,57,137,42,108,15,29,0.569,6,9,11,40,51,35,11,1,12,19,162,mykhasv01
Tristan Thompson,32,CLE,C,49,0,549,73,120,0,1,73,119,0.608,15,52,73,101,174,51,12,14,29,59,161,thomptr01
Mike Muscala,32,TOT,C,53,6,600,56,156,28,96,28,60,0.449,17,25,39,86,125,36,9,13,22,52,157,muscami01
Rayan Rupert,19,POR,SG,39,12,633,54,161,28,78,26,83,0.422,19,25,24,68,92,62,12,3,31,56,155,ruperra01
Skylar Mays,26,TOT,PG,38,5,433,63,159,16,54,47,105,0.447,13,17,10,33,43,85,21,4,20,26,155,mayssk01
Neemias Queta,24,BOS,C,28,0,333,67,104,0,0,67,104,0.644,20,28,53,69,122,20,13,21,13,50,154,quetane01
Javon Freeman-Liberty,24,TOR,PG,22,6,403,55,124,10,42,45,82,0.484,33,36,16,54,70,40,10,4,25,28,153,freemja01
Johnny Davis,21,WAS,SG,50,6,613,62,154,14,40,48,114,0.448,14,24,18,54,72,32,18,10,13,57,152,davisjo06
Nassir Little,23,PHX,SF,45,2,458,57,124,21,70,36,54,0.544,17,20,14,61,75,21,10,10,14,39,152,littlna01
Matt Ryan,26,NOP,SF,28,1,390,49,113,41,91,8,22,0.615,13,14,6,34,40,18,6,1,19,32,152,ryanma01
Jarred Vanderbilt,24,LAL,PF,29,6,581,59,114,8,27,51,87,0.553,24,36,41,97,138,36,36,5,28,43,150,vandeja01
Aleksej Pokusevski,22,TOT,PF,28,0,405,49,121,18,55,31,66,0.479,30,41,17,72,89,35,15,13,19,22,146,pokusal01
Dominick Barlow,20,SAS,PF,33,1,420,56,113,3,9,53,104,0.509,29,42,45,68,113,36,12,14,9,47,144,barlodo01
Danuel House Jr.,30,PHI,SF,34,4,509,47,105,15,50,32,55,0.519,35,46,16,42,58,28,15,5,19,45,144,houseda01
Johnny Juzang,22,UTA,SG,20,5,372,51,110,32,77,19,33,0.609,10,14,7,29,36,23,4,2,13,29,144,juzanjo01
DeAndre Jordan,35,DEN,C,36,2,396,58,93,0,0,58,93,0.624,26,53,54,103,157,26,6,16,23,56,142,jordade01
Ish Smith,35,CHA,PG,43,5,741,66,158,4,8,62,150,0.43,3,4,11,65,76,145,17,4,47,49,139,smithis01
Lindy Waters III,26,OKC,SG,38,0,280,49,104,37,85,12,19,0.649,2,2,7,33,40,24,5,7,7,23,137,waterli01
Thaddeus Young,35,TOT,PF,33,6,439,65,108,1,7,64,101,0.606,6,15,46,57,103,57,23,5,15,49,137,youngth01
A.J. Lawson,23,DAL,SG,42,0,311,54,121,13,50,41,71,0.5,15,23,14,36,50,20,10,3,14,22,136,lawsoaj01
Vít Krejčí,23,ATL,PG,22,14,541,51,104,28,68,23,36,0.625,5,6,11,41,52,50,13,6,20,48,135,krejcvi01
Noah Clowney,19,BKN,PF,23,4,370,50,93,12,33,38,60,0.602,21,30,26,55,81,18,8,16,15,25,133,clownno01
Ousmane Dieng,20,OKC,PF,33,0,365,49,116,21,70,28,46,0.513,14,16,10,41,51,37,8,5,19,22,133,diengou01
Stanley Umude,24,DET,SG,24,2,307,37,84,24,53,13,31,0.583,29,32,8,43,51,11,8,7,14,40,127,umudest01
Robert Covington,33,TOT,SF,29,6,488,43,98,19,56,24,42,0.536,22,26,31,66,97,24,39,18,11,56,127,covinro01
Patty Mills,35,TOT,PG,32,5,415,46,131,24,87,22,44,0.443,11,11,9,26,35,34,20,1,16,32,127,millspa02
Andre Jackson Jr.,22,MIL,SG,57,8,572,50,100,17,46,33,54,0.585,8,11,43,70,113,50,16,6,28,92,125,jacksan01
Olivier-Maxence Prosper,21,DAL,PF,40,1,336,40,104,13,45,27,59,0.447,28,41,25,54,79,22,7,4,8,20,121,prospol01
Alex Len,30,SAC,C,48,0,444,50,81,0,3,50,78,0.617,20,34,46,82,128,50,11,33,27,66,120,lenal01
Jarace Walker,20,IND,PF,33,0,340,45,110,22,55,23,55,0.509,8,9,12,51,63,40,15,11,17,29,120,walkeja02
Yuta Watanabe,29,TOT,SF,34,0,464,41,116,25,85,16,31,0.461,10,17,11,43,54,15,12,7,19,39,117,watanyu01
Jontay Porter,24,TOR,PF,26,5,360,40,104,20,60,20,44,0.481,15,18,26,56,82,60,20,20,21,35,115,portejo01
Jeremiah Robinson-Earl,23,NOP,PF,39,1,334,45,95,13,39,32,56,0.542,12,16,23,53,76,21,10,4,16,24,115,robinje02
Devonte' Graham,28,SAS,PG,23,0,313,38,108,25,83,13,25,0.468,13,16,5,31,36,49,9,2,17,14,114,grahade01
Isaiah Livers,25,DET,PF,23,6,469,40,116,22,77,18,39,0.44,12,18,15,33,48,25,13,5,16,43,114,liveris01
Javonte Green,30,CHI,SF,9,5,230,45,75,10,27,35,48,0.667,10,13,20,47,67,5,10,8,7,19,110,greenja02
Wesley Matthews,37,ATL,SG,36,3,413,34,97,24,69,10,28,0.474,18,24,9,44,53,23,16,11,8,43,110,matthwe02
Damian Jones,28,CLE,C,39,0,270,43,72,3,14,40,58,0.618,18,21,20,42,62,15,7,13,13,27,107,jonesda03
Chuma Okeke,25,ORL,SF,47,8,432,40,112,23,82,17,30,0.46,4,7,18,62,80,20,9,7,16,19,107,okekech01
Tosan Evbuomwan,22,TOT,SF,17,8,367,36,71,12,32,24,39,0.592,17,25,18,42,60,16,6,5,9,23,101,evbuoto01
Luka Garza,25,MIN,C,25,0,122,36,75,9,32,27,43,0.54,18,25,19,12,31,4,4,1,6,24,99,garzalu01
Orlando Robinson,23,MIA,C,36,7,304,36,72,8,15,28,57,0.556,19,25,28,56,84,34,7,8,18,35,99,robinor01
Jamal Cain,24,MIA,PF,26,1,259,34,79,11,31,23,48,0.5,18,23,15,22,37,10,10,5,8,22,97,cainja01
Reggie Bullock,32,HOU,SF,44,0,417,34,82,27,67,7,15,0.579,1,1,6,67,73,15,12,5,10,29,96,bullore01
Kenneth Lofton Jr.,21,TOT,PF,21,0,199,36,78,7,24,29,54,0.506,17,26,12,26,38,33,6,5,14,24,96,loftoke01
Kessler Edwards,23,SAC,SF,54,0,275,34,82,20,52,14,30,0.537,5,9,9,33,42,15,10,4,4,26,93,edwarke02
Ben Simmons,27,BKN,PG,15,12,359,43,74,0,0,43,74,0.581,6,15,31,88,119,86,12,9,27,36,92,simmobe01
Jericho Sims,25,NYK,C,45,11,585,38,55,0,0,38,55,0.691,16,24,56,91,147,25,8,19,16,45,92,simsje01
Kobe Brown,24,LAC,PF,44,0,394,37,90,14,48,23,42,0.489,1,2,20,42,62,25,12,6,9,49,89,brownko01
Justin Champagnie,22,WAS,SF,15,1,235,32,78,13,45,19,33,0.494,12,15,19,34,53,19,10,9,10,14,89,champju01
Julian Phillips,20,CHI,SF,40,0,323,32,77,12,38,20,39,0.494,13,19,12,24,36,13,7,7,10,40,89,phillju01
Kira Lewis Jr.,22,TOT,PG,28,0,265,34,92,4,33,30,59,0.391,17,20,9,17,26,37,9,2,14,13,89,lewiski01
Furkan Korkmaz,26,PHI,SG,35,0,300,30,76,14,40,16,36,0.487,14,20,4,26,30,25,14,3,10,17,88,korkmfu01
Garrett Temple,37,TOR,SG,27,2,289,29,78,12,40,17,38,0.449,18,22,18,27,45,28,12,3,14,28,88,templga01
Collin Gillespie,24,DEN,PG,24,0,225,32,69,15,38,17,31,0.572,8,12,1,20,21,27,13,0,14,24,87,gilleco01
Tristan Vukcevic,20,WAS,C,10,4,153,29,67,10,36,19,31,0.507,17,22,6,30,36,13,5,7,10,28,85,vukcetr01
Trent Forrest,25,ATL,SG,38,0,414,34,90,2,10,32,80,0.389,13,17,11,40,51,92,11,3,20,25,83,forretr01
Jared Rhoden,24,DET,SG,17,0,245,33,66,12,31,21,35,0.591,5,8,3,30,33,14,3,13,7,28,83,rhodeja01
Gui Santos,21,GSW,PF,23,0,192,28,55,10,27,18,28,0.6,16,17,17,32,49,14,4,2,7,23,82,santogu01
Kobe Bufkin,20,ATL,SG,17,0,196,34,92,9,40,25,52,0.418,4,8,6,27,33,27,7,5,10,20,81,bufkiko01
Jaylen Nowell,24,TOT,SG,13,1,214,34,78,6,29,28,49,0.474,7,9,6,18,24,19,4,2,7,15,81,nowelja01
Onuralp Bitim,24,CHI,SG,23,1,268,32,84,12,44,20,40,0.452,4,5,6,26,32,13,3,2,10,24,80,bitimon01
Ashton Hagans,24,POR,PG,19,1,316,29,71,8,25,21,46,0.465,14,17,14,31,45,54,11,9,30,40,80,haganas01
Cody Zeller,31,NOP,C,43,0,320,26,62,1,3,25,59,0.427,23,38,48,64,112,39,9,5,16,45,76,zelleco01
Moses Brown,24,POR,C,22,5,200,33,65,0,0,33,65,0.508,9,31,37,49,86,7,5,7,11,27,75,brownmo01
Jules Bernard,24,WAS,SG,19,0,149,29,64,11,29,18,35,0.539,5,9,10,16,26,16,3,1,8,14,74,bernaju01
Saben Lee,24,PHX,PG,24,0,185,20,55,2,16,18,39,0.382,29,39,9,22,31,30,7,3,8,13,71,leesa01
Leaky Black,24,CHA,SF,26,3,284,25,52,9,20,16,32,0.567,10,15,9,39,48,24,8,11,6,19,69,blackle01
Brandon Clarke,27,MEM,PF,6,1,134,33,59,1,6,32,53,0.568,1,7,13,19,32,9,5,6,3,8,68,clarkbr01
Markieff Morris,34,DAL,PF,26,1,216,23,68,15,42,8,26,0.449,5,6,4,35,39,16,5,3,12,12,66,morrima02
Colby Jones,21,SAC,SG,30,0,192,28,71,2,22,26,49,0.408,6,11,17,23,40,20,7,5,10,29,64,jonesco02
Charles Bassey,23,SAS,C,19,0,205,29,40,0,1,29,39,0.725,5,6,23,53,76,21,8,17,15,31,63,bassech01
Cory Joseph,32,GSW,PG,26,0,296,23,64,13,42,10,22,0.461,4,7,6,24,30,42,4,3,12,25,63,josepco01
Nate Williams,24,HOU,SG,22,0,129,27,50,2,5,25,45,0.56,7,13,12,11,23,7,4,1,4,10,63,willije02
Justin Minaya,24,POR,SF,34,1,381,22,74,12,49,10,25,0.378,5,9,30,26,56,21,9,10,9,35,61,minayju01
Théo Maledon,22,TOT,PG,17,1,213,20,70,5,30,15,40,0.321,14,15,4,20,24,28,7,0,18,21,59,maledth01
Harry Giles,25,TOT,C,23,0,100,23,50,3,14,20,36,0.49,7,13,12,18,30,6,2,3,6,15,56,gilesha01
Brandon Williams,24,DAL,PG,17,0,113,20,54,3,15,17,39,0.398,11,17,4,9,13,17,1,1,7,4,54,willibr03
Micah Potter,25,UTA,PF,16,0,186,19,40,9,21,10,19,0.588,6,8,10,33,43,6,4,6,5,14,53,pottemi01
Jeff Dowtin Jr.,26,PHI,PG,12,0,142,20,36,9,19,11,17,0.681,3,4,3,17,20,27,7,1,5,1,52,dowtije01
Terquavion Smith,21,PHI,PG,16,0,84,18,46,13,35,5,11,0.533,3,5,0,4,4,12,8,0,7,8,52,smithte01
P.J. Tucker,38,TOT,PF,31,10,486,18,50,13,35,5,15,0.49,3,3,28,57,85,16,16,7,8,54,52,tuckepj01
James Bouknight,23,CHA,SG,14,0,81,18,41,13,30,5,11,0.598,1,2,1,8,9,6,1,1,2,3,50,bouknja01
Josh Minott,21,MIN,SF,32,0,91,17,36,4,10,13,26,0.528,12,14,4,13,17,8,5,5,2,10,50,minotjo01
Darius Bazley,23,TOT,PF,9,0,152,18,30,2,8,16,22,0.633,10,12,8,20,28,7,6,7,8,3,48,bazleda01
AJ Griffin,20,ATL,SF,20,0,171,18,62,10,39,8,23,0.371,2,2,2,16,18,5,1,2,8,6,48,griffaj01
Mãozinha Pereira,23,MEM,SF,7,1,122,18,35,5,13,13,22,0.586,7,10,11,26,37,2,6,4,5,10,48,pereima01
Jahmi'us Ramsey,22,TOR,SG,7,1,121,18,41,6,22,12,19,0.512,5,6,4,18,22,8,7,0,7,10,47,ramseja01
Terry Taylor,24,CHI,PF,31,0,188,20,39,2,9,18,30,0.538,4,5,17,20,37,10,5,2,7,17,46,taylote01
Sidy Cissoko,19,SAS,SF,12,0,141,16,33,1,12,15,21,0.5,12,15,8,14,22,10,7,3,3,18,45,cissosi01
Boban Marjanović,35,HOU,C,14,0,71,18,34,0,2,18,32,0.529,9,14,7,25,32,6,1,2,5,5,45,marjabo01
Ryan Rollins,21,TOT,PG,13,0,78,14,27,3,4,11,23,0.574,13,17,2,11,13,14,10,3,8,8,44,rolliry01
DeJon Jarreau,26,MEM,SG,9,0,150,17,50,4,13,13,37,0.38,5,11,8,36,44,26,6,2,9,14,43,jarrede01
Dylan Windler,27,TOT,SF,17,0,108,15,30,13,27,2,3,0.717,0,0,3,13,16,10,2,0,2,6,43,windldy01
Armoni Brooks,25,BKN,PG,10,0,104,15,46,11,32,4,14,0.446,1,2,7,11,18,5,1,1,3,3,42,brookar01
Jalen Pickett,24,DEN,SG,27,0,122,15,35,9,25,6,10,0.557,3,4,1,13,14,21,4,0,9,13,42,pickeja02
Zavier Simpson,26,MEM,PG,7,0,161,17,54,5,17,12,37,0.361,3,4,4,16,20,25,7,3,10,11,42,simpsza01
Cole Swider,24,MIA,SF,18,0,87,15,38,10,30,5,8,0.526,2,2,1,6,7,5,1,1,8,4,42,swideco01
Emoni Bates,20,CLE,SF,15,0,133,15,49,10,33,5,16,0.408,1,4,1,13,14,10,1,2,8,5,41,batesem01
T.J. Warren,30,MIN,SF,11,0,125,18,41,2,13,16,28,0.463,3,4,5,17,22,9,4,1,4,11,41,warretj01
Robert Williams,26,POR,C,6,0,119,17,26,0,0,17,26,0.654,7,9,11,27,38,5,7,7,7,17,41,williro04
Trevelin Queen,26,ORL,SG,14,0,165,14,38,3,17,11,21,0.408,9,12,3,17,20,18,7,5,7,15,40,queentr01
Joe Harris,32,DET,SG,16,0,170,14,39,10,30,4,9,0.487,1,2,3,10,13,10,3,2,4,19,39,harrijo01
Otto Porter Jr.,30,TOR,SF,15,1,174,14,33,8,23,6,10,0.545,3,3,6,23,29,8,5,5,2,19,39,porteot01
Dru Smith,26,MIA,SG,9,0,131,15,33,7,17,8,16,0.561,2,2,6,8,14,14,9,3,5,12,39,smithdr01
Marques Bolden,25,TOT,C,11,2,121,17,25,0,1,17,24,0.68,3,4,10,24,34,4,3,7,3,10,37,boldema01
Adama Sanogo,21,CHI,PF,9,0,66,14,27,0,0,14,27,0.519,8,12,19,17,36,0,1,0,5,5,36,sanogad01
Udoka Azubuike,24,PHX,C,16,0,113,16,23,0,0,16,23,0.696,3,13,11,21,32,3,1,6,4,17,35,azubuud01
Ibou Badji,21,POR,C,22,1,226,14,22,0,0,14,22,0.636,6,12,20,31,51,13,3,20,15,46,34,badjiib01
Buddy Boeheim,24,DET,SF,10,0,84,9,29,8,25,1,4,0.448,8,10,3,7,10,3,0,1,0,5,34,boehebu01
Jalen Hood-Schifino,20,LAL,SG,21,0,109,10,45,2,15,8,30,0.244,12,20,2,11,13,8,3,2,9,13,34,hoodsja01
Olivier Sarr,24,OKC,C,15,0,98,11,19,2,6,9,13,0.632,10,15,10,26,36,2,0,7,3,18,34,sarrol01
Gabe Vincent,27,LAL,PG,11,0,218,15,49,3,28,12,21,0.337,1,2,4,5,9,21,9,0,5,19,34,vincega01
Taj Gibson,38,TOT,PF,20,1,204,15,37,2,10,13,27,0.432,2,2,12,25,37,11,3,7,5,31,34,gibsota01
Nate Hinton,24,HOU,SG,15,0,75,11,26,7,14,4,12,0.558,4,5,7,15,22,10,3,2,3,11,33,hintona01
Nathan Mensah,25,CHA,C,25,0,307,12,28,0,0,12,28,0.429,9,12,29,36,65,9,6,14,14,64,33,mensana01
Xavier Moon,29,LAC,SG,14,1,119,15,46,2,17,13,29,0.348,1,2,8,10,18,21,3,3,5,8,33,moonxa01
Thanasis Antetokounmpo,31,MIL,PF,34,0,155,16,30,0,1,16,29,0.533,0,2,7,6,13,17,7,4,14,24,32,antetth01
Matthew Hurt,23,MEM,PF,8,0,113,12,34,5,20,7,14,0.426,3,3,9,7,16,4,3,3,2,8,32,hurtma01
Keon Johnson,21,BKN,SG,5,0,61,8,21,4,10,4,11,0.476,11,12,3,4,7,3,3,1,5,5,31,johnske07
Jerome Robinson,26,GSW,SG,22,0,81,11,33,2,17,9,16,0.364,7,11,1,5,6,5,1,3,2,5,31,robinje01
Moussa Diabaté,22,LAC,C,11,0,64,10,19,0,0,10,19,0.526,9,14,15,9,24,4,5,1,2,4,29,diabamo01
Jett Howard,20,ORL,SF,18,0,67,10,30,7,25,3,5,0.45,2,4,1,6,7,6,2,2,3,4,29,howarje01
Leonard Miller,20,MIN,SF,17,0,52,13,20,2,5,11,15,0.7,1,2,5,15,20,8,2,1,1,5,29,millele01
Daishen Nix,21,MIN,PG,15,0,50,9,24,6,17,3,7,0.5,3,6,1,2,3,6,5,0,5,2,27,nixda01
David Duke Jr.,24,SAS,SG,4,0,51,10,18,3,6,7,12,0.639,3,3,2,8,10,5,2,0,3,4,26,dukeda01
Mouhamadou Gueye,25,TOR,PF,11,0,120,11,38,0,3,11,35,0.289,4,9,12,11,23,5,3,18,12,15,26,gueyemo01
Chris Livingston,20,MIL,SF,21,0,90,11,22,1,5,10,17,0.523,3,4,3,18,21,5,2,0,5,15,26,livinch01
Admiral Schofield,26,ORL,PF,23,0,84,10,26,6,16,4,10,0.5,0,2,3,14,17,7,1,0,5,9,26,schofad01
Oscar Tshiebwe,24,IND,PF,8,0,42,10,20,0,0,10,20,0.5,6,8,8,8,16,2,2,1,0,3,26,tshieos01
Colin Castleton,23,LAL,C,16,0,59,9,16,0,0,9,16,0.563,6,6,6,6,12,3,2,0,3,11,24,castlco01
Mouhamed Gueye,21,ATL,PF,6,0,73,8,23,3,9,5,14,0.413,5,6,10,12,22,4,5,4,1,13,24,gueyemo02
Amari Bailey,19,CHA,PG,10,0,65,8,24,1,8,7,16,0.354,6,7,6,3,9,7,3,0,4,2,23,baileam01
RaiQuan Gray,24,SAS,PF,3,0,39,10,17,3,7,7,10,0.676,0,0,2,5,7,6,1,1,1,0,23,grayra01
Jay Huff,25,DEN,C,20,0,49,9,15,3,9,6,6,0.7,2,2,2,9,11,2,2,3,1,9,23,huffja01
Isaiah Mobley,24,CLE,PF,10,0,72,10,24,3,10,7,14,0.479,0,1,3,7,10,6,2,0,2,6,23,mobleis01
Ish Wainright,29,TOT,SF,11,0,62,7,24,7,20,0,4,0.438,2,2,3,11,14,1,4,1,2,8,23,wainris01
Dexter Dennis,24,DAL,SG,4,0,30,10,19,1,8,9,11,0.553,1,3,1,8,9,4,0,1,3,1,22,dennide01
Braxton Key,26,DEN,SF,20,0,60,7,17,2,5,5,12,0.471,6,8,3,15,18,9,2,1,1,5,22,keybr01
Kendall Brown,20,IND,SG,15,0,63,8,15,0,2,8,13,0.533,5,8,3,2,5,5,0,0,2,9,21,brownke03
Jamaree Bouyea,24,TOT,PG,9,0,95,10,28,1,9,9,19,0.375,0,0,3,16,19,11,1,0,9,10,21,bouyeja01
Jermaine Samuels,25,HOU,SF,14,0,60,9,14,0,2,9,12,0.643,2,2,3,10,13,3,1,2,0,5,20,samueje01
Kobi Simmons,26,TOR,PG,4,0,67,9,21,2,8,7,13,0.476,0,0,1,6,7,12,6,2,1,5,20,simmoko01
Hunter Tyson,23,DEN,PF,18,0,48,8,20,4,14,4,6,0.5,0,0,1,8,9,2,1,0,2,10,20,tysonhu01
Malik Williams,25,TOR,C,7,2,107,9,34,1,5,8,29,0.279,0,2,15,23,38,2,3,4,3,15,19,willima11
Robin Lopez,35,MIL,C,16,2,65,7,19,2,8,5,11,0.421,2,2,3,2,5,4,1,3,2,7,18,lopezro01
Taze Moore,25,POR,SG,4,0,40,8,19,1,7,7,12,0.447,1,2,4,4,8,5,2,0,3,4,18,mooreta02
Wendell Moore Jr.,22,MIN,SG,25,0,75,9,18,0,6,9,12,0.5,0,0,0,12,12,6,5,1,4,5,18,moorewe01
Wenyen Gabriel,26,MEM,PF,5,0,81,8,22,1,6,7,16,0.386,0,5,7,18,25,3,2,2,8,10,17,gabriwe01
JD Davison,21,BOS,SG,8,0,39,5,12,3,7,2,5,0.542,3,4,2,8,10,10,1,1,2,4,16,davisjd01
Greg Brown III,22,DAL,PF,6,0,40,5,11,1,3,4,8,0.5,4,9,3,6,9,4,0,4,4,5,15,browngr01
Jordan Walsh,19,BOS,SF,9,1,83,6,15,2,9,4,6,0.467,1,2,5,15,20,5,5,1,3,11,15,walshjo01
Alex Fudge,20,TOT,SF,6,0,40,6,15,1,5,5,10,0.433,2,2,4,1,5,0,3,0,2,2,15,fudgeal01
D'Moi Hodge,25,LAL,SG,7,0,41,5,15,3,12,2,3,0.433,1,2,0,0,0,5,1,1,1,4,14,hodgedm01
DaQuan Jeffries,26,NYK,SG,17,0,46,6,17,2,10,4,7,0.412,0,2,0,5,5,5,0,1,3,2,14,jeffrda01
Seth Lundy,23,ATL,SF,9,0,52,4,17,3,13,1,4,0.324,3,4,1,6,7,0,0,0,1,6,14,lundyse01
Dereon Seabron,23,NOP,SG,6,0,55,4,13,1,2,3,11,0.346,5,6,1,6,7,5,2,1,0,4,14,seabrde01
TyTy Washington Jr.,22,MIL,PG,11,0,56,6,20,2,6,4,14,0.35,0,0,1,4,5,5,3,0,2,1,14,washity02
Timmy Allen,24,MEM,SF,5,0,125,6,23,0,7,6,16,0.261,1,2,4,13,17,5,4,0,2,18,13,allenti01
Jordan Miller,24,LAC,SF,8,0,28,5,9,1,2,4,7,0.611,2,2,3,2,5,0,0,0,1,2,13,millejo02
Jacob Toppin,23,NYK,SF,9,0,38,5,9,1,4,4,5,0.611,2,2,3,4,7,3,0,1,1,3,13,toppija01
Mamadi Diakite,27,TOT,PF,6,0,24,4,6,0,1,4,5,0.667,4,6,1,3,4,2,1,1,1,2,12,diakima01
Jordan Ford,25,SAC,PG,6,0,22,4,7,2,3,2,4,0.714,2,2,0,2,2,2,0,0,1,0,12,fordjo01
Jason Preston,24,UTA,PG,7,0,71,6,19,0,3,6,16,0.316,0,0,6,11,17,16,2,1,2,3,12,prestja01
D.J. Carton,23,TOR,SG,4,0,36,3,8,1,4,2,4,0.438,4,5,2,2,4,3,1,0,1,3,11,cartodj01
Henri Drell,23,CHI,SF,4,0,30,4,10,2,6,2,4,0.5,1,2,1,3,4,4,2,1,2,6,11,drellhe01
Keyontae Johnson,23,OKC,SF,9,0,66,5,16,1,3,4,13,0.344,0,0,4,6,10,4,1,0,4,5,11,johnske08
Maxwell Lewis,21,LAL,SF,34,0,103,4,21,1,9,3,12,0.214,2,3,2,2,4,6,2,1,10,5,11,lewisma05
