Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,playerID
Drew Peterson,24,BOS,PF,3,0,23,4,6,3,5,1,1,0.917,0,0,0,1,1,1,2,0,1,1,11,peterdr01
R.J. Hampton,22,MIA,PG,8,2,76,4,14,1,8,3,6,0.321,1,2,2,4,6,8,0,0,3,8,10,hamptrj01
D.J. Wilson,27,PHI,PF,2,0,15,4,6,2,2,2,4,0.833,0,0,1,1,2,2,0,2,0,1,10,wilsodj01
James Johnson,36,IND,PF,9,0,47,3,10,0,2,3,8,0.3,2,2,1,3,4,8,5,1,5,9,8,johnsja01
Jalen Slawson,24,SAC,SF,12,0,37,4,6,0,2,4,4,0.667,0,0,1,6,7,2,1,1,2,8,8,slawsja01
Isaiah Thomas,34,PHX,PG,6,0,19,3,10,2,4,1,6,0.4,0,0,0,0,0,3,0,0,0,0,8,thomais02
Mason Jones,25,SAC,SG,5,0,28,2,8,2,7,0,1,0.375,1,2,1,4,5,5,1,0,2,3,7,jonesma05
Juan Toscano-Anderson,30,SAC,SF,11,0,53,3,12,1,4,2,8,0.292,0,0,4,10,14,4,1,1,2,11,7,toscaju01
Charlie Brown Jr.,26,NYK,SG,8,0,37,2,10,2,7,0,3,0.3,0,0,1,1,2,0,0,2,2,5,6,brownch02
Jack White,26,MEM,SF,4,0,64,2,16,2,10,0,6,0.188,0,0,4,8,12,1,4,1,2,3,6,whiteja03
Lindell Wigginton,25,MIL,PG,3,0,8,2,5,0,2,2,3,0.4,2,2,0,0,0,0,0,0,1,1,6,wiggili01
Frank Ntilikina,25,CHA,PG,5,0,43,1,9,1,8,0,1,0.167,2,2,1,5,6,4,0,0,1,4,5,ntilila01
Alondes Williams,24,MIA,SG,7,0,16,2,8,0,4,2,4,0.25,1,1,0,1,1,0,0,1,2,2,5,willial06
Izaiah Brockington,24,NOP,PG,1,0,3,2,5,0,1,2,4,0.4,0,0,1,1,2,0,0,0,0,0,4,brockiz01
Kevon Harris,26,ORL,SG,2,0,6,2,3,0,0,2,3,0.667,0,0,0,2,2,1,0,0,1,3,4,harrike01
Ty Jerome,26,CLE,SG,2,0,15,2,4,0,1,2,3,0.5,0,0,1,0,1,3,0,0,1,2,4,jeromty01
E.J. Liddell,23,NOP,PF,8,0,23,1,6,0,5,1,1,0.167,2,2,0,5,5,1,2,2,2,2,4,liddeej01
Pat Spencer,27,GSW,PG,6,0,26,2,4,0,2,2,2,0.5,0,0,2,2,4,5,0,0,1,1,4,spencpa01
Adam Flagler,24,OKC,SG,2,0,14,1,7,1,6,0,1,0.214,0,0,0,0,0,4,0,0,0,0,3,flaglad01
Usman Garuba,21,GSW,PF,6,0,18,1,6,0,1,1,5,0.167,1,2,3,4,7,1,1,3,2,2,3,garubus01
Dariq Whitehead,19,BKN,SF,2,0,24,1,5,0,3,1,2,0.2,1,2,0,4,4,3,0,1,0,0,3,whiteda01
Pete Nance,23,CLE,PF,8,0,27,1,6,1,1,0,5,0.25,0,2,0,3,3,0,1,0,1,2,3,nancepe01
Filip Petrušev,23,TOT,C,3,0,10,1,2,0,0,1,2,0.5,1,2,0,1,1,0,0,0,0,1,3,petrufi01
Hamidou Diallo,25,WAS,SG,2,0,5,1,2,0,0,1,2,0.5,0,0,2,0,2,1,2,0,1,1,2,diallha01
Shaquille Harrison,30,MEM,SG,3,0,6,1,2,0,0,1,2,0.5,0,0,0,2,2,0,0,1,0,0,2,harrish01
Quenton Jackson,25,IND,PG,3,0,11,0,1,0,0,0,1,0,2,2,0,4,4,2,1,0,0,1,2,jacksqu01
Markquis Nowell,24,TOR,SG,1,0,4,0,1,0,0,0,1,0,2,2,2,0,2,2,1,0,0,0,2,nowelma01
Joshua Primo,21,LAC,SG,2,0,10,1,3,0,1,1,2,0.333,0,0,1,0,1,0,0,1,4,0,2,primojo01
Isaiah Wong,23,IND,SG,1,0,4,1,3,0,1,1,2,0.333,0,0,0,0,0,0,0,0,0,0,2,wongis01
Ryan Arcidiacono,29,NYK,PG,20,0,45,0,6,0,6,0,0,0,0,0,0,8,8,4,2,0,2,5,0,arcidry01
Jalen Crutcher,24,NOP,PG,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,crutcja01
Andrew Funk,24,CHI,SG,5,0,13,0,4,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,funkan01
Kaiser Gates,27,NOP,SF,1,0,7,0,4,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,gateska01
Danny Green,36,PHI,SG,2,0,18,0,2,0,1,0,1,0,0,0,0,2,2,1,1,0,0,1,0,greenda02
Dmytro Skapintsev,25,NYK,C,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,skapidm01
