Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlayerID
Patrick Beverley,31,LAC,PG,51,50,1342,147,341,80,206,67,135,0.548,31,47,57,209,266,183,54,25,66,156,405,beverpa01
Jonathan Isaac,22,ORL,PF,34,32,980,156,332,32,94,124,238,0.518,60,77,58,173,231,48,53,78,49,83,404,isaacjo01
Trey Lyles,24,SAS,PF,63,53,1271,153,343,65,168,88,175,0.541,33,45,71,290,361,69,28,28,39,98,404,lylestr01
Nicolò Melli,29,NOP,C,60,8,1042,136,323,69,206,67,117,0.528,54,73,38,142,180,82,34,23,46,124,395,mellini01
Emmanuel Mudiay,23,UTA,PG,54,2,850,151,327,30,87,121,240,0.508,63,83,18,108,126,116,24,10,76,72,395,mudiaem01
Bismack Biyombo,27,CHA,C,53,29,1029,151,278,0,0,151,278,0.543,91,151,120,188,308,50,10,49,48,116,393,biyombi01
Moritz Wagner,22,WAS,C,45,5,835,145,266,25,80,120,186,0.592,78,95,56,163,219,56,28,19,66,152,393,wagnemo01
Georges Niang,26,UTA,PF,66,1,923,141,322,90,225,51,97,0.578,20,24,15,112,127,44,18,5,30,75,392,niangge01
Kyle Anderson,26,MEM,SF,67,28,1330,157,331,24,85,133,246,0.511,52,78,58,227,285,162,54,37,66,111,390,anderky01
Willie Cauley-Stein,26,TOT,C,54,39,1097,175,302,0,1,175,301,0.579,40,66,84,231,315,70,49,61,40,121,390,caulewi01
Lonnie Walker IV,21,SAS,SG,61,12,988,152,357,41,101,111,256,0.483,44,61,23,116,139,68,32,14,44,78,389,walkelo01
Kyle Korver,38,MIL,SF,58,1,960,126,293,99,237,27,56,0.599,35,41,15,107,122,68,26,12,48,78,386,korveky01
Taj Gibson,34,NYK,C,62,56,1025,167,286,4,14,163,272,0.591,41,56,111,156,267,52,27,30,47,122,379,gibsota01
Frank Kaminsky,26,PHX,C,39,13,777,138,307,41,124,97,183,0.516,61,90,35,141,176,75,14,10,37,75,378,kaminfr01
Shake Milton,23,PHI,SG,40,24,805,134,277,58,135,76,142,0.588,51,65,15,73,88,104,20,7,47,92,377,miltosh01
Dwight Powell,28,DAL,C,40,37,1061,146,229,10,39,136,190,0.659,74,111,75,152,227,59,34,22,36,102,376,poweldw01
Kris Dunn,25,CHI,PG,51,32,1269,152,342,29,112,123,230,0.487,40,54,23,163,186,173,101,17,68,158,373,dunnkr01
Jakob Poeltl,24,SAS,C,66,18,1171,166,266,0,0,166,266,0.624,40,86,131,244,375,116,37,95,54,126,372,poeltja01
Frank Jackson,21,NOP,PG,59,2,797,134,331,47,144,87,187,0.476,56,75,22,61,83,61,17,4,49,77,371,jacksfr01
Omari Spellman,22,GSW,C,49,3,886,127,295,43,110,84,185,0.503,73,92,77,142,219,47,33,24,54,63,370,spellom01
Reggie Jackson,29,TOT,PG,31,16,743,134,326,57,145,77,181,0.498,45,54,17,75,92,126,13,5,51,59,370,jacksre01
Timothé Luwawu-Cabarrot,24,BKN,SF,47,2,853,117,269,62,160,55,109,0.55,69,81,29,98,127,29,18,7,37,106,365,luwawti01
Marco Belinelli,33,SAS,SG,57,0,883,123,314,67,178,56,136,0.498,48,58,7,92,99,69,12,1,19,45,361,belinma01
Pat Connaughton,27,MIL,SG,67,4,1243,137,301,55,166,82,135,0.547,31,40,60,224,284,107,25,31,52,70,360,connapa01
Justin Jackson,24,DAL,PF,65,3,1045,135,341,48,163,87,178,0.466,42,50,27,127,154,52,15,10,14,69,360,jacksju01
Robin Lopez,31,MIL,C,66,5,958,147,299,35,105,112,194,0.55,28,53,56,105,161,45,10,45,63,96,357,lopezro01
Frank Ntilikina,21,NYK,PG,57,26,1187,131,333,44,137,87,196,0.459,51,59,23,98,121,172,54,16,71,142,357,ntilila01
Maurice Harkless,26,TOT,PF,62,48,1427,142,283,34,98,108,185,0.562,39,66,55,185,240,68,58,33,53,148,357,harklma01
Alex Caruso,25,LAL,PG,64,2,1175,120,291,40,120,80,171,0.481,69,94,17,106,123,124,70,18,53,98,349,carusal01
Draymond Green,29,GSW,PF,43,43,1222,123,316,36,129,87,187,0.446,63,83,23,243,266,266,59,33,98,110,345,greendr01
Abdel Nader,26,OKC,SF,55,6,867,123,263,48,128,75,135,0.559,51,66,14,86,100,38,23,20,43,78,345,naderab01
Marvin Williams,33,TOT,PF,58,1,1129,119,267,56,156,63,111,0.551,49,57,30,153,183,60,36,30,33,103,343,willima02
Darius Bazley,19,OKC,PF,61,9,1130,125,317,49,141,76,176,0.472,43,62,30,216,246,41,23,41,45,55,342,bazleda01
Rajon Rondo,33,LAL,PG,48,3,984,137,328,41,125,96,203,0.48,27,41,23,119,142,240,40,2,91,58,342,rondora01
Ky Bowman,22,GSW,PG,45,12,1015,134,321,33,107,101,214,0.469,34,41,24,97,121,131,44,10,70,102,335,bowmaky01
Mo Bamba,21,ORL,C,62,0,878,132,286,37,107,95,179,0.526,31,46,100,202,302,42,23,86,42,116,332,bambamo01
Marc Gasol,35,TOR,C,44,43,1161,119,279,57,148,62,131,0.529,36,49,31,244,275,147,34,38,59,124,331,gasolma01
Grayson Allen,24,MEM,SG,38,0,718,117,251,57,141,60,110,0.58,39,45,8,77,85,52,10,2,33,53,330,allengr01
Isaac Bonga,20,WAS,SF,66,49,1250,118,234,25,71,93,163,0.558,69,85,71,151,222,76,45,22,58,156,330,bongais01
Michael Carter-Williams,28,ORL,SG,45,0,833,111,260,22,75,89,185,0.469,79,95,46,101,147,109,49,22,52,87,323,cartemi01
Solomon Hill,28,TOT,PF,59,4,1088,110,278,63,171,47,107,0.509,40,54,29,136,165,104,43,12,51,85,323,hillso01
Damyean Dotson,25,NYK,SG,48,0,836,120,290,59,163,61,127,0.516,22,33,10,81,91,57,23,4,21,44,321,dotsoda01
Jerome Robinson,22,TOT,SG,63,6,979,115,310,49,153,66,157,0.45,40,57,13,116,129,87,28,17,49,112,319,robinje01
Hamidou Diallo,21,OKC,SF,46,3,896,132,296,16,57,116,239,0.473,38,63,44,123,167,36,37,9,51,101,318,diallha01
Harry Giles,21,SAC,C,46,17,667,139,251,0,2,139,249,0.554,38,49,43,145,188,60,22,18,44,119,316,gilesha01
Torrey Craig,29,DEN,SF,58,27,1072,124,269,45,138,79,131,0.545,22,36,63,126,189,47,23,36,25,135,315,craigto01
Meyers Leonard,27,MIA,C,51,49,1034,119,234,53,128,66,106,0.622,18,28,30,230,260,55,14,15,39,107,309,leoname01
Damian Jones,24,ATL,C,55,27,887,121,178,2,9,119,169,0.685,62,84,74,132,206,35,26,40,28,149,306,jonesda03
Matisse Thybulle,22,PHI,SG,65,14,1287,112,265,56,157,56,108,0.528,25,41,44,63,107,79,94,47,51,141,305,thybuma01
Wes Iwundu,25,ORL,SF,52,21,953,97,233,28,82,69,151,0.476,78,97,24,107,131,60,25,13,26,80,300,iwundwe01
Vince Carter,43,ATL,PF,60,0,876,107,304,61,202,46,102,0.452,23,29,18,106,124,48,23,25,33,90,298,cartevi01
Patrick Patterson,30,LAC,PF,59,18,776,95,233,67,172,28,61,0.552,35,43,35,116,151,41,7,3,21,54,292,pattepa01
Boban Marjanović,31,DAL,C,44,5,422,121,211,4,17,117,194,0.583,43,57,66,131,197,20,8,10,30,56,289,marjabo01
Keita Bates-Diop,24,TOT,SF,44,0,744,100,234,34,103,66,131,0.5,54,75,25,102,127,30,19,24,17,43,288,bateske01
Juancho Hernangómez,24,TOT,PF,48,14,833,100,247,44,129,56,118,0.494,44,71,43,154,197,40,19,9,32,64,288,hernaju01
Jevon Carter,24,PHX,PG,58,2,945,101,243,62,146,39,97,0.543,23,27,30,88,118,84,47,17,32,86,287,carteje01
Tony Bradley,22,UTA,C,58,3,663,126,189,3,3,123,186,0.675,30,46,111,156,267,23,14,33,30,115,285,bradlto01
Ian Mahinmi,33,WAS,C,38,35,808,104,210,5,26,99,184,0.507,70,113,78,140,218,49,31,44,45,114,283,mahinia01
Thon Maker,22,DET,C,60,14,776,93,193,22,64,71,129,0.539,73,110,54,113,167,43,25,39,45,102,281,makerth01
Blake Griffin,30,DET,PF,18,18,512,88,250,27,111,61,139,0.406,76,98,17,67,84,59,7,7,40,27,279,griffbl01
Raul Neto,27,PHI,PG,54,3,668,101,222,34,88,67,134,0.532,39,47,11,50,61,95,24,6,47,50,275,netora01
Victor Oladipo,27,IND,SG,19,16,528,97,246,33,104,64,142,0.461,48,59,9,66,75,56,17,4,47,36,275,oladivi01
Tyler Johnson,27,TOT,SG,39,7,709,97,250,38,119,59,131,0.464,42,50,18,58,76,74,16,9,29,58,274,johnsty01
James Johnson,32,TOT,PF,32,1,619,103,215,33,91,70,124,0.556,31,48,25,93,118,74,25,32,48,80,270,johnsja01
Naz Reid,20,MIN,C,30,11,495,100,243,32,97,68,146,0.477,37,53,34,90,124,35,19,22,22,83,269,reidna01
Nickeil Alexander-Walker,21,NOP,SG,47,1,591,98,266,46,133,52,133,0.455,25,37,9,75,84,89,17,8,54,57,267,alexani01
Sterling Brown,24,MIL,SF,52,1,767,95,256,44,136,51,120,0.457,32,40,31,152,183,51,29,7,42,54,266,brownst02
Ryan Arcidiacono,25,CHI,PG,58,4,930,90,220,54,138,36,82,0.532,27,38,20,90,110,96,27,3,37,96,261,arcidry01
Mario Hezonja,24,POR,PF,53,4,871,92,218,24,78,68,140,0.477,48,59,30,154,184,50,36,9,42,107,256,hezonma01
Dewayne Dedmon,30,TOT,C,44,18,774,102,255,22,107,80,148,0.443,30,36,60,189,249,22,25,41,57,133,256,dedmode01
DeAndre' Bembry,25,ATL,SG,43,4,915,104,228,15,65,89,163,0.489,26,48,34,118,152,81,55,19,60,84,249,bembrde01
Denzel Valentine,26,CHI,SF,36,5,488,97,237,46,137,51,100,0.506,6,8,9,65,74,43,26,6,26,51,246,valende01
Luguentz Dort,20,OKC,SF,36,28,820,86,218,30,101,56,117,0.463,42,53,24,57,81,27,31,4,22,97,244,dortlu01
Sekou Doumbouya,19,DET,PF,38,19,754,92,236,28,98,64,138,0.449,31,46,20,98,118,19,20,8,35,80,243,doumbse01
Jahlil Okafor,24,NOP,C,30,9,467,101,162,1,3,100,159,0.627,40,62,48,79,127,37,7,22,38,67,243,okafoja01
Treveon Graham,26,TOT,SF,55,20,929,87,242,33,120,54,122,0.428,36,56,51,99,150,45,24,6,29,102,243,grahatr01
Trey Burke,27,TOT,PG,33,1,520,94,209,32,75,62,134,0.526,23,29,16,34,50,83,16,2,21,33,243,burketr01
Bruno Fernando,21,ATL,C,56,13,713,103,199,5,37,98,162,0.53,29,51,67,131,198,49,18,17,42,107,240,fernabr01
Cody Martin,24,CHA,SF,48,3,903,89,207,18,77,71,130,0.473,42,65,38,120,158,95,39,9,44,78,238,martico01
Grant Williams,21,BOS,PF,69,5,1043,87,211,24,96,63,115,0.469,39,54,59,119,178,68,30,36,50,163,237,willigr01
Semi Ojeleye,25,BOS,PF,69,6,1011,80,196,48,127,32,69,0.531,28,32,26,119,145,37,21,5,19,80,236,ojelese01
Reggie Bullock,28,NYK,SG,29,19,684,90,224,37,111,53,113,0.484,17,21,13,55,68,42,25,3,19,56,234,bullore01
Rodney Hood,27,POR,SF,21,21,619,87,172,35,71,52,101,0.608,21,27,10,62,72,32,17,4,19,46,230,hoodro01
Jordan McLaughlin,23,MIN,PG,30,2,590,87,178,29,76,58,102,0.57,26,39,7,42,49,125,34,4,31,31,229,mclaujo01
Mike Muscala,28,OKC,C,47,2,572,77,189,54,143,23,46,0.55,18,22,16,92,108,40,9,12,17,58,226,muscami01
Dwayne Bacon,24,CHA,SG,39,11,687,85,244,19,67,66,177,0.387,35,53,15,85,100,52,23,2,37,52,224,bacondw01
Quinn Cook,26,LAL,PG,44,1,508,91,214,31,85,60,129,0.498,11,14,11,40,51,49,12,2,33,27,224,cookqu01
J.J. Barea,35,DAL,PG,29,6,450,85,207,32,85,53,122,0.488,20,22,10,43,53,112,5,2,38,27,222,bareajo01
John Henson,29,TOT,C,40,8,600,95,171,8,36,87,135,0.579,23,46,46,116,162,54,24,42,36,78,221,hensojo01
Terrance Ferguson,21,OKC,SF,56,38,1257,78,220,49,168,29,52,0.466,15,20,23,51,74,51,27,17,31,155,220,fergute01
Daniel Gafford,21,CHI,C,43,7,609,94,134,0,0,94,134,0.701,32,60,52,54,106,21,13,56,29,98,220,gaffoda01
Cheick Diallo,23,PHX,C,47,2,479,92,142,1,3,91,139,0.651,34,39,30,101,131,22,11,12,32,55,219,diallch01
Elie Okobo,22,PHX,PG,55,3,719,72,181,25,71,47,110,0.467,50,71,16,74,90,115,24,4,38,54,219,okoboel01
Yogi Ferrell,26,SAC,PG,50,0,530,79,188,24,79,55,109,0.484,36,42,6,43,49,69,18,4,28,38,218,ferreyo01
Chandler Hutchison,23,CHI,SF,28,10,527,80,175,12,38,68,137,0.491,46,78,18,90,108,26,27,7,27,47,218,hutchch01
Luke Kornet,24,CHI,C,36,14,559,82,187,31,108,51,79,0.521,20,28,22,62,84,32,11,26,14,54,215,kornelu01
Rodions Kurucs,21,BKN,PF,47,9,684,79,177,33,90,46,87,0.54,24,38,25,112,137,51,25,5,46,90,215,kurucro01
Khem Birch,27,ORL,C,48,24,922,73,143,0,1,73,142,0.51,66,101,91,129,220,50,20,23,31,91,212,birchkh01
Jake Layman,25,MIN,SF,23,2,505,81,179,24,72,57,107,0.52,24,32,17,40,57,15,17,10,24,47,210,laymaja01
Shaquille Harrison,26,CHI,SG,43,10,484,77,165,16,42,61,123,0.515,39,50,22,64,86,49,34,19,19,55,209,harrish01
Brandon Goodwin,24,ATL,PG,34,1,430,76,190,26,87,50,103,0.468,28,30,11,61,72,51,12,4,29,43,206,goodwbr01
Wilson Chandler,32,BKN,PF,35,3,734,74,183,37,121,37,62,0.505,20,23,11,134,145,39,16,12,34,79,205,chandwi01
Matt Thomas,25,TOR,SG,41,1,440,73,150,47,99,26,51,0.643,9,12,9,52,61,22,10,1,16,38,202,thomama02
Troy Daniels,28,TOT,SG,47,0,532,72,186,46,132,26,54,0.511,10,16,12,40,52,17,11,3,12,37,200,danietr01
Anthony Tolliver,34,TOT,PF,55,13,872,65,182,49,145,16,37,0.492,21,29,34,120,154,42,19,11,34,74,200,tollian01
Josh Jackson,22,MEM,SF,22,0,381,70,159,23,72,47,87,0.513,35,50,11,55,66,35,18,9,28,40,198,jacksjo02
Kelan Martin,24,MIN,SF,31,4,495,71,181,25,96,46,85,0.461,30,31,12,84,96,23,7,9,20,51,197,martike03
Džanan Musa,20,BKN,SF,40,0,487,64,172,19,78,45,94,0.427,45,60,21,65,86,43,15,1,36,30,192,musadz01
Willy Hernangómez,25,CHA,C,31,0,375,74,139,5,22,69,117,0.55,37,59,43,91,134,29,10,7,30,32,190,hernawi01
Skal Labissière,23,POR,C,33,1,567,81,147,3,13,78,134,0.561,25,33,65,104,169,42,7,31,30,89,190,labissk01
Rodney McGruder,28,LAC,SG,56,4,871,72,181,24,89,48,92,0.464,19,34,29,122,151,36,26,8,24,74,187,mcgruro01
Dennis Smith Jr.,22,NYK,PG,34,3,537,72,211,16,54,56,157,0.379,27,53,21,57,78,98,28,8,58,65,187,smithde03
Marvin Bagley III,20,SAC,C,13,6,334,78,167,4,22,74,145,0.479,25,31,29,68,97,10,6,12,18,43,185,baglema01
Wayne Ellington,32,NYK,SG,36,1,558,61,174,50,143,11,31,0.494,11,13,4,61,65,44,13,4,18,41,183,ellinwa01
Brandon Knight,28,TOT,SG,25,3,462,59,167,45,131,14,36,0.488,20,34,4,37,41,69,10,3,38,40,183,knighbr03
Alfonzo McKinnie,27,CLE,SF,40,1,593,73,171,14,65,59,106,0.468,22,31,37,76,113,14,23,8,26,72,182,mckinal01
Matthew Dellavedova,29,CLE,PG,57,4,821,62,175,21,91,41,84,0.414,32,37,18,57,75,180,20,2,59,78,177,dellama01
Marko Gudurić,24,MEM,SG,44,0,484,62,157,25,83,37,74,0.475,24,26,14,59,73,45,12,8,36,34,173,gudurma01
Goga Bitadze,20,IND,C,54,2,471,70,150,8,42,62,108,0.493,24,33,25,81,106,23,10,37,28,65,172,bitadgo01
Nassir Little,19,POR,PF,48,5,573,65,151,14,59,51,92,0.477,28,44,31,77,108,22,13,14,15,72,172,littlna01
Allen Crabbe,27,TOT,SF,37,1,653,63,177,36,119,27,58,0.458,10,14,11,66,77,33,15,4,17,47,172,crabbal01
Patrick McCaw,24,TOR,SF,37,12,908,67,162,23,71,44,91,0.485,13,18,19,67,86,79,39,4,29,60,170,mccawpa01
PJ Dozier,23,DEN,SG,29,0,412,65,157,17,49,48,108,0.468,21,29,10,45,55,63,14,6,27,45,168,doziepj01
Otto Porter Jr.,26,CHI,SF,14,9,331,62,140,24,62,38,78,0.529,19,27,13,35,48,25,15,6,11,31,167,porteot01
Javonte Green,26,BOS,SG,48,2,468,63,126,9,33,54,93,0.536,28,42,24,69,93,26,24,8,23,43,163,greenja02
Chris Clemons,22,HOU,SG,33,0,291,57,142,37,107,20,35,0.532,10,11,4,26,30,27,9,6,19,26,161,clemoch01
Danté Exum,24,TOT,SG,35,1,485,56,119,15,43,41,76,0.534,32,43,12,55,67,40,13,8,31,38,159,exumda01
Anžejs Pasečņiks,24,WAS,C,27,0,437,61,116,0,3,61,113,0.526,34,58,42,65,107,18,9,12,24,75,156,pasecan01
JaKarr Sampson,26,IND,PF,34,12,471,68,115,2,13,66,102,0.6,18,27,20,68,88,21,16,12,15,64,156,sampsja02
Gary Clark,25,TOT,PF,42,5,567,54,133,39,111,15,22,0.553,9,10,37,73,110,17,6,22,10,46,156,clarkga01
Allonzo Trier,24,NYK,SG,24,1,291,51,106,19,53,32,53,0.571,34,43,6,23,29,28,3,4,22,29,155,trieral01
Keldon Johnson,20,SAS,SF,17,1,301,53,89,13,22,40,67,0.669,35,44,10,47,57,15,14,2,13,28,154,johnske04
Edmond Sumner,24,IND,SG,31,3,447,61,142,14,53,47,89,0.479,16,29,11,35,46,55,15,9,22,44,152,sumneed01
Robert Williams,22,BOS,C,29,1,388,64,88,0,0,64,88,0.727,22,34,40,88,128,27,22,35,21,51,150,williro04
Chris Chiozza,24,TOT,PG,28,2,401,55,140,27,72,28,68,0.489,5,5,9,44,53,83,21,4,32,37,142,chiozch01
Jusuf Nurkić,25,POR,C,8,8,253,54,109,2,10,52,99,0.505,31,35,23,59,82,32,11,16,19,39,141,nurkiju01
Kenrich Williams,25,NOP,PF,39,18,832,51,147,25,97,26,50,0.432,9,26,51,135,186,57,27,21,22,88,136,willike04
Chris Silva,23,MIA,PF,44,0,346,48,78,0,3,48,75,0.615,37,55,60,66,126,23,9,21,32,85,133,silvach01
D.J. Wilson,23,MIL,PF,37,1,363,52,132,18,73,34,59,0.462,11,18,12,80,92,25,3,5,19,33,133,wilsodj01
Noah Vonleh,24,TOT,C,36,1,377,52,92,3,15,49,77,0.582,25,32,37,87,124,28,11,6,21,40,132,vonleno01
Jacob Evans,22,TOT,SG,29,1,418,45,134,13,39,32,95,0.384,25,29,9,32,41,31,11,12,25,41,128,evansja02
Justise Winslow,23,MIA,SG,11,5,352,50,129,6,27,44,102,0.411,18,27,16,57,73,44,7,5,24,38,124,winslju01
Carsen Edwards,21,BOS,SG,37,0,351,42,128,24,76,18,52,0.422,13,19,6,41,47,24,12,4,15,34,121,edwarca01
Theo Pinson,24,BKN,SG,33,0,365,45,155,15,80,30,75,0.339,15,16,10,44,54,56,17,4,33,35,120,pinsoth01
Gary Payton II,27,WAS,SF,29,17,432,48,116,13,46,35,70,0.47,4,8,26,54,80,48,33,7,20,54,113,paytoga02
Caleb Martin,24,CHA,SF,18,1,317,37,84,20,37,17,47,0.56,17,21,10,28,38,23,12,7,15,32,111,martica02
Dion Waiters,28,TOT,SG,10,0,207,41,99,15,47,26,52,0.49,14,17,2,22,24,20,4,6,16,21,111,waitedi01
Drew Eubanks,22,SAS,C,22,3,272,43,67,1,1,42,66,0.649,20,26,28,57,85,15,5,17,21,37,107,eubandr01
Isaiah Hartenstein,21,HOU,C,23,2,266,44,67,0,5,44,62,0.657,19,28,29,61,90,18,9,12,16,41,107,harteis01
Courtney Lee,34,DAL,SG,24,9,345,40,82,21,47,19,35,0.616,6,7,7,25,32,12,18,6,11,33,107,leeco01
Dragan Bender,22,TOT,C,16,3,286,41,92,15,43,26,49,0.527,10,14,16,57,73,28,4,9,21,42,107,bendedr01
Deonte Burton,26,OKC,SF,39,0,356,43,125,10,53,33,72,0.384,8,14,7,50,57,17,7,10,19,34,104,burtode02
Stephen Curry,31,GSW,PG,5,5,139,33,82,12,49,21,33,0.476,26,26,4,22,26,33,5,2,16,11,104,curryst01
David Nwaba,27,BKN,SF,20,0,268,37,71,12,28,25,43,0.606,18,27,8,37,45,8,11,12,8,32,104,nwabada01
Ty Jerome,22,PHX,SG,31,0,328,38,113,14,50,24,63,0.398,12,16,7,39,46,44,15,3,18,29,102,jeromty01
Kyle O'Quinn,29,PHI,C,29,2,313,42,85,7,27,35,58,0.535,11,20,34,82,116,51,7,24,20,37,102,oquinky01
Terance Mann,23,LAC,SF,41,6,362,37,79,7,20,30,59,0.513,18,27,10,45,55,53,11,5,18,46,99,mannte01
Admiral Schofield,22,WAS,PF,33,2,368,35,92,19,61,16,31,0.484,10,15,7,40,47,15,8,4,7,50,99,schofad01
Garrison Mathews,23,WAS,SG,18,0,227,24,56,19,46,5,10,0.598,31,34,6,18,24,10,8,1,8,32,98,mathega01
Tim Frazier,29,DET,PG,27,11,355,34,94,10,30,24,64,0.415,19,24,9,24,33,93,14,4,36,42,97,fraziti01
Andre Iguodala,36,MIA,SF,21,0,418,38,88,14,47,24,41,0.511,6,15,17,61,78,51,14,21,26,35,96,iguodan01
Ante Žižić,23,CLE,C,22,0,221,41,72,0,0,41,72,0.569,14,19,18,48,66,6,7,5,10,27,96,zizican01
Jordan Bell,25,TOT,C,29,0,256,35,67,4,12,31,55,0.552,19,31,30,51,81,16,3,10,21,19,93,belljo01
Thabo Sefolosha,35,HOU,PF,41,0,436,37,91,15,54,22,37,0.489,3,8,21,72,93,25,24,12,15,43,92,sefolth01
Bruno Caboclo,24,TOT,C,30,0,244,38,89,6,33,32,56,0.461,8,9,23,37,60,12,15,17,13,31,90,cabocbr01
Justin James,23,SAC,SF,36,0,232,35,84,9,29,26,55,0.47,10,21,6,26,32,18,6,9,8,17,89,jamesju01
Jalen McDaniels,22,CHA,SF,16,0,293,33,70,9,24,24,46,0.536,14,17,15,50,65,13,8,3,11,36,89,mcdanja01
Cameron Payne,25,PHX,SG,8,0,183,33,68,15,29,18,39,0.596,6,7,4,27,31,24,8,2,11,20,87,payneca01
DeMarre Carroll,33,TOT,C,24,0,290,25,66,8,33,17,33,0.439,29,42,12,43,55,25,8,5,17,32,87,carrode01
Cristiano Felício,27,CHI,C,22,0,386,34,54,0,2,34,52,0.63,18,23,55,47,102,16,10,2,18,34,86,feliccr01
T.J. Leaf,22,IND,PF,28,1,222,36,86,5,18,31,68,0.448,7,16,23,48,71,9,10,4,8,22,84,leaftj01
Nicolas Batum,31,CHA,SF,22,3,505,28,81,14,49,14,32,0.432,9,10,25,75,100,66,17,8,22,41,79,batumni01
Romeo Langford,20,BOS,SG,32,2,370,28,80,5,27,23,53,0.381,18,25,15,26,41,13,8,8,11,33,79,langfro01
Al-Farouq Aminu,29,ORL,PF,18,2,380,25,86,9,36,16,50,0.343,19,29,24,63,87,21,18,8,17,27,78,aminual01
Zach Collins,22,POR,PF,11,11,290,32,68,7,19,25,49,0.522,6,8,25,44,69,16,5,5,14,36,77,colliza01
Mychal Mulder,25,GSW,SF,7,3,204,26,67,16,52,10,15,0.507,9,12,3,20,23,8,2,1,5,20,77,muldemy01
Ryan Broekhoff,29,DAL,SF,17,1,180,22,59,20,51,2,8,0.542,7,8,5,38,43,11,5,4,6,15,71,broekry01
Juan Toscano-Anderson,26,GSW,SG,13,6,272,29,63,8,23,21,40,0.524,3,5,9,43,52,26,13,5,16,30,69,toscaju01
Jared Dudley,34,LAL,PF,45,1,364,24,60,18,42,6,18,0.55,2,2,6,46,52,28,15,3,8,41,68,dudleja01
Kevon Looney,23,GSW,C,20,4,262,29,79,1,14,28,65,0.373,9,12,28,38,66,20,12,6,12,34,68,looneke01
Nic Claxton,20,BKN,C,15,0,187,27,48,1,7,26,41,0.573,11,21,19,25,44,16,1,8,9,14,66,claxtni01
Caleb Swanigan,22,TOT,PF,27,1,288,28,47,0,2,28,45,0.596,9,17,27,73,100,31,3,7,37,62,65,swanica01
Jeremiah Martin,23,BKN,PG,9,0,99,24,53,5,18,19,35,0.5,11,14,1,9,10,18,7,2,4,7,64,martije02
C.J. Miles,32,WAS,SF,10,0,161,19,59,11,35,8,24,0.415,15,20,4,8,12,12,10,4,4,14,64,milescj01
Wenyen Gabriel,22,TOT,PF,30,1,235,21,48,6,20,15,28,0.5,15,22,21,31,52,8,11,7,16,39,63,gabriwe01
Frank Mason III,25,MIL,PG,9,0,118,23,51,6,21,17,30,0.51,10,17,5,14,19,29,5,1,11,11,62,masonfr01
Rayjon Tucker,22,UTA,SG,20,0,161,20,43,3,17,17,26,0.5,19,23,3,17,20,5,1,1,8,10,62,tuckera01
Evan Turner,31,ATL,SG,19,0,251,25,67,0,5,25,62,0.373,12,14,8,30,38,38,9,8,26,20,62,turneev01
Stanley Johnson,23,TOR,PF,25,0,150,22,59,7,24,15,35,0.432,9,16,7,30,37,20,6,4,15,16,60,johnsst04
Michael Kidd-Gilchrist,26,TOT,PF,25,0,281,22,66,5,20,17,46,0.371,11,14,14,53,67,14,2,6,16,37,60,kiddgmi01
Alen Smailagić,19,GSW,C,14,0,139,20,40,3,13,17,27,0.538,16,19,10,17,27,13,3,4,11,14,59,smailal01
Amir Coffey,22,LAC,SG,18,1,159,23,54,6,19,17,35,0.481,6,11,4,12,16,14,5,2,8,20,58,coffeam01
Chimezie Metu,22,SAS,C,18,0,105,24,42,0,2,24,40,0.571,10,13,12,21,33,10,3,6,10,7,58,metuch01
Jaylen Nowell,20,MIN,SG,15,0,151,19,53,3,26,16,27,0.387,16,17,3,10,13,19,3,1,3,11,57,nowelja01
Norvel Pelle,26,PHI,C,24,0,232,25,48,0,1,25,47,0.521,7,14,20,52,72,8,3,31,18,55,57,pelleno01
Thanasis Antetokounmpo,27,MIL,SF,20,2,129,24,48,0,10,24,38,0.5,7,17,12,12,24,15,7,2,12,18,55,antetth01
John Konchar,23,MEM,SG,19,0,181,24,37,5,10,19,27,0.716,1,2,18,29,47,22,7,3,7,7,54,konchjo01
Iman Shumpert,29,BKN,SF,13,0,241,21,64,8,33,13,31,0.391,4,7,9,25,34,12,12,2,10,21,54,shumpim01
Derrick Walton,24,TOT,PG,26,1,248,18,39,10,24,8,15,0.59,7,9,2,14,16,27,7,0,5,21,53,waltode01
Ed Davis,30,UTA,C,28,1,303,22,46,0,0,22,46,0.478,7,14,35,70,105,12,11,9,13,61,51,davised01
Kadeem Allen,27,NYK,PG,10,0,117,19,44,5,16,14,28,0.489,7,11,2,7,9,21,5,2,8,7,50,allenka01
DaQuan Jeffries,22,SAC,SG,13,0,141,20,40,5,18,15,22,0.563,5,6,3,15,18,7,4,1,2,19,50,jeffrda01
Johnathan Williams,24,WAS,PF,15,6,180,19,34,0,2,19,32,0.559,7,13,24,40,64,8,1,8,5,16,45,willijo04
Mfiondu Kabengele,22,LAC,C,12,0,64,14,32,9,20,5,12,0.578,5,5,1,10,11,2,2,2,2,9,42,kabenmf01
Vincent Poirier,26,BOS,C,22,0,130,17,36,1,2,16,34,0.486,6,7,13,30,43,8,2,9,8,25,41,poirivi01
Bol Bol,20,DEN,PF,7,0,87,14,28,4,9,10,19,0.571,8,10,5,14,19,6,2,6,10,11,40,bolbo01
