Player,Age,Team,Pos,G,GS,MP,TRB,AST,PTS,PlayerID
Damian Jones,24,ATL,C,55,27,16.1,3.7,0.6,5.6,jonesda03
Jalen McDaniels,22,CHA,SF,16,0,18.3,4.1,0.8,5.6,mcdanja01
Jakob Poeltl,24,SAS,C,66,18,17.7,5.7,1.8,5.6,poeltja01
John Henson,29,TOT,C,40,8,15,4.1,1.4,5.5,hensojo01
Solomon Hill,28,TOT,PF,59,4,18.4,2.8,1.8,5.5,hillso01
Alex Caruso,25,LAL,PG,64,2,18.4,1.9,1.9,5.5,carusal01
Justin Jackson,24,DAL,PF,65,3,16.1,2.4,0.8,5.5,jacksju01
Dennis Smith Jr.,22,NYK,PG,34,3,15.8,2.3,2.9,5.5,smithde03
Mo Bamba,21,ORL,C,62,0,14.2,4.9,0.7,5.4,bambamo01
Pat Connaughton,27,MIL,SG,67,4,18.6,4.2,1.6,5.4,connapa01
Torrey Craig,29,DEN,SF,58,27,18.5,3.3,0.8,5.4,craigto01
Robin Lopez,31,MIL,C,66,5,14.5,2.4,0.7,5.4,lopezro01
Garrison Mathews,23,WAS,SG,18,0,12.6,1.3,0.6,5.4,mathega01
Luka Šamanić,20,SAS,PF,3,1,16,3.3,2,5.3,samanlu01
Juan Toscano-Anderson,26,GSW,SG,13,6,20.9,4,2,5.3,toscaju01
David Nwaba,27,BKN,SF,20,0,13.4,2.3,0.4,5.2,nwabada01
Robert Williams,22,BOS,C,29,1,13.4,4.4,0.9,5.2,williro04
Jerome Robinson,22,TOT,SG,63,6,15.5,2,1.4,5.1,robinje01
Chris Chiozza,24,TOT,PG,28,2,14.3,1.9,3,5.1,chiozch01
Sterling Brown,24,MIL,SF,52,1,14.8,3.5,1,5.1,brownst02
Quinn Cook,26,LAL,PG,44,1,11.5,1.2,1.1,5.1,cookqu01
Wayne Ellington,32,NYK,SG,36,1,15.5,1.8,1.2,5.1,ellinwa01
Daniel Gafford,21,CHI,C,43,7,14.2,2.5,0.5,5.1,gaffoda01
Raul Neto,27,PHI,PG,54,3,12.4,1.1,1.8,5.1,netora01
Kadeem Allen,27,NYK,PG,10,0,11.7,0.9,2.1,5,allenka01
Isaac Bonga,20,WAS,SF,66,49,18.9,3.4,1.2,5,bongais01
Vince Carter,43,ATL,PF,60,0,14.6,2.1,0.8,5,cartevi01
Jamal Crawford,39,BKN,SG,1,0,6,0,3,5,crawfja01
Cody Martin,24,CHA,SF,48,3,18.8,3.3,2,5,martico01
Tony Bradley,22,UTA,C,58,3,11.4,4.6,0.4,4.9,bradlto01
Jevon Carter,24,PHX,PG,58,2,16.3,2,1.4,4.9,carteje01
Chris Clemons,22,HOU,SG,33,0,8.8,0.9,0.8,4.9,clemoch01
Drew Eubanks,22,SAS,C,22,3,12.4,3.9,0.7,4.9,eubandr01
Shaquille Harrison,26,CHI,SG,43,10,11.3,2,1.1,4.9,harrish01
Patrick Patterson,30,LAC,PF,59,18,13.2,2.6,0.7,4.9,pattepa01
Edmond Sumner,24,IND,SG,31,3,14.4,1.5,1.8,4.9,sumneed01
Matt Thomas,25,TOR,SG,41,1,10.7,1.5,0.5,4.9,thomama02
Mario Hezonja,24,POR,PF,53,4,16.4,3.5,0.9,4.8,hezonma01
Džanan Musa,20,BKN,SF,40,0,12.2,2.2,1.1,4.8,musadz01
Mike Muscala,28,OKC,C,47,2,12.2,2.3,0.9,4.8,muscami01
Justin Wright-Foreman,22,UTA,PG,4,0,11.3,1.3,1.8,4.8,wrighju02
Cheick Diallo,23,PHX,C,47,2,10.2,2.8,0.5,4.7,diallch01
Isaiah Hartenstein,21,HOU,C,23,2,11.6,3.9,0.8,4.7,harteis01
Thon Maker,22,DET,C,60,14,12.9,2.8,0.7,4.7,makerth01
Matisse Thybulle,22,PHI,SG,65,14,19.8,1.6,1.2,4.7,thybuma01
Allen Crabbe,27,TOT,SF,37,1,17.6,2.1,0.9,4.6,crabbal01
Andre Iguodala,36,MIA,SF,21,0,19.9,3.7,2.4,4.6,iguodan01
Rodions Kurucs,21,BKN,PF,47,9,14.6,2.9,1.1,4.6,kurucro01
Patrick McCaw,24,TOR,SF,37,12,24.5,2.3,2.1,4.6,mccawpa01
Alfonzo McKinnie,27,CLE,SF,40,1,14.8,2.8,0.4,4.6,mckinal01
JaKarr Sampson,26,IND,PF,34,12,13.9,2.6,0.6,4.6,sampsja02
Danté Exum,24,TOT,SG,35,1,13.9,1.9,1.1,4.5,exumda01
Ryan Arcidiacono,25,CHI,PG,58,4,16,1.9,1.7,4.5,arcidry01
Jerian Grant,27,WAS,SG,6,0,13.3,1,1.5,4.5,grantje02
Courtney Lee,34,DAL,SG,24,9,14.4,1.3,0.5,4.5,leeco01
Treveon Graham,26,TOT,SF,55,20,16.9,2.7,0.8,4.4,grahatr01
Jacob Evans,22,TOT,SG,29,1,14.4,1.4,1.1,4.4,evansja02
Khem Birch,27,ORL,C,48,24,19.2,4.6,1,4.4,birchkh01
Nic Claxton,20,BKN,C,15,0,12.5,2.9,1.1,4.4,claxtni01
Yogi Ferrell,26,SAC,PG,50,0,10.6,1,1.4,4.4,ferreyo01
Ante Žižić,23,CLE,C,22,0,10,3,0.3,4.4,zizican01
Donta Hall,22,TOT,PF,9,0,14.8,4.2,0.4,4.3,halldo01
Al-Farouq Aminu,29,ORL,PF,18,2,21.1,4.8,1.2,4.3,aminual01
Troy Daniels,28,TOT,SG,47,0,11.3,1.1,0.4,4.3,danietr01
Bruno Fernando,21,ATL,C,56,13,12.7,3.5,0.9,4.3,fernabr01
Ryan Broekhoff,29,DAL,SF,17,1,10.6,2.5,0.6,4.2,broekry01
Iman Shumpert,29,BKN,SF,13,0,18.5,2.6,0.9,4.2,shumpim01
Alen Smailagić,19,GSW,C,14,0,9.9,1.9,0.9,4.2,smailal01
Elie Okobo,22,PHX,PG,55,3,13.1,1.6,2.1,4,okoboel01
Cristiano Felício,27,CHI,C,22,0,17.5,4.6,0.7,3.9,feliccr01
Terrance Ferguson,21,OKC,SF,56,38,22.4,1.3,0.9,3.9,fergute01
Marko Gudurić,24,MEM,SG,44,0,11,1.7,1,3.9,gudurma01
Gary Payton II,27,WAS,SF,29,17,14.9,2.8,1.7,3.9,paytoga02
DaQuan Jeffries,22,SAC,SG,13,0,10.8,1.4,0.5,3.8,jeffrda01
Jaylen Nowell,20,MIN,SG,15,0,10.1,0.9,1.3,3.8,nowelja01
Noah Vonleh,24,TOT,C,36,1,10.5,3.4,0.8,3.7,vonleno01
Gary Clark,25,TOT,PF,42,5,13.5,2.6,0.4,3.7,clarkga01
DeMarre Carroll,33,TOT,C,24,0,12.1,2.3,1,3.6,carrode01
Anthony Tolliver,34,TOT,PF,55,13,15.9,2.8,0.8,3.6,tollian01
Nicolas Batum,31,CHA,SF,22,3,23,4.5,3,3.6,batumni01
Tim Frazier,29,DET,PG,27,11,13.1,1.2,3.4,3.6,fraziti01
Nassir Little,19,POR,PF,48,5,11.9,2.3,0.5,3.6,littlna01
Theo Pinson,24,BKN,SG,33,0,11.1,1.6,1.7,3.6,pinsoth01
Tremont Waters,22,BOS,PG,11,1,10.8,1.1,1.5,3.6,watertr01
D.J. Wilson,23,MIL,PF,37,1,9.8,2.5,0.7,3.6,wilsodj01
Mfiondu Kabengele,22,LAC,C,12,0,5.3,0.9,0.2,3.5,kabenmf01
Kyle O'Quinn,29,PHI,C,29,2,10.8,4,1.8,3.5,oquinky01
Miye Oni,22,UTA,SF,10,1,10.9,1.7,0.4,3.5,onimi01
Kenrich Williams,25,NOP,PF,39,18,21.3,4.8,1.5,3.5,willike04
Javonte Green,26,BOS,SG,48,2,9.8,1.9,0.5,3.4,greenja02
Kevon Looney,23,GSW,C,20,4,13.1,3.3,1,3.4,looneke01
Semi Ojeleye,25,BOS,PF,69,6,14.7,2.1,0.5,3.4,ojelese01
Lance Thomas,31,BKN,PF,7,4,14,1.9,0.9,3.4,thomala01
Grant Williams,21,BOS,PF,69,5,15.1,2.6,1,3.4,willigr01
Carsen Edwards,21,BOS,SG,37,0,9.5,1.3,0.6,3.3,edwarca01
Tacko Fall,24,BOS,C,7,0,4.7,2.1,0.1,3.3,fallta01
Ty Jerome,22,PHX,SG,31,0,10.6,1.5,1.4,3.3,jeromty01
Rodney McGruder,28,LAC,SG,56,4,15.6,2.7,0.6,3.3,mcgruro01
Evan Turner,31,ATL,SG,19,0,13.2,2,2,3.3,turneev01
Jordan Bell,25,TOT,C,29,0,8.8,2.8,0.6,3.2,belljo01
Goga Bitadze,20,IND,C,54,2,8.7,2,0.4,3.2,bitadgo01
Amir Coffey,22,LAC,SG,18,1,8.8,0.9,0.8,3.2,coffeam01
Chimezie Metu,22,SAS,C,18,0,5.8,1.8,0.6,3.2,metuch01
Paul Watson,25,TOT,SF,10,0,8.7,1.7,0.8,3.1,watsopa01
Matthew Dellavedova,29,CLE,PG,57,4,14.4,1.3,3.2,3.1,dellama01
Rayjon Tucker,22,UTA,SG,20,0,8.1,1,0.3,3.1,tuckera01
Bruno Caboclo,24,TOT,C,30,0,8.1,2,0.4,3,cabocbr01
Zylan Cheatham,24,NOP,PF,4,0,12.8,2.3,0.8,3,cheatzy01
Udonis Haslem,39,MIA,C,4,1,11,4,0.3,3,hasleud01
B.J. Johnson,24,ORL,SF,10,0,8.3,1.5,0.3,3,johnsbj01
T.J. Leaf,22,IND,PF,28,1,7.9,2.5,0.3,3,leaftj01
Admiral Schofield,22,WAS,PF,33,2,11.2,1.4,0.5,3,schofad01
Chris Silva,23,MIA,PF,44,0,7.9,2.9,0.5,3,silvach01
Johnathan Williams,24,WAS,PF,15,6,12,4.3,0.5,3,willijo04
Jaylen Hoard,20,POR,PF,13,0,7.9,2.5,0.3,2.9,hoardja01
Adam Mokoka,21,CHI,SF,11,0,10.2,0.9,0.4,2.9,mokokad01
Andre Roberson,28,OKC,SF,7,0,12.4,3.9,0.6,2.9,roberan03
Tyrone Wallace,25,ATL,SG,14,0,11.4,1.6,0.9,2.9,wallaty01
Justin Anderson,26,BKN,SG,10,1,10.7,2.1,0.8,2.8,anderju01
Thanasis Antetokounmpo,27,MIL,SF,20,2,6.5,1.2,0.8,2.8,antetth01
John Konchar,23,MEM,SG,19,0,9.5,2.5,1.2,2.8,konchjo01
Naz Mitrou-Long,26,IND,SG,5,0,9.4,1.4,1.6,2.8,mitrona01
Joakim Noah,34,LAC,C,5,0,10,3.2,1.4,2.8,noahjo01
Chandler Parsons,31,ATL,PF,5,0,10.8,1.4,0.6,2.8,parsoch01
Marial Shayok,24,PHI,SG,4,0,7,1.8,0.3,2.8,shayoma01
J.R. Smith,34,LAL,SG,6,0,13.2,0.8,0.5,2.8,smithjr01
Jarrod Uthoff,26,TOT,PF,7,0,7.6,0.9,0,2.7,uthofja01
Jarrell Brantley,23,UTA,PF,9,0,10.7,2.2,1.2,2.7,brantja01
Deonte Burton,26,OKC,SF,39,0,9.1,1.5,0.4,2.7,burtode02
Ryan Anderson,31,HOU,C,2,0,7,3.5,1,2.5,anderry01
Justin James,23,SAC,SF,36,0,6.4,0.9,0.5,2.5,jamesju01
Romeo Langford,20,BOS,SG,32,2,11.6,1.3,0.4,2.5,langfro01
Max Strus,23,CHI,SF,2,0,3,0.5,0,2.5,strusma01
Michael Kidd-Gilchrist,26,TOT,PF,25,0,11.2,2.7,0.6,2.4,kiddgmi01
Caleb Swanigan,22,TOT,PF,27,1,10.7,3.7,1.1,2.4,swanica01
Stanley Johnson,23,TOR,PF,25,0,6,1.5,0.8,2.4,johnsst04
Terance Mann,23,LAC,SF,41,6,8.8,1.3,1.3,2.4,mannte01
Norvel Pelle,26,PHI,C,24,0,9.7,3,0.3,2.4,pelleno01
Gabe Vincent,23,MIA,PG,9,0,9.2,0.6,0.7,2.4,vincega01
Dewan Hernandez,23,TOR,C,6,0,4.7,2.3,0.5,2.3,hernade01
Shamorie Ponds,21,TOR,PG,4,0,2.8,0.3,0.5,2.3,pondssh01
Johnathan Motley,24,LAC,PF,13,0,3.2,0.8,0.6,2.2,motlejo01
Thabo Sefolosha,35,HOU,PF,41,0,10.6,2.3,0.6,2.2,sefolth01
Wenyen Gabriel,22,TOT,PF,30,1,7.8,1.7,0.3,2.1,gabriwe01
Melvin Frazier,23,ORL,SG,19,0,6.6,0.5,0.2,2.1,frazime01
Michael Frazier,25,HOU,SG,13,0,11.2,0.8,0.2,2.1,frazimi01
Khyri Thomas,23,DET,SG,8,0,7.6,0.1,0.4,2.1,thomakh01
Zach Norvell,22,TOT,SG,5,0,8.2,1.2,0.6,2,norveza01
Derrick Walton,24,TOT,PG,26,1,9.5,0.6,1,2,waltode01
Charlie Brown Jr.,22,ATL,SG,10,0,4,0.4,0.2,2,brownch02
Alize Johnson,23,IND,PF,17,1,6.9,2.8,0.4,2,johnsal02
Louis King,20,DET,SF,10,0,6.2,1,0.5,2,kinglo02
Jalen Lecque,19,PHX,SG,5,0,6.4,0.4,0.4,2,lecquja01
Malik Newman,22,CLE,SG,1,0,4,0,0,2,newmama01
Josh Reaves,22,DAL,SF,4,0,7,0.8,0.8,2,reavejo02
Yuta Watanabe,25,MEM,SF,18,0,5.8,1.1,0.3,2,watanyu01
Ignas Brazdeikis,21,NYK,SF,9,0,5.9,0.6,0.4,1.9,brazdig01
Oshae Brissett,21,TOR,SF,19,0,7.1,1.4,0.4,1.9,brissos01
Vic Law,24,ORL,PF,8,0,7.8,1.4,0.4,1.9,lawvi01
Vincent Poirier,26,BOS,C,22,0,5.9,2,0.4,1.9,poirivi01
Tyler Cook,22,TOT,PF,13,0,4.2,1.1,0.1,1.8,cookty01
Ed Davis,30,UTA,C,28,1,10.8,3.8,0.4,1.8,davised01
Devon Hall,24,OKC,PG,11,0,7.4,0.6,1.2,1.8,hallde01
Justin Patton,22,OKC,C,5,0,4.8,1,0.4,1.8,pattoju01
Kevin Hervey,23,OKC,PF,10,0,5.2,1.2,0.5,1.7,herveke01
Luc Mbah a Moute,33,HOU,PF,3,0,8.3,0.7,0,1.7,mbahalu01
Juwan Morgan,22,UTA,PF,21,0,6.4,1.4,0.3,1.7,morgaju01
Chasson Randle,26,GSW,PG,3,0,13.3,0.7,1.7,1.7,randlch01
Dean Wade,23,CLE,PF,12,0,5.9,1.6,0.2,1.7,wadede01
Jared Dudley,34,LAL,PF,45,1,8.1,1.2,0.6,1.5,dudleja01
Josh Magette,30,ORL,PG,8,0,4.8,0.8,0.6,1.5,magetjo01
Jonah Bolden,24,TOT,C,7,0,6.7,1.3,0,1.4,boldejo01
Kostas Antetokounmpo,22,LAL,PF,5,0,4,0.6,0.4,1.4,antetko01
KZ Okpala,20,MIA,PF,5,0,5.2,1,0.2,1.4,okpalkz01
Justin Robinson,22,WAS,PG,9,0,5.4,0.6,0.8,1.4,robinju01
Nigel Williams-Goss,25,UTA,PG,10,0,5,0.6,0.6,1.4,willini01
Tyson Chandler,37,HOU,C,26,5,8.4,2.5,0.2,1.3,chandty01
Kyle Guy,22,SAC,SG,3,0,3.3,0.3,0.3,1.3,guyky01
Malcolm Miller,26,TOR,SF,28,1,5.8,0.6,0.4,1.3,millema01
Tariq Owens,24,PHX,PF,3,0,5,1,0,1.3,owensta01
Jordan Bone,22,DET,PG,10,0,5.3,0.4,0.8,1.2,bonejo01
Moses Brown,20,POR,C,9,0,3.7,1.6,0.1,1.2,brownmo01
Vlatko Čančar,22,DEN,PF,14,0,3.2,0.7,0.2,1.2,cancavl01
Zhaire Smith,20,PHI,SF,7,0,4.6,0.3,0.3,1.1,smithzh01
Jarred Vanderbilt,20,TOT,PF,11,0,4.2,0.8,0.2,1.1,vandeja01
Quinndary Weatherspoon,23,SAS,SG,11,0,7.1,0.6,1,1.1,weathqu01
Kyle Alexander,23,MIA,C,2,0,6.5,1.5,0,1,alexaky01
Brian Bowen,21,IND,SF,6,1,5.2,1.2,0,1,bowenbr02
Corey Brewer,33,SAC,PF,5,0,6.6,1.6,0.4,1,breweco01
Antonius Cleveland,25,DAL,SG,11,0,4.2,0.6,0.1,1,clevean01
Josh Gray,26,NOP,PG,2,0,11.5,1,1,1,grayjo01
Tyler Zeller,30,SAS,C,2,0,2,2,0,1,zellety01
Amile Jefferson,26,ORL,PF,18,0,4.1,1.3,0.2,0.8,jeffeam01
Daryl Macon,24,MIA,PG,4,0,3.5,0,0.3,0.8,maconda01
Jared Harper,22,PHX,PG,3,0,2.7,0,0,0.7,harpeja01
Joe Chealey,24,CHA,PG,4,0,8.3,0,0.3,0.5,chealjo01
Matt Mooney,23,CLE,SG,4,0,4.8,0.8,0.3,0.5,moonema01
Henry Ellenson,23,BKN,C,5,0,3,1.2,0.2,0.4,ellenhe01
Marques Bolden,21,CLE,C,1,0,3,2,0,0,boldema01
William Howard,26,HOU,PF,2,0,6.5,1,0.5,0,howarwi01
Stanton Kidd,27,UTA,SG,4,0,3.8,0.8,0.3,0,kiddst01
J.P. Macura,24,CLE,SG,1,0,1,0,0,0,macurjp01
Isaiah Roby,21,OKC,PF,3,0,3.7,0.7,0,0,robyis01
