Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,playerID
Aleem Ford,24,ORL,SF,5,0,74,0.5,0.35,0.75,0,2.8,18.6,10.7,3.8,0.7,0,16.7,14,-0.2,0.1,-0.2,-0.103,-9.1,-2.2,-11.4,-0.2,fordal03
Quinndary Weatherspoon,25,GSW,SG,11,0,73,12,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,0.1,0.1,0.2,0.148,-4.5,0.1,-4.4,0,weathqu01
Yves Pons,22,MEM,SF,12,0,71,5.9,0.385,0.563,0.125,7.2,10.6,8.8,1.7,0.7,5,5.6,10.3,0,0.1,0,0.03,-4.9,-1.7,-6.6,-0.1,ponsyv01
Rayjon Tucker,24,TOT,SG,5,0,71,17.7,0.869,0.556,0.778,4.7,7.5,6.1,18.1,2.7,0,7.6,7.9,0.3,0.1,0.4,0.243,2.3,1.2,3.5,0.1,tuckera01
Isaac Bonga,22,TOR,SF,15,0,69,8.7,0.363,0.308,0.615,6,5,5.5,7.3,5.8,2.8,10.8,11.5,-0.1,0.1,0.1,0.06,-5.4,5,-0.4,0,bongais01
Brandon Knight,30,DAL,PG,5,0,65,13,0.561,0.68,0.32,0,13.7,6.8,18.6,0.8,0,12.3,22.5,0.1,0.1,0.1,0.091,-2.7,-1.9,-4.6,0,knighbr03
B.J. Johnson,26,ORL,SF,4,0,65,12.1,0.52,0.4,0,9.7,14.7,12.2,0,0,1.4,0,16.7,0.1,0,0.1,0.065,-0.7,-3.9,-4.7,0,johnsbj01
Kai Jones,21,CHA,C,21,0,63,9.2,0.628,0.143,0.571,5,13.7,9.2,8.6,0.8,3,25.5,15.9,0,0,0,0.009,-5.2,-1.4,-6.6,-0.1,joneska01
RJ Nembhard Jr.,22,CLE,SG,14,0,63,8,0.38,0.111,0.222,5.4,6.9,6.1,26.1,0.8,0,13.2,16,0,0,0,0.01,-4.4,-1.5,-6,-0.1,nembhrj01
Malik Fitts,24,TOT,PF,15,0,63,10.7,0.553,0.526,0,3.5,25.2,14.7,12.7,0,0,9.5,14.6,0.1,0.1,0.1,0.097,-0.6,-0.5,-1.1,0,fittsma01
Brodric Thomas,25,BOS,SG,12,0,60,10,0.52,0.5,0.278,3.7,14.1,9,26,0.8,1.5,22.9,19.2,0,0.1,0.1,0.052,-3.6,0.8,-2.8,0,thomabr01
Tacko Fall,26,CLE,C,11,1,59,11.3,0.398,0,0.583,13.4,29.4,21.6,4.6,0,9.1,16.6,13.6,-0.1,0.1,0.1,0.043,-4.1,0.8,-3.4,0,fallta01
Sam Merrill,25,MEM,SG,6,0,58,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9,0,0,7.2,19.6,0,0,0,0.029,-2.2,-3.4,-5.6,-0.1,merrisa01
Gabriel Deck,26,OKC,PF,7,0,56,11.5,0.643,0.286,0,1.8,9.3,5.5,13.7,0.9,0,12.5,12.3,0.1,0,0.1,0.08,-1.2,-1.3,-2.5,0,deckga01
James Ennis III,31,TOT,SF,7,0,56,17.7,0.553,0.333,0.208,9.9,13.1,11.6,7.4,1.7,3.1,7.1,22,0.1,0.1,0.1,0.114,-0.1,-1,-1.1,0,ennisja01
D.J. Wilson,25,TOR,PF,4,1,54,27.9,0.773,0.133,0.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17,0.2,0.1,0.4,0.328,1.8,3.2,5,0.1,wilsodj01
Myles Powell,24,PHI,PG,11,0,52,0.2,0.364,0.353,0.118,2.2,10.6,6.4,8,1,0,14.4,18,-0.2,0,-0.1,-0.109,-10.5,-2.2,-12.7,-0.1,powelmy01
Mason Jones,23,LAL,SG,4,0,51,17.8,0.625,0.267,1,2.1,18.9,10.5,10.9,1.9,0,4.4,19,0.2,0,0.2,0.201,-1.2,0.3,-0.9,0,jonesma05
Tremont Waters,24,TOT,PG,3,0,50,5.4,0.357,0.643,0,0,9.2,4.3,18.2,5,0,22.2,15.5,-0.1,0.1,0,-0.042,-7.8,0.1,-7.7,-0.1,watertr01
Cameron McGriff,24,POR,SF,3,0,46,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0,2.1,0,14,0.1,0,0.1,0.097,-1,-3,-4,0,mcgrica01
Miye Oni,24,UTA,SG,16,0,44,0.4,0.265,0.889,0.111,2.6,14.4,8.7,14.2,0,0,9.6,10.3,-0.1,0,0,-0.032,-7.6,-0.3,-7.9,-0.1,onimi01
Gabriel Lundberg,27,PHX,SG,4,0,44,7.7,0.342,0.421,0,5,11.9,8.5,31.5,3.3,0,13.6,21.5,-0.1,0.1,0,-0.005,-5.3,0.5,-4.8,0,lundbga01
Vernon Carey Jr.,20,TOT,C,7,1,44,15.8,0.534,0,1,19.9,9.8,14.8,0,2.2,1.9,13.8,21.6,0,0,0.1,0.068,-3,-4.5,-7.5,-0.1,careyve01
Jared Harper,24,NOP,PG,5,0,43,36.9,0.666,0.462,0.154,5,0,2.6,64.1,4.6,2.2,6.7,29.7,0.3,0.1,0.4,0.422,14.2,3.1,17.3,0.2,harpeja01
Cameron Oliver,25,ATL,SF,2,0,43,21.4,0.705,0.2,0.2,5.1,10.1,7.6,11.1,1.1,2.1,0,16.6,0.2,0,0.2,0.219,2.3,-0.5,1.7,0,oliveca01
Robert Woodard II,22,SAC,SF,12,0,42,2.1,0.207,0.25,0.125,12.8,15.7,14.3,9,1.1,2.1,5.6,18.3,-0.2,0,-0.1,-0.147,-6.8,-3.6,-10.4,-0.1,woodaro01
Sharife Cooper,20,ATL,PG,13,0,39,-5.4,0.25,0.429,0,0,14,7,16.3,0,0,26.3,21.3,-0.2,0,-0.2,-0.297,-11.3,-5,-16.3,-0.1,coopesh01
Cassius Winston,23,WAS,PG,7,0,39,6,0.549,0.545,0.364,0,2.8,1.4,24.4,0,0,19,18,0,0,0,0.015,-5.9,-3.5,-9.3,-0.1,winstca01
Xavier Sneed,24,TOT,SF,9,0,39,0.4,0.25,0.8,0,5.5,10.9,8.3,3.3,0,0,0,11,-0.1,0,0,-0.056,-6.9,-3.7,-10.6,-0.1,sneedxa01
Nik Stauskas,28,TOT,SG,8,0,39,10.5,0.541,0.714,0.429,3,5.7,4.4,7.3,0,0,5.7,20,0,0,0.1,0.078,-0.9,-2.7,-3.6,0,stausni01
Petr Cornelie,26,DEN,PF,13,0,38,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24,-0.1,0,0,-0.015,-6.1,-2.7,-8.8,-0.1,cornepe01
Darren Collison,34,LAL,PG,3,0,37,-0.2,0.286,0.429,0,0,11.6,5.8,6.8,1.3,0,12.5,9.3,-0.1,0,-0.1,-0.07,-10,-0.9,-10.9,-0.1,collida01
Justin Jackson,26,TOT,SF,7,0,37,7.7,0.472,0.6,0.133,3,16.9,10.1,7.1,0,0,5.9,19.7,0,0,0,0.032,-2.2,-1.1,-3.3,0,jacksju01
Marko Simonovic,22,CHI,C,9,0,35,10.2,0.428,0.333,0.733,16.2,16,16.1,0,1.4,2.5,9.2,27.5,0,0,0,-0.011,-6.1,-5,-11.1,-0.1,simonma01
Cheick Diallo,25,DET,C,3,0,31,12.3,0.517,0,0.75,13.3,29.4,20.9,0,1.6,0,8.6,16.1,0,0,0.1,0.108,-4.2,-3.3,-7.5,0,diallch01
Micah Potter,23,DET,C,3,0,31,13.6,0.505,0.182,0.182,13.3,18.4,15.7,0,1.6,2.9,7.8,17.8,0,0,0,0.073,-4,-3,-7.1,0,pottemi01
Juwan Morgan,24,TOT,PF,2,0,31,8.3,0.833,0.667,0,6.6,7.4,7,4.2,0,0,0,4.1,0.1,0,0.1,0.124,-3.3,-3.9,-7.1,0,morgaju01
Jordan Schakel,23,WAS,SG,4,0,30,-1.2,0.21,0.545,0.182,7.5,21.8,14.8,0,1.6,0,7.8,19.1,-0.2,0,-0.1,-0.204,-8.6,-4.3,-13,-0.1,schakjo01
Daniel Oturu,22,TOR,C,3,0,27,13.4,0.549,0.167,0.833,3.8,17,10,0,0,7.2,0,13,0,0,0.1,0.121,-2.7,-2.5,-5.2,0,oturuda01
Deividas Sirvydis,21,DET,SG,3,0,27,0.1,0.15,0.7,0,0,25.3,12,4.9,5.4,3.3,0,15.9,-0.1,0.1,-0.1,-0.139,-10.8,2.2,-8.7,0,sirvyde01
Mac McClung,23,TOT,SG,2,0,25,5.2,0.621,0.5,0.167,0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0,0,0,-0.043,-8.4,-1.2,-9.6,0,mccluma01
Shaquille Harrison,28,BKN,SG,2,0,23,4.6,0.333,0.333,0,4.9,13.8,9.5,16.6,2.1,3.9,25,15,-0.1,0,0,-0.067,-9,0.6,-8.3,0,harrish01
Carlik Jones,24,TOT,PG,5,0,23,-1.8,0.202,0.111,0.222,4.8,9.7,7.3,26.7,2.2,0,23.3,25.1,-0.2,0,-0.1,-0.285,-11.3,-4.2,-15.5,-0.1,jonesca03
Chandler Hutchison,25,PHX,SF,6,0,22,1,0.694,0,1,0,23.8,12.2,10.5,0,0,58.1,13.5,-0.1,0,0,-0.086,-8,-0.5,-8.5,0,hutchch01
Damyean Dotson,27,NYK,SG,2,0,21,6.4,0.5,0.25,0,0,10.4,5.1,6.9,0,0,0,8.3,0,0,0,0.045,-3.7,-1.2,-4.9,0,dotsoda01
Gabe York,28,IND,SG,2,0,21,12.7,0.435,0.857,0.714,0,10.8,5.3,25.1,4.7,4.1,9.8,20.8,0,0,0,0.059,-3.7,2.2,-1.5,0,yorkga01
Joel Ayayi,21,WAS,SG,7,0,20,3.4,0.167,0.167,0,5.6,10.9,8.3,25.4,0,0,0,13.3,0,0,0,-0.098,-4.3,-1.7,-6,0,ayayijo01
Jay Huff,23,LAL,C,4,0,20,0.6,0,0.667,0,5.4,16.1,10.8,5.9,2.4,4.5,25,8.6,-0.1,0,0,-0.117,-8.3,0.9,-7.4,0,huffja01
McKinley Wright IV,23,MIN,PG,5,0,19,9.5,0.833,0.667,0,0,0,0,20.9,0,0,25,8.8,0,0,0,0.092,-1.4,-2.8,-4.2,0,wrighmc01
George King,28,DAL,SF,4,0,19,-12.3,0.085,0.8,0.4,0,29.3,14.6,0,0,0,14.5,16.3,-0.1,0,-0.1,-0.296,-16.5,-3.5,-20.1,-0.1,kingge03
Norvel Pelle,28,UTA,C,3,0,19,12.2,0.6,0,0,17.9,16.7,17.3,0,0,4.6,28.6,16,0,0,0,0.038,-3,-4.1,-7.1,0,pelleno01
Wayne Selden,27,NYK,SG,3,0,19,4.3,0.434,0.5,1,0,5.8,2.8,7.2,0,0,0,13.3,0,0,0,0.016,-4.3,-1.6,-5.9,0,seldewa01
Craig Sword,28,WAS,SG,3,0,19,14.2,0.75,0.25,0,0,0,0,7.7,10.4,0,20,11.7,0,0,0.1,0.158,-8.6,10,1.4,0,swordcr01
Eugene Omoruyi,24,DAL,SF,4,0,18,17,0.518,0.4,0.8,12.3,30.9,21.6,15.8,0,0,0,16.9,0.1,0,0.1,0.201,3.3,0.7,4,0,omorueu01
Emanuel Terry,25,PHX,PF,3,0,18,-0.1,0,0,0,48.9,40.6,44.7,12.2,2.7,0,50,23.9,-0.1,0,-0.1,-0.256,-13,-5.3,-18.3,-0.1,terryem01
Scotty Hopson,32,OKC,SG,1,0,18,0.1,0.5,0.25,0,0,5.8,2.9,8.1,0,0,33.3,14.4,-0.1,0,0,-0.132,-8.7,-2.9,-11.6,0,hopsosc01
Aaron Henry,22,PHI,SF,6,0,17,-7.4,0.2,0.2,0,0,6.5,3.3,0,0,10.6,28.6,18.5,-0.1,0,-0.1,-0.306,-14,-2.4,-16.5,-0.1,henryaa01
Trayvon Palmer,27,DET,SG,1,0,17,-5.7,0,0,0,0,13.4,6.4,0,0,0,50,5,-0.1,0,0,-0.133,-13.1,-1.8,-15,-0.1,palmetr01
Dakota Mathias,26,MEM,SG,6,0,16,11,0.5,1,0,0,13.4,6.5,8,3,0,0,15.4,0,0,0,0.114,-1.4,1.7,0.3,0,mathida01
Jaylen Morris,26,SAS,SG,3,0,16,-11.4,0.129,0.333,0.667,0,13.2,6.6,14,0,0,11.4,23.1,-0.1,0,-0.1,-0.376,-15.8,-5.7,-21.5,-0.1,morrija01
Sekou Doumbouya,21,LAL,PF,2,0,16,40.7,0.717,0.25,0.5,13.5,26.8,20.2,0,9,11.1,17,31.6,0,0.1,0.1,0.3,8.8,10,18.8,0.1,doumbse01
Jemerrio Jones,26,LAL,SF,2,0,15,14.8,0.667,0,0,14.4,7.1,10.8,0,3.2,0,0,8.6,0,0,0.1,0.17,-1.1,0.1,-1,0,jonesje01
Moses Wright,23,TOT,PF,4,0,14,18.3,0.47,0.25,0.75,7.9,15.9,11.9,16.8,0,6.5,0,17.1,0,0,0.1,0.18,1.1,0.4,1.4,0,wrighmo01
Cat Barber,27,ATL,PG,3,0,13,-11.2,0,0,1,8.5,16.7,12.6,26.7,0,0,14.8,22.7,-0.1,0,-0.1,-0.45,-15.8,-7.6,-23.5,-0.1,barbeca01
Jarron Cumberland,24,POR,SG,3,0,12,8.4,0.5,0.5,0,8.8,19,13.7,11.6,0,0,0,7.2,0,0,0,0.079,-4.4,-2.2,-6.6,0,cumbeja01
JaQuori McLaughlin,24,DAL,PG,4,0,11,-2.9,0,0.5,0,0,0,0,22.3,0,0,0,8.2,0,0,0,-0.101,-9.4,-4.2,-13.6,0,mclauja01
Rob Edwards,25,OKC,SG,2,0,11,-0.8,0.375,1,0,0,28.5,14,0,0,0,20,19.6,-0.1,0,0,-0.181,-8.3,-2.9,-11.2,0,edwarro01
Emmanuel Mudiay,25,SAC,PG,2,0,11,12.3,0.399,0,2,0,0,0,43.4,4.4,0,21,18.6,0,0,0,0.023,-2.7,1.5,-1.2,0,mudiaem01
Tre Scott,25,CLE,SF,2,0,11,20.4,0.5,0.167,0,10.3,9.8,10.1,0,4.5,8.1,0,24.1,0,0,0,0.138,-4.8,1.8,-3,0,scotttr01
Shaq Buchanan,25,MEM,SG,2,0,10,0.6,0.25,0.5,0,10.2,10.7,10.5,24.9,4.8,0,33.3,24.6,-0.1,0,0,-0.23,-11,0.3,-10.7,0,buchash01
DaQuan Jeffries,24,MEM,SG,3,0,9,8.4,0.5,0.5,0,0,23.8,11.6,14,0,0,0,9.1,0,0,0,0.099,-5.8,0.9,-4.9,0,jeffrda01
Jon Teske,24,MEM,C,3,0,8,1.5,0,0,2,0,26.8,13.1,13.8,6,0,0,9.6,0,0,0,-0.08,-8.5,3.7,-4.8,0,teskejo01
Feron Hunt,22,NYK,SF,2,0,8,-3,0,0,0,13.2,0,6.7,16,6.3,0,33.3,16.4,-0.1,0,0,-0.234,-12.3,1,-11.3,0,huntfe01
Anthony Lamb,24,SAS,SF,2,0,8,-0.5,0,1,0,0,13.2,6.6,27.9,0,0,0,10.6,0,0,0,-0.138,-6.2,-1.8,-8,0,lamban01
M.J. Walker,23,PHX,SG,2,0,8,-3.3,0,0.5,0,0,13.1,6.7,13.8,12,0,0,21.5,-0.1,0,0,-0.276,-15.8,6.2,-9.6,0,walkemj01
Malik Newman,24,CLE,PG,1,0,8,28.6,0.68,0.2,0.4,0,13.5,6.9,27.8,0,0,14.5,38.1,0,0,0,0.179,6.3,0.1,6.4,0,newmama01
Paris Bass,26,PHX,SF,2,0,7,13.9,0.436,0.333,0.333,31.5,29.9,30.6,0,6.9,0,22.5,54.6,0,0,0,-0.17,-11.2,-1.2,-12.4,0,basspa01
Scottie Lewis,21,CHA,SG,2,0,7,14.6,0.568,,,0,0,0,16.2,6.9,0,0,5.3,0,0,0,0.164,0,5.9,6,0,lewissc01
Jaysean Paige,27,DET,PG,1,0,7,-22.2,0,0.667,0,0,16.3,7.7,18.1,0,0,25,24.5,-0.1,0,-0.1,-0.574,-25,-6.5,-31.5,0,paigeja01
Jordan Goodwin,23,WAS,SG,2,0,6,-20.4,0,0.333,0,0,18.2,9.2,0,0,0,0,22.2,-0.1,0,-0.1,-0.533,-24.7,-9.4,-34.1,0,goodwjo01
Jaden Springer,19,PHI,SG,2,0,6,26.4,1,0,0,18.9,18.3,18.6,0,0,30,50,15,0,0,0,0.138,8.3,8.7,17.1,0,sprinja01
Arnoldas Kulboka,24,CHA,SF,2,0,5,-10.7,0,1,0,0,0,0,0,0,0,0,8.5,0,0,0,-0.217,-14.7,-7.1,-21.8,0,kulboar01
Zylan Cheatham,26,UTA,SF,1,0,5,-23.8,0,0.667,0,0,0,0,0,0,0,0,26.1,-0.1,0,-0.1,-0.61,-19.3,-11.3,-30.6,0,cheatzy01
Matt Ryan,24,BOS,SF,1,0,5,3.5,0.3,1,0,0,0,0,0,9.9,0,0,44,0,0,0,-0.25,-9.9,-3.8,-13.7,0,ryanma01
Tyrell Terry,21,MEM,PG,2,0,3,20,1,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0.222,-3.4,2.5,-1,0,terryty01
Javin DeLaurier,23,MIL,C,1,0,3,15.6,,,,0,34.6,17.7,0,16,0,,0,0,0,0,0.26,-4.8,11.8,7,0,delauja01
Jaime Echenique,24,WAS,C,1,0,3,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.012,-5.5,-3,-8.5,0,echenja01
Nate Hinton,22,IND,SG,2,0,2,-45.2,0,0,0,0,0,0,0,0,0,50,42.8,-0.1,0,-0.1,-1.231,-28.1,-14.5,-42.6,0,hintona01
David Johnson,20,TOR,SG,2,0,2,-20,0,1,0,0,0,0,0,0,0,0,21.4,0,0,0,-0.495,-19,-8.7,-27.7,0,johnsda08
Jordan Bell,27,CHI,C,1,0,2,29.9,,,,56.6,0,28.1,0,24.4,0,,0,0,0,0,0.6,-8.1,10.8,2.7,0,belljo01
Tyler Hall,24,NYK,SG,1,0,2,0,,,,0,0,0,0,0,0,,0,0,0,0,0.007,-8.1,-0.5,-8.5,0,hallty01
Joe Johnson,40,BOS,SG,1,0,2,38.7,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0.335,12.1,2.8,15,0,johnsjo02
C.J. Miles,34,BOS,SG,1,0,2,-7.8,,,,0,0,0,0,0,0,,0,0,0,0,0.03,-16.3,0,-16.3,0,milescj01
Matt Mooney,25,NYK,SG,1,0,2,-20,0,1,0,0,0,0,0,25,0,50,43.8,-0.1,0,0,-0.915,-33.9,11.5,-22.3,0,moonema01
Ahmad Caver,25,IND,SG,1,0,1,76.2,1,0,0,0,0,0,0,0,0,0,42.8,0,0,0,1.204,31,5.9,36.9,0,caverah01
Sam Dekker,27,TOR,PF,1,0,1,0,,,,0,0,0,0,0,0,,0,0,0,0,0.003,-6.2,-3.4,-9.6,0,dekkesa01
DeJon Jarreau,24,IND,SG,1,0,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.022,-6.5,-1.5,-8,0,jarrede01
Ade Murkey,24,SAC,SG,1,0,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.017,-7.4,-2.3,-9.7,0,murkead01
