Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
OG Anunoby,24,TOR,SF,48,48,1728,8.9,20.2,3.3,9.2,5.6,11,2.6,3.4,2.1,5.5,7.6,3.6,2.1,0.7,2.3,3.8,23.8,112,111,anunoog01
Precious Achiuwa,22,TOR,C,73,28,1725,7.7,17.5,1.6,4.5,6.1,13,2.3,3.8,4.2,9.5,13.7,2.4,1.1,1.2,2.4,4.4,19.2,105,110,achiupr01
Deandre Ayton,23,PHX,C,58,58,1713,12.4,19.6,0.2,0.5,12.2,19,3,4,4.2,12.5,16.7,2.4,1.1,1.1,2.6,4,28,124,105,aytonde01
Garrison Mathews,25,HOU,SG,65,33,1712,5.1,12.8,3.9,10.7,1.3,2.1,4,5,0.9,4.4,5.3,1.8,1.6,0.7,1.1,4.7,18.1,120,118,mathega01
Josh Giddey,19,OKC,SF,54,54,1700,8.1,19.2,1.6,6.1,6.4,13.1,1.6,2.3,2.8,9.3,12.1,9.9,1.5,0.6,4.9,2.5,19.3,97,112,giddejo01
Pat Connaughton,29,MIL,SF,65,19,1691,6.4,14.1,4.1,10.5,2.3,3.6,1.3,1.5,1.3,6.5,7.8,2.3,1.7,0.4,1,2.4,18.3,124,113,connapa01
Chris Boucher,29,TOR,SF,80,9,1690,7.9,17.1,2,6.8,5.9,10.3,4.4,5.7,5.3,9.3,14.6,0.7,1.4,2.2,1.2,5.1,22.3,124,108,bouchch01
Matisse Thybulle,24,PHI,SG,66,50,1685,4.4,8.9,1.3,4.3,3.1,4.6,1,1.3,1.2,3.2,4.5,2.2,3.4,2.1,1.2,4.7,11.2,116,108,thybuma01
Anfernee Simons,22,POR,SG,57,30,1681,10.3,23.2,5.2,12.8,5.1,10.3,3,3.4,0.8,3.6,4.4,6.4,0.9,0.2,3.3,3.2,28.7,112,121,simonan01
Coby White,21,CHI,PG,61,17,1675,8.1,18.8,4,10.3,4.2,8.5,2.3,2.7,0.5,4.8,5.3,5.1,0.8,0.3,2,4,22.5,111,117,whiteco01
Danilo Gallinari,33,ATL,PF,66,18,1672,7.6,17.5,3.3,8.6,4.3,8.9,4.1,4.6,1,8,9.1,3,0.8,0.4,1.1,2.7,22.7,120,117,gallida01
Eric Gordon,33,HOU,SG,57,46,1669,7.6,16.1,3.5,8.6,4.1,7.5,3,3.8,0.4,2.8,3.2,4.4,0.8,0.5,3.1,1.8,21.8,111,121,gordoer01
Kevin Love,33,CLE,C,74,4,1665,9.8,22.8,5.6,14.3,4.2,8.5,5,5.9,2.6,13.5,16.1,4.8,0.8,0.5,2.9,3,30.2,117,108,loveke01
Luguentz Dort,22,OKC,SG,51,51,1665,8.6,21.2,3.8,11.4,4.8,9.8,4.7,5.6,1.1,5.1,6.2,2.6,1.3,0.5,2.6,4.4,25.7,104,115,dortlu01
John Collins,24,ATL,PF,54,53,1663,10,19,1.9,5.2,8.1,13.8,4,5,2.7,9.7,12.5,2.9,1,1.7,1.8,4.8,25.9,122,114,collijo01
De'Anthony Melton,23,MEM,SG,73,15,1657,8.1,20.1,4,10.7,4.1,9.3,2.6,3.5,1.8,7.6,9.5,5.6,3,1.1,3.2,3.7,22.8,108,107,meltode01
KJ Martin,21,HOU,SF,79,2,1656,8,15,1.7,4.8,6.3,10.2,2.2,3.5,2.3,6.2,8.5,2.9,1,1.1,1.7,3.2,20,118,118,martike04
Killian Hayes,20,DET,PG,66,40,1647,5.2,13.6,1.3,4.9,3.9,8.7,1.7,2.2,1.1,5.2,6.2,8.2,2.3,1,3.3,5.4,13.4,97,113,hayeski01
Montrezl Harrell,28,TOT,C,71,3,1641,10.7,16.6,0.1,0.5,10.6,16.1,6.3,8.8,4.4,8.4,12.9,4.3,0.9,1.3,2.1,4.1,27.8,134,114,harremo01
Lonnie Walker IV,23,SAS,SG,70,6,1612,9.3,22.7,3.3,10.5,6,12.2,3.5,4.4,0.5,4.9,5.4,4.5,1.3,0.6,2.1,2.9,25.3,103,115,walkelo01
Cory Joseph,30,DET,PG,65,39,1600,5.4,12.2,2,4.8,3.4,7.4,3,3.4,0.9,4.4,5.3,7.2,1.3,0.5,2.6,4.5,15.9,115,116,josepco01
Josh Richardson,28,TOT,SG,65,7,1600,7.2,16.4,3.1,7.6,4.1,8.8,2.9,3.3,1.3,4.4,5.7,3.5,1.7,0.9,2,3.6,20.4,113,110,richajo01
Torrey Craig,31,TOT,SF,78,16,1596,6.1,13.4,2.3,7.1,3.8,6.3,1.2,1.6,2.6,6.8,9.5,2.8,1.4,1.1,2,4.6,15.7,110,113,craigto01
Gabe Vincent,25,MIA,PG,68,27,1589,6.7,16.2,3.7,10.2,3,6,1.4,1.7,0.7,3.3,4,6.6,2,0.4,3.1,5,18.6,107,111,vincega01
Max Strus,25,MIA,SF,68,16,1587,7.8,17.8,5.7,13.9,2.1,3.8,1.3,1.7,0.8,5.6,6.4,2.9,0.9,0.5,1.8,3.7,22.7,116,112,strusma01
Jusuf Nurkić,27,POR,C,56,56,1579,9.9,18.6,0.5,1.7,9.5,16.8,5.7,8.3,5.2,14,19.2,4.9,1.9,1.1,4.4,5.8,26.1,112,112,nurkiju01
De'Andre Hunter,24,ATL,SF,53,52,1577,7.9,17.9,2.3,6.1,5.6,11.8,4,5.2,0.8,4.7,5.5,2.1,1.1,0.7,2.2,4.8,22.1,106,117,huntede01
Amir Coffey,24,LAC,SG,69,30,1567,6.6,14.6,3,7.9,3.6,6.6,3.2,3.7,0.8,5.3,6.2,3.9,1.2,0.5,1.4,2.7,19.4,120,113,coffeam01
Oshae Brissett,23,IND,SF,67,25,1564,6.5,15.8,2.6,7.4,3.9,8.4,3.6,5.1,3.4,7.8,11.2,2.3,1.4,0.9,1.7,3.6,19.2,112,116,brissos01
Marcus Morris,32,LAC,PF,54,54,1564,9.4,21.6,3.2,8.6,6.2,13,4,4.6,0.8,6.7,7.5,3.5,0.9,0.6,2.2,3.6,26,108,112,morrima03
Gordon Hayward,31,CHA,SF,49,48,1564,8.7,18.9,2.6,6.8,6,12.2,3.9,4.6,1.2,5.7,6.9,5.4,1.4,0.7,2.5,2.6,23.9,113,116,haywago01
Tyus Jones,25,MEM,PG,73,23,1549,7.7,17,2.5,6.3,5.2,10.7,1.7,2,0.5,4.9,5.4,10,2,0.1,1.4,1,19.5,125,112,jonesty01
Chris Duarte,24,IND,SG,55,39,1541,8.5,19.7,3,8.1,5.5,11.6,2.9,3.6,1.3,5.9,7.2,3.6,1.8,0.3,2.9,3,22.9,104,117,duartch01
Trey Lyles,26,TOT,PF,75,23,1537,8.3,17.8,2.1,6.6,6.2,11.2,6.2,7.7,2.8,9.2,12,2.8,0.9,1,2.3,3.9,24.8,116,114,lylestr01
Javonte Green,28,CHI,SF,65,45,1519,5.7,10.4,1.2,3.2,4.5,7.2,2.6,3.1,2.9,5.9,8.9,1.9,2.2,1,1,4.2,15,131,112,greenja02
Talen Horton-Tucker,21,LAL,SG,60,19,1511,7.1,17.1,1.6,5.8,5.6,11.3,3.2,4,1.2,4.9,6.1,5,1.9,0.9,2.6,4.7,18.9,102,114,hortota01
Jerami Grant,27,DET,PF,47,47,1500,9.7,22.7,3,8.3,6.7,14.5,7.1,8.4,0.9,5.3,6.2,3.6,1.4,1.6,2.8,3.5,29.4,109,114,grantje01
Alperen Şengün,19,HOU,C,72,13,1489,8,16.8,0.9,3.7,7,13,5.3,7.4,4.4,8.2,12.6,5.9,1.9,2.2,4.6,6.8,22.1,107,113,sengual01
Kyle Anderson,28,MEM,PF,69,11,1484,6.7,15.1,1.2,3.5,5.6,11.6,2.2,3.4,2.2,9.6,11.9,5.9,2.5,1.5,2.3,3.5,16.8,110,106,anderky01
Kristaps Porziņģis,26,TOT,PF,51,51,1481,11.9,25.9,2.6,8.5,9.3,17.4,8.4,9.7,3.4,10.4,13.9,4,1.3,2.8,2.7,4.6,34.8,116,107,porzikr01
Austin Rivers,29,DEN,SG,67,18,1480,4.8,11.6,2.6,7.7,2.2,3.9,1.1,1.5,0.6,3.1,3.8,3,1.7,0.2,1.8,4,13.4,104,115,riverau01
Patrick Beverley,33,MIN,PG,58,54,1476,5.7,14.1,2.7,7.8,3,6.3,3.1,4.3,2,5.7,7.7,8.6,2.2,1.7,2.4,5.6,17.2,119,111,beverpa01
Nickeil Alexander-Walker,23,TOT,SG,65,21,1466,8.5,22.9,3.5,11.4,5,11.5,2.7,3.7,1.2,5.1,6.3,5.3,1.5,0.8,3.1,3.5,23.3,98,114,alexani01
Cedi Osman,26,CLE,SF,66,3,1462,8.4,19.5,4.4,12.3,4.1,7.3,3,4.5,0.9,4.1,5,4.6,1.8,0.3,2.3,4.3,24.2,111,112,osmande01
Nicolas Batum,33,LAC,PF,59,54,1462,6,13,3.6,9,2.4,3.9,0.8,1.3,1,7.5,8.5,3.4,1.9,1.4,1.3,2.7,16.5,118,109,batumni01
Norman Powell,28,TOT,SF,45,41,1458,9.4,20.3,3.6,8.5,5.8,11.8,6.3,7.8,0.7,4.2,4.9,3.2,1.4,0.7,2.3,3.6,28.6,116,119,powelno01
Delon Wright,29,ATL,SG,77,8,1452,4.1,9.1,1.5,3.9,2.6,5.2,1.8,2.1,1.7,5.8,7.4,6.4,3.1,0.6,1.5,1.9,11.6,126,112,wrighde01
Maxi Kleber,30,DAL,PF,59,21,1450,4.9,12.3,2.9,8.9,2,3.4,1.6,2.3,2.4,9.7,12.1,2.4,1,2,1.6,4.8,14.3,109,107,klebima01
Terrence Ross,30,ORL,SG,63,0,1448,7.3,18.5,2.6,8.8,4.8,9.7,3.7,4.3,0.7,4.7,5.4,3.9,0.9,0.4,2.5,2.3,21,100,116,rosste01
Daniel Gafford,23,WAS,C,72,53,1444,9.8,14.1,0,0,9.8,14,3.7,5.2,5.3,8.6,13.9,2.3,1,3.4,2.2,5.8,23.2,134,111,gaffoda01
Bradley Beal,28,WAS,SG,40,40,1439,12,26.5,2.2,7.2,9.8,19.3,5.8,7,1.3,5.2,6.5,9.1,1.2,0.5,4.6,3.3,31.9,106,117,bealbr01
Landry Shamet,24,PHX,SG,69,14,1437,6.4,16.2,4.1,11.2,2.3,5.1,2.3,2.7,0.5,3.7,4.2,3.6,0.9,0.3,1.4,3.1,19.2,111,112,shamela01
Andre Drummond,28,TOT,C,73,36,1437,8.5,14.9,0,0.1,8.5,14.8,3,5.6,7.9,15.5,23.4,4.5,2.7,2.3,3.9,6.6,19.9,114,102,drumman01
Austin Reaves,23,LAL,SG,61,19,1418,4.9,10.7,1.8,5.6,3.1,5.1,3.3,4,1.5,5,6.5,3.7,1,0.7,1.4,2.9,15,123,116,reaveau01
Furkan Korkmaz,24,PHI,SG,67,19,1414,6.4,16.6,2.7,9.4,3.7,7.2,2.4,3,0.8,5.4,6.2,4.5,1.2,0.3,1.7,2,18,104,114,korkmfu01
Avery Bradley,31,LAL,SG,62,45,1406,5,11.9,2.8,7.2,2.3,4.8,0.5,0.6,1.1,3.6,4.6,1.6,1.8,0.3,1.3,4,13.4,106,116,bradlav01
Anthony Davis,28,LAL,C,40,40,1404,12.6,23.7,0.4,2.4,12.2,21.3,5.9,8.3,3.6,9.8,13.5,4.2,1.7,3.1,2.8,3.3,31.6,115,109,davisan02
R.J. Hampton,20,ORL,SG,64,14,1402,6,15.8,2.2,6.3,3.8,9.5,2.6,4,0.8,5.9,6.7,5.5,1.4,0.4,3,3.5,16.9,94,114,hamptrj01
Jaxson Hayes,21,NOP,C,70,28,1398,8.7,14.1,0.7,2,7.9,12,5.1,6.6,4.1,7.1,11.1,1.5,1.2,1.9,1.9,5.5,23.1,132,113,hayesja02
Otto Porter Jr.,28,GSW,PF,63,15,1396,6.7,14.5,2.8,7.5,3.9,7,1.7,2.1,3,9.6,12.6,3.3,2.4,1,1.3,2.9,18,121,104,porteot01
Raul Neto,29,WAS,PG,70,19,1372,7.4,15.9,1.3,4.3,6.1,11.6,3,3.9,0.5,4.4,4.8,7.8,2,0.1,2.8,3.7,19,108,116,netora01
Caleb Martin,26,MIA,SF,60,12,1372,7.6,15,2.3,5.7,5.3,9.3,2.6,3.4,2.6,5.8,8.4,2.3,2.1,1.1,1.9,3.8,20.1,119,108,martica02
Tre Mann,20,OKC,PG,60,26,1367,8.2,21,3.5,9.7,4.7,11.3,2.3,2.9,0.9,5.2,6.1,3.2,1.7,0.4,2.5,3.6,22.3,97,114,manntr01
Eric Bledsoe,32,LAC,PG,54,29,1361,7.1,16.8,1.8,5.9,5.3,11,3.2,4.2,1,5.5,6.6,8.1,2.5,0.7,4.2,3.1,19.2,100,110,bledser01
Danny Green,34,PHI,SF,62,28,1353,4.6,11.8,3.8,10,0.8,1.8,0.4,0.5,1.2,4.6,5.8,2.4,2.2,1.4,1.7,3.9,13.5,106,111,greenda02
Ziaire Williams,20,MEM,SF,62,31,1346,6.8,15.1,2.7,8.6,4.1,6.5,1.5,2,0.9,3.7,4.6,2.3,1.2,0.4,1.5,4,17.8,113,114,willizi02
Josh Christopher,20,HOU,SG,74,2,1334,8,17.8,2,6.7,6,11.1,3,4,1.9,4.8,6.6,5.4,2.3,0.5,4.1,3.5,20.9,101,117,chrisjo01
Draymond Green,31,GSW,PF,46,44,1329,5,9.4,0.6,2,4.4,7.4,2.2,3.3,1.7,10.7,12.3,11.7,2.2,1.8,5.1,5,12.7,109,103,greendr01
Bones Hyland,21,DEN,SG,69,4,1310,8.6,21.4,4.9,13.4,3.7,8,4,4.7,0.5,6.5,7,7.2,1.5,0.7,3.2,5.7,26.1,109,112,hylanbo01
Jalen Suggs,20,ORL,PG,48,45,1307,7.3,20.3,1.6,7.3,5.8,13,4.7,6,1,5.4,6.3,7.7,2.2,0.7,5.3,5.3,20.9,88,112,suggsja01
John Konchar,25,MEM,SG,72,7,1292,5,9.7,1.9,4.7,3.1,5,1,1.8,3.2,9,12.2,4,1.7,0.8,1.1,3.3,12.9,133,109,konchjo01
Bryn Forbes,28,TOT,SG,75,2,1286,8.7,20.3,4.6,11.1,4.1,9.2,3,3.3,0.4,3.1,3.5,2.8,0.9,0.2,2.1,3.6,25,109,117,forbebr01
Ben McLemore,28,POR,SG,64,6,1285,8.2,20.5,5.7,15.9,2.5,4.6,2.7,3.3,0.5,3.5,3.9,2.2,1.4,0.4,2.1,3.9,24.9,108,120,mclembe01
Chimezie Metu,24,SAC,C,60,20,1279,7.6,16.9,2.1,7,5.5,9.9,2.7,3.4,1.3,11.3,12.6,2.3,1.9,1.2,2.3,3.5,20.1,104,111,metuch01
Cameron Payne,27,PHX,PG,58,12,1278,9,22.1,2.7,7.9,6.4,14.2,2.8,3.4,0.9,5.7,6.6,10.6,1.5,0.6,3.9,4.5,23.6,104,109,payneca01
Hamidou Diallo,23,DET,SG,58,29,1269,10,20.2,0.9,3.6,9.2,16.6,3.5,5.4,2.7,8,10.7,2.8,2.7,0.7,2.2,5.5,24.5,107,111,diallha01
Damion Lee,29,GSW,SG,63,5,1256,6.6,14.9,2.4,7.3,4.1,7.6,2.6,2.9,1,6.8,7.9,2.4,1.5,0.2,1.5,3.7,18.1,111,109,leeda03
George Hill,35,MIL,PG,54,17,1253,4.5,10.5,1.6,5.1,3,5.4,2.2,2.4,1.5,4.5,5.9,4.6,1.6,0.2,1.6,2.7,12.8,117,114,hillge01
Gary Payton II,29,GSW,SG,71,16,1247,8.3,13.5,1.7,4.7,6.6,8.8,1.4,2.3,2.8,6.8,9.7,2.5,3.8,0.9,1.6,5.1,19.6,129,103,paytoga02
Brandon Clarke,25,MEM,PF,64,1,1246,11.1,17.2,0.2,0.8,10.9,16.3,3.3,5,5.2,7.9,13.1,3.3,1.5,2.6,1.3,4.7,25.6,138,108,clarkbr01
Tim Hardaway Jr.,29,DAL,SG,42,20,1245,8.4,21.4,4.1,12.3,4.3,9.1,3.2,4.2,0.5,5.8,6.3,3.7,1.5,0.2,1.4,3,24.2,107,111,hardati02
Drew Eubanks,24,TOT,C,71,31,1245,8.6,14.4,0.2,0.9,8.4,13.5,3.9,5.1,5.1,9.8,14.9,3.3,1.2,1.6,3.2,4.7,21.2,120,113,eubandr01
Myles Turner,25,IND,C,42,42,1235,7.9,15.6,2.4,7.3,5.5,8.3,3.1,4.2,2.6,9.2,11.8,1.7,1.1,4.7,2.1,4.7,21.4,117,111,turnemy01
Aleksej Pokusevski,20,OKC,PF,61,12,1233,7.3,18,2.3,7.8,5.1,10.2,1.4,2,2.9,9.7,12.6,5.2,1.5,1.5,3.7,3.5,18.3,96,111,pokusal01
Obi Toppin,23,NYK,PF,72,10,1230,10.2,19.2,2.1,6.9,8.1,12.4,3.8,5,2.8,8.1,10.9,3.1,1,1.3,2.3,4.1,26.4,120,111,toppiob01
Doug McDermott,30,SAS,PF,51,51,1223,8.4,18.2,4.2,10,4.2,8.2,1.6,2,0.7,3.8,4.5,2.5,0.5,0.2,1.7,3.1,22.7,112,118,mcderdo01
Isaiah Hartenstein,23,LAC,C,68,0,1216,9.2,14.7,0.6,1.2,8.7,13.5,3.7,5.3,4.7,8.7,13.4,6.4,2,3.1,3.4,6.7,22.7,127,106,harteis01
Naz Reid,22,MIN,C,77,6,1215,9.1,18.6,2.2,6.5,6.9,12.1,4.5,5.8,4,7.8,11.8,2.8,1.6,2.8,3.2,6.7,24.9,113,109,reidna01
Lonzo Ball,24,CHI,PG,35,35,1212,6.5,15.4,4.4,10.5,2.1,5,0.8,1.1,1.4,6.2,7.7,7.2,2.6,1.2,3.3,3.4,18.3,110,111,balllo01
Aaron Wiggins,23,OKC,SG,50,35,1209,6.3,13.6,1.7,5.6,4.6,8,2.5,3.4,2.1,5.1,7.2,2.7,1.2,0.4,2.2,3.7,16.8,107,116,wiggiaa01
Malcolm Brogdon,29,IND,PG,36,36,1206,9.9,22.1,2.4,7.6,7.5,14.5,5.8,6.8,1.3,6.2,7.5,8.6,1.2,0.6,3.1,2.9,27.9,116,118,brogdma01
James Johnson,34,BKN,PF,62,10,1191,5.9,12.5,0.9,3.5,4.9,9,1.2,2.2,2.1,6.7,8.8,5.3,1.2,1.4,2,6.6,13.8,109,113,johnsja01
Jonathan Kuminga,19,GSW,SF,70,12,1185,9.7,18.9,2.1,6.1,7.7,12.8,5.3,7.8,2.2,7.4,9.6,2.6,1.3,0.9,3,6,26.8,112,108,kuminjo01
Jordan Nwora,23,MIL,SF,62,13,1185,7.5,18.7,3.2,9.2,4.3,9.5,1.5,1.7,1.5,7.5,9,2.4,1,0.7,2.3,3.2,19.7,100,113,nworajo01
Facundo Campazzo,30,DEN,PG,65,4,1184,4.4,12.3,2.4,8,2,4.3,2.5,3.2,1,3.9,4.8,9.1,2.6,1,2.8,5.1,13.8,109,111,campafa01
Shake Milton,25,PHI,SG,55,6,1179,7.3,17,1.8,5.6,5.5,11.4,2.6,3.1,1.3,4.7,6,5.9,1.2,0.7,1.9,4.2,19,109,114,miltosh01
Taurean Prince,27,MIN,PF,69,8,1177,7.2,15.8,3.5,9.3,3.7,6.5,2.5,3.3,1.1,6,7,2.7,1.9,0.9,2.1,4.7,20.3,112,112,princta02
Cam Thomas,20,BKN,SG,67,2,1176,9,20.7,1.9,7.2,7,13.6,3.6,4.3,0.7,6,6.6,3.2,1.4,0.3,2.3,2.7,23.5,103,115,thomaca02
CJ Elleby,21,POR,SF,58,28,1174,5,12.8,1.5,5.2,3.5,7.6,2.5,3.5,2.7,6.7,9.4,3.6,1.5,0.8,2.3,4.8,14.1,102,117,ellebcj01
JaVale McGee,34,PHX,C,74,17,1172,11.8,18.8,0.1,0.4,11.7,18.4,4.2,6,6.7,13.7,20.4,1.7,0.9,3.3,4,7.4,27.9,118,102,mcgeeja01
Frank Jackson,23,DET,PG,53,7,1164,8.1,20.2,3.6,11.7,4.5,8.6,3.6,4.4,0.8,2.9,3.6,2.3,1.1,0.4,1.6,3.7,23.5,106,118,jacksfr01
Hassan Whiteside,32,UTA,C,65,8,1162,9.1,14,0,0,9.1,14,4.4,7.1,7.1,14,21,1.1,0.9,4.4,2.3,7.6,22.7,132,104,whiteha01
Tre Jones,22,SAS,PG,69,11,1148,6.9,14.2,0.4,2.1,6.5,12,3,3.8,1.2,5.3,6.5,9.7,1.8,0.3,1.9,3.3,17.3,120,114,jonestr01
Alex Caruso,27,CHI,SG,41,18,1147,4.3,10.9,1.8,5.4,2.6,5.5,2.5,3.1,1.4,4.9,6.3,7,3,0.6,2.4,4.5,12.9,110,112,carusal01
Marvin Bagley III,22,TOT,PF,48,25,1146,9.5,18.8,1,4.1,8.5,14.7,2.8,4.3,4.4,9.8,14.3,1.5,0.9,0.8,1.6,3.9,22.8,112,114,baglema01
Nemanja Bjelica,33,GSW,C,71,0,1142,6.8,14.6,2.3,6.4,4.5,8.2,2.5,3.5,2.6,9.9,12.6,6.8,1.8,1.1,3.7,5.5,18.5,111,105,bjeline01
Ish Smith,33,TOT,PG,65,1,1126,8,18.6,1.1,2.9,6.9,15.7,0.6,1,1.1,5,6.1,10.6,2,1,3.4,3.4,17.8,101,114,smithis01
Joe Ingles,34,UTA,SF,45,15,1122,5.1,12.6,3.4,9.9,1.6,2.6,0.7,1,0.5,5.2,5.8,7,1,0.2,2,3.6,14.3,117,114,inglejo01
Garrett Temple,35,NOP,SG,59,16,1098,5,13.3,2.7,8.3,2.3,4.9,1.3,1.8,1.3,5.1,6.4,3.3,1.9,1,1.9,3.6,13.9,101,113,templga01
Stanley Johnson,25,LAL,PF,48,27,1094,5.1,11,1.4,4.6,3.7,6.4,2.3,3.2,1.5,5.3,6.8,3.5,1.9,0.6,1.5,4.8,14,114,114,johnsst04
Kyrie Irving,29,BKN,PG,29,29,1091,12.8,27.4,4.4,10.6,8.4,16.8,5.2,5.7,0.7,4.9,5.6,7.4,1.8,0.8,3.2,3.6,35.4,117,114,irvinky01
Nassir Little,21,POR,SF,42,23,1088,6.5,14.1,2.3,6.9,4.2,7.2,3.1,4.2,2.6,8,10.6,2.4,1.1,1.6,1.8,3.7,18.4,115,116,littlna01
Jeremiah Robinson-Earl,21,OKC,C,49,36,1087,6,14.5,2.6,7.4,3.4,7.1,1.8,2.4,3.4,8.9,12.3,2.2,1.3,0.7,1.7,3.4,16.4,108,113,robinje02
JaMychal Green,31,DEN,PF,67,8,1085,7.2,14.8,1.5,5.6,5.7,9.2,3.7,4.2,3.7,9,12.7,2.7,1.9,1.2,2.6,7.1,19.5,114,109,greenja01
Paul George,31,LAC,PF,31,31,1077,12.2,28.9,4.1,11.7,8.1,17.2,5.8,6.7,0.5,9.1,9.7,8,3,0.6,5.7,3.4,34.3,100,106,georgpa01
Richaun Holmes,28,SAC,C,45,37,1074,8.9,13.4,0.1,0.2,8.8,13.2,3.1,4,4.2,10,14.2,2.2,0.8,1.8,2.5,5.7,21,127,114,holmeri01
Kenrich Williams,27,OKC,SF,49,0,1072,6.6,14.4,1.9,5.5,4.8,8.9,1.4,2.5,3.4,6.6,10,4.9,2,0.5,2.1,3.7,16.5,111,113,willike04
Dewayne Dedmon,32,MIA,C,67,15,1065,7.7,13.6,0.9,2.2,6.8,11.4,3.5,4.7,4.9,13.2,18.1,2.2,1.1,2,3.3,8.2,19.8,117,105,dedmode01
Damian Lillard,31,POR,PG,29,29,1056,10.3,25.5,4.3,13.1,6,12.4,7.4,8.4,0.6,5,5.6,9.8,0.8,0.5,3.8,1.7,32.2,112,120,lillada01
Troy Brown Jr.,22,CHI,SF,66,7,1055,5,11.9,2.2,6.2,2.8,5.8,0.9,1.2,1.8,7.6,9.4,3.1,1.7,0.2,1.2,2.9,13.1,110,114,browntr01
LaMarcus Aldridge,36,BKN,C,47,12,1050,11.6,21.1,0.6,2.1,11,19,4.1,4.7,3.4,8.5,11.9,1.9,0.6,2.2,2,3.6,28,119,112,aldrila01
Larry Nance Jr.,29,TOT,PF,46,11,1040,6.1,11.6,1.1,3.3,5,8.3,1.9,2.7,3.4,8.3,11.7,3.8,2,0.9,1.7,4,15.1,121,114,nancela02
Josh Green,21,DAL,SG,67,3,1039,6.3,12.4,1.4,3.8,4.9,8.6,1.5,2.2,2.5,5.3,7.8,3.8,2.2,0.7,2.1,5.6,15.5,114,109,greenjo02
Rudy Gay,35,UTA,PF,55,1,1038,7.5,18,3.3,9.7,4.1,8.4,3,3.8,2.6,8.9,11.5,2.7,1.2,0.9,2.2,4.5,21.2,110,110,gayru01
DeAndre' Bembry,27,TOT,SF,56,20,1026,5.9,10.4,0.7,1.7,5.1,8.7,1,1.7,2,5.7,7.7,3.1,2.3,1.2,1.5,5.3,13.4,119,112,bembrde01
Aaron Holiday,25,TOT,PG,63,15,1021,7.2,16.2,1.9,4.9,5.4,11.3,2.8,3.3,1.2,4.7,5.9,7.3,2,0.4,3.2,4.4,19.2,108,113,holidaa01
Damian Jones,26,SAC,C,56,15,1017,8.3,12.6,0.5,1.4,7.8,11.2,4.4,6.2,3.5,8.1,11.6,3.3,1.2,2.2,2.8,6.2,21.5,128,113,jonesda03
Lamar Stevens,24,CLE,PF,63,13,1015,7.7,15.7,0.9,3.2,6.8,12.5,2.6,3.7,2.3,5.8,8.1,2.2,1.5,0.9,2,5.2,18.8,107,110,stevela01
Cam Reddish,22,TOT,SF,49,7,1012,8,19.9,3.2,9,4.8,10.9,4.9,5.5,1.2,3.9,5.1,2.3,2.3,0.7,2.8,2.9,24.2,105,114,reddica01
Donte DiVincenzo,25,TOT,SG,42,1,1006,5.6,16.1,3.5,10.4,2.1,5.6,3.3,4,1.9,6.2,8.1,5.6,2.3,0.4,3.4,3.3,18.2,102,113,divindo01
Wesley Matthews,35,MIL,SG,49,14,1002,4.2,10.5,2.5,7.5,1.6,3,1.1,1.3,1.4,3,4.4,1.7,1.1,0.4,0.9,4.2,11.9,113,116,matthwe02
Payton Pritchard,24,BOS,PG,71,2,1001,7.9,18.5,5,12.2,2.9,6.4,1,1,1.6,5.1,6.7,6.9,1.2,0.3,2,3,21.9,120,110,pritcpa01
Juan Toscano-Anderson,28,GSW,SF,73,6,994,5.6,11.5,1.4,4.3,4.3,7.3,2,3.4,1.4,7.3,8.6,6.2,2.4,0.8,3.3,5.6,14.6,106,106,toscaju01
Onyeka Okongwu,21,ATL,C,48,6,992,7.7,11.2,0,0,7.7,11.2,4,5.4,5.7,8.3,14,2.6,1.5,3,2.2,7.4,19.4,138,111,okongon01
Khem Birch,29,TOR,C,55,28,991,4.9,10.1,0,0.7,4.9,9.4,2.7,3.6,6.2,5.9,12.1,2.8,1.5,1.3,1.5,5.2,12.5,124,111,birchkh01
Kessler Edwards,21,BKN,SF,48,23,987,5.4,13.1,2.4,6.7,3,6.4,0.8,0.9,2.2,6.3,8.4,1.5,1.4,1.2,2.1,4.2,13.9,100,113,edwarke02
Dean Wade,25,CLE,PF,51,28,980,5,11.1,2.6,7.2,2.4,3.8,1,1.5,1.6,6.1,7.6,2.6,1.5,0.4,0.8,4.5,13.7,122,111,wadede01
Daniel Theis,29,TOT,C,47,27,977,7.5,14.4,1.6,5.3,5.8,9.1,2.4,3.6,2.9,8.4,11.3,2,1,1.5,2.3,5.5,19,113,112,theisda01
Jaylen Nowell,22,MIN,SG,62,1,975,9.6,20.2,3.1,7.8,6.5,12.3,3.5,4.5,1.1,4.9,6,6.3,1.3,0.5,1.8,3.6,25.7,121,115,nowelja01
Nic Claxton,22,BKN,C,47,19,974,8.9,13.1,0,0,8.9,13.1,2.7,4.6,4.5,8.6,13.1,2.1,1.2,2.5,1.9,5.5,20.4,130,111,claxtni01
Dwight Howard,36,LAL,C,60,27,971,6.6,10.8,0.4,0.7,6.2,10.1,4.7,7.2,5.8,11.7,17.6,1.7,1.7,1.8,2.3,5.7,18.4,128,109,howardw01
