Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,playerID
Santi Aldama,21,MEM,PF,32,0,360,53,132,6,48,47,84,0.424,20,32,33,54,87,21,6,10,16,36,132,aldamsa01
Kent Bazemore,32,LAL,SF,39,14,545,45,139,29,80,16,59,0.428,13,17,13,56,69,34,25,9,21,70,132,bazemke01
Juancho Hernangómez,26,TOT,PF,40,9,445,44,106,24,69,20,37,0.528,19,34,28,72,100,20,14,10,16,25,131,hernaju01
Jarrett Culver,22,MEM,SG,37,0,338,51,135,12,47,39,88,0.422,16,34,13,35,48,33,20,5,20,42,130,culveja01
Markieff Morris,32,MIA,PF,17,1,298,54,114,13,39,41,75,0.531,8,9,17,28,45,23,6,1,20,33,129,morrima02
Enes Freedom,29,BOS,C,35,1,411,51,97,2,5,49,92,0.536,24,28,61,99,160,8,5,14,20,42,128,kanteen01
Markus Howard,22,DEN,SG,31,0,176,39,101,28,70,11,31,0.525,20,23,2,10,12,7,9,0,7,17,126,howarma02
Elijah Hughes,23,TOT,SG,36,4,434,47,144,25,95,22,49,0.413,7,9,6,52,58,22,14,8,17,39,126,hugheel01
Andre Iguodala,38,GSW,SF,31,0,603,46,121,17,74,29,47,0.45,15,20,21,79,100,114,27,22,28,34,124,iguodan01
Isaiah Livers,23,DET,SF,19,5,383,41,90,27,64,14,26,0.606,12,14,15,42,57,21,13,7,15,37,121,liveris01
Killian Tillie,23,MEM,C,36,3,461,43,127,27,86,16,41,0.445,5,8,21,39,60,22,23,15,13,58,118,tilliki02
Paul Reed,22,PHI,C,38,2,302,54,96,2,8,52,88,0.573,6,14,44,48,92,16,33,14,10,57,116,reedpa01
Paul Millsap,36,TOT,C,33,1,376,45,115,8,35,37,80,0.426,17,24,41,73,114,29,10,13,19,67,115,millspa01
Dylan Windler,25,CLE,SF,50,0,459,37,98,21,70,16,28,0.485,15,18,21,68,89,34,14,3,16,47,110,windldy01
Ish Wainright,27,PHX,PF,45,0,359,41,104,19,59,22,45,0.486,7,12,27,27,54,15,20,6,13,49,108,wainris01
Kris Dunn,27,POR,PG,14,3,336,44,102,1,11,43,91,0.436,17,18,9,40,49,79,23,3,32,38,106,dunnkr01
David Duke Jr.,22,BKN,PG,22,7,341,39,108,9,37,30,71,0.403,17,21,30,37,67,17,14,7,9,36,104,dukeda01
Jaylen Hoard,22,OKC,SF,7,5,240,44,90,9,25,35,65,0.539,6,14,30,54,84,17,6,5,8,14,103,hoardja01
Justin Anderson,28,TOT,SF,16,6,316,36,95,15,59,21,36,0.458,15,19,4,42,46,33,8,6,8,22,102,anderju01
Gary Clark,27,NOP,PF,38,1,378,33,88,28,70,5,18,0.534,7,10,23,67,90,18,13,7,10,20,101,clarkga01
Victor Oladipo,29,MIA,SG,8,1,173,35,73,15,36,20,37,0.582,14,19,3,20,23,28,5,1,16,13,99,oladivi01
Boban Marjanović,33,DAL,C,23,0,128,42,70,1,4,41,66,0.607,13,22,8,31,39,3,0,3,15,24,98,marjabo01
Semi Ojeleye,27,TOT,PF,30,0,406,30,99,15,50,15,49,0.379,23,29,27,47,74,9,7,6,9,30,98,ojelese01
PJ Dozier,25,DEN,SG,18,0,340,36,99,15,48,21,51,0.439,10,13,14,49,63,29,11,6,13,33,97,doziepj01
Trevor Ariza,36,LAL,SF,24,11,462,33,99,20,74,13,25,0.434,10,18,10,72,82,27,13,6,11,20,96,arizatr01
Keljin Blevins,26,POR,SF,31,1,349,34,111,21,72,13,39,0.401,6,11,16,29,45,19,13,1,17,29,95,blevike01
Frank Kaminsky,28,PHX,C,9,0,181,36,66,5,15,31,51,0.583,18,20,11,30,41,13,8,7,5,14,95,kaminfr01
Kevin Knox,22,TOT,SF,30,0,222,31,85,15,54,16,31,0.453,16,22,14,30,44,10,4,2,7,19,93,knoxke01
Reggie Perry,21,TOT,PF,10,1,187,40,79,3,16,37,63,0.525,9,15,15,32,47,12,9,6,11,33,92,perryre01
Jericho Sims,23,NYK,PF,41,5,555,39,54,0,0,39,54,0.722,12,29,61,108,169,21,11,22,20,66,90,simsje01
Miles McBride,21,NYK,PG,40,2,372,32,108,17,68,15,40,0.375,8,12,4,38,42,41,14,1,5,45,89,mcbrimi01
Michael Porter Jr.,23,DEN,SF,9,9,265,37,103,10,48,27,55,0.408,5,9,9,50,59,17,10,2,12,16,89,portemi01
Bruno Fernando,23,TOT,C,30,0,152,36,55,1,2,35,53,0.664,15,24,18,37,55,7,1,11,14,24,88,fernabr01
Georgios Kalaitzakis,23,TOT,SF,13,4,214,31,67,10,26,21,41,0.537,14,30,6,15,21,12,11,2,20,19,86,kalaige01
Nerlens Noel,27,NYK,C,25,11,562,32,60,0,3,32,57,0.533,21,30,48,93,141,23,30,31,20,67,85,noelne01
Brad Wanamaker,32,TOT,PG,23,2,320,28,77,4,17,24,60,0.39,23,25,6,33,39,55,7,6,23,45,83,wanambr01
Justin Champagnie,20,TOR,SF,36,0,281,31,67,10,28,21,39,0.537,9,9,37,35,72,11,8,4,8,32,81,champju01
Jake Layman,27,MIN,SF,34,1,231,30,73,8,35,22,38,0.466,13,18,6,30,36,9,7,5,10,12,81,laymaja01
Udoka Azubuike,22,UTA,C,17,6,195,37,49,0,0,37,49,0.755,6,11,18,53,71,0,1,11,12,25,80,azubuud01
Skylar Mays,24,ATL,SG,28,5,220,32,64,8,25,24,39,0.563,8,9,5,20,25,17,7,0,10,9,80,mayssk01
Lindell Wigginton,23,MIL,PG,19,0,199,26,61,9,26,17,35,0.5,19,35,3,22,25,23,5,1,12,17,80,wiggili01
Braxton Key,24,TOT,SF,11,0,197,33,72,6,21,27,51,0.5,7,13,13,37,50,11,10,11,11,26,79,keybr01
Justin Robinson,24,TOT,PG,25,0,304,28,93,18,61,10,32,0.398,4,8,4,17,21,32,9,1,17,27,78,robinju01
Daishen Nix,19,HOU,SG,24,0,261,27,67,7,26,20,41,0.455,16,30,7,26,33,40,15,0,26,21,77,nixda01
KZ Okpala,22,MIA,PF,21,0,244,30,69,9,26,21,43,0.5,8,11,11,30,41,14,4,7,5,25,77,okpalkz01
Greg Monroe,31,TOT,C,14,0,195,32,57,0,0,32,57,0.561,12,23,30,34,64,22,8,10,12,24,76,monrogr01
Kyle Guy,24,MIA,SG,19,0,186,26,65,14,40,12,25,0.508,8,12,4,13,17,17,7,1,13,12,74,guyky01
Malcolm Hill,26,TOT,SG,19,0,212,24,52,13,36,11,16,0.587,11,14,11,24,35,8,7,3,3,24,72,hillma01
Charles Bassey,21,PHI,C,23,0,168,30,47,0,4,30,43,0.638,9,12,22,40,62,7,5,17,8,32,69,bassech01
Denzel Valentine,28,TOT,SG,24,0,222,25,66,19,47,6,19,0.523,0,0,9,33,42,11,8,0,12,20,69,valende01
Mychal Mulder,27,TOT,PG,17,3,239,24,77,17,54,7,23,0.422,4,4,2,22,24,5,4,2,8,13,69,muldemy01
Chris Chiozza,26,GSW,PG,34,1,372,24,81,17,53,7,28,0.401,2,3,9,27,36,65,13,0,32,32,67,chiozch01
Tyler Cook,24,CHI,PF,20,2,200,23,38,0,0,23,38,0.605,21,32,16,37,53,3,4,4,7,28,67,cookty01
JT Thor,19,CHA,PF,33,0,262,24,55,7,27,17,28,0.5,12,20,11,32,43,19,8,11,10,26,67,thorjt01
Sam Hauser,24,BOS,SF,26,0,158,23,50,19,44,4,6,0.65,0,0,5,24,29,10,1,2,2,7,65,hausesa01
Vlatko Čančar,24,DEN,PF,15,1,176,23,41,7,12,16,29,0.646,9,14,8,23,31,17,2,3,9,18,62,cancavl01
Joe Wieskamp,22,SAS,SG,29,0,205,20,56,14,43,6,13,0.482,7,13,4,10,14,9,4,3,2,14,61,wieskjo01
Jahmi'us Ramsey,20,SAC,SG,19,0,134,24,58,5,18,19,40,0.457,7,14,4,9,13,7,1,1,5,10,60,ramseja01
Alfonzo McKinnie,29,CHI,SF,17,3,206,24,61,9,27,15,34,0.467,2,8,13,20,33,5,2,3,7,26,59,mckinal01
Xavier Moon,27,LAC,SG,10,0,137,25,51,5,14,20,37,0.539,3,5,2,12,14,24,7,3,6,9,58,moonxa01
Mamadi Diakite,25,OKC,PF,13,3,188,25,47,0,5,25,42,0.532,6,11,17,42,59,2,5,9,7,33,56,diakima01
Jabari Parker,26,BOS,PF,12,0,112,18,38,8,16,10,22,0.579,9,9,5,23,28,6,4,1,8,13,53,parkeja01
Jalen Johnson,20,ATL,PF,22,0,120,22,41,3,13,19,28,0.573,5,7,2,24,26,3,3,2,9,9,52,johnsja05
Cassius Stanley,22,DET,SG,9,1,155,19,46,4,17,15,29,0.457,10,10,5,14,19,4,5,2,6,17,52,stanlca01
Javonte Smart,22,TOT,PG,17,1,200,19,60,8,27,11,33,0.383,5,6,5,19,24,16,6,3,11,12,51,smartja01
Leandro Bolmaro,21,MIN,SF,35,2,241,17,54,5,18,12,36,0.361,11,13,16,27,43,21,6,0,13,26,50,bolmale01
Devin Cannady,25,ORL,PG,5,0,145,15,44,15,37,0,7,0.511,5,7,1,5,6,10,5,3,5,9,50,cannade01
Hassani Gravett,25,ORL,PG,8,3,171,18,38,11,26,7,12,0.618,3,4,1,20,21,20,5,1,9,13,50,graveha01
Jamorko Pickett,24,DET,PF,13,0,176,18,50,13,39,5,11,0.49,1,2,6,26,32,7,0,7,5,12,50,pickeja01
Jay Scrubb,21,LAC,SG,18,0,121,18,46,6,21,12,25,0.457,7,10,2,14,16,8,4,3,7,9,49,scrubja01
Usman Garuba,19,HOU,PF,24,2,239,19,44,5,20,14,24,0.489,5,7,21,62,83,17,10,11,6,28,48,garubus01
Theo Pinson,26,DAL,SF,19,0,148,14,39,10,30,4,9,0.487,10,10,2,19,21,17,5,2,5,12,48,pinsoth01
Devontae Cacok,25,SAS,PF,15,0,121,21,31,0,0,21,31,0.677,4,7,8,34,42,6,8,7,3,16,46,cacokde01
Louis King,22,SAC,SF,10,0,104,15,47,8,27,7,20,0.404,7,10,0,12,12,9,2,1,0,14,45,kinglo02
Neemias Queta,22,SAC,C,15,0,120,17,38,0,0,17,38,0.447,11,17,14,17,31,6,1,8,6,18,45,quetane01
Zavier Simpson,24,OKC,PG,4,4,174,19,52,1,8,18,44,0.375,5,5,2,19,21,30,5,4,10,15,44,simpsza01
Haywood Highsmith,25,MIA,SF,19,1,163,16,46,9,28,7,18,0.446,2,5,10,16,26,6,2,3,3,13,43,highsha01
Trevelin Queen,24,HOU,SG,10,0,74,15,33,9,24,6,9,0.591,4,4,7,9,16,4,5,1,7,6,43,queentr01
Alize Johnson,25,TOT,PF,23,0,167,17,39,0,4,17,35,0.436,7,12,28,33,61,9,5,0,12,18,41,johnsal02
Kevin Pangos,29,CLE,PG,24,3,166,15,46,6,26,9,20,0.391,3,4,2,9,11,30,3,0,7,11,39,pangoke01
Tim Frazier,31,TOT,PG,12,3,208,14,45,6,17,8,28,0.378,5,9,5,14,19,34,3,1,15,27,39,fraziti01
Jared Harper,24,NOP,PG,5,0,43,14,26,5,12,9,14,0.635,4,4,2,0,2,14,4,1,2,5,37,harpeja01
Didi Louzada,22,TOT,SF,9,1,129,12,33,9,23,3,10,0.5,2,2,5,12,17,5,2,2,5,13,35,louzama01
Willie Cauley-Stein,28,TOT,C,20,2,183,16,35,1,2,15,33,0.471,1,2,13,27,40,10,6,3,7,19,34,caulewi01
Abdel Nader,28,PHX,SF,14,0,145,12,35,4,14,8,21,0.4,6,10,4,23,27,7,8,4,11,20,34,naderab01
Bol Bol,22,DEN,PF,14,0,81,15,27,1,4,14,23,0.574,2,5,4,16,20,5,1,2,4,4,33,bolbo01
Melvin Frazier,25,OKC,SG,3,0,120,13,48,1,21,12,27,0.281,5,7,5,8,13,1,1,0,3,8,32,frazime01
Udonis Haslem,41,MIA,C,13,0,83,14,31,1,4,13,27,0.468,3,3,4,21,25,4,1,1,5,15,32,hasleud01
Brandon Knight,30,DAL,PG,5,0,65,10,25,4,17,6,8,0.48,8,8,0,8,8,8,1,0,4,5,32,knighbr03
Paul Watson,27,OKC,SF,9,3,156,12,35,6,26,6,9,0.429,1,2,3,24,27,8,3,3,4,10,31,watsopa01
Chaundee Brown Jr.,23,TOT,SF,5,2,104,10,32,6,18,4,14,0.406,5,6,1,15,16,4,2,0,1,7,31,brownch05
Quinndary Weatherspoon,25,GSW,SG,11,0,73,12,21,1,5,11,16,0.595,5,5,2,12,14,5,1,1,3,15,30,weathqu01
D.J. Wilson,25,TOR,PF,4,1,54,11,15,0,2,11,13,0.733,8,10,1,15,16,5,5,1,2,6,30,wilsodj01
Charlie Brown Jr.,24,TOT,SG,22,2,177,10,39,1,12,9,27,0.269,9,10,14,18,32,6,10,4,5,18,30,brownch02
Luke Kornet,26,TOT,C,15,0,103,13,27,0,5,13,22,0.481,4,6,13,16,29,9,3,3,0,9,30,kornelu01
Devon Dotson,22,CHI,PG,11,0,85,11,23,2,9,9,14,0.522,5,9,1,8,9,15,1,0,5,11,29,dotsode01
James Ennis III,31,TOT,SF,7,0,56,11,24,3,8,8,16,0.521,4,5,5,7,12,3,2,2,2,5,29,ennisja01
Ed Davis,32,CLE,C,31,3,201,11,16,0,0,11,16,0.688,6,14,14,50,64,7,3,9,5,33,28,davised01
Mason Jones,23,LAL,SG,4,0,51,7,15,1,4,6,11,0.5,12,15,1,9,10,4,2,0,1,8,27,jonesma05
B.J. Johnson,26,ORL,SF,4,0,65,11,25,4,10,7,15,0.52,0,0,6,9,15,0,0,1,0,4,26,johnsbj01
Chris Silva,25,TOT,PF,10,0,91,8,15,0,0,8,15,0.533,10,12,13,23,36,7,0,1,8,20,26,silvach01
Sam Merrill,25,MEM,SG,6,0,58,8,24,7,23,1,1,0.479,2,4,1,6,7,4,0,0,2,3,25,merrisa01
Carsen Edwards,23,DET,SG,4,0,79,9,30,4,16,5,14,0.367,1,1,2,4,6,14,2,0,5,4,23,edwarca01
Cameron Oliver,25,ATL,SF,2,0,43,10,15,1,3,9,12,0.7,2,3,2,4,6,3,1,1,0,5,23,oliveca01
Wes Iwundu,27,ATL,SF,3,1,82,8,18,3,5,5,13,0.528,3,4,3,10,13,0,1,0,1,8,22,iwundwe01
Kai Jones,21,CHA,C,21,0,63,9,14,1,2,8,12,0.679,3,8,3,8,11,4,1,2,6,8,22,joneska01
Freddie Gillespie,24,ORL,PF,9,2,119,9,22,0,1,9,21,0.409,3,7,13,23,36,5,3,9,5,18,21,gillefr01
Brodric Thomas,25,BOS,SG,12,0,60,8,18,2,9,6,9,0.5,3,5,2,8,10,11,1,1,6,7,21,thomabr01
Malik Fitts,24,TOT,PF,15,0,63,8,19,5,10,3,9,0.553,0,0,2,15,17,5,0,0,2,4,21,fittsma01
Rayjon Tucker,24,TOT,SG,5,0,71,6,9,4,5,2,4,0.889,5,7,3,5,8,10,4,0,1,5,21,tuckera01
Isaiah Todd,20,WAS,PF,12,0,74,7,26,4,16,3,10,0.346,2,6,3,9,12,4,4,2,4,4,20,toddis01
Vernon Carey Jr.,20,TOT,C,7,1,44,7,13,0,0,7,13,0.538,6,13,8,4,12,0,2,1,3,4,20,careyve01
Derrick Walton,26,DET,PG,3,3,108,6,26,3,13,3,13,0.288,4,4,2,8,10,21,7,4,11,8,19,waltode01
Jeff Dowtin Jr.,24,TOT,PG,9,0,108,8,26,1,9,7,17,0.327,2,2,8,10,18,10,5,1,5,5,19,dowtije01
Gabriel Deck,26,OKC,PF,7,0,56,8,14,2,4,6,10,0.643,0,0,1,5,6,5,1,0,2,2,18,deckga01
Nik Stauskas,28,TOT,SG,8,0,39,5,14,4,10,1,4,0.5,4,6,1,2,3,2,0,0,1,1,18,stausni01
Marko Simonovic,22,CHI,C,9,0,35,4,15,1,5,3,10,0.3,8,11,5,5,10,0,1,1,2,6,17,simonma01
Tyrone Wallace,27,NOP,SG,6,0,75,7,20,2,8,5,12,0.4,1,5,0,8,8,1,3,1,2,7,17,wallaty01
Tyler Johnson,29,TOT,PG,6,0,91,6,20,5,13,1,7,0.425,0,0,3,9,12,7,3,3,2,7,17,johnsty01
Ryan Arcidiacono,27,NYK,PG,10,0,76,6,12,4,9,2,3,0.667,0,0,0,8,8,4,1,0,3,5,16,arcidry01
RJ Nembhard Jr.,22,CLE,SG,14,0,63,6,18,0,2,6,16,0.333,3,4,3,4,7,12,1,0,3,2,15,nembhrj01
Justin Jackson,26,TOT,SF,7,0,37,5,15,3,9,2,6,0.433,2,2,1,6,7,2,0,0,1,3,15,jacksju01
Petr Cornelie,26,DEN,PF,13,0,38,5,15,1,8,4,7,0.367,3,4,7,7,14,3,1,1,4,7,14,cornepe01
Sekou Doumbouya,21,LAL,PF,2,0,16,5,8,1,2,4,6,0.688,3,4,2,4,6,0,3,2,2,1,14,doumbse01
Aleem Ford,24,ORL,SF,5,0,74,6,20,2,15,4,5,0.35,0,0,2,13,15,2,1,0,4,7,14,fordal03
Cameron McGriff,24,POR,SF,3,0,46,5,14,2,6,3,8,0.429,2,2,6,9,15,3,0,1,0,7,14,mcgrica01
Cassius Winston,23,WAS,PG,7,0,39,4,11,2,6,2,5,0.455,4,4,0,1,1,7,0,0,3,9,14,winstca01
Langston Galloway,30,TOT,SG,7,0,107,6,26,2,16,4,10,0.269,0,0,3,15,18,12,1,0,6,7,14,gallola01
Marcus Garrett,23,MIA,SG,12,0,128,5,21,1,4,4,17,0.262,2,5,9,14,23,7,5,3,2,16,13,garrema01
Gabriel Lundberg,27,PHX,SG,4,0,44,5,19,3,8,2,11,0.342,0,0,2,5,7,11,3,0,3,7,13,lundbga01
Yves Pons,22,MEM,SF,12,0,71,5,16,3,9,2,7,0.406,0,2,5,7,12,1,1,4,1,6,13,ponsyv01
Myles Powell,24,PHI,PG,11,0,52,5,17,1,6,4,11,0.324,2,2,1,5,6,3,1,0,3,8,13,powelmy01
Isaac Bonga,22,TOR,SF,15,0,69,3,13,1,4,2,9,0.269,5,8,4,3,7,4,8,2,2,10,12,bongais01
Tacko Fall,26,CLE,C,11,1,59,5,12,0,0,5,12,0.417,2,7,7,16,23,2,0,6,3,3,12,fallta01
Micah Potter,23,DET,C,3,0,31,5,11,0,2,5,9,0.455,2,2,4,5,9,0,1,1,1,4,12,pottemi01
Cheick Diallo,25,DET,C,3,0,31,3,8,0,0,3,8,0.375,5,6,4,8,12,0,1,0,1,6,11,diallch01
Tremont Waters,24,TOT,PG,3,0,50,4,14,2,9,2,5,0.357,0,0,0,4,4,7,5,0,4,4,10,watertr01
Daniel Oturu,22,TOR,C,3,0,27,3,6,0,1,3,5,0.5,3,5,1,4,5,0,0,2,0,1,9,oturuda01
Solomon Hill,30,ATL,SF,13,1,139,3,20,2,13,1,7,0.2,0,0,6,17,23,12,4,2,1,16,8,hillso01
Malik Newman,24,CLE,PG,1,0,8,3,5,0,1,3,4,0.6,2,2,0,1,1,1,0,0,1,0,8,newmama01
Gabe York,28,IND,SG,2,0,21,2,7,1,6,1,1,0.357,3,5,0,2,2,4,2,1,1,4,8,yorkga01
Mac McClung,23,TOT,SG,2,0,25,3,6,1,3,2,3,0.583,1,1,0,3,3,1,1,1,3,5,8,mccluma01
Sharife Cooper,20,ATL,PG,13,0,39,3,14,1,6,2,8,0.25,0,0,0,5,5,5,0,0,5,1,7,coopesh01
Eugene Omoruyi,24,DAL,SF,4,0,18,2,5,1,2,1,3,0.5,2,4,2,5,7,2,0,0,0,2,7,omorueu01
Robert Woodard II,22,SAC,SF,12,0,42,2,16,1,4,1,12,0.156,2,2,5,6,11,3,1,1,1,3,7,woodaro01
Paris Bass,26,PHX,SF,2,0,7,2,6,0,2,2,4,0.333,2,2,2,2,4,0,1,0,2,2,6,basspa01
Dakota Mathias,26,MEM,SG,6,0,16,2,6,2,6,0,0,0.5,0,0,0,2,2,1,1,0,0,1,6,mathida01
Norvel Pelle,28,UTA,C,3,0,19,3,5,0,0,3,5,0.6,0,0,3,3,6,0,0,1,2,1,6,pelleno01
Tre Scott,25,CLE,SF,2,0,11,3,6,0,1,3,5,0.5,0,0,1,1,2,0,1,1,0,2,6,scotttr01
Craig Sword,28,WAS,SG,3,0,19,3,4,0,1,3,3,0.75,0,0,0,0,0,1,4,0,1,7,6,swordcr01
Juwan Morgan,24,TOT,PF,2,0,31,2,3,1,2,1,1,0.833,0,0,2,2,4,1,0,0,0,3,5,morgaju01
Miye Oni,24,UTA,SG,16,0,44,2,9,1,8,1,1,0.278,0,1,1,6,7,5,0,0,1,7,5,onimi01
Jordan Schakel,23,WAS,SG,4,0,30,1,11,1,6,0,5,0.136,2,2,2,6,8,0,1,0,1,0,5,schakjo01
Wayne Selden,27,NYK,SG,3,0,19,1,4,1,2,0,2,0.375,2,4,0,1,1,1,0,0,0,1,5,seldewa01
Xavier Sneed,24,TOT,SF,9,0,39,2,10,1,8,1,2,0.25,0,0,2,4,6,1,0,0,0,2,5,sneedxa01
McKinley Wright IV,23,MIN,PG,5,0,19,2,3,1,2,1,1,0.833,0,0,0,0,0,3,0,0,1,1,5,wrighmc01
Moses Wright,23,TOT,PF,4,0,14,1,4,0,1,1,3,0.25,3,3,1,2,3,2,0,1,0,0,5,wrighmo01
Darren Collison,34,LAL,PG,3,0,37,2,7,0,3,2,4,0.286,0,0,0,4,4,2,1,0,1,5,4,collida01
Damyean Dotson,27,NYK,SG,2,0,21,2,4,0,1,2,3,0.5,0,0,0,2,2,1,0,0,0,0,4,dotsoda01
Shaquille Harrison,28,BKN,SG,2,0,23,2,6,0,2,2,4,0.333,0,0,1,3,4,3,1,1,2,3,4,harrish01
Scotty Hopson,32,OKC,SG,1,0,18,2,4,0,1,2,3,0.5,0,0,0,1,1,1,0,0,2,1,4,hopsosc01
Chandler Hutchison,25,PHX,SF,6,0,22,1,2,0,0,1,2,0.5,2,2,0,5,5,2,0,0,4,1,4,hutchch01
Jemerrio Jones,26,LAL,SF,2,0,15,2,3,0,0,2,3,0.667,0,0,2,1,3,0,1,0,0,2,4,jonesje01
Carlik Jones,24,TOT,PG,5,0,23,1,9,0,1,1,8,0.111,2,2,1,2,3,5,1,0,3,0,4,jonesca03
Rob Edwards,25,OKC,SG,2,0,11,1,4,1,4,0,0,0.375,0,0,0,3,3,0,0,0,1,0,3,edwarro01
Emmanuel Mudiay,25,SAC,PG,2,0,11,0,2,0,0,0,2,0,3,4,0,0,0,4,1,0,1,1,3,mudiaem01
Matt Ryan,24,BOS,SF,1,0,5,1,5,1,5,0,0,0.3,0,0,0,0,0,0,1,0,0,0,3,ryanma01
Deividas Sirvydis,21,DET,SG,3,0,27,1,10,1,7,0,3,0.15,0,0,0,6,6,1,3,1,0,4,3,sirvyde01
Joel Ayayi,21,WAS,SG,7,0,20,1,6,0,1,1,5,0.167,0,0,1,2,3,4,0,0,0,0,2,ayayijo01
Shaq Buchanan,25,MEM,SG,2,0,10,1,4,0,2,1,2,0.25,0,0,1,1,2,2,1,0,2,1,2,buchash01
Ahmad Caver,25,IND,SG,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,caverah01
Jarron Cumberland,24,POR,SG,3,0,12,1,2,0,1,1,1,0.5,0,0,1,2,3,1,0,0,0,2,2,cumbeja01
Aaron Henry,22,PHI,SF,6,0,17,1,5,0,1,1,4,0.2,0,0,0,1,1,0,0,2,2,2,2,henryaa01
DaQuan Jeffries,24,MEM,SG,3,0,9,1,2,0,1,1,1,0.5,0,0,0,2,2,1,0,0,0,1,2,jeffrda01
Joe Johnson,40,BOS,SG,1,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,johnsjo02
Jaylen Morris,26,SAS,SG,3,0,16,0,6,0,2,0,4,0,2,4,0,2,2,2,0,0,1,2,2,morrija01
Jaden Springer,19,PHI,SG,2,0,6,1,1,0,0,1,1,1,0,0,1,1,2,0,0,2,1,0,2,sprinja01
Tyrell Terry,21,MEM,PG,2,0,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,terryty01
George King,28,DAL,SF,4,0,19,0,5,0,4,0,1,0,1,2,0,5,5,0,0,0,1,4,1,kingge03
Cat Barber,27,ATL,PG,3,0,13,0,4,0,0,0,4,0,0,4,1,2,3,3,0,0,1,1,0,barbeca01
Zylan Cheatham,26,UTA,SF,1,0,5,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cheatzy01
Jordan Goodwin,23,WAS,SG,2,0,6,0,3,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,goodwjo01
Nate Hinton,22,IND,SG,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,hintona01
Jay Huff,23,LAL,C,4,0,20,0,3,0,2,0,1,0,0,0,1,3,4,1,1,1,1,1,0,huffja01
Feron Hunt,22,NYK,SF,2,0,8,0,2,0,0,0,2,0,0,0,1,0,1,1,1,0,1,1,0,huntfe01
David Johnson,20,TOR,SG,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,johnsda08
Arnoldas Kulboka,24,CHA,SF,2,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,kulboar01
Anthony Lamb,24,SAS,SF,2,0,8,0,2,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,lamban01
JaQuori McLaughlin,24,DAL,PG,4,0,11,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,mclauja01
Matt Mooney,25,NYK,SG,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,moonema01
Jaysean Paige,27,DET,PG,1,0,7,0,3,0,2,0,1,0,0,0,0,1,1,1,0,0,1,2,0,paigeja01
Trayvon Palmer,27,DET,SG,1,0,17,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2,0,palmetr01
Emanuel Terry,25,PHX,PF,3,0,18,0,5,0,0,0,5,0,0,0,8,7,15,2,1,0,5,4,0,terryem01
Jon Teske,24,MEM,C,3,0,8,0,1,0,0,0,1,0,0,2,0,2,2,1,1,0,0,1,0,teskejo01
M.J. Walker,23,PHX,SG,2,0,8,0,4,0,2,0,2,0,0,0,0,1,1,1,2,0,0,1,0,walkemj01
