Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
508,N'Faly Dante,23,HOU,C,4,0,51,10,13,.769,0,0,,10,13,.769,.769,4,5,.800,6,15,21,2,1,5,2,9,24,0,,nfalyda01
509,Jazian Gortman,21,DAL,PG,16,0,57,9,23,.391,4,11,.364,5,12,.417,.478,2,4,.500,1,4,5,6,2,1,5,9,24,0,,gortmja01
510,Jae Crowder,34,SAC,PF,9,2,103,7,22,.318,4,15,.267,3,7,.429,.409,5,6,.833,6,14,20,6,3,0,4,10,23,0,,crowdja01
511,Mason Jones,26,SAC,SG,10,0,45,9,18,.500,1,8,.125,8,10,.800,.528,4,5,.800,2,7,9,11,0,1,1,3,23,0,,jonesma05
512,Jacob Toppin,24,2TM,SF,17,0,76,9,22,.409,5,10,.500,4,12,.333,.523,0,0,,3,12,15,6,2,0,3,3,23,0,,toppija01
513,Jackson Rowe,28,GSW,PF,6,0,52,8,17,.471,3,10,.300,5,7,.714,.559,3,6,.500,3,8,11,4,4,0,1,4,22,0,,roweja01
514,E.J. Liddell,24,CHI,PF,12,0,53,8,15,.533,3,10,.300,5,5,1.000,.633,2,2,1.000,3,6,9,3,1,1,2,11,21,0,,liddeej01
515,Leonard Miller,21,MIN,SF,13,0,32,6,15,.400,0,5,.000,6,10,.600,.400,8,8,1.000,3,8,11,0,2,1,2,2,20,0,,millele01
516,Cam Christie,19,LAC,SG,13,0,59,7,24,.292,2,13,.154,5,11,.455,.333,2,4,.500,3,9,12,6,5,1,2,4,18,0,,chrisca02
517,Justin Minaya,25,POR,SF,19,0,101,8,21,.381,2,10,.200,6,11,.545,.429,0,2,.000,5,5,10,7,6,1,5,12,18,0,,minayju01
518,Jamaree Bouyea,25,MIL,PG,5,1,62,6,12,.500,1,5,.200,5,7,.714,.542,4,6,.667,1,4,5,10,4,2,8,2,17,0,,bouyeja01
519,David Duke Jr.,25,SAS,SG,6,0,34,6,14,.429,3,6,.500,3,8,.375,.536,1,2,.500,1,4,5,4,1,0,2,1,16,0,,dukeda01
520,Malachi Flynn,26,CHO,PG,4,0,44,5,13,.385,1,4,.250,4,9,.444,.423,5,6,.833,3,4,7,7,3,0,4,4,16,0,,flynnma01
521,Joe Ingles,37,MIN,SF,19,1,114,6,23,.261,3,15,.200,3,8,.375,.326,0,0,,2,9,11,23,2,0,9,12,15,0,,inglejo01
522,Bobi Klintman,21,DET,SF,8,0,42,6,10,.600,2,5,.400,4,5,.800,.700,1,2,.500,1,6,7,7,2,1,1,8,15,0,,klintbo01
523,Stanley Umude,25,MIL,SG,22,0,86,5,26,.192,3,15,.200,2,11,.182,.250,2,4,.500,4,13,17,4,3,6,3,8,15,0,,umudest01
524,Taylor Hendricks,21,UTA,PF,3,3,75,4,18,.222,3,12,.250,1,6,.167,.306,3,4,.750,5,10,15,2,5,4,2,8,14,0,,hendrta01
525,Jack McVeigh,28,HOU,PF,9,0,43,5,17,.294,4,13,.308,1,4,.250,.412,0,0,,2,3,5,1,0,2,2,3,14,0,,mcveija01
526,Tolu Smith,24,DET,PF,1,0,22,6,9,.667,0,0,,6,9,.667,.667,2,3,.667,4,4,8,0,0,0,2,3,14,0,,smithto05
527,Armel Traoré,22,LAL,SF,9,0,67,6,19,.316,0,7,.000,6,12,.500,.316,2,7,.286,2,13,15,1,4,2,3,6,14,0,,armeltr01
528,Isaiah Crawford,23,SAC,SF,15,0,46,5,11,.455,1,5,.200,4,6,.667,.500,2,4,.500,1,7,8,1,1,2,1,2,13,0,,crawfis01
529,Bryce McGowens,22,POR,SG,13,0,32,4,14,.286,0,4,.000,4,10,.400,.286,5,6,.833,2,1,3,2,1,0,4,3,13,0,,mcgowbr01
530,Luke Travers,23,CLE,SG,12,0,88,5,20,.250,0,9,.000,5,11,.455,.250,2,2,1.000,8,12,20,8,1,1,8,6,12,0,,travelu01
531,Trentyn Flowers,19,LAC,SF,6,0,27,4,11,.364,0,2,.000,4,9,.444,.364,3,3,1.000,1,3,4,0,0,0,1,4,11,0,,flowetr01
532,Jahmir Young,24,CHI,PG,6,0,30,4,5,.800,1,2,.500,3,3,1.000,.900,2,2,1.000,1,2,3,6,0,0,1,2,11,0,,youngja05
533,Emanuel Miller,24,CHI,PF,6,0,25,4,8,.500,0,1,.000,4,7,.571,.500,2,2,1.000,4,4,8,2,1,0,0,3,10,0,,milleem01
534,Jalen Bridges,23,PHO,SF,8,0,30,2,7,.286,2,7,.286,0,0,,.429,3,4,.750,0,4,4,0,0,0,4,0,9,0,,bridgja01
535,Liam Robbins,25,MIL,C,13,0,57,2,8,.250,0,2,.000,2,6,.333,.250,5,10,.500,7,5,12,2,2,2,6,9,9,0,,robbili01
536,P.J. Tucker,39,NYK,SF,3,1,58,3,7,.429,3,6,.500,0,1,.000,.643,0,0,,4,4,8,0,1,1,1,8,9,0,,tuckepj01
537,James Johnson,37,IND,PF,12,0,37,4,11,.364,0,3,.000,4,8,.500,.364,0,1,.000,0,6,6,4,0,2,4,5,8,0,,johnsja01
538,Adama Sanogo,22,CHI,C,4,0,21,4,7,.571,0,0,,4,7,.571,.571,0,0,,5,1,6,1,0,0,1,1,8,0,,sanogad01
539,Anton Watson,24,NYK,SF,9,0,22,4,9,.444,0,1,.000,4,8,.500,.444,0,0,,1,2,3,2,1,0,2,3,8,0,,watsoan02
540,Phillip Wheeler,22,PHI,PF,5,0,44,3,21,.143,0,10,.000,3,11,.273,.143,2,2,1.000,2,6,8,2,1,2,1,1,8,0,,wheelph02
541,PJ Dozier,28,MIN,SG,9,0,35,2,3,.667,2,3,.667,0,0,,1.000,1,6,.167,1,4,5,5,1,0,1,3,7,0,,doziepj01
542,Daniss Jenkins,23,DET,PG,7,0,23,3,10,.300,1,7,.143,2,3,.667,.350,0,2,.000,0,2,2,3,0,0,1,2,7,0,,jenkida01
543,Miles Norris,24,BOS,PF,3,0,35,2,9,.222,2,7,.286,0,2,.000,.333,1,2,.500,2,7,9,0,2,1,0,0,7,0,,norrimi01
544,Kevin McCullar Jr.,23,NYK,SF,4,0,29,2,7,.286,0,1,.000,2,6,.333,.286,2,2,1.000,0,8,8,2,1,1,0,6,6,0,,mcculke01
545,Isaiah Mobley,25,PHI,PF,1,0,17,2,7,.286,1,3,.333,1,4,.250,.357,1,2,.500,1,3,4,5,1,1,0,3,6,0,,mobleis01
546,Taze Moore,26,POR,SG,2,0,20,2,10,.200,1,4,.250,1,6,.167,.250,1,2,.500,4,4,8,1,2,0,2,0,6,0,,mooreta02
547,James Wiseman,23,IND,C,1,0,5,2,4,.500,0,1,.000,2,3,.667,.500,2,2,1.000,0,1,1,0,0,0,0,0,6,0,,wisemja01
548,Ulrich Chomche,19,TOR,PF,7,0,32,2,5,.400,0,0,,2,5,.400,.400,1,2,.500,4,4,8,2,0,1,2,5,5,0,,chomcul01
549,Skal Labissière,28,SAC,PF,4,0,12,2,4,.500,1,1,1.000,1,3,.333,.625,0,0,,1,2,3,1,0,0,0,1,5,0,,labissk01
550,Alondes Williams,25,DET,SG,1,0,4,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,,0,0,0,1,0,0,0,0,5,0,,willial06
551,Ron Harper Jr.,24,DET,SF,1,0,17,1,8,.125,0,6,.000,1,2,.500,.125,2,2,1.000,4,3,7,2,0,0,0,0,4,0,,harpero02
552,Harrison Ingram,22,SAS,SF,5,0,35,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,2,7,9,3,3,0,1,2,4,0,,ingraha01
553,D.J. Carton,24,TOR,SG,4,0,33,1,7,.143,0,3,.000,1,4,.250,.143,1,1,1.000,0,4,4,3,2,0,4,1,3,0,,cartodj01
554,Cui Yongxi,21,BRK,SG,5,0,10,1,7,.143,0,3,.000,1,4,.250,.143,1,2,.500,0,2,2,0,0,0,0,0,3,0,,cuiyo01
555,Braxton Key,27,GSW,SF,3,0,11,0,4,.000,0,1,.000,0,3,.000,.000,3,6,.500,1,1,2,0,2,0,1,0,3,0,,keybr01
556,Tristen Newton,23,2TM,SG,8,0,16,1,8,.125,0,3,.000,1,5,.200,.125,1,1,1.000,2,2,4,2,1,0,2,4,3,0,,newtotr01
557,Quincy Olivari,23,LAL,PG,2,0,10,1,5,.200,1,5,.200,0,0,,.300,0,0,,0,0,0,1,0,0,1,0,3,0,,olivaqu01
558,Yuri Collins,23,GSW,PG,2,0,16,1,3,.333,0,0,,1,3,.333,.333,0,0,,2,1,3,4,2,0,0,5,2,0,,colliyu01
559,Malevy Leons,25,OKC,SF,6,0,21,0,2,.000,0,1,.000,0,1,.000,.000,2,4,.500,1,2,3,1,0,0,1,4,2,0,,leonsma01
560,Daishen Nix,22,MIN,PG,3,0,13,0,1,.000,0,1,.000,0,0,,.000,1,2,.500,0,4,4,3,0,0,4,1,1,0,,nixda01
561,Terence Davis,27,SAC,SG,1,0,8,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,0,0,0,0,,daviste02
562,Jesse Edwards,24,MIN,C,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,2,0,0,,edwarje01
563,Mac McClung,26,ORL,SG,2,0,10,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,3,0,0,0,2,0,0,,mccluma01
564,Jalen McDaniels,27,WAS,SF,4,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,0,,mcdanja01
565,Riley Minix,24,SAS,SF,1,0,7,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,2,2,0,0,0,0,0,0,0,,minixri01
566,Jahlil Okafor,29,IND,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,0,,okafoja01
567,Zyon Pullin,23,MEM,SG,3,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,pullizy01
568,Isaiah Stevens,24,MIA,PG,3,0,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,2,2,0,1,0,0,0,0,0,,steveis01
569,Terry Taylor,25,SAC,PF,3,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,2,0,0,0,0,0,0,,taylote01
