Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
341,Richaun Holmes,31,WAS,PF,31,7,534,90,139,.647,0,3,.000,90,136,.662,.647,50,60,.833,62,115,177,42,9,23,21,49,230,0,,holmeri01
342,Andre Jackson Jr.,23,MIL,SG,67,43,980,94,197,.477,30,76,.395,64,121,.529,.553,12,24,.500,65,117,182,83,34,14,58,114,230,0,,jacksan01
343,Cody Williams,20,UTA,SG,50,21,1060,83,257,.323,35,135,.259,48,122,.393,.391,29,40,.725,27,86,113,59,23,16,44,95,230,0,,willico04
344,Reed Sheppard,20,HOU,PG,52,3,654,84,239,.351,48,142,.338,36,97,.371,.452,13,16,.813,16,62,78,75,35,17,37,53,229,0,,sheppre01
345,Gui Santos,22,GSW,PF,56,2,762,82,179,.458,34,103,.330,48,76,.632,.553,29,42,.690,72,100,172,80,25,10,42,91,227,0,,santogu01
346,Steven Adams,31,HOU,C,58,3,794,91,167,.545,0,2,.000,91,165,.552,.545,43,93,.462,166,161,327,66,22,28,54,60,225,0,,adamsst01
347,AJ Johnson,20,2TM,SG,29,11,639,82,213,.385,24,90,.267,58,123,.472,.441,32,37,.865,8,51,59,76,12,3,35,50,220,0,,johnsaj01
348,Rob Dillingham,20,MIN,PG,49,1,516,93,211,.441,25,74,.338,68,137,.496,.500,8,15,.533,12,38,50,98,20,1,53,37,219,0,,dilliro01
349,Blake Wesley,21,SAS,SG,58,0,683,81,186,.435,17,58,.293,64,128,.500,.481,38,61,.623,17,44,61,114,37,6,54,46,217,0,,weslebl01
350,Pat Connaughton,32,MIL,SG,41,1,603,83,177,.469,26,81,.321,57,96,.594,.542,24,31,.774,19,90,109,70,9,11,24,45,216,0,,connapa01
351,GG Jackson II,20,MEM,PF,29,3,459,74,199,.372,32,95,.337,42,104,.404,.452,29,40,.725,27,65,92,29,12,5,31,30,209,0,,jacksgg01
352,DeAndre Jordan,36,DEN,C,56,5,691,91,140,.650,0,0,,91,140,.650,.650,27,64,.422,84,200,284,53,16,27,40,74,209,0,,jordade01
353,Herbert Jones,26,NOP,SF,20,20,648,75,172,.436,22,72,.306,53,100,.530,.500,33,40,.825,22,56,78,65,37,9,35,66,205,0,,joneshe01
354,Larry Nance Jr.,32,ATL,PF,24,3,463,80,155,.516,34,76,.447,46,79,.582,.626,9,13,.692,23,80,103,38,20,13,16,37,203,0,,nancela02
355,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,70,174,.402,12,51,.235,58,123,.472,.437,49,76,.645,44,82,126,40,26,6,14,28,201,0,,prospol01
356,Jock Landale,29,HOU,C,42,3,500,81,152,.533,11,26,.423,70,126,.556,.569,27,40,.675,56,81,137,37,13,10,21,49,200,0,,landajo01
357,Jalen Pickett,25,DEN,SG,49,4,666,77,180,.428,40,101,.396,37,79,.468,.539,6,8,.750,15,56,71,107,19,5,24,38,200,1,,pickeja02
358,Kai Jones,24,2TM,C,40,6,468,87,109,.798,1,5,.200,86,104,.827,.803,23,32,.719,40,85,125,25,15,23,18,50,198,0,,joneska01
359,Mouhamed Gueye,22,ATL,PF,33,28,533,72,171,.421,21,81,.259,51,90,.567,.482,32,42,.762,44,95,139,27,28,33,15,55,197,0,,gueyemo02
360,Jamal Cain,25,NOP,SF,37,0,502,68,158,.430,26,80,.325,42,78,.538,.513,34,50,.680,27,58,85,22,23,9,22,46,196,0,,cainja01
361,Collin Gillespie,25,PHO,PG,33,9,461,68,158,.430,39,90,.433,29,68,.426,.554,19,22,.864,22,56,78,78,21,5,17,30,194,0,,gilleco01
362,Duop Reath,28,POR,C,46,0,469,70,166,.422,34,106,.321,36,60,.600,.524,20,22,.909,44,48,92,26,12,14,16,41,194,0,,reathdu01
363,Craig Porter Jr.,24,CLE,PG,51,1,513,72,140,.514,21,48,.438,51,92,.554,.589,23,32,.719,19,48,67,71,17,15,38,25,188,0,,portecr01
364,Jae'Sean Tate,29,HOU,SF,52,2,588,70,148,.473,16,46,.348,54,102,.529,.527,32,47,.681,50,67,117,47,26,7,22,82,188,0,,tateja01
365,Zeke Nnaji,24,DEN,PF,57,4,608,70,141,.496,17,52,.327,53,89,.596,.557,27,44,.614,33,57,90,23,25,38,14,62,184,0,,nnajize01
366,Paul Reed,25,DET,C,45,0,438,72,142,.507,8,28,.286,64,114,.561,.535,32,42,.762,40,83,123,44,39,25,26,75,184,0,,reedpa01
367,Tre Mann,23,CHO,PG,13,0,319,70,161,.435,24,60,.400,46,101,.455,.509,19,21,.905,12,26,38,39,7,4,25,24,183,0,,manntr01
368,Vince Williams Jr.,24,MEM,SG,27,5,499,67,167,.401,26,95,.274,41,72,.569,.479,19,24,.792,22,76,98,55,12,7,33,45,179,0,,willivi01
369,Cory Joseph,33,ORL,PG,50,16,612,62,154,.403,39,107,.364,23,47,.489,.529,14,18,.778,17,57,74,72,26,4,18,50,177,0,,josepco01
370,Danté Exum,29,DAL,PG,20,13,372,64,134,.478,23,53,.434,41,81,.506,.563,23,31,.742,4,29,33,56,12,3,22,34,174,0,,exumda01
371,Jeff Green,38,HOU,PF,32,3,396,61,121,.504,29,79,.367,32,42,.762,.624,21,26,.808,11,47,58,20,6,4,9,32,172,0,,greenje02
372,Kessler Edwards,24,DAL,SF,40,18,608,67,135,.496,22,54,.407,45,81,.556,.578,12,13,.923,22,93,115,42,19,20,16,62,168,0,,edwarke02
373,Keaton Wallace,25,ATL,PG,31,5,501,65,162,.401,27,82,.329,38,80,.475,.485,11,11,1.000,7,43,50,81,28,9,33,39,168,1,,wallake01
374,Jaylon Tyson,22,CLE,SG,47,3,453,64,149,.430,20,58,.345,44,91,.484,.497,19,24,.792,37,59,96,44,13,3,26,50,167,0,,tysonja01
375,Grant Williams,26,CHO,PF,16,7,479,54,123,.439,27,74,.365,27,49,.551,.549,31,37,.838,18,64,82,37,18,13,28,46,166,0,,willigr01
376,Jaylen Clark,23,MIN,SG,40,4,522,56,120,.467,22,51,.431,34,69,.493,.558,29,37,.784,26,27,53,26,36,2,8,61,163,0,,clarkja02
377,Quenton Jackson,26,IND,PG,28,7,381,58,122,.475,15,40,.375,43,82,.524,.537,31,40,.775,14,30,44,53,21,5,16,43,162,0,,jacksqu01
378,Micah Potter,26,UTA,C,38,10,705,57,135,.422,31,98,.316,26,37,.703,.537,17,20,.850,43,121,164,31,14,14,31,50,162,0,,pottemi01
379,Daniel Theis,32,NOP,C,38,9,621,61,129,.473,9,37,.243,52,92,.565,.508,31,37,.838,44,120,164,60,18,20,25,70,162,0,,theisda01
380,Jordan Goodwin,26,LAL,PG,29,5,543,63,144,.438,26,68,.382,37,76,.487,.528,9,11,.818,38,74,112,42,30,11,26,43,161,0,,goodwjo01
381,Charles Bassey,24,SAS,C,36,1,376,68,117,.581,0,0,,68,117,.581,.581,21,33,.636,56,96,152,17,14,30,23,50,157,0,,bassech01
382,Colby Jones,22,2TM,SG,39,0,515,59,129,.457,16,49,.327,43,80,.538,.519,23,35,.657,21,66,87,44,26,13,23,37,157,0,,jonesco02
383,Rayan Rupert,20,POR,SG,52,0,460,58,142,.408,16,59,.271,42,83,.506,.465,23,30,.767,26,44,70,25,16,4,30,37,155,0,,ruperra01
384,Jevon Carter,29,CHI,PG,36,1,321,55,146,.377,35,105,.333,20,41,.488,.497,8,10,.800,4,35,39,40,13,3,11,15,153,0,,carteje01
385,David Roddy,23,3TM,PF,33,3,410,57,125,.456,19,61,.311,38,64,.594,.532,20,26,.769,13,71,84,35,14,9,22,20,153,0,,roddyda01
386,Jordan Miller,25,LAC,SF,37,0,420,58,134,.433,8,38,.211,50,96,.521,.463,28,35,.800,23,35,58,34,17,5,26,26,152,0,,millejo02
387,Trevelin Queen,27,ORL,SG,31,2,430,56,147,.381,22,77,.286,34,70,.486,.456,18,21,.857,26,28,54,38,31,10,22,38,152,0,,queentr01
388,Wendell Moore Jr.,23,2TM,SG,36,1,499,59,126,.468,14,41,.341,45,85,.529,.524,18,22,.818,30,65,95,42,20,5,27,31,150,0,,moorewe01
389,Bones Hyland,24,2TM,PG,24,0,239,47,118,.398,32,82,.390,15,36,.417,.534,23,26,.885,5,20,25,32,18,4,25,29,149,0,,hylanbo01
390,Dominick Barlow,21,ATL,PF,35,4,375,60,113,.531,7,27,.259,53,86,.616,.562,21,33,.636,35,50,85,19,9,16,5,47,148,0,,barlodo01
391,Doug McDermott,33,SAC,SF,42,3,342,50,117,.427,44,101,.436,6,16,.375,.615,3,5,.600,3,19,22,7,4,2,6,30,147,0,,mcderdo01
392,Jarred Vanderbilt,25,LAL,PF,36,2,581,59,121,.488,9,32,.281,50,89,.562,.525,20,36,.556,68,114,182,41,35,10,29,67,147,0,,vandeja01
393,Gary Harris,30,ORL,SG,48,3,711,51,133,.383,36,101,.356,15,32,.469,.519,7,12,.583,20,44,64,30,26,12,17,45,145,0,,harriga01
394,Bismack Biyombo,32,SAS,C,28,26,528,67,114,.588,0,0,,67,114,.588,.588,10,25,.400,43,115,158,31,16,23,27,52,144,0,,biyombi01
395,Keion Brooks Jr.,24,NOP,SF,14,6,332,53,109,.486,14,43,.326,39,66,.591,.550,22,30,.733,12,46,58,13,10,10,12,30,142,0,,brookke02
396,Ousmane Dieng,21,OKC,C,37,1,405,54,125,.432,23,71,.324,31,54,.574,.524,11,16,.688,18,63,81,31,17,7,18,33,142,0,,diengou01
397,Devin Carter,22,SAC,PG,36,0,396,47,127,.370,18,61,.295,29,66,.439,.441,26,44,.591,19,57,76,41,21,4,18,39,138,0,,cartede02
398,Luka Garza,26,MIN,C,39,0,219,52,105,.495,10,36,.278,42,69,.609,.543,24,35,.686,31,23,54,11,6,3,12,29,138,0,,garzalu01
399,Kyle Lowry,38,PHI,PG,35,12,659,41,117,.350,29,88,.330,12,29,.414,.474,27,33,.818,11,56,67,96,33,11,21,62,138,0,,lowryky01
400,Terrence Shannon Jr.,24,MIN,SG,32,1,339,55,114,.482,11,31,.355,44,83,.530,.531,17,21,.810,10,37,47,32,7,5,15,27,138,0,,shannte01
401,Mo Bamba,26,2TM,C,32,2,413,52,112,.464,15,54,.278,37,58,.638,.531,19,27,.704,32,113,145,18,9,31,20,56,138,0,,bambamo01
402,Reggie Jackson,34,PHI,PG,31,1,384,52,133,.391,25,74,.338,27,59,.458,.485,7,9,.778,8,34,42,45,16,3,17,34,136,0,,jacksre01
403,Marvin Bagley III,25,2TM,PF,31,2,265,55,106,.519,3,19,.158,52,87,.598,.533,23,35,.657,38,46,84,11,9,8,12,18,136,0,,baglema01
404,Dillon Jones,23,OKC,SF,54,3,551,51,133,.383,16,63,.254,35,70,.500,.444,17,28,.607,30,91,121,58,16,4,28,54,135,0,,jonesdi01
405,Isaac Jones,24,SAC,PF,40,0,304,54,83,.651,3,8,.375,51,75,.680,.669,23,36,.639,22,35,57,12,5,10,16,30,134,0,,jonesis01
406,Hunter Tyson,24,DEN,PF,51,2,400,45,120,.375,23,74,.311,22,46,.478,.471,21,28,.750,25,53,78,20,10,6,14,44,134,0,,tysonhu01
407,Anthony Gill,32,WAS,PF,51,0,397,43,88,.489,10,31,.323,33,57,.579,.545,33,50,.660,18,48,66,16,9,2,10,30,129,0,,gillan01
408,Delon Wright,32,2TM,PG,40,7,635,45,131,.344,20,73,.274,25,58,.431,.420,15,25,.600,27,39,66,77,35,12,22,25,125,0,,wrighde01
409,Colin Castleton,24,3TM,C,26,4,432,46,98,.469,2,16,.125,44,82,.537,.480,29,38,.763,53,69,122,28,8,10,23,51,123,0,,castlco01
410,Branden Carlson,25,OKC,C,32,0,246,43,97,.443,22,66,.333,21,31,.677,.557,14,18,.778,17,37,54,14,5,21,7,22,122,0,,carlsbr01
411,Kevin Love,36,MIA,PF,23,9,251,41,115,.357,24,67,.358,17,48,.354,.461,16,23,.696,22,72,94,22,15,4,14,21,122,0,,loveke01
412,Isaiah Wong,24,CHO,SG,20,0,265,41,105,.390,13,33,.394,28,72,.389,.452,25,34,.735,14,18,32,28,11,0,18,21,120,0,,wongis01
413,Josh Minott,22,MIN,SF,46,0,276,44,90,.489,14,43,.326,30,47,.638,.567,17,19,.895,12,35,47,18,15,12,11,34,119,0,,minotjo01
414,Jared Rhoden,25,2TM,SG,14,2,227,42,87,.483,12,39,.308,30,48,.625,.552,22,25,.880,14,28,42,16,10,2,9,20,118,0,,rhodeja01
415,Robert Williams,27,POR,C,20,3,351,50,78,.641,1,3,.333,49,75,.653,.647,15,17,.882,35,83,118,21,13,33,17,31,116,0,,williro04
416,Maxwell Lewis,22,2TM,SF,28,1,327,45,108,.417,19,50,.380,26,58,.448,.505,7,10,.700,18,37,55,19,9,7,14,29,116,0,,lewisma05
417,Dariq Whitehead,20,BRK,SF,20,0,246,39,96,.406,33,74,.446,6,22,.273,.578,3,5,.600,4,25,29,12,6,1,15,22,114,0,,whiteda01
418,Dwight Powell,33,DAL,C,55,3,551,42,61,.689,2,5,.400,40,56,.714,.705,28,43,.651,47,71,118,55,18,21,18,75,114,0,,poweldw01
419,Baylor Scheierman,24,BOS,SG,31,2,384,39,110,.355,26,82,.317,13,28,.464,.473,9,12,.750,19,46,65,33,17,2,12,22,113,0,,scheiba01
420,John Konchar,28,MEM,SG,46,4,558,41,91,.451,23,62,.371,18,29,.621,.577,7,8,.875,37,114,151,42,30,14,16,32,112,0,,konchjo01
421,Matisse Thybulle,27,POR,SG,15,5,312,42,88,.477,21,48,.438,21,40,.525,.597,7,15,.467,14,38,52,28,33,9,13,14,112,0,,thybuma01
422,Patty Mills,36,2TM,PG,29,0,321,36,96,.375,26,75,.347,10,21,.476,.510,13,14,.929,4,18,22,26,13,3,17,24,111,0,,millspa02
423,Damion Baugh,24,CHO,SG,15,2,370,42,130,.323,12,56,.214,30,74,.405,.369,13,15,.867,14,36,50,56,15,2,31,22,109,0,,baughda01
424,Drew Timme,24,BRK,PF,9,2,254,45,102,.441,9,35,.257,36,67,.537,.485,10,16,.625,17,48,65,20,4,1,15,21,109,0,,timmedr01
425,Jaden Springer,22,2TM,PG,43,2,365,35,90,.389,12,48,.250,23,42,.548,.456,27,38,.711,17,41,58,33,24,4,16,42,109,0,,sprinja01
426,Torrey Craig,34,2TM,SF,26,4,314,38,90,.422,24,66,.364,14,24,.583,.556,8,12,.667,27,46,73,17,8,12,8,34,108,0,,craigto01
427,Taj Gibson,39,CHO,C,37,11,409,47,95,.495,1,2,.500,46,93,.495,.500,12,20,.600,51,69,120,21,9,18,25,54,107,0,,gibsota01
428,Oscar Tshiebwe,25,UTA,C,14,1,255,42,70,.600,0,0,,42,70,.600,.600,23,31,.742,46,76,122,9,13,1,10,24,107,0,,tshieos01
429,Cam Spencer,24,MEM,SG,25,1,252,34,82,.415,19,52,.365,15,30,.500,.530,19,19,1.000,12,18,30,34,9,1,6,23,106,0,,spencca01
430,Jalen Hood-Schifino,21,2TM,SG,15,0,315,37,98,.378,14,46,.304,23,52,.442,.449,18,21,.857,3,24,27,37,5,7,18,25,106,0,,hoodsja01
431,Cam Reddish,25,LAL,SF,33,8,589,38,94,.404,13,47,.277,25,47,.532,.473,16,26,.615,17,49,66,22,33,10,12,43,105,0,,reddica01
432,Johnny Furphy,20,IND,SG,50,0,379,35,92,.380,15,50,.300,20,42,.476,.462,18,22,.818,23,48,71,19,18,11,12,41,103,0,,furphjo01
433,Maxi Kleber,33,DAL,PF,34,4,637,37,96,.385,13,49,.265,24,47,.511,.453,16,21,.762,25,70,95,43,9,17,23,66,103,0,,klebima01
434,Pat Spencer,28,GSW,PG,39,0,250,41,101,.406,5,22,.227,36,79,.456,.431,11,15,.733,15,31,46,48,14,3,18,20,98,0,,spencpa01
435,Jericho Sims,26,2TM,C,53,5,632,45,71,.634,0,0,,45,71,.634,.634,8,13,.615,71,126,197,33,10,19,33,65,98,0,,simsje01
436,Jordan McLaughlin,28,2TM,PG,46,0,314,31,72,.431,19,46,.413,12,26,.462,.563,17,22,.773,6,24,30,51,16,1,16,18,98,0,,mclaujo01
437,Trey Jemison,25,2TM,C,38,0,392,41,74,.554,0,0,,41,74,.554,.554,13,33,.394,44,61,105,16,9,15,24,69,95,0,,jemistr01
438,Reece Beekman,23,2TM,PG,36,4,469,35,107,.327,7,40,.175,28,67,.418,.360,16,21,.762,13,26,39,63,33,2,21,36,93,0,,beekmre01
439,Christian Koloko,24,LAL,C,37,0,342,40,66,.606,0,4,.000,40,62,.645,.606,10,14,.714,35,57,92,16,8,16,12,44,90,0,,kolokch01
440,Mitchell Robinson,26,NYK,C,17,3,290,37,56,.661,0,0,,37,56,.661,.661,13,19,.684,52,49,101,13,16,18,10,26,87,0,,robinmi01
441,Dru Smith,27,MIA,SG,14,1,268,31,61,.508,16,30,.533,15,31,.484,.639,9,12,.750,12,24,36,23,21,6,17,30,87,0,,smithdr01
442,Lester Quiñones,24,2TM,SG,13,0,183,31,78,.397,13,44,.295,18,34,.529,.481,11,13,.846,4,15,19,24,3,2,14,18,86,0,,quinole01
443,Elfrid Payton,30,2TM,PG,24,9,511,40,122,.328,1,6,.167,39,116,.336,.332,4,7,.571,15,64,79,166,24,11,59,36,85,0,,paytoel01
444,Damion Lee,32,PHO,SG,25,0,144,27,74,.365,9,37,.243,18,37,.486,.426,20,21,.952,3,17,20,11,6,0,10,6,83,0,,leeda03
445,Jordan Walsh,20,BOS,PF,52,1,403,30,83,.361,15,55,.273,15,28,.536,.452,7,12,.583,23,46,69,19,12,11,17,30,82,0,,walshjo01
446,Tyler Kolek,23,NYK,PG,41,0,296,27,82,.329,14,47,.298,13,35,.371,.415,13,17,.765,8,19,27,70,12,4,18,26,81,0,,kolekty01
447,Johnny Davis,22,WAS,SG,34,0,242,32,78,.410,7,29,.241,25,49,.510,.455,9,15,.600,10,28,38,11,15,6,7,18,80,0,,davisjo06
448,MarJon Beauchamp,24,3TM,SF,35,0,156,27,65,.415,10,29,.345,17,36,.472,.492,15,20,.750,11,33,44,11,4,1,15,14,79,0,,beaucma01
449,Jaylen Martin,21,2TM,SF,16,0,239,31,74,.419,7,23,.304,24,51,.471,.466,9,10,.900,11,33,44,17,9,0,12,14,78,0,,martija02
450,Kobe Brown,25,LAC,PF,40,0,272,33,72,.458,6,26,.231,27,46,.587,.500,5,7,.714,19,46,65,24,7,4,12,23,77,0,,brownko01
451,Alex Reese,25,2TM,PF,15,0,216,26,54,.481,15,41,.366,11,13,.846,.620,9,12,.750,9,38,47,4,10,10,6,21,76,0,,reeseal01
452,Moses Brown,25,2TM,C,13,2,119,34,49,.694,0,0,,34,49,.694,.694,8,11,.727,12,32,44,2,6,4,11,17,76,0,,brownmo01
453,Lamar Stevens,27,MEM,PF,17,1,155,29,63,.460,8,27,.296,21,36,.583,.524,8,11,.727,4,34,38,8,5,3,10,15,74,0,,stevela01
454,Alex Len,31,2TM,C,46,7,380,32,63,.508,2,9,.222,30,54,.556,.524,8,17,.471,38,57,95,38,9,21,20,56,74,0,,lenal01
455,JT Thor,22,2TM,PF,20,0,249,25,59,.424,6,21,.286,19,38,.500,.475,15,22,.682,20,28,48,6,8,9,9,17,71,0,,thorjt01
456,Tristan Thompson,33,CLE,C,40,0,328,31,71,.437,0,3,.000,31,68,.456,.437,7,30,.233,32,102,134,24,2,11,14,36,69,0,,thomptr01
457,Marcus Bagley,23,PHI,SF,10,4,253,27,69,.391,5,32,.156,22,37,.595,.428,8,10,.800,23,47,70,10,9,12,7,16,67,0,,baglema02
458,Jaylen Nowell,25,NOP,SG,8,0,168,26,73,.356,8,27,.296,18,46,.391,.411,7,11,.636,6,14,20,18,1,4,8,9,67,0,,nowelja01
459,Tyler Smith,20,MIL,PF,23,0,122,24,50,.480,13,30,.433,11,20,.550,.610,6,8,.750,6,19,25,4,3,4,8,11,67,0,,smithty02
460,Adam Flagler,25,OKC,SG,37,0,203,25,96,.260,14,72,.194,11,24,.458,.333,1,2,.500,7,20,27,12,8,3,4,15,65,0,,flaglad01
461,Nate Williams,25,HOU,SG,20,0,147,27,62,.435,6,26,.231,21,36,.583,.484,5,8,.625,5,8,13,9,8,4,14,16,65,0,,willije02
462,Bronny James,20,LAL,SG,27,1,181,21,67,.313,9,32,.281,12,35,.343,.381,11,14,.786,4,14,18,22,9,3,13,13,62,0,,jamesbr02
463,De'Anthony Melton,26,GSW,SG,6,2,121,22,54,.407,13,35,.371,9,19,.474,.528,5,8,.625,6,14,20,17,7,2,10,18,62,0,,meltode01
464,Tony Bradley,27,IND,C,14,0,113,29,45,.644,1,3,.333,28,42,.667,.656,2,6,.333,18,24,42,6,2,9,5,11,61,0,,bradlto01
465,Markelle Fultz,26,SAC,PG,21,0,184,28,67,.418,4,8,.500,24,59,.407,.448,1,1,1.000,6,14,20,27,10,2,15,12,61,0,,fultzma01
466,Cole Swider,25,2TM,SF,10,0,169,22,63,.349,15,47,.319,7,16,.438,.468,0,1,.000,5,22,27,3,4,2,4,12,59,0,,swideco01
467,Bruno Fernando,26,TOR,C,17,2,147,26,49,.531,0,0,,26,49,.531,.531,6,8,.750,21,30,51,18,4,9,14,27,58,0,,fernabr01
468,Dario Šarić,30,DEN,C,16,4,210,21,58,.362,7,26,.269,14,32,.438,.422,7,10,.700,14,36,50,23,7,1,15,19,56,0,,saricda01
469,Markieff Morris,35,2TM,PF,15,2,165,21,70,.300,9,36,.250,12,34,.353,.364,5,6,.833,3,20,23,21,2,3,5,16,56,0,,morrima02
470,Tyson Etienne,25,BRK,PG,7,0,151,17,52,.327,13,44,.295,4,8,.500,.452,8,10,.800,3,6,9,12,3,1,8,17,55,0,,etienty01
471,Killian Hayes,23,BRK,PG,6,5,162,18,43,.419,8,21,.381,10,22,.455,.512,10,12,.833,5,13,18,31,4,4,9,13,54,0,,hayeski01
472,Drew Peterson,25,BOS,PF,25,1,186,17,41,.415,13,33,.394,4,8,.500,.573,7,9,.778,9,31,40,13,5,2,8,18,54,0,,peterdr01
473,Kobe Bufkin,21,ATL,SG,10,0,124,18,47,.383,4,19,.211,14,28,.500,.426,13,18,.722,5,16,21,17,3,2,8,9,53,0,,bufkiko01
474,Garrett Temple,38,TOR,SG,28,0,227,18,60,.300,6,28,.214,12,32,.375,.350,11,12,.917,9,20,29,31,17,2,10,23,53,0,,templga01
475,Chuma Okeke,26,2TM,PF,9,3,196,20,40,.500,11,28,.393,9,12,.750,.638,2,3,.667,21,26,47,15,5,4,3,5,53,0,,okekech01
476,Patrick Baldwin Jr.,22,2TM,SF,24,0,107,19,35,.543,13,23,.565,6,12,.500,.729,2,4,.500,5,20,25,3,3,2,5,7,53,0,,baldwpa01
477,Oshae Brissett,26,PHI,SF,6,2,142,19,39,.487,6,18,.333,13,21,.619,.564,8,14,.571,7,15,22,4,4,3,8,14,52,0,,brissos01
478,Ariel Hukporti,22,NYK,C,25,1,217,21,31,.677,0,0,,21,31,.677,.677,6,13,.462,14,37,51,11,1,15,21,32,48,0,,hukpoar01
479,Enrique Freeman,24,IND,PF,22,1,181,16,37,.432,1,10,.100,15,27,.556,.446,13,19,.684,11,19,30,9,3,3,6,21,46,0,,freemen01
480,Kevin Knox,25,GSW,SF,14,0,84,18,36,.500,4,15,.267,14,21,.667,.556,6,8,.750,7,10,17,5,2,4,4,6,46,0,,knoxke01
481,Keshad Johnson,23,MIA,SF,16,0,98,18,26,.692,3,7,.429,15,19,.789,.750,4,9,.444,6,22,28,4,5,4,4,11,43,0,,johnske10
482,Daeqwon Plowden,26,ATL,SG,6,0,72,16,25,.640,9,17,.529,7,8,.875,.820,2,2,1.000,4,7,11,2,0,0,4,10,43,0,,plowdda01
483,Jaylen Sims,26,CHO,SG,6,0,112,12,28,.429,6,15,.400,6,13,.462,.536,12,15,.800,3,3,6,12,3,1,8,10,42,0,,simsja01
484,Pete Nance,24,2TM,C,13,1,138,14,32,.438,9,24,.375,5,8,.625,.578,1,2,.500,5,16,21,10,2,2,4,17,38,0,,nancepe01
485,Emoni Bates,21,CLE,SF,10,0,75,13,38,.342,11,30,.367,2,8,.250,.487,0,0,,0,7,7,8,1,1,2,4,37,0,,batesem01
486,Chris Duarte,27,CHI,SG,17,0,74,12,26,.462,6,15,.400,6,11,.545,.577,6,8,.750,5,15,20,9,0,0,1,7,36,0,,duartch01
487,Alex Ducas,24,OKC,SG,21,0,125,12,30,.400,10,21,.476,2,9,.222,.567,2,2,1.000,9,17,26,5,5,0,4,12,36,0,,ducasal01
488,Yuki Kawamura,23,MEM,PG,22,0,93,11,30,.367,7,23,.304,4,7,.571,.483,7,9,.778,0,12,12,19,2,0,5,8,36,0,,kawamyu01
489,Nae'Qwan Tomlin,24,CLE,PF,5,1,63,13,32,.406,2,10,.200,11,22,.500,.438,8,11,.727,9,12,21,2,0,1,2,9,36,0,,tomlina01
490,Isaiah Jackson,23,IND,C,5,1,84,14,23,.609,0,0,,14,23,.609,.609,7,14,.500,11,17,28,5,3,8,5,14,35,0,,jacksis01
491,TyTy Washington Jr.,23,PHO,PG,16,0,118,14,45,.311,4,21,.190,10,24,.417,.356,3,6,.500,4,9,13,16,3,0,3,4,35,0,,washity02
492,Xavier Tillman Sr.,26,BOS,C,33,2,231,13,53,.245,5,32,.156,8,21,.381,.292,3,4,.750,10,33,43,7,11,5,14,18,34,0,,tillmxa01
493,Kylor Kelley,27,2TM,C,11,2,126,14,22,.636,0,0,,14,22,.636,.636,6,10,.600,12,27,39,5,1,3,4,15,34,0,,kelleky01
494,JD Davison,22,BOS,PG,16,0,93,12,34,.353,4,18,.222,8,16,.500,.412,5,7,.714,2,11,13,13,5,1,13,2,33,0,,davisjd01
495,PJ Hall,22,DEN,C,19,0,66,14,24,.583,2,8,.250,12,16,.750,.625,3,4,.750,6,16,22,4,0,4,2,11,33,0,,hallpj01
496,Trey Alexander,21,DEN,SG,24,0,117,13,41,.317,3,17,.176,10,24,.417,.354,3,4,.750,1,11,12,11,2,1,5,10,32,0,,alexatr01
497,Elijah Harkless,24,UTA,SG,10,0,138,11,35,.314,7,25,.280,4,10,.400,.414,3,6,.500,9,12,21,8,10,1,3,18,32,0,,harklej01
498,Josh Richardson,31,MIA,SG,8,0,150,11,38,.289,6,22,.273,5,16,.313,.368,4,4,1.000,6,6,12,12,8,1,8,17,32,0,,richajo01
499,Sidy Cissoko,20,2TM,SF,22,0,114,13,30,.433,3,13,.231,10,17,.588,.483,3,9,.333,8,13,21,15,2,1,11,10,32,0,,cissosi01
500,Pacôme Dadiet,19,NYK,SG,18,0,111,10,31,.323,6,19,.316,4,12,.333,.419,4,6,.667,3,15,18,5,3,2,4,7,30,0,,dadiepa01
501,RayJ Dennis,23,IND,PG,11,0,70,11,33,.333,6,21,.286,5,12,.417,.424,2,2,1.000,2,10,12,14,7,2,5,7,30,0,,dennira01
502,Chris Livingston,21,MIL,SF,21,1,106,9,27,.333,0,8,.000,9,19,.474,.333,12,16,.750,10,25,35,5,5,0,6,8,30,0,,livinch01
503,Josh Christopher,23,MIA,SG,14,0,69,11,31,.355,2,11,.182,9,20,.450,.387,4,6,.667,0,9,9,8,5,3,6,2,28,0,,chrisjo01
504,Marcus Garrett,26,CHO,SG,4,0,79,11,27,.407,3,8,.375,8,19,.421,.463,3,4,.750,1,5,6,13,3,2,6,10,28,0,,garrema01
505,Matt Ryan,27,NYK,SF,19,0,68,10,31,.323,6,19,.316,4,12,.333,.419,2,2,1.000,0,8,8,3,2,0,3,1,28,0,,ryanma01
506,Spencer Jones,23,DEN,SF,20,0,125,11,34,.324,1,17,.059,10,17,.588,.338,3,3,1.000,8,9,17,5,5,5,5,17,26,0,,jonessp01
507,Vlatko Čančar,27,DEN,PF,13,0,136,10,26,.385,4,15,.267,6,11,.545,.462,0,0,,6,26,32,9,3,2,11,10,24,0,,cancavl01
