Player,Age,Team,Pos,G,GS,MP,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off., Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,playerID
Jaden Ivey,22,DET,SG,30,30,898,-3.9,-7.6,42,28,23,9,56,7,294,13,26,iveyja01
Kelly Olynyk,33,TOT,C,44,22,891,-4,3.9,44,16,73,10,44,7,294,4,13,olynyke01
Chet Holmgren,22,OKC,C,32,32,877,16.3,4.1,10,32,41,10,66,2,141,12,35,holmgch01
Neemias Queta,25,BOS,C,62,6,863,10.1,1.4,6,8,57,18,28,2,120,5,13,quetane01
Alec Burks,33,MIA,SG,49,14,863,6.2,7.2,21,3,24,3,17,6,125,3,9,burksal01
Chris Boucher,32,TOR,PF,50,0,862,-0.6,4.7,10,10,42,6,42,4,79,9,19,bouchch01
Zion Williamson,24,NOP,PF,30,30,857,-3.1,8.4,35,34,41,17,133,0,406,35,61,willizi01
Khris Middleton,33,TOT,SF,37,21,843,1.2,4.7,31,19,29,2,35,5,359,10,13,middlkh01
KJ Simpson,22,CHA,PG,36,15,842,-15.8,-8.2,26,17,27,4,22,11,273,6,18,simpskj01
Shake Milton,28,TOT,SG,57,2,837,-7.3,-3.9,22,12,31,3,30,6,253,9,19,miltosh01
Dereck Lively II,20,DAL,C,36,29,833,7.3,10.8,18,9,61,9,37,0,214,7,23,livelde01
Garrison Mathews,28,ATL,SG,47,2,830,-3.4,-2.8,17,6,41,2,32,17,138,7,4,mathega01
Cam Whitmore,20,HOU,SF,51,3,827,0.6,-4.7,19,18,25,5,37,0,124,7,30,whitmca01
Ryan Rollins,22,MIL,PG,56,19,820,5.4,4,34,11,49,6,20,6,245,6,21,rolliry01
Marcus Sasser,24,DET,PG,57,1,811,2.7,0.8,32,16,34,2,23,0,327,6,16,sassema01
Steven Adams,31,HOU,C,58,3,794,8.6,5.4,30,14,31,7,37,2,154,10,10,adamsst01
Aaron Holiday,28,HOU,PG,62,3,792,5.5,1.6,22,10,34,4,9,13,203,3,11,holidaa01
Karlo Matković,23,NOP,PF,42,7,791,-4.4,6.5,22,6,67,11,21,0,111,8,11,matkoka01
Caleb Houstan,22,ORL,SF,58,6,788,-5,-5.6,6,2,26,1,6,1,90,2,6,houstca01
Vasilije Micić,31,TOT,PG,41,16,785,-7.8,1.6,45,21,23,3,16,8,295,4,23,micicva01
Jaylin Williams,22,OKC,PF,47,9,784,18.8,7.1,21,5,53,7,12,16,294,4,5,willija07
Pelle Larsson,23,MIA,SG,55,8,782,3.1,3.1,16,4,50,0,27,9,164,7,11,larsspe01
Cam Thomas,23,BKN,SG,25,23,781,-7.2,0.4,21,27,24,6,71,7,224,16,28,thomaca02
Lindy Waters III,27,TOT,SG,52,9,778,0.7,-3.3,11,6,36,3,4,5,129,1,10,waterli01
Lonzo Ball,27,CHI,PG,35,14,777,6.5,9.7,34,3,30,3,6,2,281,1,4,balllo01
Orlando Robinson,24,TOT,C,44,8,770,-5.5,-2,17,16,62,10,34,1,190,2,26,robinor01
Eric Gordon,36,PHI,SG,39,13,768,-5.8,0.7,16,7,19,2,20,1,158,3,14,gordoer01
Gui Santos,22,GSW,PF,56,2,762,11,9.3,26,11,52,1,16,3,198,6,9,santogu01
Landry Shamet,27,NYK,SG,50,0,762,6.4,2.7,12,8,29,1,9,9,63,3,12,shamela01
Svi Mykhailiuk,27,UTA,SF,38,13,760,-7,2.7,31,14,21,0,17,4,183,5,16,mykhasv01
Andre Drummond,31,PHI,C,40,23,751,-15,-10.5,15,13,52,19,39,1,80,10,29,drumman01
Jabari Walker,22,POR,PF,60,1,749,0.2,4.3,10,12,39,6,36,6,88,9,31,walkeja01
Jay Huff,26,MEM,C,64,2,748,1.5,-4.3,9,15,55,1,22,2,94,4,8,huffja01
Drew Eubanks,27,TOT,C,61,4,746,-8,-2.2,20,11,39,7,31,2,135,2,26,eubandr01
Talen Horton-Tucker,24,CHI,SG,58,0,724,2.6,4.7,14,15,32,6,47,4,206,8,17,hortota01
Gary Harris,30,ORL,SG,48,3,711,5.3,7.1,8,3,15,1,2,0,76,0,7,harriga01
Micah Potter,26,UTA,C,38,10,705,-7.8,1.7,11,8,32,4,9,4,78,2,5,pottemi01
Jett Howard,21,ORL,SF,60,0,701,-7.2,-8.1,22,7,38,3,10,0,107,2,6,howarje01
DeAndre Jordan,36,DEN,C,56,5,691,-2.5,-7.8,16,10,42,10,34,0,118,7,14,jordade01
Quinten Post,24,GSW,PF,42,14,686,2.7,-0.9,13,8,50,8,13,1,143,3,16,postqu01
Blake Wesley,21,SAS,SG,58,0,683,0,3.6,32,15,25,0,30,6,281,3,13,weslebl01
Sandro Mamukelashvili,25,SAS,PF,61,0,681,-1.2,2.2,16,6,32,1,29,1,119,6,10,mamuksa01
Marcus Smart,30,TOT,PG,34,7,680,3.8,6.4,34,12,22,5,19,13,262,3,9,smartma01
Jalen Pickett,25,DEN,SG,49,4,666,3,-1.1,16,3,18,4,4,0,252,2,5,pickeja02
Tosan Evbuomwan,23,BKN,SF,28,0,665,-4.4,3.8,18,9,27,5,37,3,137,6,21,evbuoto01
Antonio Reeves,24,NOP,SG,44,6,660,-11.3,-2,20,7,34,0,17,0,96,5,14,reevean01
Kyle Lowry,38,PHI,PG,35,12,659,-5.7,0.9,16,2,31,1,11,7,232,0,7,lowryky01
Reed Sheppard,20,HOU,PG,52,3,654,-4.2,-10.1,24,10,38,0,6,0,184,0,13,sheppre01
Herbert Jones,26,NOP,SF,20,20,648,-0.9,10.5,20,11,37,1,19,10,156,2,10,joneshe01
AJ Johnson,20,TOT,SG,29,11,639,-11.5,-0.5,21,8,33,2,18,0,190,3,18,johnsaj01
Maxi Kleber,33,DAL,PF,34,4,637,-0.7,0.7,12,4,41,4,9,4,109,1,7,klebima01
Delon Wright,32,TOT,PG,40,7,635,0.3,-2.9,12,8,18,2,12,5,195,1,7,wrighde01
Jericho Sims,26,TOT,C,53,5,632,3,-0.6,7,12,36,11,5,1,84,1,9,simsje01
Josh Okogie,26,TOT,SG,40,7,625,1.2,7.4,18,7,24,2,45,8,82,9,21,okogijo01
Jeff Dowtin Jr.,27,PHI,PG,41,3,621,-8.7,-2.7,9,3,11,1,22,1,196,7,12,dowtije01
Daniel Theis,32,NOP,C,38,9,621,-6,4.4,14,5,40,5,15,4,143,3,7,theisda01
Cory Joseph,33,ORL,PG,50,16,612,2.1,3.1,13,4,28,1,9,9,183,3,5,josepco01
Zeke Nnaji,24,DEN,PF,57,4,608,-1,-5.8,5,4,47,3,21,2,56,2,13,nnajize01
Kessler Edwards,24,DAL,SF,40,18,608,-11.8,-12.5,8,4,40,1,5,1,107,1,7,edwarke02
Pat Connaughton,32,MIL,SG,41,1,603,-1.4,-4.3,18,4,30,1,12,5,171,3,10,connapa01
Ajay Mitchell,22,OKC,SG,36,1,597,10,-3.7,17,8,39,3,19,11,159,8,11,mitchaj01
Brandon Ingram,27,NOP,SF,18,18,595,-11.2,-1.9,28,26,22,13,26,1,224,4,21,ingrabr01
Jared McCain,20,PHI,SG,23,8,592,-3.1,3.8,16,16,11,3,25,1,140,3,11,mccaija01
Cam Reddish,25,LAL,SF,33,8,589,-5,-7.8,4,6,26,2,13,1,57,4,5,reddica01
Jae'Sean Tate,29,HOU,SF,52,2,588,7,3.3,6,8,36,6,19,13,119,5,16,tateja01
Olivier-Maxence Prosper,22,DAL,PF,52,4,584,-7.4,-7.3,6,3,14,2,37,2,100,6,17,prospol01
Jarred Vanderbilt,25,LAL,PF,36,2,581,3.9,2.7,13,6,25,4,14,4,100,2,17,vandeja01
Joel Embiid,30,PHI,C,19,19,574,-5.4,1.2,25,22,21,11,77,1,207,13,14,embiijo01
Monte Morris,29,PHX,PG,45,0,571,3.9,7.8,14,5,10,0,17,3,169,1,14,morrimo01
Moritz Wagner,27,ORL,C,30,1,564,-3,-2.9,12,17,22,11,50,9,100,14,14,wagnemo01
Malcolm Brogdon,32,WAS,PG,24,13,564,-9.8,2.8,20,17,10,1,38,1,239,6,19,brogdma01
John Konchar,28,MEM,SG,46,4,558,7,2.5,8,6,21,1,5,1,101,2,5,konchjo01
Dwight Powell,33,DAL,C,55,3,551,-1.5,-0.4,5,4,45,8,16,7,126,3,6,poweldw01
Dillon Jones,23,OKC,SF,54,3,551,7,-7,14,9,31,2,12,1,151,2,11,jonesdi01
Jordan Goodwin,26,LAL,PG,29,5,543,-1,-3.1,15,8,26,2,2,4,103,1,7,goodwjo01
Richaun Holmes,31,WAS,PF,31,7,534,-3.3,10.2,4,7,30,7,33,3,105,8,10,holmeri01
Mouhamed Gueye,22,ATL,PF,33,28,533,7.8,10.4,6,6,35,1,21,2,65,3,11,gueyemo02
Bismack Biyombo,32,SAS,C,28,26,528,-9.7,-7.8,7,9,31,8,14,3,77,3,11,biyombi01
Jaylen Clark,23,MIN,SG,40,4,522,4.6,-0.5,3,1,35,2,16,7,61,0,10,clarkja02
Rob Dillingham,20,MIN,PG,49,1,516,1.8,-3.7,31,16,20,0,7,2,235,3,8,dilliro01
Colby Jones,22,TOT,SG,39,0,515,-9.9,-1.1,16,3,18,1,13,3,104,3,10,jonesco02
Craig Porter Jr.,24,CLE,PG,51,1,513,-3.2,-14.9,24,10,16,1,13,0,173,4,20,portecr01
Tristan Vukcevic,21,WAS,C,35,1,513,-10.8,1.6,15,15,35,7,38,5,90,11,9,vukcetr01
Elfrid Payton,30,TOT,PG,24,9,511,-12.3,-2.8,51,5,19,1,3,1,385,1,10,paytoel01
Jamal Cain,25,NOP,SF,37,0,502,-13.9,-4.8,12,7,23,2,23,2,55,6,0,cainja01
Keaton Wallace,25,ATL,PG,31,5,501,-0.7,0.6,23,7,25,0,5,2,206,1,3,wallake01
Jock Landale,29,HOU,C,42,3,500,-2.4,-7.6,6,7,32,6,21,3,92,6,17,landajo01
Vince Williams Jr.,24,MEM,SG,27,5,499,1.4,-4.1,22,8,24,1,9,6,131,2,7,willivi01
Wendell Moore Jr.,23,TOT,SG,36,1,499,-12.9,-9.1,16,10,17,1,13,0,106,4,12,moorewe01
Brandon Williams,25,DAL,PG,33,3,487,-0.6,0.7,27,10,23,1,30,5,179,7,20,willibr03
A.J. Lawson,24,TOR,SG,26,2,486,-3.3,1.1,10,5,14,0,29,0,75,5,12,lawsoaj01
Grant Williams,26,CHA,PF,16,7,479,0.9,11.7,7,12,24,7,13,7,98,1,6,willigr01
Lonnie Walker IV,26,PHI,SG,20,7,477,-14.3,-9,12,6,20,2,14,0,118,4,8,walkelo01
Duop Reath,28,POR,C,46,0,469,-8.6,-6.1,6,7,28,2,6,1,61,0,9,reathdu01
Reece Beekman,23,TOT,PG,36,4,469,-11.4,-4.5,15,6,21,0,9,7,157,1,8,beekmre01
Kai Jones,24,TOT,C,40,6,468,-1.7,-3.2,9,5,34,3,20,0,58,8,3,joneska01
Larry Nance Jr.,32,ATL,PF,24,3,463,-8.9,-8.8,12,0,14,2,5,7,95,1,6,nancela02
Collin Gillespie,25,PHX,PG,33,9,461,-3.4,-0.7,8,5,15,1,11,3,186,2,10,gilleco01
Rayan Rupert,20,POR,SG,52,0,460,-9.8,-7.5,13,12,18,1,15,4,60,4,15,ruperra01
GG Jackson II,20,MEM,PF,29,3,459,-6.9,-13.3,7,13,15,1,18,2,71,4,15,jacksgg01
Jaylon Tyson,22,CLE,SG,47,3,453,0.1,-10.9,9,13,21,0,11,2,107,2,11,tysonja01
Bol Bol,25,PHX,PF,36,10,448,-4.6,-2.1,10,7,15,0,11,0,54,2,0,bolbo01
Paul Reed,25,DET,C,45,0,438,5.5,4,9,9,39,4,17,2,102,4,7,reedpa01
Colin Castleton,24,TOT,C,26,4,432,-1.8,2.1,8,7,39,2,17,1,72,4,12,castlco01
Trevelin Queen,27,ORL,SG,31,2,430,-11,-11.8,13,7,21,1,10,1,92,1,11,queentr01
Malaki Branham,21,SAS,SG,47,0,427,-3.7,-0.8,14,17,15,1,14,0,90,1,13,branhma01
Jordan Miller,25,LAC,SF,37,0,420,-6.1,-11.9,13,9,14,4,14,0,81,2,12,millejo02
Mo Bamba,26,TOT,C,32,2,413,-8,-11.4,6,4,34,6,15,0,44,3,6,bambamo01
David Roddy,23,TOT,PF,33,3,410,-8.8,-8.4,12,8,15,1,11,2,83,2,9,roddyda01
Taj Gibson,39,CHA,C,37,11,409,-15.5,-6.8,8,8,31,5,6,1,52,1,12,gibsota01
Ousmane Dieng,21,OKC,C,37,1,405,6,-7.9,10,4,22,0,9,0,77,2,6,diengou01
Jordan Walsh,20,BOS,PF,52,1,403,3.8,-5.9,8,4,14,0,6,2,50,2,3,walshjo01
Hunter Tyson,24,DEN,PF,51,2,400,-10.8,-16.4,4,6,29,1,13,1,49,2,11,tysonhu01
Anthony Gill,32,WAS,PF,51,0,397,-7.7,4.9,5,3,21,2,21,4,38,4,6,gillan01
Devin Carter,22,SAC,PG,36,0,396,4.1,4,13,2,20,3,17,12,101,0,5,cartede02
Jeff Green,38,HOU,PF,32,3,396,-4.6,-9.8,4,2,25,1,13,2,50,2,2,greenje02
Trey Jemison,25,TOT,C,38,0,392,-3.5,-0.4,5,7,34,10,13,0,39,1,10,jemistr01
Reggie Jackson,34,PHI,PG,31,1,384,-1,6,12,1,10,2,3,1,111,1,3,jacksre01
Baylor Scheierman,24,BOS,SG,31,2,384,5.4,-4,4,5,12,1,5,6,82,0,3,scheiba01
Quenton Jackson,26,IND,PG,28,7,381,0.7,-1.8,9,2,21,3,17,18,122,4,13,jacksqu01
Alex Len,31,TOT,C,46,7,380,-18.1,-20,9,4,32,5,8,0,97,1,7,lenal01
Johnny Furphy,20,IND,SG,50,0,379,2.6,0.3,4,5,21,2,7,2,44,4,11,furphjo01
Charles Bassey,24,SAS,C,36,1,376,-15,-13.3,6,9,34,5,14,0,39,5,7,bassech01
Dominick Barlow,21,ATL,PF,35,4,375,0,1.4,1,2,36,1,16,2,46,7,7,barlodo01
Danté Exum,29,DAL,PG,20,13,372,-5.5,-4.7,16,2,27,3,14,5,134,3,14,exumda01
Damion Baugh,24,CHA,SG,15,2,370,-23,-15.1,25,3,8,1,7,1,134,1,9,baughda01
Jaden Springer,22,TOT,PG,43,2,365,-2.4,-0.2,7,7,16,2,17,3,76,2,4,sprinja01
Robert Williams,27,POR,C,20,3,351,-3.6,-0.4,8,4,23,5,9,0,52,3,6,williro04
Doug McDermott,33,SAC,SF,42,3,342,4.7,4.6,3,1,15,2,2,0,15,0,3,mcderdo01
Christian Koloko,24,LAL,C,37,0,342,-1.2,-3.1,3,5,35,0,4,1,39,0,8,kolokch01
Terrence Shannon Jr.,24,MIN,SG,32,1,339,2.6,-2.6,5,5,17,2,12,1,77,3,18,shannte01
Keion Brooks Jr.,24,NOP,SF,14,6,332,-19.5,-10.8,3,4,18,3,15,0,31,4,6,brookke02
Tristan Thompson,33,CLE,C,40,0,328,-11.9,-23.6,5,4,12,3,13,0,61,2,7,thomptr01
Maxwell Lewis,22,TOT,SF,28,1,327,-8.4,-1.5,4,8,19,0,5,2,53,0,10,lewisma05
Jevon Carter,29,CHI,PG,36,1,321,2.2,3.7,4,6,8,0,5,0,93,2,4,carteje01
Patty Mills,36,TOT,PG,29,0,321,-3.5,3.5,14,3,12,0,3,8,64,0,3,millspa02
Tre Mann,23,CHA,PG,13,0,319,-8.4,1,10,9,13,4,9,1,102,3,13,manntr01
Jalen Hood-Schifino,21,TOT,SG,15,0,315,-16,-10.9,7,9,17,1,8,1,88,1,4,hoodsja01
Torrey Craig,34,TOT,SF,26,4,314,-3.1,-8.8,5,2,19,1,6,4,44,0,3,craigto01
Jordan McLaughlin,28,TOT,PG,46,0,314,8,9.1,10,6,12,0,6,6,126,2,4,mclaujo01
Matisse Thybulle,27,POR,SG,15,5,312,0.3,3.9,8,4,5,0,6,2,69,1,3,thybuma01
Isaac Jones,24,SAC,PF,40,0,304,-9.7,-11.1,7,6,19,1,19,1,31,6,13,jonesis01
Tyler Kolek,23,NYK,PG,41,0,296,0.4,-4.1,15,2,16,1,7,3,176,1,3,kolekty01
Mitchell Robinson,26,NYK,C,17,3,290,7.1,3.2,4,1,19,2,6,0,32,1,1,robinmi01
Josh Minott,22,MIN,SF,46,0,276,-1.2,-6.8,7,2,18,1,7,1,45,1,6,minotjo01
Kobe Brown,25,LAC,PF,40,0,272,-10.2,-15.8,6,3,13,1,4,1,54,3,3,brownko01
Dru Smith,27,MIA,SG,14,1,268,6.9,6.8,8,7,17,1,2,5,58,0,2,smithdr01
Isaiah Wong,24,CHA,SG,20,0,265,-1.7,8.2,10,5,12,1,17,3,68,2,13,wongis01
Marvin Bagley III,25,TOT,PF,31,2,265,-1.5,4.4,6,5,13,0,17,1,27,3,4,baglema01
Oscar Tshiebwe,25,UTA,C,14,1,255,-1,8.8,3,2,12,1,19,1,23,7,10,tshieos01
Drew Timme,24,BKN,PF,9,2,254,-12.2,-5.1,5,5,14,4,10,4,52,4,2,timmedr01
Marcus Bagley,23,PHI,SF,10,4,253,-14.2,-8.3,5,0,12,1,5,2,23,0,5,baglema02
Cam Spencer,24,MEM,SG,25,1,252,6.8,2,4,0,8,1,7,1,82,2,1,spencca01
Kevin Love,36,MIA,PF,23,9,251,-3.4,-4.3,12,1,16,0,8,4,49,1,6,loveke01
Pat Spencer,28,GSW,PG,39,0,250,-1.1,-5,12,5,10,1,8,2,113,1,10,spencpa01
JT Thor,22,TOT,PF,20,0,249,-19.9,-11.8,5,2,10,1,11,0,17,0,4,thorjt01
Branden Carlson,25,OKC,C,32,0,246,7.8,-5.6,2,4,17,1,10,0,36,2,4,carlsbr01
Dariq Whitehead,20,BKN,SF,20,0,246,-11.2,-3.9,7,6,16,1,3,1,29,1,6,whiteda01
Johnny Davis,22,WAS,SG,34,0,242,-5,7.6,3,2,10,0,6,2,27,0,3,davisjo06
Jaylen Martin,21,TOT,SF,16,0,239,-25.7,-14.4,8,4,8,0,5,1,42,2,5,martija02
Bones Hyland,24,TOT,PG,24,0,239,-7.8,-13.2,17,7,17,1,10,0,76,1,5,hylanbo01
Xavier Tillman Sr.,26,BOS,C,33,2,231,-2.4,-12.2,3,8,14,1,1,0,20,0,4,tillmxa01
Garrett Temple,38,TOR,SG,28,0,227,-5.1,-0.9,3,6,14,0,5,2,76,0,4,templga01
Jared Rhoden,25,TOT,SG,14,2,227,12.7,18.2,7,1,10,0,12,0,41,1,6,rhodeja01
Luka Garza,26,MIN,C,39,0,219,2.4,-2.8,2,3,18,4,16,5,28,3,8,garzalu01
Ariel Hukporti,22,NYK,C,25,1,217,-13.4,-18.6,12,5,24,4,6,0,27,1,2,hukpoar01
Alex Reese,25,TOT,PF,15,0,216,5.1,12,5,0,15,1,6,2,9,2,1,reeseal01
Dario Šarić,30,DEN,C,16,4,210,-11.3,-16.1,10,3,11,1,5,1,57,0,8,saricda01
Adam Flagler,25,OKC,SG,37,0,203,3,-10.6,2,1,10,1,0,0,33,0,2,flaglad01
Chuma Okeke,26,TOT,PF,9,3,196,-5.5,-1.3,0,2,2,0,1,1,37,0,1,okekech01
Drew Peterson,25,BOS,PF,25,1,186,12.7,3.8,5,2,12,0,3,1,31,0,3,peterdr01
Markelle Fultz,26,SAC,PG,21,0,184,1.7,1.2,11,1,3,3,1,0,70,1,2,fultzma01
Lester Quiñones,24,TOT,SG,13,0,183,-7.4,2,11,2,11,0,5,3,54,2,3,quinole01
Bronny James,20,LAL,SG,27,1,181,-19.2,-21.8,8,4,9,0,7,0,49,1,5,jamesbr02
Enrique Freeman,24,IND,PF,22,1,181,-6,-8.8,5,0,13,1,5,1,22,1,3,freemen01
Cole Swider,25,TOT,SF,10,0,169,10.2,14.5,4,0,8,0,1,2,7,1,4,swideco01
Jaylen Nowell,25,NOP,SG,8,0,168,-12.9,-3.4,6,1,7,0,6,1,41,1,3,nowelja01
Markieff Morris,35,TOT,PF,15,2,165,-9.7,-10.9,2,3,10,0,3,0,51,0,2,morrima02
Killian Hayes,23,BKN,PG,6,5,162,-5.1,2.5,7,1,8,0,4,3,75,0,1,hayeski01
MarJon Beauchamp,24,TOT,SF,35,0,156,0.5,-2.2,7,4,7,1,9,1,26,0,5,beaucma01
Lamar Stevens,27,MEM,PF,17,1,155,26.9,22.8,5,2,4,2,5,1,22,1,8,stevela01
Tyson Etienne,25,BKN,PG,7,0,151,-21.2,-14.2,4,3,10,0,3,1,33,0,2,etienty01
Josh Richardson,31,MIA,SG,8,0,150,-10.5,-11.5,4,1,7,3,2,1,30,0,3,richajo01
Nate Williams,25,HOU,SG,20,0,147,-6.8,-11.5,8,3,10,1,3,0,24,0,0,willije02
Bruno Fernando,26,TOR,C,17,2,147,-7.1,-2.9,6,1,12,3,4,0,40,0,7,fernabr01
Damion Lee,32,PHX,SG,25,0,144,2.6,5.6,6,3,3,1,6,0,25,1,3,leeda03
Oshae Brissett,26,PHI,SF,6,2,142,-11.5,-5.3,3,5,10,0,7,2,11,2,3,brissos01
Elijah Harkless,24,UTA,SG,10,0,138,9.9,19.8,1,0,8,1,3,4,22,0,0,harklej01
Pete Nance,24,TOT,C,13,1,138,-4.9,-2.9,2,0,8,1,0,0,24,0,1,nancepe01
Vlatko Čančar,27,DEN,PF,13,0,136,-10.3,-14.8,7,2,5,1,0,1,22,0,2,cancavl01
Kylor Kelley,27,TOT,C,11,2,126,-31,-26.2,2,0,10,2,4,0,11,0,0,kelleky01
Alex Ducas,24,OKC,SG,21,0,125,-6.5,-20.2,2,0,10,1,1,0,14,0,1,ducasal01
Spencer Jones,23,DEN,SF,20,0,125,-15.8,-20.4,4,0,11,0,1,0,13,1,0,jonessp01
Kobe Bufkin,21,ATL,SG,10,0,124,-9.5,-8.6,4,2,5,0,9,1,37,2,6,bufkiko01
Tyler Smith,20,MIL,PF,23,0,122,3.2,0.9,3,2,5,1,4,2,9,1,1,smithty02
De'Anthony Melton,26,GSW,SG,6,2,121,14.4,11.3,2,3,6,1,1,1,38,0,1,meltode01
Moses Brown,25,TOT,C,13,2,119,-3.2,-3.4,5,0,16,1,7,0,5,3,3,brownmo01
TyTy Washington Jr.,23,PHX,PG,16,0,118,-2,0.8,2,0,3,0,3,0,36,0,0,washity02
Trey Alexander,21,DEN,SG,24,0,117,-13.6,-18.1,1,1,5,2,1,0,29,0,1,alexatr01
Joe Ingles,37,MIN,SF,19,1,114,-5,-10.4,6,1,4,1,0,0,53,0,1,inglejo01
Sidy Cissoko,20,TOT,SF,22,0,114,3.8,7.1,6,4,7,0,4,0,38,1,5,cissosi01
Tony Bradley,27,IND,C,14,0,113,18.1,16.2,1,2,6,2,2,1,15,0,4,bradlto01
Jaylen Sims,26,CHA,SG,6,0,112,-20,-10.9,5,2,3,1,7,1,30,0,1,simsja01
Pacôme Dadiet,19,NYK,SG,18,0,111,-10.2,-14.8,2,2,3,0,3,1,11,2,1,dadiepa01
Patrick Baldwin Jr.,22,TOT,SF,24,0,107,8,19.8,2,3,6,0,1,0,6,0,2,baldwpa01
Chris Livingston,21,MIL,SF,21,1,106,-12.8,-15.5,2,3,3,1,9,0,11,2,5,livinch01
Jae Crowder,34,SAC,PF,9,2,103,-7.6,-8.3,4,0,8,0,2,0,13,0,1,crowdja01
Justin Minaya,25,POR,SF,19,0,101,-6.4,-3.3,1,2,6,2,0,0,15,0,0,minayju01
Keshad Johnson,23,MIA,SF,16,0,98,4.5,4.1,2,2,9,0,4,0,9,1,3,johnske10
Yuki Kawamura,23,MEM,PG,22,0,93,18,13.4,3,2,2,0,3,1,46,1,0,kawamyu01
JD Davison,22,BOS,PG,16,0,93,-15.5,-25.1,7,6,1,0,3,0,32,0,0,davisjd01
Luke Travers,23,CLE,SG,12,0,88,0.7,-9.3,4,4,2,0,1,0,20,0,4,travelu01
Stanley Umude,25,MIL,SG,22,0,86,-8.3,-10.8,2,0,3,1,2,0,8,0,1,umudest01
Kevin Knox,25,GSW,SF,14,0,84,-1,-4.7,1,3,5,0,4,0,14,0,1,knoxke01
Isaiah Jackson,23,IND,C,5,1,84,6.2,4,2,0,8,3,6,0,12,0,2,jacksis01
Marcus Garrett,26,CHA,SG,4,0,79,-23.7,-14.6,3,0,6,0,0,0,30,0,3,garrema01
Jacob Toppin,24,TOT,SF,17,0,76,-11.2,-13.6,2,0,2,1,0,0,15,0,3,toppija01
Emoni Bates,21,CLE,SF,10,0,75,-21.8,-32.2,1,1,1,0,0,0,18,0,0,batesem01
Taylor Hendricks,21,UTA,PF,3,3,75,-13.1,-4,2,0,5,0,2,0,4,0,0,hendrta01
Chris Duarte,27,CHI,SG,17,0,74,5.5,6.8,0,1,3,0,4,1,19,2,1,duartch01
Daeqwon Plowden,26,ATL,SG,6,0,72,18.6,20.2,3,1,3,0,1,0,5,0,0,plowdda01
RayJ Dennis,23,IND,PG,11,0,70,29.9,28.1,4,0,2,0,1,0,30,0,3,dennira01
Josh Christopher,23,MIA,SG,14,0,69,1.2,0.6,4,1,0,0,1,0,18,0,1,chrisjo01
Matt Ryan,27,NYK,SF,19,0,68,-26.9,-31.6,2,1,1,0,0,1,7,0,2,ryanma01
Armel Traoré,22,LAL,SF,9,0,67,-36.8,-39.1,0,2,0,1,2,0,3,1,1,armeltr01
PJ Hall,22,DEN,C,19,0,66,-2.3,-6.4,0,1,5,0,2,0,11,0,2,hallpj01
Nae'Qwan Tomlin,24,CLE,PF,5,1,63,6,-3.9,1,0,6,0,7,0,6,3,4,tomlina01
Jamaree Bouyea,25,MIL,PG,5,1,62,-0.3,-2.7,3,4,1,0,1,1,27,0,1,bouyeja01
Cam Christie,19,LAC,SG,13,0,59,-7.6,-12.3,1,0,2,0,2,0,15,0,1,chrisca02
P.J. Tucker,39,NYK,SF,3,1,58,-18.8,-23.3,1,0,2,0,0,0,0,0,0,tuckepj01
Jazian Gortman,21,DAL,PG,16,0,57,10.1,11.5,1,3,4,0,0,0,14,0,1,gortmja01
Liam Robbins,25,MIL,C,13,0,57,-2.7,-5.1,3,1,5,2,5,0,6,0,3,robbili01
E.J. Liddell,24,CHI,PF,12,0,53,-2.5,-1.2,0,1,4,1,1,0,9,0,0,liddeej01
Jackson Rowe,28,GSW,PF,6,0,52,18.2,14.9,0,1,1,0,3,0,10,0,0,roweja01
N'Faly Dante,23,HOU,C,4,0,51,-7.7,-12.2,1,0,7,1,3,0,5,1,0,nfalyda01
Isaiah Crawford,23,SAC,SF,15,0,46,23.3,23,1,0,0,0,0,0,2,0,0,crawfis01
Mason Jones,26,SAC,SG,10,0,45,-2.7,-3.3,1,0,1,0,3,0,26,1,0,jonesma05
Phillip Wheeler,22,PHI,PF,5,0,44,12.6,19.2,0,1,1,0,1,0,4,0,1,wheelph02
Malachi Flynn,26,CHA,PG,4,0,44,3.8,13.4,2,2,3,0,3,0,16,1,0,flynnma01
Jack McVeigh,28,HOU,PF,9,0,43,-11.6,-16,0,2,1,0,0,0,3,0,0,mcveija01
Bobi Klintman,21,DET,SF,8,0,42,1.5,-0.5,0,1,7,0,1,0,17,0,0,klintbo01
James Johnson,37,IND,PF,12,0,37,-11.3,-13.8,1,2,4,0,1,0,8,1,0,johnsja01
PJ Dozier,28,MIN,SG,9,0,35,-2.4,-7.6,1,0,1,0,2,0,10,0,0,doziepj01
Harrison Ingram,22,SAS,SF,5,0,35,38,41.3,0,0,1,0,0,0,8,0,0,ingraha01
Miles Norris,24,BOS,PF,3,0,35,-21.9,-31.2,0,0,0,0,0,0,0,0,1,norrimi01
David Duke Jr.,25,SAS,SG,6,0,34,31.6,34.9,1,1,0,0,1,0,9,0,0,dukeda01
D.J. Carton,24,TOR,SG,4,0,33,16,20.5,1,3,1,0,1,0,7,1,2,cartodj01
