Player,Age,Team,Pos,G,GS,MP,TRB,AST,PTS,playerID
Jahmir Young,24,CHI,PG,6,0,5,0.5,1,1.8,youngja05
Pacôme Dadiet,19,NYK,SG,18,0,6.2,1,0.3,1.7,dadiepa01
Alex Ducas,24,OKC,SG,21,0,6,1.2,0.2,1.7,ducasal01
PJ Hall,22,DEN,C,19,0,3.5,1.2,0.2,1.7,hallpj01
Emanuel Miller,24,CHI,PF,6,0,4.2,1.3,0.3,1.7,milleem01
Tristan Thompson,33,CLE,C,40,0,8.2,3.4,0.6,1.7,thomptr01
Alex Len,31,TOT,C,46,7,8.3,2.1,0.8,1.6,lenal01
Yuki Kawamura,23,MEM,PG,22,0,4.2,0.5,0.9,1.6,kawamyu01
Jack McVeigh,28,HOU,PF,9,0,4.8,0.6,0.1,1.6,mcveija01
Armel Traoré,22,LAL,SF,9,0,7.4,1.7,0.1,1.6,armeltr01
Jordan Walsh,20,BOS,PF,52,1,7.8,1.3,0.4,1.6,walshjo01
Phillip Wheeler,22,PHI,PF,5,0,8.8,1.6,0.4,1.6,wheelph02
Sidy Cissoko,20,TOT,SF,22,0,5.2,1,0.7,1.5,cissosi01
Jazian Gortman,21,DAL,PG,16,0,3.6,0.3,0.4,1.5,gortmja01
Kevin McCullar Jr.,23,NYK,SF,4,0,7.3,2,0.5,1.5,mcculke01
Leonard Miller,21,MIN,SF,13,0,2.5,0.8,0,1.5,millele01
Quincy Olivari,23,LAL,PG,2,0,5,0,0.5,1.5,olivaqu01
Matt Ryan,27,NYK,SF,19,0,3.6,0.4,0.2,1.5,ryanma01
Jacob Toppin,24,TOT,SF,17,0,4.5,0.9,0.4,1.4,toppija01
Cam Christie,19,LAC,SG,13,0,4.5,0.9,0.5,1.4,chrisca02
Chris Livingston,21,MIL,SF,21,1,5,1.7,0.2,1.4,livinch01
Trey Alexander,21,DEN,SG,24,0,4.9,0.5,0.5,1.3,alexatr01
Spencer Jones,23,DEN,SF,20,0,6.3,0.9,0.3,1.3,jonessp01
Skal Labissière,28,SAC,PF,4,0,3,0.8,0.3,1.3,labissk01
Jalen Bridges,23,PHX,SF,8,0,3.8,0.5,0,1.1,bridgja01
Yuri Collins,23,GSW,PG,2,0,8,1.5,2,1,colliyu01
Daniss Jenkins,23,DET,PG,7,0,3.3,0.3,0.4,1,jenkida01
Braxton Key,27,GSW,SF,3,0,3.7,0.7,0,1,keybr01
Bryce McGowens,22,POR,SG,13,0,2.5,0.2,0.2,1,mcgowbr01
Xavier Tillman Sr.,26,BOS,C,33,2,7,1.3,0.2,1,tillmxa01
Luke Travers,23,CLE,SG,12,0,7.3,1.7,0.7,1,travelu01
Isaiah Crawford,23,SAC,SF,15,0,3.1,0.5,0.1,0.9,crawfis01
Justin Minaya,25,POR,SF,19,0,5.3,0.5,0.4,0.9,minayju01
Anton Watson,24,NYK,SF,9,0,2.4,0.3,0.2,0.9,watsoan02
D.J. Carton,24,TOR,SG,4,0,8.3,1,0.8,0.8,cartodj01
PJ Dozier,28,MIN,SG,9,0,3.9,0.6,0.6,0.8,doziepj01
Joe Ingles,37,MIN,SF,19,1,6,0.6,1.2,0.8,inglejo01
Harrison Ingram,22,SAS,SF,5,0,7,1.8,0.6,0.8,ingraha01
Ulrich Chomche,19,TOR,PF,7,0,4.6,1.1,0.3,0.7,chomcul01
James Johnson,37,IND,PF,12,0,3.1,0.5,0.3,0.7,johnsja01
Liam Robbins,25,MIL,C,13,0,4.4,0.9,0.2,0.7,robbili01
Stanley Umude,25,MIL,SG,22,0,3.9,0.8,0.2,0.7,umudest01
Cui Yongxi,21,BKN,SG,5,0,2,0.4,0,0.6,cuiyo01
Tristen Newton,23,TOT,SG,8,0,2,0.5,0.3,0.4,newtotr01
Malevy Leons,25,OKC,SF,6,0,3.5,0.5,0.2,0.3,leonsma01
Daishen Nix,22,MIN,PG,3,0,4.3,1.3,1,0.3,nixda01
Terence Davis,27,SAC,SG,1,0,8,1,1,0,daviste02
Jesse Edwards,24,MIN,C,2,0,2.5,0,0.5,0,edwarje01
Mac McClung,26,ORL,SG,2,0,5,0.5,1.5,0,mccluma01
Jalen McDaniels,27,WAS,SF,4,0,1.8,0,0.3,0,mcdanja01
Riley Minix,24,SAS,SF,1,0,7,2,0,0,minixri01
Jahlil Okafor,29,IND,C,1,0,3,1,1,0,okafoja01
Zyon Pullin,23,MEM,SG,3,0,1,0,0,0,pullizy01
Isaiah Stevens,24,MIA,PG,3,0,2,0.7,0,0,steveis01
Terry Taylor,25,SAC,PF,3,0,2,0.3,0.7,0,taylote01
