Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,playerID
Charles Bassey,24,SAS,C,36,1,376,19,0.597,0,0.282,15.9,27.4,21.7,6.6,1.8,7.2,14.9,17.5,0.5,0.6,1.1,0.136,-1.7,0.6,-1.1,0.1,bassech01
Dominick Barlow,21,ATL,PF,35,4,375,14.6,0.58,0.239,0.292,10,15,12.4,6.9,1.1,3.9,3.8,14.5,0.7,0.3,1,0.131,-1.4,-0.8,-2.2,0,barlodo01
Danté Exum,29,DAL,PG,20,13,372,13.6,0.589,0.396,0.231,1.2,8.3,4.8,21.5,1.6,0.7,13,19.6,0.4,0.2,0.6,0.083,-1.2,-1.1,-2.3,0,exumda01
Damion Baugh,24,CHA,SG,15,2,370,6.3,0.399,0.431,0.115,3.9,10.6,7.2,22.2,2,0.5,18.5,19.3,-0.8,0.2,-0.5,-0.069,-5.9,-1.2,-7.1,-0.5,baughda01
Jaden Springer,22,TOT,PG,43,2,365,10.7,0.511,0.533,0.422,5.1,12.1,8.6,12.1,3.2,1,13,14.3,0.1,0.4,0.5,0.07,-4.3,1.6,-2.7,-0.1,sprinja01
Robert Williams,27,POR,C,20,3,351,18.9,0.679,0.038,0.218,10.5,26.3,18.2,8.6,1.8,8.5,16.6,12.2,0.6,0.7,1.3,0.175,-0.1,3.2,3,0.4,williro04
Doug McDermott,33,SAC,SF,42,3,342,9.5,0.617,0.863,0.043,1,6.2,3.6,2.8,0.6,0.6,4.8,15.7,0.4,0.1,0.4,0.061,-0.8,-2.4,-3.2,-0.1,mcderdo01
Christian Koloko,24,LAL,C,37,0,342,13,0.624,0.061,0.212,11.9,18.2,15.1,6.4,1.2,4.4,14.3,10.8,0.5,0.4,0.9,0.13,-3,0.2,-2.8,-0.1,kolokch01
Terrence Shannon Jr.,24,MIN,SG,32,1,339,11.9,0.56,0.272,0.184,3.3,11.9,7.7,13.8,1,1.4,10.9,17.7,0.3,0.4,0.6,0.091,-2.1,0,-2.1,0,shannte01
Keion Brooks Jr.,24,NOP,SF,14,6,332,12.8,0.581,0.394,0.275,3.8,15.4,9.4,5.7,1.5,2.9,8.9,17.1,0.3,0.1,0.4,0.057,-2.2,-1.3,-3.5,-0.1,brookke02
Tristan Thompson,33,CLE,C,40,0,328,9.1,0.41,0.042,0.423,10.9,32.7,22.1,8.8,0.3,3,14.3,12.7,-0.2,0.5,0.4,0.057,-4.9,0.3,-4.6,-0.2,thomptr01
Maxwell Lewis,22,TOT,SF,28,1,327,9.9,0.516,0.463,0.093,6,13.5,9.5,9,1.4,2.1,11.1,16.9,-0.1,0.3,0.2,0.03,-3.2,-1.1,-4.4,-0.2,lewisma05
Jevon Carter,29,CHI,PG,36,1,321,12.2,0.509,0.719,0.068,1.3,11.2,6.4,17.2,1.9,0.8,6.8,21,0.1,0.3,0.3,0.046,-1,-1.1,-2.1,0,carteje01
Patty Mills,36,TOT,PG,29,0,321,8.4,0.543,0.781,0.146,1.4,6,3.7,11.1,1.9,0.9,14.3,15.6,0,0.1,0.1,0.017,-3.2,0,-3.2,-0.1,millspa02
Tre Mann,23,CHA,PG,13,0,319,13.3,0.537,0.373,0.13,3.9,8.9,6.3,21.2,1.1,1.2,12.8,26,0,0.1,0.1,0.019,-0.6,-1.9,-2.4,0,manntr01
Jalen Hood-Schifino,21,TOT,SG,15,0,315,7.9,0.494,0.469,0.214,1.1,9,4.9,16.7,0.8,2.2,14.4,17.3,-0.2,0.1,-0.1,-0.015,-4.4,-2.5,-6.9,-0.4,hoodsja01
Torrey Craig,34,TOT,SF,26,4,314,12.9,0.567,0.733,0.133,9.3,15.6,12.5,7.2,1.3,3.5,7.7,14.1,0.4,0.4,0.8,0.122,-1,0.1,-0.9,0.1,craigto01
Jordan McLaughlin,28,TOT,PG,46,0,314,12.3,0.6,0.639,0.306,2.1,8.5,5.3,21,2.5,0.3,16.4,13.3,0.4,0.2,0.6,0.098,-1.6,0,-1.6,0,mclaujo01
Matisse Thybulle,27,POR,SG,15,5,312,17,0.592,0.545,0.17,4.7,13.6,9,12.7,5.1,2.6,12.1,14.4,0.4,0.6,0.9,0.146,0,5.1,5,0.6,thybuma01
Isaac Jones,24,SAC,PF,40,0,304,15.2,0.678,0.096,0.434,8.1,12.9,10.5,5.6,0.8,3.2,13.9,16.3,0.5,0.2,0.7,0.115,-0.9,-0.8,-1.7,0,jonesis01
Tyler Kolek,23,NYK,PG,41,0,296,10.3,0.453,0.573,0.207,3.1,7.3,5.2,29.5,2,1.3,16.7,15.8,0.1,0.3,0.4,0.058,-2.6,-0.3,-2.8,-0.1,kolekty01
Mitchell Robinson,26,NYK,C,17,3,290,20.4,0.676,0,0.339,20.8,19.2,20,5.9,2.7,5.8,13.4,11.1,0.8,0.5,1.3,0.221,1.5,1.8,3.3,0.4,robinmi01
Josh Minott,22,MIN,SF,46,0,276,15.5,0.605,0.478,0.211,4.9,13.8,9.4,9.5,2.7,4,10.1,17.2,0.4,0.5,0.9,0.153,-0.7,2.9,2.2,0.3,minotjo01
Kobe Brown,25,LAC,PF,40,0,272,10.8,0.513,0.361,0.097,8,18.9,13.5,11.9,1.3,1.5,13.8,14,0.1,0.4,0.5,0.085,-2.5,0.4,-2.1,0,brownko01
Dru Smith,27,MIA,SG,14,1,268,13.3,0.656,0.492,0.197,5,9.8,7.4,12,3.9,2.1,20.4,13.8,0.2,0.4,0.7,0.118,-1.3,3.4,2.1,0.3,smithdr01
Isaiah Wong,24,CHA,SG,20,0,265,10.9,0.5,0.314,0.324,5.5,7.4,6.4,16.5,2,0,13,22.1,-0.1,0.1,0.1,0.01,-2.9,-1,-4,-0.1,wongis01
Marvin Bagley III,25,TOT,PF,31,2,265,18.4,0.56,0.179,0.33,15,18.2,16.6,6.5,1.6,2.7,9,20.9,0.4,0.2,0.6,0.108,0.4,-1.6,-1.2,0.1,baglema01
Oscar Tshiebwe,25,UTA,C,14,1,255,21,0.64,0,0.443,19.6,31.9,25.8,5.3,2.4,0.4,10.7,15.3,0.7,0.3,1,0.182,0.6,-2,-1.4,0,tshieos01
Drew Timme,24,BKN,PF,9,2,254,11,0.5,0.343,0.157,7.3,22.5,14.5,13.1,0.8,0.4,12.1,21.3,-0.1,0.2,0,0.009,-3.9,-2.8,-6.7,-0.3,timmedr01
Marcus Bagley,23,PHI,SF,10,4,253,11.8,0.456,0.464,0.145,9.9,21.9,15.7,5.5,1.8,4.7,8.7,13.8,0,0.2,0.2,0.045,-3.4,-0.9,-4.3,-0.1,baglema02
Cam Spencer,24,MEM,SG,25,1,252,14.2,0.587,0.634,0.232,5.1,7.5,6.3,16.9,1.7,0.4,6.2,15.4,0.6,0.2,0.8,0.16,0.3,0.2,0.5,0.2,spencca01
Kevin Love,36,MIA,PF,23,9,251,16.2,0.488,0.583,0.2,9.8,31.4,20.7,13.1,3,1.5,10.1,24.6,-0.1,0.5,0.4,0.083,-0.3,0.7,0.4,0.2,loveke01
Pat Spencer,28,GSW,PG,39,0,250,12.6,0.455,0.218,0.149,6.3,13.7,9.9,28.1,2.7,1.1,14.3,21.2,-0.1,0.4,0.3,0.055,-3,1.4,-1.6,0,spencpa01
JT Thor,22,TOT,PF,20,0,249,10,0.517,0.356,0.373,8.4,11.8,10.1,3.3,1.5,3.2,11.6,13.1,0,0.2,0.2,0.033,-4.3,-1.1,-5.4,-0.2,thorjt01
Branden Carlson,25,OKC,C,32,0,246,17.6,0.581,0.68,0.186,7.6,15.8,11.8,7.5,1,8.6,6.3,19.3,0.4,0.5,0.9,0.177,0.5,0.8,1.3,0.2,carlsbr01
Dariq Whitehead,20,BKN,SF,20,0,246,9.4,0.58,0.771,0.052,1.8,12.1,6.7,7.8,1.2,0.4,13.3,20.1,-0.1,0.1,0.1,0.01,-1.5,-2.2,-3.7,-0.1,whiteda01
Johnny Davis,22,WAS,SG,34,0,242,10.2,0.473,0.372,0.192,4.3,12.1,8.2,6.6,2.9,2.2,7.6,15.9,-0.1,0.2,0.1,0.01,-3.5,0.7,-2.8,0,davisjo06
Jaylen Martin,21,TOT,SF,16,0,239,9.1,0.497,0.311,0.135,4.8,14.4,9.6,10.3,1.8,0,13.3,15.9,-0.1,0.1,0,-0.004,-4.5,-1.9,-6.3,-0.3,martija02
Bones Hyland,24,TOT,PG,24,0,239,16,0.576,0.695,0.22,2.4,9.3,5.9,20.1,3.7,1.7,16.2,28.2,0.1,0.4,0.5,0.095,0.9,1.8,2.7,0.3,hylanbo01
Xavier Tillman Sr.,26,BOS,C,33,2,231,2.4,0.31,0.604,0.075,4.7,15.5,10.1,3.8,2.4,2,20.4,13.1,-0.7,0.4,-0.3,-0.057,-8.4,0.3,-8.1,-0.4,tillmxa01
Garrett Temple,38,TOR,SG,28,0,227,8.5,0.406,0.467,0.2,4.2,9.7,6.8,17.4,3.6,0.8,13.3,13.9,-0.1,0.3,0.2,0.033,-5.7,2.1,-3.6,-0.1,templga01
Jared Rhoden,25,TOT,SG,14,2,227,16.4,0.602,0.448,0.287,6.5,13.5,9.9,10.5,2.1,0.8,8.4,19.7,0.4,0.2,0.6,0.131,-0.5,0,-0.5,0.1,rhodeja01
Luka Garza,26,MIN,C,39,0,219,18.8,0.573,0.343,0.333,16,11.5,13.7,8.2,1.4,1.3,9.1,26.2,0.4,0.3,0.7,0.144,-0.4,-1.9,-2.3,0,garzalu01
Ariel Hukporti,22,NYK,C,25,1,217,7.6,0.654,0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-0.2,0.3,0.1,0.02,-6.5,0.9,-5.6,-0.2,hukpoar01
Alex Reese,25,TOT,PF,15,0,216,14,0.641,0.759,0.222,4.5,20.8,12.3,2.6,2.3,4.5,9.2,13.2,0.3,0.2,0.5,0.109,-0.9,-0.3,-1.2,0,reeseal01
Dario Šarić,30,DEN,C,16,4,210,7.7,0.449,0.448,0.172,7.7,17.9,13.1,13.1,1.6,0.4,19.4,15.6,-0.2,0.2,0,0.001,-4.4,-0.4,-4.8,-0.1,saricda01
Adam Flagler,25,OKC,SG,37,0,203,3.7,0.335,0.75,0.021,3.8,10.3,7.1,7.3,1.9,1.5,4,21.1,-0.6,0.3,-0.3,-0.062,-8.1,-2.3,-10.3,-0.4,flaglad01
Chuma Okeke,26,TOT,PF,9,3,196,15.3,0.641,0.7,0.075,11.7,15.5,13.5,10.5,1.3,2,6.8,9.8,0.5,0.1,0.6,0.145,1.6,-1.8,-0.2,0.1,okekech01
Drew Peterson,25,BOS,PF,25,1,186,10.5,0.601,0.805,0.22,5.3,18.1,11.7,9.1,1.3,1,15.1,12.5,0.2,0.3,0.4,0.115,-1.8,1,-0.8,0.1,peterdr01
Markelle Fultz,26,SAC,PG,21,0,184,8.9,0.452,0.119,0.015,3.6,8.5,6.1,20,2.7,1.1,18.2,19.3,-0.3,0.2,-0.1,-0.026,-4.5,-0.2,-4.7,-0.1,fultzma01
Lester Quiñones,24,TOT,SG,13,0,183,9.5,0.514,0.564,0.167,2.4,9.1,5.7,19.4,0.8,1,14.3,22.6,-0.1,0,-0.1,-0.025,-3.2,-2.9,-6.1,-0.2,quinole01
Bronny James,20,LAL,SG,27,1,181,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2,jamesbr02
Enrique Freeman,24,IND,PF,22,1,181,7.4,0.507,0.27,0.514,6.8,11.6,9.2,6.1,0.8,1.5,11.7,12.3,0,0.1,0.2,0.046,-4.9,-1.4,-6.3,-0.2,freemen01
Cole Swider,25,TOT,SF,10,0,169,6.5,0.465,0.746,0.016,3.1,14.3,8.6,2.3,1.1,1.1,5.9,16.7,-0.2,0.1,0,-0.009,-4.9,-2.4,-7.3,-0.2,swideco01
Jaylen Nowell,25,NOP,SG,8,0,168,7.5,0.43,0.37,0.151,3.7,9.3,6.4,15.6,0.3,2.3,9.3,21.6,-0.2,0,-0.2,-0.069,-3.2,-2.5,-5.7,-0.2,nowelja01
Markieff Morris,35,TOT,PF,15,2,165,6,0.385,0.514,0.086,2.1,13.1,7.8,17.5,0.6,1.7,6.4,20.5,-0.3,0.1,-0.2,-0.044,-5.2,-2.5,-7.6,-0.2,morrima02
Killian Hayes,23,BKN,PG,6,5,162,12.7,0.559,0.488,0.279,3.3,9.6,6.3,28.6,1.2,2.5,15.7,15.5,0.2,0.1,0.3,0.095,-0.5,-0.1,-0.6,0.1,hayeski01
MarJon Beauchamp,24,TOT,SF,35,0,156,12.3,0.535,0.446,0.308,8,22.6,15.6,10.2,1.2,0.6,16.9,24.9,-0.1,0.2,0.1,0.02,-2.7,-1.6,-4.3,-0.1,beaucma01
Lamar Stevens,27,MEM,PF,17,1,155,11.5,0.545,0.429,0.175,2.8,23,13,6.9,1.5,1.8,12.8,20.2,0,0.2,0.2,0.052,-3.6,-0.6,-4.2,-0.1,stevela01
Tyson Etienne,25,BKN,PG,7,0,151,5.6,0.488,0.846,0.192,2.2,4.7,3.4,11.9,1,0.7,12.4,18.6,-0.1,0.1,-0.1,-0.021,-5.7,-3.1,-8.8,-0.3,etienty01
Josh Richardson,31,MIA,SG,8,0,150,4.4,0.402,0.579,0.105,4.5,4.4,4.4,10.5,2.7,0.6,16.8,14.1,-0.2,0.2,-0.1,-0.021,-7.3,0.6,-6.7,-0.2,richajo01
Nate Williams,25,HOU,SG,20,0,147,8.6,0.496,0.419,0.129,3.6,5.9,4.7,8.8,2.6,2.4,17.6,22.3,-0.2,0.2,0,-0.007,-5.5,-0.2,-5.7,-0.1,willije02
Bruno Fernando,26,TOR,C,17,2,147,15.3,0.552,0,0.163,15,22.4,18.6,17.9,1.3,5.8,21,18.9,0,0.2,0.3,0.085,-3,2.3,-0.7,0.1,fernabr01
