Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
De'Andre Hunter,27,TOT,SF,64,9,1740,9.7,20.7,4.3,10.5,5.5,10.2,5.8,6.9,1.2,5.8,7,2.5,1.4,0.4,2.2,4.2,29.6,120,117,huntede01
Ochai Agbaji,24,TOR,SG,64,45,1739,7.4,14.8,2.8,7,4.6,7.8,0.9,1.3,1.7,5,6.7,2.7,1.6,0.8,1.5,3.5,18.5,117,116,agbajoc01
Brandin Podziemski,21,GSW,SG,64,33,1716,7.9,17.8,3.3,8.8,4.7,9.1,2,2.7,1.8,7.4,9.2,6.2,2,0.4,2.1,2.7,21.2,116,112,podzibr01
Jabari Smith Jr.,21,HOU,PF,57,39,1716,7,16.1,2.8,7.9,4.3,8.2,3,3.6,3,8.3,11.3,1.7,0.7,1.2,1.7,3.5,19.8,118,112,smithja05
Anthony Davis,31,TOT,C,51,51,1706,13.5,26.2,1,3.6,12.5,22.6,8.2,10.6,3.9,13.1,17,5.2,1.7,3.2,3.2,2.8,36.3,118,108,davisan02
Bradley Beal,31,PHX,SG,53,38,1702,10,20.2,3,7.7,7.1,12.5,3.2,4,1,4.2,5.1,5.7,1.7,0.8,2.9,4,26.2,114,121,bealbr01
Georges Niang,31,TOT,PF,79,3,1697,8,17.4,4.7,11.5,3.4,5.9,1.3,1.6,1.3,6.3,7.6,3.1,0.8,0.4,2.3,5.6,22,115,117,niangge01
Jakob Poeltl,29,TOR,C,57,56,1686,10.4,16.5,0,0.1,10.3,16.4,2.8,4.1,5.4,10.2,15.6,4.5,1.9,2,3.2,5,23.5,122,110,poeltja01
Scotty Pippen Jr.,24,MEM,PG,79,21,1683,7.9,16.4,2.4,6,5.5,10.4,3.4,4.7,1.8,5.4,7.2,9.6,2.8,0.8,3.8,5.6,21.5,118,112,pippesc02
Kevin Huerter,26,TOT,SG,69,31,1679,7.3,17.2,3.8,11.1,3.6,6.1,1,1.4,0.9,5,5.8,4.4,1.9,0.7,1.9,3.4,19.4,109,117,huertke01
Santi Aldama,24,MEM,PF,65,16,1660,8.8,18.1,3.4,9.1,5.4,9,1.8,2.6,2.6,9,11.6,5.3,1.5,0.8,2,2.1,22.7,123,113,aldamsa01
A.J. Green,25,MIL,SG,73,7,1659,5.3,12.4,4.5,10.6,0.8,1.8,0.6,0.8,0.5,4.5,5.1,3.1,1.1,0.2,1.2,4.6,15.8,119,117,greenaj01
Al Horford,38,BOS,C,60,42,1659,5.9,13.9,3.4,9.5,2.4,4.4,1,1.1,2.4,8.8,11.2,3.9,1.1,1.5,1.4,2.4,16.3,121,111,horfoal01
Terry Rozier,30,MIA,PG,64,23,1658,7.5,19.1,2.7,9.3,4.7,9.8,2.8,3.2,1.3,5.8,7.2,5,1.1,0.4,2.3,2.2,20.4,103,116,roziete01
Peyton Watson,22,DEN,SF,68,18,1656,5.9,12.4,1.4,3.9,4.5,8.5,2.8,4,1.4,5.4,6.8,2.7,1.4,2.7,1.6,3.6,16,113,116,watsope01
Moses Moody,22,GSW,SG,74,34,1649,7.3,16.8,3.7,9.9,3.5,6.8,3.1,3.9,1.5,4,5.6,2.8,1.7,0.9,1.6,3.4,21.4,116,114,moodymo01
Tristan Da Silva,23,ORL,SF,74,38,1629,6.1,14.8,2.5,7.3,3.6,7.5,1.7,1.9,2.2,5.3,7.5,3.5,1,0.6,1.7,2.9,16.3,109,113,dasiltr01
Donte DiVincenzo,28,MIN,SG,62,10,1606,7.7,18.2,5.3,13.5,2.3,4.8,1.5,1.9,1,6,7,6.9,2.2,0.5,3,3.5,22.2,115,111,divindo01
Isaiah Joe,25,OKC,SG,74,16,1604,7.8,17.6,5.7,13.9,2,3.7,1.4,1.7,1.2,4.6,5.9,3.6,1.4,0.3,1.1,3.4,22.6,125,112,joeis01
Corey Kispert,25,WAS,SF,61,0,1602,7.6,16.8,3.6,9.8,4,7,2.2,2.6,1.1,4.3,5.4,3.1,0.8,0.4,1.9,2.9,20.9,112,123,kispeco01
Caris LeVert,30,TOT,SG,64,3,1596,8.3,17.8,3.2,8.5,5.2,9.4,3.3,4.6,1.2,4.8,6,6.4,1.7,1,2.3,2.9,23.1,119,115,leverca01
Miles McBride,24,NYK,SG,64,10,1593,6.9,17,3.6,9.7,3.3,7.3,1.6,2,1.5,3.6,5,5.8,2.1,0.5,1.3,3.4,19,117,116,mcbrimi01
Isaiah Hartenstein,26,OKC,C,57,53,1590,8.4,14.5,0,0.6,8.4,13.9,2.4,3.5,4.9,13.5,18.4,6.6,1.4,1.9,2.9,5.2,19.2,124,104,harteis01
Gradey Dick,21,TOR,SG,54,54,1587,8,19.6,3.5,9.9,4.6,9.7,4,4.7,1.3,4.5,5.9,3,1.5,0.3,2.5,3.6,23.6,107,117,dickgr01
Paolo Banchero,22,ORL,PF,46,46,1582,13,28.8,2.7,8.6,10.3,20.2,8.8,12.2,1.6,9.3,10.9,6.9,1.1,0.9,4.3,3.1,37.6,109,110,banchpa01
Patrick Williams,23,CHI,PF,63,36,1576,6.1,15.3,2.8,8.1,3.2,7.2,1.8,2.5,1.3,5.7,7,3.7,1.4,0.9,2.5,2.6,16.8,100,117,willipa01
Obi Toppin,26,IND,PF,79,4,1545,9.9,18.6,3.4,9.4,6.4,9.3,2.8,3.5,1.7,8.2,9.9,4,1.4,0.9,2.1,3.4,25.9,122,114,toppiob01
Grayson Allen,29,PHX,SG,64,7,1544,7,15.7,4.8,11.2,2.2,4.5,3,3.7,1.1,5.1,6.2,4.4,1.7,0.6,2.4,3,21.8,119,120,allengr01
Sam Hauser,27,BOS,PF,71,19,1541,7,15.4,5.4,13,1.6,2.4,0.4,0.4,1.4,5.9,7.3,2.1,1.3,0.4,0.7,2.8,19.7,128,113,hausesa01
Ziaire Williams,23,BKN,SF,63,45,1541,6.9,16.8,3.3,9.8,3.6,7,3.3,4,2,7.3,9.3,2.7,2,0.9,2.2,4.8,20.4,109,114,willizi02
Gabe Vincent,28,LAL,PG,72,11,1527,5.4,13.5,3.5,10,1.9,3.6,0.5,0.7,0.6,2.3,3,3.2,1.6,0.4,1.3,4.9,14.8,108,118,vincega01
Victor Wembanyama,21,SAS,C,46,46,1527,12.9,27.1,4.5,12.8,8.4,14.4,5,6,2.6,13.4,16,5.3,1.6,5.6,4.7,3.3,35.3,109,108,wembavi01
Jerami Grant,30,POR,PF,47,47,1524,6.8,18.3,3.4,9.4,3.4,8.9,4.5,5.3,0.8,4.4,5.2,3.2,1.3,1.5,2.1,3.5,21.6,109,117,grantje01
Jonas Valančiūnas,32,TOT,C,81,21,1524,10.9,19.8,0.3,1.2,10.6,18.6,4.6,5.2,6,13.8,19.8,5.2,1.2,1.4,3.8,5.7,26.6,118,114,valanjo01
Kyle Filipowski,21,UTA,C,72,27,1522,8.2,16.3,2.4,6.9,5.8,9.4,2.9,4.5,3.5,10.3,13.9,4.4,1.5,0.7,3.2,5.4,21.8,115,118,filipky01
Ja Morant,25,MEM,PG,50,50,1519,12.4,27.2,2.7,8.7,9.7,18.5,8,9.8,1,5.2,6.3,11.1,1.9,0.4,5.7,3.5,35.5,113,115,moranja01
Matas Buzelis,20,CHI,SF,80,31,1511,7.8,17.1,3,8.2,4.8,8.9,2.7,3.3,1.7,6.9,8.6,2.4,0.9,2.3,2.3,4,21.3,108,115,buzelma01
LaMelo Ball,23,CHA,PG,47,47,1505,13.3,32.8,5.8,17.3,7.4,15.5,6.3,7.5,1.5,6,7.6,11.3,1.8,0.4,5.5,5.1,38.7,108,117,ballla01
Dalton Knecht,23,LAL,SF,78,16,1494,8.5,18.3,4.2,11.2,4.2,7.1,2.1,2.8,1.2,5.9,7.1,2.2,0.8,0.3,1.2,3.1,23.2,117,118,knechda01
Kevin Porter Jr.,24,TOT,SG,75,4,1482,9.7,21.5,1.8,5.8,7.8,15.7,4.3,5.6,1.4,7.8,9.2,8.4,2.7,0.4,4.5,3.9,25.4,105,110,porteke02
D'Angelo Russell,28,TOT,PG,58,36,1480,8.3,21.3,3.8,12,4.5,9.3,4,4.8,0.7,4.7,5.4,9.9,1.9,0.8,3.6,3.8,24.5,109,116,russeda01
Lauri Markkanen,27,UTA,PF,47,47,1476,9.6,22.8,4.5,13,5.1,9.8,5.3,6,2.3,6.7,9,2.3,1.1,0.6,2.1,2.6,29,115,122,markkla01
Luke Kennard,28,MEM,SG,65,11,1472,6.5,13.6,3.6,8.2,2.9,5.4,1.6,1.8,1.2,4.6,5.8,6.8,1.6,0.2,2.3,1.9,18.2,127,116,kennalu01
Jamal Shead,22,TOR,PG,75,11,1467,6.7,16.5,2.4,7.3,4.3,9.2,1.7,2.3,1,2.8,3.8,10.4,1.9,0.3,3.8,5.2,17.5,104,117,sheadja01
Aaron Gordon,29,DEN,PF,51,42,1447,8.8,16.5,2.5,5.7,6.3,10.8,4.8,5.9,2.7,5.5,8.2,5.5,0.8,0.5,2.4,2.7,24.9,129,120,gordoaa01
Isaiah Stewart,23,DET,C,72,4,1434,5.9,10.6,0.6,1.8,5.3,8.8,2.2,2.9,4.4,9,13.4,4.1,0.9,3.4,2.3,6.1,14.6,125,110,stewais01
Brice Sensabaugh,21,UTA,SF,71,15,1432,9.2,20.1,5.3,12.5,4,7.6,2.2,2.4,1.4,5.6,7,3.7,1.5,0.3,3.6,3.7,25.9,111,122,sensabr01
Goga Bitadze,25,ORL,C,70,42,1430,7.2,11.8,0.1,1,7.1,10.9,3,4.6,5.8,10.3,16.2,4.8,1.7,3.4,2.5,5.2,17.5,127,105,bitadgo01
Kel'el Ware,20,MIA,C,64,36,1422,9,16.3,1.2,3.9,7.8,12.4,1.6,2.4,4.1,12.5,16.6,2.1,1.4,2.5,2,3.9,20.9,118,108,wareke01
Tari Eason,23,HOU,PF,57,16,1420,9.3,19.2,2.2,6.3,7.2,12.9,2.7,3.6,4.4,8,12.4,2.8,3.3,1.7,2.2,4.7,23.5,119,106,easonta01
Zach Edey,22,MEM,C,66,55,1416,8.2,14.2,0.6,1.7,7.6,12.5,3,4.2,7.6,10.4,18,2.1,1.2,2.8,2.9,6,20,124,110,edeyza01
T.J. McConnell,32,IND,PG,79,1,1415,11,21.2,0.5,1.7,10.5,19.5,1.9,2.6,1.5,5.1,6.6,11.9,2.8,0.7,3.7,2.7,24.5,113,113,mccontj01
Terance Mann,28,TOT,SG,67,13,1414,7,14,2,5.5,4.9,8.5,1.6,2.3,2.3,4.4,6.8,4.1,1.6,0.5,1.6,4.3,17.6,120,116,mannte01
Ryan Dunn,22,PHX,SF,74,44,1410,7.2,16.7,2.9,9.3,4.3,7.5,0.7,1.4,3.2,6.1,9.4,2,1.5,1.4,1.4,5.7,17.9,107,119,dunnry01
Sam Merrill,28,CLE,SG,71,4,1401,5.9,14.6,4.7,12.6,1.2,1.9,1,1,1.3,4.1,5.4,3.7,1.8,0.5,1.2,4.3,17.5,122,114,merrisa01
Ayo Dosunmu,25,CHI,SG,46,26,1394,7.4,15,2.1,6.3,5.3,8.7,2.1,2.6,0.9,4.5,5.4,7,1.4,0.6,2.3,3.5,19,117,118,dosunay01
Ty Jerome,27,CLE,SG,70,3,1392,11,21.4,3.8,8.7,7.2,12.6,4.5,5.1,1.7,4.3,6,8.2,2.7,0.1,3.2,3.5,30.3,128,113,jeromty01
Julian Strawther,22,DEN,SG,65,4,1384,7.3,16.9,3.3,9.3,4,7.5,2.6,3.1,0.6,4.3,4.9,2.9,1.4,0.6,2,5.2,20.4,109,119,strawju01
Nick Smith Jr.,20,CHA,SG,60,27,1369,8,20.4,3.7,11,4.2,9.4,1.5,1.7,0.5,4.1,4.6,5.2,0.6,0.2,2.9,2.8,21.2,100,121,smithni01
Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,7.8,16.8,1.3,4.3,6.4,12.5,3.9,5.2,3.1,7.5,10.6,6.1,2.2,0.5,3.6,3,20.8,108,112,jaqueja01
Nicolas Batum,36,LAC,PF,78,8,1367,3.7,8.6,3.2,7.3,0.6,1.3,0.6,0.8,1.7,6.2,7.9,3,1.9,1.3,1.2,4,11.3,126,111,batumni01
Jose Alvarado,26,NOP,PG,56,23,1366,7.2,18.5,3.9,11,3.3,7.5,2.1,2.6,1,3.9,4.8,9.2,2.6,0.5,3,3.2,20.5,110,120,alvarjo01
Jeremy Sochan,21,SAS,PF,54,23,1364,8.9,16.6,1,3.2,7.9,13.4,3.1,4.4,4.5,8,12.5,4.5,1.6,1,3,4.6,21.9,116,117,sochaje01
Luke Kornet,29,BOS,C,73,16,1361,6.9,10.3,0,0.1,6.9,10.2,2.5,3.6,7,7.3,14.3,4.3,1.3,2.6,1.1,4.4,16.2,152,110,kornelu01
Trey Lyles,29,SAC,PF,69,5,1349,5.7,13.6,2.9,8.6,2.8,4.9,2,2.9,2.9,8.6,11.5,3,1.5,0.8,1.4,3.1,16.3,117,116,lylestr01
Jake LaRavia,23,TOT,PF,66,0,1349,5.6,11.8,2.1,5,3.5,6.8,2.7,4,3.1,5.9,9,5.5,2.2,0.8,3,4.6,16,117,114,laravja01
Bogdan Bogdanović,32,TOT,SG,54,4,1348,7.5,17.6,3.7,10.3,3.7,7.2,2.1,2.4,0.9,4.8,5.7,5.2,1.5,0.4,2.6,4.5,20.8,110,116,bogdabo01
Justin Champagnie,23,WAS,SF,62,31,1340,7.5,14.6,2.6,6.9,4.8,7.7,1.8,2.6,4,8.5,12.5,2.1,2.3,1.4,1.9,3.9,19.3,119,116,champju01
Paul George,34,PHI,PF,41,41,1334,9.1,21.1,3.5,9.9,5.5,11.2,2.9,3.6,0.9,7.2,8.1,6.6,2.8,0.7,3.9,3.7,24.6,104,116,georgpa01
Ausar Thompson,22,DET,SF,59,48,1328,8.9,16.7,0.4,1.8,8.5,14.9,3.3,5.1,4,7,11,4.9,3.5,1.4,2.9,5.9,21.5,115,108,thompau01
Donovan Clingan,20,POR,C,67,37,1324,6.6,12.3,0.5,1.8,6.1,10.5,2.3,3.8,8,11.4,19.3,2.8,1.2,4,2.6,6.9,16,120,109,clingdo01
Jordan Hawkins,22,NOP,SG,56,9,1321,7.6,20.4,4,12.2,3.6,8.2,2.9,3.6,0.9,4.9,5.8,2.4,1.1,0.8,2.1,1.9,22.1,101,123,hawkijo01
Tyrese Martin,25,BKN,SG,60,11,1315,7.2,17.6,3.7,10.7,3.4,6.9,1.7,2.2,2.2,6.1,8.3,4.6,1.3,0.3,2.8,2.9,19.8,105,118,martity01
Mason Plumlee,34,PHX,C,74,21,1300,4.8,7.7,0,0.2,4.8,7.5,3.2,4.9,4.4,12.9,17.3,5.1,1.3,1.8,2.2,5.9,12.7,131,115,plumlma01
Jonathan Mogbo,23,TOR,PF,63,18,1286,5.8,13.3,0.6,2.6,5.2,10.7,2.2,3.1,4.1,7.6,11.6,5.5,2.1,1.3,2.6,5.1,14.6,108,113,mogbojo01
Jalen Johnson,23,ATL,SF,36,36,1284,9.9,19.7,1.6,5.1,8.3,14.6,3.4,4.6,2.3,10.8,13.1,6.6,2,1.3,3.9,2.4,24.8,110,113,johnsja05
Max Strus,28,CLE,SF,50,37,1273,6.2,14.1,4.3,11.1,2,3,1.1,1.3,2,6.2,8.2,6,1,0.5,2,3.9,17.8,125,115,strusma01
Johnny Juzang,23,UTA,SG,64,18,1270,7.7,17.9,4.5,11.9,3.2,6.1,1.7,2,1.6,5.4,7,2.6,1.5,0.3,1.4,4.8,21.6,117,122,juzanjo01
Ron Holland,19,DET,SF,81,2,1266,7.5,15.8,1.4,5.7,6.1,10.1,3.5,4.6,1.5,6.8,8.3,3.1,1.9,0.6,2.7,5.4,19.8,107,113,hollaro01
Javonte Green,31,TOT,SG,68,19,1258,4.7,11,1.8,5.4,3,5.6,2.1,2.9,2.3,6.1,8.4,2.2,2.5,1.2,1.2,3.8,13.3,114,117,greenja02
Nick Richards,27,TOT,C,57,43,1256,8.1,13.6,0,0.1,8.1,13.6,4.7,6.3,5.8,12.5,18.3,1.9,0.6,2.2,3.2,5.5,20.8,120,115,richani01
Dean Wade,28,CLE,PF,59,30,1252,4.3,10.4,3.1,8.5,1.2,1.9,0.6,1.2,2,7.6,9.6,2.9,1.6,0.8,0.8,3.9,12.3,123,112,wadede01
Ricky Council IV,23,PHI,SF,73,12,1250,7,18.3,2.2,8.4,4.8,9.9,4.9,6,2,6.4,8.4,3.8,1.3,0.5,2.1,2.6,21,106,120,councri01
Tidjane Salaün,19,CHA,PF,60,10,1244,4.5,13.6,2.3,8.1,2.2,5.5,2.6,3.7,2.8,8.3,11.1,2.9,1.1,0.6,2.3,3.3,14,97,117,salauti01
Bobby Portis,29,MIL,PF,49,7,1244,10.8,23.1,2.5,6.9,8.2,16.2,2.4,2.8,3.5,12.5,16,4,1.4,1,2.2,3.7,26.4,111,110,portibo01
Moussa Diabaté,23,CHA,C,71,8,1241,6.6,11.1,0,0.2,6.6,10.9,2.7,4.6,7.4,9.9,17.4,2.2,1.8,1.6,2.4,4.3,16,122,113,diabamo01
Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,6.2,13.6,2.2,6.4,4,7.2,1.8,2.2,4.3,8,12.3,3.4,1.5,0.3,2,3.1,16.3,117,120,robinje02
Simone Fontecchio,29,DET,SF,75,0,1237,5.8,14.5,3,8.8,2.9,5.7,2.7,3.3,2,6.3,8.4,2.5,1.2,0.5,2.1,3.7,17.3,109,115,fontesi01
Cole Anthony,24,ORL,PG,67,22,1234,9.3,22,3.1,8.8,6.2,13.2,3.8,4.6,1.9,6.4,8.3,7.7,1.8,1.3,4.2,6.1,25.5,106,110,anthoco01
Ben Sheppard,23,IND,SG,63,9,1228,4.7,11.2,2.7,7.8,2,3.4,0.9,1.1,1.7,5.2,6.9,3.3,1.5,0.5,0.9,4.9,13,119,116,sheppbe01
Daniel Gafford,26,DAL,C,57,31,1226,11.2,15.9,0,0,11.2,15.9,5.3,7.7,6.1,9.2,15.3,3.2,0.9,4,2.6,6,27.7,137,113,gaffoda01
John Collins,27,UTA,PF,40,31,1220,11,20.9,2.3,5.8,8.7,15.1,5.5,6.5,3.5,9.4,12.9,3.1,1.5,1.6,4.1,4.6,29.8,116,118,collijo01
Caleb Martin,29,TOT,SF,45,24,1218,5.2,12.3,1.5,4.2,3.7,8.1,2.5,3.9,2.1,5,7.1,3.8,1.9,0.9,2.3,3.5,14.3,105,119,martica02
Kristaps Porziņģis,29,BOS,C,42,42,1210,11.5,23.8,4.3,10.4,7.2,13.4,6.7,8.2,2.8,9,11.8,3.6,1.3,2.6,2.2,4.8,33.9,125,109,porzikr01
Brandon Clarke,28,MEM,PF,64,18,1207,9.1,14.6,0,0.7,9.1,14,2.3,3.4,4.9,7.7,12.6,2.5,2,1.4,1.6,5.6,20.6,131,112,clarkbr01
Deandre Ayton,26,POR,C,40,40,1206,10.7,18.9,0.2,1.3,10.4,17.6,1.6,2.4,5,11.4,16.4,2.6,1.2,1.6,2.8,3.5,23.2,115,112,aytonde01
Jarace Walker,21,IND,PF,75,5,1187,6.9,14.6,3,7.5,3.8,7.1,1.9,2.8,1,8.3,9.3,4.5,2.2,1,3.2,4.7,18.7,106,112,walkeja02
Kawhi Leonard,33,LAC,SF,37,37,1180,12.9,26,3.3,7.9,9.7,18.1,4.1,5,1.5,7.7,9.1,4.8,2.5,0.7,3,2.3,33.2,114,109,leonaka01
Clint Capela,30,ATL,C,55,41,1176,8.7,15.5,0,0,8.7,15.5,2.1,3.9,6.9,11.7,18.7,2.5,1.4,2.1,1.9,4.2,19.4,120,113,capelca01
Cody Martin,29,TOT,SF,53,8,1173,5.7,13.6,1.8,6.3,3.9,7.3,1.8,2.6,2.2,7.2,9.4,4.4,2.4,1.3,2.1,4,15,106,115,martico01
Mark Williams,23,CHA,C,44,41,1171,11.3,18.8,0,0.2,11.3,18.6,5.5,6.8,5.5,13.2,18.8,4.6,1.3,2.3,3,4.4,28.2,127,111,willima07
Precious Achiuwa,25,NYK,C,57,10,1170,7,13.9,0.4,1.5,6.5,12.3,1.7,2.9,4.3,9.2,13.4,2.3,2,1.8,1.9,3.4,16.1,112,111,achiupr01
Nikola Jović,21,MIA,PF,46,10,1156,7.4,16.3,3.4,9.1,4.1,7.2,3.1,3.8,1.1,6.6,7.8,5.7,1.6,0.6,2.6,3.5,21.3,115,114,jovicni01
Justin Edwards,21,PHI,SF,44,26,1155,7.3,16.1,2.9,8.1,4.4,8,1.4,2,2,4.4,6.3,2.9,1.9,0.7,2.1,4.2,19,109,120,edwarju01
Vít Krejčí,24,ATL,PG,57,16,1153,5.9,11.8,3.7,8.4,2.2,3.5,1.3,1.8,0.9,5.4,6.3,6,1.5,1.1,2,4.3,16.7,127,117,krejcvi01
Jonathan Kuminga,22,GSW,PF,47,10,1144,11,24.2,2,6.4,9,17.7,6.7,10,2.4,6.8,9.2,4.4,1.6,0.9,3,3.8,30.6,108,112,kuminjo01
Kevon Looney,28,GSW,C,76,6,1142,6.1,11.8,0.1,0.2,6,11.6,2.4,4.2,7.9,11.8,19.7,5,2,1.6,1.7,6.6,14.7,128,108,looneke01
Kenrich Williams,30,OKC,PF,69,7,1132,7.3,15,2.8,7.3,4.5,7.8,1.2,1.7,2.8,7.5,10.2,4.1,1.8,0.4,1.7,4.7,18.5,122,109,willike04
Julian Phillips,21,CHI,SF,79,5,1123,5.3,11.9,2.1,6.4,3.2,5.6,2.5,3.2,2.8,4.2,7,1.6,1.6,0.8,1.1,4.5,15.2,118,117,phillju01
Aaron Nesmith,25,IND,SF,45,37,1123,8.2,16.2,3.6,8.3,4.6,7.9,3.1,3.4,1.6,6,7.6,2.3,1.5,0.7,1.6,4.9,23.2,124,116,nesmiaa01
Dalano Banton,25,POR,PG,67,7,1120,8.6,22,3.1,9.6,5.5,12.4,3.9,5.4,1.3,4.6,5.9,6.9,1.9,1.5,3.7,2.5,24.3,103,115,bantoda01
Ben Simmons,28,TOT,PG,51,24,1120,5.1,9.9,0,0,5.1,9.9,1.1,1.5,2.1,8.6,10.7,12.6,1.7,1,4.5,4.7,11.3,110,113,simmobe01
Ja'Kobe Walter,20,TOR,SG,52,18,1103,6.9,17.2,2.8,8.1,4.1,9,2.9,3.6,2.6,4.4,7,3.5,1.9,0.4,2.2,4.1,19.6,108,116,walteja01
Jaxson Hayes,24,LAL,C,56,35,1093,7.2,10,0,0.1,7.2,9.9,2.7,4.4,3.5,8.6,12.1,2.6,1.4,2.3,1.9,6.1,17.2,135,112,hayesja02
Cameron Payne,30,NYK,PG,72,5,1090,8.1,20.3,4.2,11.7,3.9,8.6,2.2,2.5,0.6,4.1,4.7,9.2,1.8,0.7,2.4,5.1,22.8,115,116,payneca01
Jonathan Isaac,27,ORL,PF,71,1,1090,6.1,14.8,1.8,6.9,4.4,7.9,3.3,4.9,5.5,8.9,14.4,1.8,2.8,3.7,1.5,4.1,17.4,113,103,isaacjo01
DaQuan Jeffries,27,CHA,SG,47,20,1071,5.4,13.4,2.5,7.5,2.9,5.8,1.1,1.4,1.7,4.5,6.2,2.4,1.2,1.1,1.6,4.5,14.5,105,119,jeffrda01
Jusuf Nurkić,30,TOT,C,51,32,1063,7.8,16.3,1.5,4.9,6.3,11.5,3.9,5.9,3.9,14.5,18.5,5.3,1.9,1.6,4.5,6,21,105,112,nurkiju01
Seth Curry,34,CHA,SG,68,14,1062,7.6,15.9,3.8,8.4,3.8,7.5,1.5,1.8,1.1,4.1,5.2,2.8,1.3,0.3,1.5,2.7,20.6,120,120,curryse01
Cody Williams,20,UTA,SG,50,21,1060,3.8,11.6,1.6,6.1,2.2,5.5,1.3,1.8,1.2,3.9,5.1,2.7,1,0.7,2,4.3,10.4,89,123,willico04
Isaac Okoro,24,CLE,SG,55,22,1053,5.7,12.2,2.6,6.9,3.1,5.3,1.5,2.1,2.2,3.7,5.9,3.1,1.5,0.7,1.1,4.8,15.4,125,115,okorois01
Oso Ighodaro,22,PHX,PF,61,6,1045,5.3,8.9,0,0.1,5.3,8.8,1.4,2.4,3.1,7.4,10.5,3.4,1.3,1.4,1.8,4.8,12.1,121,119,ighodos01
Jared Butler,24,TOT,SG,60,17,1044,9.5,21.1,2.8,7.9,6.7,13.2,3.5,4.2,1.2,4,5.1,10.3,2,0.6,3.7,4.5,25.2,112,120,butleja02
Jamison Battle,23,TOR,SF,59,10,1042,6.9,16,4.9,12,2,4.1,0.7,0.8,1.7,5.6,7.3,2.4,0.8,0.5,1.2,4.3,19.4,118,118,battlja01
Noah Clowney,20,BKN,PF,46,20,1042,6.4,17.8,4.2,12.5,2.2,5.3,3.2,3.8,2.1,6.6,8.6,1.9,1.1,1,2.2,5,20.1,102,117,clownno01
Alex Caruso,30,OKC,SG,54,3,1041,6.5,14.5,2.8,7.8,3.7,6.6,1.9,2.4,1.8,5.6,7.3,6.3,4,1.4,1.7,4.7,17.6,122,104,carusal01
Kris Murray,24,POR,SF,69,6,1040,5.5,13,1.3,5.6,4.2,7.4,1.2,2.7,3.6,5,8.5,3.2,1.6,0.8,2,3.1,13.4,103,116,murrakr01
Dejounte Murray,28,NOP,PG,31,31,1012,9.3,23.6,2.5,8.3,6.8,15.3,4.9,5.9,0.8,8.8,9.6,10.9,3,0.6,5.1,2.9,25.9,101,116,murrade01
Jalen Suggs,23,ORL,PG,35,35,1002,9.8,24,3.8,12.1,6,11.9,4.8,5.5,1.1,5.9,7,6.4,2.5,1.6,5.1,4.9,28.3,101,108,suggsja01
Kyle Anderson,31,TOT,PF,61,4,1002,7,14.9,1.2,3.4,5.7,11.4,2.4,3.2,2.6,7.5,10.1,7.1,2,1.6,1.8,4,17.5,119,111,anderky01
Brandon Boston Jr.,23,NOP,SG,42,10,993,8.1,18.6,2.4,6.8,5.7,11.8,3.3,4.1,1.4,5.2,6.5,4.5,2.6,0.4,2.5,3.6,21.9,107,120,bostobr01
Dalen Terry,22,CHI,SG,73,5,987,5.7,12.7,1.7,4.9,3.9,7.8,2.3,3.3,1.8,4.1,5.9,4.6,2.1,0.7,2.5,5.4,15.4,108,116,terryda01
Andre Jackson Jr.,23,MIL,SG,67,43,980,4.6,9.7,1.5,3.7,3.2,6,0.6,1.2,3.2,5.8,9,4.1,1.7,0.7,2.9,5.6,11.3,107,114,jacksan01
Zach Collins,27,TOT,PF,64,12,977,7.4,14.6,1.6,5.1,5.9,9.5,3.3,3.8,4.9,9,14,5.4,1.4,1.4,2.9,6.4,19.7,122,115,colliza01
Trayce Jackson-Davis,24,GSW,C,62,37,967,8.8,15.2,0,0.2,8.8,15,3,5.1,6.1,9.5,15.6,5.2,1.2,1.9,2.3,3.7,20.5,125,111,jackstr02
Thomas Bryant,27,TOT,C,66,8,963,8.2,16.1,2.4,7.4,5.8,8.7,2.8,3.2,4.2,8.4,12.6,2.7,1.4,2.1,1.5,3.8,21.5,125,113,bryanth01
Jalen Smith,24,CHI,C,64,2,962,9.2,19.8,3.5,10.8,5.7,9,3.5,4.3,4.3,13,17.3,3.2,0.8,2.1,1.8,4.6,25.4,120,112,smithja04
Jordan Clarkson,32,UTA,SG,37,9,962,10,24.6,4.2,11.6,5.8,13,5.7,7.1,1.2,4.6,5.9,6.9,1.5,0.4,4.3,2.6,29.9,107,122,clarkjo01
Gary Payton II,32,GSW,SG,62,11,927,9,15.6,1.6,5,7.3,10.7,1.4,2,2.8,6.9,9.7,4.4,2.7,0.9,2,5.7,21,124,110,paytoga02
Brandon Miller,22,CHA,SF,27,27,924,10.5,26.1,5.5,15.6,5,10.5,3.6,4.2,1.3,5.6,7,5.2,1.5,1.1,4,3.9,30.2,104,117,millebr02
Bruce Brown,28,TOT,PG,41,12,922,6.8,16.2,1.4,4.2,5.4,11.9,2.8,3.4,2.1,6.5,8.6,4.4,1.8,0.5,2,3.7,17.8,107,118,brownbr01
