Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
326,Chandler Hutchison,23,CHI,SF,28,10,527,80,175,.457,12,38,.316,68,137,.496,.491,46,78,.590,18,90,108,26,27,7,27,47,218,0,,hutchch01
327,Luke Kornet,24,CHI,C,36,14,559,82,187,.439,31,108,.287,51,79,.646,.521,20,28,.714,22,62,84,32,11,26,14,54,215,0,,kornelu01
328,Rodions Kurucs,21,BRK,PF,47,9,684,79,177,.446,33,90,.367,46,87,.529,.540,24,38,.632,25,112,137,51,25,5,46,90,215,0,,kurucro01
329,Khem Birch,27,ORL,C,48,24,922,73,143,.510,0,1,.000,73,142,.514,.510,66,101,.653,91,129,220,50,20,23,31,91,212,0,,birchkh01
330,Jake Layman,25,MIN,SF,23,2,505,81,179,.453,24,72,.333,57,107,.533,.520,24,32,.750,17,40,57,15,17,10,24,47,210,0,,laymaja01
331,Shaquille Harrison,26,CHI,SG,43,10,484,77,165,.467,16,42,.381,61,123,.496,.515,39,50,.780,22,64,86,49,34,19,19,55,209,0,,harrish01
332,Brandon Goodwin,24,ATL,PG,34,1,430,76,190,.400,26,87,.299,50,103,.485,.468,28,30,.933,11,61,72,51,12,4,29,43,206,0,,goodwbr01
333,Wilson Chandler,32,BRK,PF,35,3,734,74,183,.404,37,121,.306,37,62,.597,.505,20,23,.870,11,134,145,39,16,12,34,79,205,0,,chandwi01
334,Matt Thomas,25,TOR,SG,41,1,440,73,150,.487,47,99,.475,26,51,.510,.643,9,12,.750,9,52,61,22,10,1,16,38,202,0,,thomama02
335,Troy Daniels,28,2TM,SG,47,0,532,72,186,.387,46,132,.348,26,54,.481,.511,10,16,.625,12,40,52,17,11,3,12,37,200,0,,danietr01
336,Anthony Tolliver,34,3TM,PF,55,13,872,65,182,.357,49,145,.338,16,37,.432,.492,21,29,.724,34,120,154,42,19,11,34,74,200,0,,tollian01
337,Josh Jackson,22,MEM,SF,22,0,381,70,159,.440,23,72,.319,47,87,.540,.513,35,50,.700,11,55,66,35,18,9,28,40,198,0,,jacksjo02
338,Kelan Martin,24,MIN,SF,31,4,495,71,181,.392,25,96,.260,46,85,.541,.461,30,31,.968,12,84,96,23,7,9,20,51,197,0,,martike03
339,Džanan Musa,20,BRK,SF,40,0,487,64,172,.372,19,78,.244,45,94,.479,.427,45,60,.750,21,65,86,43,15,1,36,30,192,0,,musadz01
340,Willy Hernangómez,25,CHO,C,31,0,375,74,139,.532,5,22,.227,69,117,.590,.550,37,59,.627,43,91,134,29,10,7,30,32,190,0,,hernawi01
341,Skal Labissière,23,POR,C,33,1,567,81,147,.551,3,13,.231,78,134,.582,.561,25,33,.758,65,104,169,42,7,31,30,89,190,0,,labissk01
342,Rodney McGruder,28,LAC,SG,56,4,871,72,181,.398,24,89,.270,48,92,.522,.464,19,34,.559,29,122,151,36,26,8,24,74,187,0,,mcgruro01
343,Dennis Smith Jr.,22,NYK,PG,34,3,537,72,211,.341,16,54,.296,56,157,.357,.379,27,53,.509,21,57,78,98,28,8,58,65,187,0,,smithde03
344,Marvin Bagley III,20,SAC,C,13,6,334,78,167,.467,4,22,.182,74,145,.510,.479,25,31,.806,29,68,97,10,6,12,18,43,185,0,,baglema01
345,Wayne Ellington,32,NYK,SG,36,1,558,61,174,.351,50,143,.350,11,31,.355,.494,11,13,.846,4,61,65,44,13,4,18,41,183,0,,ellinwa01
346,Brandon Knight,28,2TM,SG,25,3,462,59,167,.353,45,131,.344,14,36,.389,.488,20,34,.588,4,37,41,69,10,3,38,40,183,0,,knighbr03
347,Alfonzo McKinnie,27,CLE,SF,40,1,593,73,171,.427,14,65,.215,59,106,.557,.468,22,31,.710,37,76,113,14,23,8,26,72,182,0,,mckinal01
348,Matthew Dellavedova,29,CLE,PG,57,4,821,62,175,.354,21,91,.231,41,84,.488,.414,32,37,.865,18,57,75,180,20,2,59,78,177,0,,dellama01
349,Marko Gudurić,24,MEM,SG,44,0,484,62,157,.395,25,83,.301,37,74,.500,.475,24,26,.923,14,59,73,45,12,8,36,34,173,0,,gudurma01
350,Goga Bitadze,20,IND,C,54,2,471,70,150,.467,8,42,.190,62,108,.574,.493,24,33,.727,25,81,106,23,10,37,28,65,172,0,,bitadgo01
351,Nassir Little,19,POR,PF,48,5,573,65,151,.430,14,59,.237,51,92,.554,.477,28,44,.636,31,77,108,22,13,14,15,72,172,0,,littlna01
352,Allen Crabbe,27,2TM,SF,37,1,653,63,177,.356,36,119,.303,27,58,.466,.458,10,14,.714,11,66,77,33,15,4,17,47,172,0,,crabbal01
353,Patrick McCaw,24,TOR,SF,37,12,908,67,162,.414,23,71,.324,44,91,.484,.485,13,18,.722,19,67,86,79,39,4,29,60,170,0,,mccawpa01
354,PJ Dozier,23,DEN,SG,29,0,412,65,157,.414,17,49,.347,48,108,.444,.468,21,29,.724,10,45,55,63,14,6,27,45,168,0,,doziepj01
355,Otto Porter Jr.,26,CHI,SF,14,9,331,62,140,.443,24,62,.387,38,78,.487,.529,19,27,.704,13,35,48,25,15,6,11,31,167,0,,porteot01
356,Javonte Green,26,BOS,SG,48,2,468,63,126,.500,9,33,.273,54,93,.581,.536,28,42,.667,24,69,93,26,24,8,23,43,163,0,,greenja02
357,Chris Clemons,22,HOU,SG,33,0,291,57,142,.401,37,107,.346,20,35,.571,.532,10,11,.909,4,26,30,27,9,6,19,26,161,0,,clemoch01
358,Danté Exum,24,2TM,SG,35,1,485,56,119,.471,15,43,.349,41,76,.539,.534,32,43,.744,12,55,67,40,13,8,31,38,159,0,,exumda01
359,Anžejs Pasečņiks,24,WAS,C,27,0,437,61,116,.526,0,3,.000,61,113,.540,.526,34,58,.586,42,65,107,18,9,12,24,75,156,0,,pasecan01
360,JaKarr Sampson,26,IND,PF,34,12,471,68,115,.591,2,13,.154,66,102,.647,.600,18,27,.667,20,68,88,21,16,12,15,64,156,0,,sampsja02
361,Gary Clark,25,2TM,PF,42,5,567,54,133,.406,39,111,.351,15,22,.682,.553,9,10,.900,37,73,110,17,6,22,10,46,156,0,,clarkga01
362,Allonzo Trier,24,NYK,SG,24,1,291,51,106,.481,19,53,.358,32,53,.604,.571,34,43,.791,6,23,29,28,3,4,22,29,155,0,,trieral01
363,Keldon Johnson,20,SAS,SF,17,1,301,53,89,.596,13,22,.591,40,67,.597,.669,35,44,.795,10,47,57,15,14,2,13,28,154,0,,johnske04
364,Edmond Sumner,24,IND,SG,31,3,447,61,142,.430,14,53,.264,47,89,.528,.479,16,29,.552,11,35,46,55,15,9,22,44,152,0,,sumneed01
365,Robert Williams,22,BOS,C,29,1,388,64,88,.727,0,0,,64,88,.727,.727,22,34,.647,40,88,128,27,22,35,21,51,150,0,,williro04
366,Chris Chiozza,24,2TM,PG,28,2,401,55,140,.393,27,72,.375,28,68,.412,.489,5,5,1.000,9,44,53,83,21,4,32,37,142,0,,chiozch01
367,Jusuf Nurkić,25,POR,C,8,8,253,54,109,.495,2,10,.200,52,99,.525,.505,31,35,.886,23,59,82,32,11,16,19,39,141,0,,nurkiju01
368,Kenrich Williams,25,NOP,PF,39,18,832,51,147,.347,25,97,.258,26,50,.520,.432,9,26,.346,51,135,186,57,27,21,22,88,136,0,,willike04
369,Chris Silva,23,MIA,PF,44,0,346,48,78,.615,0,3,.000,48,75,.640,.615,37,55,.673,60,66,126,23,9,21,32,85,133,0,,silvach01
370,D.J. Wilson,23,MIL,PF,37,1,363,52,132,.394,18,73,.247,34,59,.576,.462,11,18,.611,12,80,92,25,3,5,19,33,133,0,,wilsodj01
371,Noah Vonleh,24,2TM,C,36,1,377,52,92,.565,3,15,.200,49,77,.636,.582,25,32,.781,37,87,124,28,11,6,21,40,132,0,,vonleno01
372,Jacob Evans,22,2TM,SG,29,1,418,45,134,.336,13,39,.333,32,95,.337,.384,25,29,.862,9,32,41,31,11,12,25,41,128,0,,evansja02
373,Justise Winslow,23,MIA,SG,11,5,352,50,129,.388,6,27,.222,44,102,.431,.411,18,27,.667,16,57,73,44,7,5,24,38,124,0,,winslju01
374,Carsen Edwards,21,BOS,SG,37,0,351,42,128,.328,24,76,.316,18,52,.346,.422,13,19,.684,6,41,47,24,12,4,15,34,121,0,,edwarca01
375,Theo Pinson,24,BRK,SG,33,0,365,45,155,.290,15,80,.188,30,75,.400,.339,15,16,.938,10,44,54,56,17,4,33,35,120,0,,pinsoth01
376,Gary Payton II,27,WAS,SF,29,17,432,48,116,.414,13,46,.283,35,70,.500,.470,4,8,.500,26,54,80,48,33,7,20,54,113,0,,paytoga02
377,Caleb Martin,24,CHO,SF,18,1,317,37,84,.440,20,37,.541,17,47,.362,.560,17,21,.810,10,28,38,23,12,7,15,32,111,0,,martica02
378,Dion Waiters,28,2TM,SG,10,0,207,41,99,.414,15,47,.319,26,52,.500,.490,14,17,.824,2,22,24,20,4,6,16,21,111,0,,waitedi01
379,Drew Eubanks,22,SAS,C,22,3,272,43,67,.642,1,1,1.000,42,66,.636,.649,20,26,.769,28,57,85,15,5,17,21,37,107,0,,eubandr01
380,Isaiah Hartenstein,21,HOU,C,23,2,266,44,67,.657,0,5,.000,44,62,.710,.657,19,28,.679,29,61,90,18,9,12,16,41,107,0,,harteis01
381,Courtney Lee,34,DAL,SG,24,9,345,40,82,.488,21,47,.447,19,35,.543,.616,6,7,.857,7,25,32,12,18,6,11,33,107,0,,leeco01
382,Dragan Bender,22,2TM,C,16,3,286,41,92,.446,15,43,.349,26,49,.531,.527,10,14,.714,16,57,73,28,4,9,21,42,107,0,,bendedr01
383,Deonte Burton,26,OKC,SF,39,0,356,43,125,.344,10,53,.189,33,72,.458,.384,8,14,.571,7,50,57,17,7,10,19,34,104,0,,burtode02
384,Stephen Curry,31,GSW,PG,5,5,139,33,82,.402,12,49,.245,21,33,.636,.476,26,26,1.000,4,22,26,33,5,2,16,11,104,0,,curryst01
385,David Nwaba,27,BRK,SF,20,0,268,37,71,.521,12,28,.429,25,43,.581,.606,18,27,.667,8,37,45,8,11,12,8,32,104,0,,nwabada01
386,Ty Jerome,22,PHO,SG,31,0,328,38,113,.336,14,50,.280,24,63,.381,.398,12,16,.750,7,39,46,44,15,3,18,29,102,0,,jeromty01
387,Kyle O'Quinn,29,PHI,C,29,2,313,42,85,.494,7,27,.259,35,58,.603,.535,11,20,.550,34,82,116,51,7,24,20,37,102,0,,oquinky01
388,Terance Mann,23,LAC,SF,41,6,362,37,79,.468,7,20,.350,30,59,.508,.513,18,27,.667,10,45,55,53,11,5,18,46,99,0,,mannte01
389,Admiral Schofield,22,WAS,PF,33,2,368,35,92,.380,19,61,.311,16,31,.516,.484,10,15,.667,7,40,47,15,8,4,7,50,99,0,,schofad01
390,Garrison Mathews,23,WAS,SG,18,0,227,24,56,.429,19,46,.413,5,10,.500,.598,31,34,.912,6,18,24,10,8,1,8,32,98,0,,mathega01
391,Tim Frazier,29,DET,PG,27,11,355,34,94,.362,10,30,.333,24,64,.375,.415,19,24,.792,9,24,33,93,14,4,36,42,97,0,,fraziti01
392,Andre Iguodala,36,MIA,SF,21,0,418,38,88,.432,14,47,.298,24,41,.585,.511,6,15,.400,17,61,78,51,14,21,26,35,96,0,,iguodan01
393,Ante Žižić,23,CLE,C,22,0,221,41,72,.569,0,0,,41,72,.569,.569,14,19,.737,18,48,66,6,7,5,10,27,96,0,,zizican01
394,Jordan Bell,25,2TM,C,29,0,256,35,67,.522,4,12,.333,31,55,.564,.552,19,31,.613,30,51,81,16,3,10,21,19,93,0,,belljo01
395,Thabo Sefolosha,35,HOU,PF,41,0,436,37,91,.407,15,54,.278,22,37,.595,.489,3,8,.375,21,72,93,25,24,12,15,43,92,0,,sefolth01
396,Bruno Caboclo,24,2TM,C,30,0,244,38,89,.427,6,33,.182,32,56,.571,.461,8,9,.889,23,37,60,12,15,17,13,31,90,0,,cabocbr01
397,Justin James,23,SAC,SF,36,0,232,35,84,.417,9,29,.310,26,55,.473,.470,10,21,.476,6,26,32,18,6,9,8,17,89,0,,jamesju01
398,Jalen McDaniels,22,CHO,SF,16,0,293,33,70,.471,9,24,.375,24,46,.522,.536,14,17,.824,15,50,65,13,8,3,11,36,89,0,,mcdanja01
399,Cameron Payne,25,PHO,SG,8,0,183,33,68,.485,15,29,.517,18,39,.462,.596,6,7,.857,4,27,31,24,8,2,11,20,87,0,,payneca01
400,DeMarre Carroll,33,2TM,C,24,0,290,25,66,.379,8,33,.242,17,33,.515,.439,29,42,.690,12,43,55,25,8,5,17,32,87,0,,carrode01
401,Cristiano Felício,27,CHI,C,22,0,386,34,54,.630,0,2,.000,34,52,.654,.630,18,23,.783,55,47,102,16,10,2,18,34,86,0,,feliccr01
402,T.J. Leaf,22,IND,PF,28,1,222,36,86,.419,5,18,.278,31,68,.456,.448,7,16,.438,23,48,71,9,10,4,8,22,84,0,,leaftj01
403,Nicolas Batum,31,CHO,SF,22,3,505,28,81,.346,14,49,.286,14,32,.438,.432,9,10,.900,25,75,100,66,17,8,22,41,79,0,,batumni01
404,Romeo Langford,20,BOS,SG,32,2,370,28,80,.350,5,27,.185,23,53,.434,.381,18,25,.720,15,26,41,13,8,8,11,33,79,0,,langfro01
405,Al-Farouq Aminu,29,ORL,PF,18,2,380,25,86,.291,9,36,.250,16,50,.320,.343,19,29,.655,24,63,87,21,18,8,17,27,78,0,,aminual01
406,Zach Collins,22,POR,PF,11,11,290,32,68,.471,7,19,.368,25,49,.510,.522,6,8,.750,25,44,69,16,5,5,14,36,77,0,,colliza01
407,Mychal Mulder,25,GSW,SF,7,3,204,26,67,.388,16,52,.308,10,15,.667,.507,9,12,.750,3,20,23,8,2,1,5,20,77,0,,muldemy01
408,Ryan Broekhoff,29,DAL,SF,17,1,180,22,59,.373,20,51,.392,2,8,.250,.542,7,8,.875,5,38,43,11,5,4,6,15,71,0,,broekry01
409,Juan Toscano-Anderson,26,GSW,SG,13,6,272,29,63,.460,8,23,.348,21,40,.525,.524,3,5,.600,9,43,52,26,13,5,16,30,69,0,,toscaju01
410,Jared Dudley,34,LAL,PF,45,1,364,24,60,.400,18,42,.429,6,18,.333,.550,2,2,1.000,6,46,52,28,15,3,8,41,68,0,,dudleja01
411,Kevon Looney,23,GSW,C,20,4,262,29,79,.367,1,14,.071,28,65,.431,.373,9,12,.750,28,38,66,20,12,6,12,34,68,0,,looneke01
412,Nic Claxton,20,BRK,C,15,0,187,27,48,.563,1,7,.143,26,41,.634,.573,11,21,.524,19,25,44,16,1,8,9,14,66,0,,claxtni01
413,Caleb Swanigan,22,2TM,PF,27,1,288,28,47,.596,0,2,.000,28,45,.622,.596,9,17,.529,27,73,100,31,3,7,37,62,65,0,,swanica01
414,Jeremiah Martin,23,BRK,PG,9,0,99,24,53,.453,5,18,.278,19,35,.543,.500,11,14,.786,1,9,10,18,7,2,4,7,64,0,,martije02
415,C.J. Miles,32,WAS,SF,10,0,161,19,59,.322,11,35,.314,8,24,.333,.415,15,20,.750,4,8,12,12,10,4,4,14,64,0,,milescj01
416,Wenyen Gabriel,22,2TM,PF,30,1,235,21,48,.438,6,20,.300,15,28,.536,.500,15,22,.682,21,31,52,8,11,7,16,39,63,0,,gabriwe01
417,Frank Mason III,25,MIL,PG,9,0,118,23,51,.451,6,21,.286,17,30,.567,.510,10,17,.588,5,14,19,29,5,1,11,11,62,0,,masonfr01
418,Rayjon Tucker,22,UTA,SG,20,0,161,20,43,.465,3,17,.176,17,26,.654,.500,19,23,.826,3,17,20,5,1,1,8,10,62,0,,tuckera01
419,Evan Turner,31,ATL,SG,19,0,251,25,67,.373,0,5,.000,25,62,.403,.373,12,14,.857,8,30,38,38,9,8,26,20,62,0,,turneev01
420,Stanley Johnson,23,TOR,PF,25,0,150,22,59,.373,7,24,.292,15,35,.429,.432,9,16,.563,7,30,37,20,6,4,15,16,60,0,,johnsst04
421,Michael Kidd-Gilchrist,26,2TM,PF,25,0,281,22,66,.333,5,20,.250,17,46,.370,.371,11,14,.786,14,53,67,14,2,6,16,37,60,0,,kiddgmi01
422,Alen Smailagić,19,GSW,C,14,0,139,20,40,.500,3,13,.231,17,27,.630,.538,16,19,.842,10,17,27,13,3,4,11,14,59,0,,smailal01
423,Amir Coffey,22,LAC,SG,18,1,159,23,54,.426,6,19,.316,17,35,.486,.481,6,11,.545,4,12,16,14,5,2,8,20,58,0,,coffeam01
424,Chimezie Metu,22,SAS,C,18,0,105,24,42,.571,0,2,.000,24,40,.600,.571,10,13,.769,12,21,33,10,3,6,10,7,58,0,,metuch01
425,Jaylen Nowell,20,MIN,SG,15,0,151,19,53,.358,3,26,.115,16,27,.593,.387,16,17,.941,3,10,13,19,3,1,3,11,57,0,,nowelja01
426,Norvel Pelle,26,PHI,C,24,0,232,25,48,.521,0,1,.000,25,47,.532,.521,7,14,.500,20,52,72,8,3,31,18,55,57,0,,pelleno01
427,Thanasis Antetokounmpo,27,MIL,SF,20,2,129,24,48,.500,0,10,.000,24,38,.632,.500,7,17,.412,12,12,24,15,7,2,12,18,55,0,,antetth01
428,John Konchar,23,MEM,SG,19,0,181,24,37,.649,5,10,.500,19,27,.704,.716,1,2,.500,18,29,47,22,7,3,7,7,54,0,,konchjo01
429,Iman Shumpert,29,BRK,SF,13,0,241,21,64,.328,8,33,.242,13,31,.419,.391,4,7,.571,9,25,34,12,12,2,10,21,54,0,,shumpim01
430,Derrick Walton,24,2TM,PG,26,1,248,18,39,.462,10,24,.417,8,15,.533,.590,7,9,.778,2,14,16,27,7,0,5,21,53,0,,waltode01
431,Ed Davis,30,UTA,C,28,1,303,22,46,.478,0,0,,22,46,.478,.478,7,14,.500,35,70,105,12,11,9,13,61,51,0,,davised01
432,Kadeem Allen,27,NYK,PG,10,0,117,19,44,.432,5,16,.313,14,28,.500,.489,7,11,.636,2,7,9,21,5,2,8,7,50,0,,allenka01
433,DaQuan Jeffries,22,SAC,SG,13,0,141,20,40,.500,5,18,.278,15,22,.682,.563,5,6,.833,3,15,18,7,4,1,2,19,50,0,,jeffrda01
434,Johnathan Williams,24,WAS,PF,15,6,180,19,34,.559,0,2,.000,19,32,.594,.559,7,13,.538,24,40,64,8,1,8,5,16,45,0,,willijo04
435,Mfiondu Kabengele,22,LAC,C,12,0,64,14,32,.438,9,20,.450,5,12,.417,.578,5,5,1.000,1,10,11,2,2,2,2,9,42,0,,kabenmf01
436,Vincent Poirier,26,BOS,C,22,0,130,17,36,.472,1,2,.500,16,34,.471,.486,6,7,.857,13,30,43,8,2,9,8,25,41,0,,poirivi01
437,Bol Bol,20,DEN,PF,7,0,87,14,28,.500,4,9,.444,10,19,.526,.571,8,10,.800,5,14,19,6,2,6,10,11,40,0,,bolbo01
438,Melvin Frazier,23,ORL,SG,19,0,126,15,34,.441,8,16,.500,7,18,.389,.559,2,4,.500,2,8,10,3,9,2,5,11,40,0,,frazime01
439,Tyrone Wallace,25,ATL,SG,14,0,160,14,44,.318,1,15,.067,13,29,.448,.330,11,17,.647,3,19,22,13,7,1,10,19,40,0,,wallaty01
440,Tremont Waters,22,BOS,PG,11,1,119,14,49,.286,4,24,.167,10,25,.400,.327,8,8,1.000,0,12,12,16,10,2,15,13,40,0,,watertr01
441,Donta Hall,22,2TM,PF,9,0,133,15,22,.682,0,0,,15,22,.682,.682,9,18,.500,14,24,38,4,3,6,5,23,39,0,,halldo01
442,Jaylen Hoard,20,POR,PF,13,0,103,15,32,.469,0,3,.000,15,29,.517,.469,8,13,.615,14,18,32,4,5,0,4,12,38,0,,hoardja01
443,Oshae Brissett,21,TOR,SF,19,0,135,13,36,.361,3,15,.200,10,21,.476,.403,8,10,.800,9,17,26,7,4,1,7,18,37,0,,brissos01
444,Juwan Morgan,22,UTA,PF,21,0,134,15,26,.577,3,8,.375,12,18,.667,.635,3,4,.750,10,19,29,6,1,2,6,19,36,0,,morgaju01
445,Yuta Watanabe,25,MEM,SF,18,0,105,15,34,.441,3,8,.375,12,26,.462,.485,3,8,.375,7,13,20,5,5,1,2,9,36,0,,watanyu01
446,Malcolm Miller,26,TOR,SF,28,1,162,12,29,.414,8,22,.364,4,7,.571,.552,3,8,.375,2,14,16,11,5,2,4,18,35,0,,millema01
447,Miye Oni,22,UTA,SF,10,1,109,12,32,.375,7,19,.368,5,13,.385,.484,4,5,.800,5,12,17,4,4,2,4,9,35,0,,onimi01
448,Tyson Chandler,37,HOU,C,26,5,219,14,18,.778,0,0,,14,18,.778,.778,6,13,.462,25,41,66,6,6,8,8,32,34,0,,chandty01
449,Talen Horton-Tucker,19,LAL,SG,6,1,81,14,30,.467,4,13,.308,10,17,.588,.533,2,4,.500,2,5,7,6,8,1,6,10,34,0,,hortota01
450,Alize Johnson,23,IND,PF,17,1,118,12,29,.414,3,8,.375,9,21,.429,.466,7,10,.700,16,32,48,7,3,2,7,12,34,0,,johnsal02
451,Adam Mokoka,21,CHI,SF,11,0,112,12,28,.429,6,15,.400,6,13,.462,.536,2,4,.500,7,3,10,4,4,0,2,17,32,0,,mokokad01
452,Paul Watson,25,2TM,SF,10,0,87,10,26,.385,4,12,.333,6,14,.429,.462,7,9,.778,2,15,17,8,4,1,3,5,31,0,,watsopa01
453,B.J. Johnson,24,ORL,SF,10,0,83,9,32,.281,3,9,.333,6,23,.261,.328,9,10,.900,3,12,15,3,3,0,6,3,30,0,,johnsbj01
454,Justin Anderson,26,BRK,SG,10,1,107,10,38,.263,6,29,.207,4,9,.444,.342,2,4,.500,1,20,21,8,0,6,4,13,28,0,,anderju01
455,Johnathan Motley,24,LAC,PF,13,0,41,11,15,.733,1,1,1.000,10,14,.714,.767,5,7,.714,3,7,10,8,3,0,5,6,28,0,,motlejo01
456,Michael Frazier,25,HOU,SG,13,0,145,7,29,.241,4,23,.174,3,6,.500,.310,9,14,.643,1,9,10,2,2,0,5,22,27,0,,frazimi01
457,Jerian Grant,27,WAS,SG,6,0,80,10,27,.370,2,8,.250,8,19,.421,.407,5,7,.714,2,4,6,9,1,1,3,11,27,0,,grantje02
458,Jeremy Pargo,33,GSW,PG,3,0,44,11,22,.500,3,7,.429,8,15,.533,.568,0,1,.000,1,2,3,8,1,0,4,8,25,0,,pargoje01
459,Jarrell Brantley,23,UTA,PF,9,0,96,10,28,.357,3,13,.231,7,15,.467,.411,1,2,.500,2,18,20,11,3,5,7,7,24,0,,brantja01
460,Lance Thomas,31,BRK,PF,7,4,98,8,23,.348,4,13,.308,4,10,.400,.435,4,4,1.000,2,11,13,6,0,0,6,11,24,0,,thomala01
461,Tacko Fall,24,BOS,C,7,0,33,11,14,.786,0,0,,11,14,.786,.786,1,3,.333,1,14,15,1,1,4,3,7,23,0,,fallta01
462,Tyler Cook,22,2TM,PF,13,0,54,8,12,.667,0,0,,8,12,.667,.667,7,8,.875,6,8,14,1,3,0,3,5,23,0,,cookty01
463,Gabe Vincent,23,MIA,PG,9,0,83,8,37,.216,6,27,.222,2,10,.200,.297,0,0,,0,5,5,6,5,0,1,6,22,0,,vincega01
464,Charlie Brown Jr.,22,ATL,SG,10,0,40,6,19,.316,3,9,.333,3,10,.300,.395,5,5,1.000,2,2,4,2,2,2,3,3,20,0,,brownch02
465,Devon Hall,24,OKC,PG,11,0,81,6,30,.200,4,17,.235,2,13,.154,.267,4,8,.500,2,5,7,13,4,1,5,6,20,0,,hallde01
466,Louis King,20,DET,SF,10,0,62,8,21,.381,4,11,.364,4,10,.400,.476,0,3,.000,1,9,10,5,2,0,2,10,20,0,,kinglo02
467,Andre Roberson,28,OKC,SF,7,0,87,8,29,.276,3,14,.214,5,15,.333,.328,1,2,.500,7,20,27,4,1,3,2,13,20,0,,roberan03
468,Dean Wade,23,CLE,PF,12,0,71,9,13,.692,2,4,.500,7,9,.778,.769,0,1,.000,3,16,19,2,2,4,3,8,20,0,,wadede01
469,Justin Wright-Foreman,22,UTA,PG,4,0,45,7,20,.350,2,10,.200,5,10,.500,.400,3,4,.750,0,5,5,7,2,0,3,5,19,0,,wrighju02
470,Jarrod Uthoff,26,2TM,PF,7,0,53,7,18,.389,3,9,.333,4,9,.444,.472,2,2,1.000,2,4,6,0,1,0,0,2,19,0,,uthofja01
471,Ignas Brazdeikis,21,NYK,SF,9,0,53,6,22,.273,1,9,.111,5,13,.385,.295,4,5,.800,2,3,5,4,0,1,2,3,17,0,,brazdig01
472,Vlatko Čančar,22,DEN,PF,14,0,45,6,15,.400,1,6,.167,5,9,.556,.433,4,4,1.000,5,5,10,3,1,1,3,7,17,0,,cancavl01
473,Kevin Hervey,23,OKC,PF,10,0,52,7,27,.259,3,20,.150,4,7,.571,.315,0,0,,1,11,12,5,1,1,0,4,17,0,,herveke01
474,J.R. Smith,34,LAL,SG,6,0,79,7,22,.318,1,11,.091,6,11,.545,.341,2,2,1.000,0,5,5,3,1,0,4,5,17,0,,smithjr01
475,Khyri Thomas,23,DET,SG,8,0,61,5,17,.294,5,14,.357,0,3,.000,.441,2,4,.500,1,0,1,3,3,0,3,9,17,0,,thomakh01
476,Luka Šamanić,20,SAS,PF,3,1,48,5,16,.313,3,8,.375,2,8,.250,.406,3,4,.750,1,9,10,6,0,2,2,6,16,0,,samanlu01
477,Sindarius Thornwell,25,NOP,SF,2,0,35,6,11,.545,2,4,.500,4,7,.571,.636,2,4,.500,0,4,4,4,1,1,2,2,16,0,,thornsi01
478,Amile Jefferson,26,ORL,PF,18,0,74,5,14,.357,0,0,,5,14,.357,.357,5,14,.357,10,13,23,4,1,3,3,7,15,0,,jeffeam01
479,Vic Law,24,ORL,PF,8,0,62,6,18,.333,1,7,.143,5,11,.455,.361,2,6,.333,2,9,11,3,2,0,2,6,15,0,,lawvi01
480,Dewan Hernandez,23,TOR,C,6,0,28,5,14,.357,1,2,.500,4,12,.333,.393,3,5,.600,5,9,14,3,1,0,3,6,14,0,,hernade01
481,Naz Mitrou-Long,26,IND,SG,5,0,47,6,17,.353,2,12,.167,4,5,.800,.412,0,0,,0,7,7,8,1,1,3,2,14,0,,mitrona01
482,Joakim Noah,34,LAC,C,5,0,50,4,8,.500,0,0,,4,8,.500,.500,6,8,.750,5,11,16,7,1,1,6,9,14,0,,noahjo01
483,Chandler Parsons,31,ATL,PF,5,0,54,5,18,.278,4,14,.286,1,4,.250,.389,0,0,,1,6,7,3,4,1,3,3,14,0,,parsoch01
484,Nigel Williams-Goss,25,UTA,PG,10,0,50,5,16,.313,2,7,.286,3,9,.333,.375,2,2,1.000,2,4,6,6,3,1,3,6,14,0,,willini01
485,Justin Robinson,22,WAS,PG,9,0,49,5,12,.417,3,5,.600,2,7,.286,.542,0,0,,1,4,5,7,0,1,3,2,13,0,,robinju01
486,Jordan Bone,22,DET,PG,10,0,53,5,20,.250,2,10,.200,3,10,.300,.300,0,0,,0,4,4,8,1,0,2,6,12,0,,bonejo01
487,Zylan Cheatham,24,NOP,PF,4,0,51,6,9,.667,0,1,.000,6,8,.750,.667,0,0,,3,6,9,3,1,1,4,10,12,0,,cheatzy01
488,Dusty Hannahs,26,MEM,SG,2,0,13,4,9,.444,2,3,.667,2,6,.333,.556,2,2,1.000,0,1,1,0,0,0,0,1,12,0,,hannadu01
489,Udonis Haslem,39,MIA,C,4,1,44,4,11,.364,1,3,.333,3,8,.375,.409,3,4,.750,1,15,16,1,0,0,1,6,12,0,,hasleud01
490,Josh Magette,30,ORL,PG,8,0,38,5,15,.333,1,4,.250,4,11,.364,.367,1,2,.500,1,5,6,5,3,1,5,4,12,0,,magetjo01
491,Quinndary Weatherspoon,23,SAS,SG,11,0,78,5,17,.294,1,5,.200,4,12,.333,.324,1,2,.500,1,6,7,11,3,1,5,8,12,0,,weathqu01
