Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
492,Jarred Vanderbilt,20,2TM,PF,11,0,46,5,8,.625,0,1,.000,5,7,.714,.625,2,2,1.000,3,6,9,2,3,1,7,6,12,0,,vandeja01
493,Moses Brown,20,POR,C,9,0,33,4,10,.400,0,0,,4,10,.400,.400,3,8,.375,3,11,14,1,1,1,3,7,11,0,,brownmo01
494,Antonius Cleveland,25,DAL,SG,11,0,46,4,14,.286,0,3,.000,4,11,.364,.286,3,5,.600,2,5,7,1,1,3,2,8,11,0,,clevean01
495,Marial Shayok,24,PHI,SG,4,0,28,3,12,.250,2,6,.333,1,6,.167,.333,3,4,.750,1,6,7,1,0,1,3,4,11,0,,shayoma01
496,Jalen Lecque,19,PHO,SG,5,0,32,4,10,.400,0,4,.000,4,6,.667,.400,2,2,1.000,0,2,2,2,0,0,2,3,10,0,,lecquja01
497,Zach Norvell,22,2TM,SG,5,0,41,3,12,.250,3,8,.375,0,4,.000,.375,1,1,1.000,0,6,6,3,2,0,3,4,10,0,,norveza01
498,Jonah Bolden,24,2TM,C,7,0,47,4,11,.364,0,4,.000,4,7,.571,.364,2,4,.500,3,6,9,0,3,2,2,10,10,0,,boldejo01
499,Justin Patton,22,OKC,C,5,0,24,4,10,.400,1,4,.250,3,6,.500,.450,0,0,,1,4,5,2,0,0,2,4,9,0,,pattoju01
500,Shamorie Ponds,21,TOR,PG,4,0,11,3,5,.600,1,2,.500,2,3,.667,.700,2,2,1.000,0,1,1,2,0,1,0,2,9,0,,pondssh01
501,Josh Reaves,22,DAL,SF,4,0,28,3,9,.333,0,2,.000,3,7,.429,.333,2,2,1.000,1,2,3,3,0,0,0,5,8,0,,reavejo02
502,Zhaire Smith,20,PHI,SF,7,0,32,3,11,.273,0,3,.000,3,8,.375,.273,2,4,.500,0,2,2,2,3,0,2,4,8,0,,smithzh01
503,Kostas Antetokounmpo,22,LAL,PF,5,0,20,3,3,1.000,0,0,,3,3,1.000,1.000,1,2,.500,2,1,3,2,0,0,1,2,7,0,,antetko01
504,KZ Okpala,20,MIA,PF,5,0,26,3,5,.600,0,1,.000,3,4,.750,.600,1,2,.500,1,4,5,1,2,1,1,2,7,0,,okpalkz01
505,Brian Bowen,21,IND,SF,6,1,31,3,10,.300,0,2,.000,3,8,.375,.300,0,0,,1,6,7,0,0,1,1,3,6,0,,bowenbr02
506,Devontae Cacok,23,LAL,C,1,0,9,3,6,.500,0,0,,3,6,.500,.500,0,0,,2,3,5,1,0,0,0,0,6,0,,cacokde01
507,Eric Mika,25,SAC,C,1,0,19,2,3,.667,0,0,,2,3,.667,.667,2,2,1.000,2,5,7,0,0,0,0,5,6,0,,mikaer01
508,Ryan Anderson,31,HOU,C,2,0,14,2,7,.286,1,5,.200,1,2,.500,.357,0,0,,0,7,7,2,1,0,1,1,5,0,,anderry01
509,Corey Brewer,33,SAC,PF,5,0,33,2,4,.500,0,1,.000,2,3,.667,.500,1,3,.333,2,6,8,2,4,0,2,7,5,0,,breweco01
510,Jamal Crawford,39,BRK,SG,1,0,6,2,4,.500,1,2,.500,1,2,.500,.625,0,0,,0,0,0,3,0,0,0,1,5,0,,crawfja01
511,Luc Mbah a Moute,33,HOU,PF,3,0,25,2,5,.400,0,2,.000,2,3,.667,.400,1,2,.500,1,1,2,0,2,0,1,0,5,0,,mbahalu01
512,Chasson Randle,26,GSW,PG,3,0,40,0,4,.000,0,2,.000,0,2,.000,.000,5,6,.833,0,2,2,5,2,0,0,3,5,0,,randlch01
513,Max Strus,23,CHI,SF,2,0,6,2,3,.667,0,1,.000,2,2,1.000,.667,1,1,1.000,1,0,1,0,0,0,0,1,5,0,,strusma01
514,Kyle Guy,22,SAC,SG,3,0,10,2,5,.400,0,3,.000,2,2,1.000,.400,0,0,,0,1,1,1,0,0,0,1,4,0,,guyky01
515,Tariq Owens,24,PHO,PF,3,0,15,1,5,.200,0,2,.000,1,3,.333,.200,2,2,1.000,2,1,3,0,1,0,0,1,4,0,,owensta01
516,Daryl Macon,24,MIA,PG,4,0,14,1,3,.333,1,2,.500,0,1,.000,.500,0,0,,0,0,0,1,0,0,2,1,3,0,,maconda01
517,Kyle Alexander,23,MIA,C,2,0,13,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,1,3,0,0,0,1,1,2,0,,alexaky01
518,Joe Chealey,24,CHO,PG,4,0,33,0,7,.000,0,4,.000,0,3,.000,.000,2,2,1.000,0,0,0,1,4,0,2,2,2,0,,chealjo01
519,Henry Ellenson,23,BRK,C,5,0,15,1,7,.143,0,4,.000,1,3,.333,.143,0,0,,2,4,6,1,0,0,0,1,2,0,,ellenhe01
520,Josh Gray,26,NOP,PG,2,0,23,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,1,2,2,0,0,5,1,2,0,,grayjo01
521,Jared Harper,22,PHO,PG,3,0,8,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,0,0,0,0,0,0,0,2,0,,harpeja01
522,Matt Mooney,23,CLE,SG,4,0,19,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,3,3,1,2,1,0,1,2,0,,moonema01
523,Malik Newman,22,CLE,SG,1,0,4,0,2,.000,0,1,.000,0,1,.000,.000,2,2,1.000,0,0,0,0,0,0,1,0,2,0,,newmama01
524,Tyler Zeller,30,SAS,C,2,0,4,1,4,.250,0,0,,1,4,.250,.250,0,0,,3,1,4,0,0,0,0,0,2,0,,zellety01
525,Marques Bolden,21,CLE,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,1,0,0,1,0,0,,boldema01
526,William Howard,26,HOU,PF,2,0,13,0,4,.000,0,4,.000,0,0,,.000,0,0,,0,2,2,1,0,0,1,1,0,0,,howarwi01
527,Stanton Kidd,27,UTA,SG,4,0,15,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,3,3,1,0,0,2,3,0,0,,kiddst01
528,J.P. Macura,24,CLE,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,macurjp01
529,Isaiah Roby,21,OKC,PF,3,0,11,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,2,2,0,0,0,1,1,0,0,,robyis01
