Player,Age,Team,Pos,G,GS,MP,TRB,AST,PTS,playerID
Orlando Robinson,22,MIA,C,31,1,13.7,4.1,0.8,3.7,robinor01
Matt Ryan,25,TOT,SF,34,0,9.1,0.8,0.5,3.6,ryanma01
Bryn Forbes,29,MIN,SG,25,0,10.7,0.6,0.7,3.6,forbebr01
Damian Jones,27,TOT,C,41,1,11.6,3,0.4,3.5,jonesda03
Udoka Azubuike,23,UTA,C,36,4,10,3.3,0.3,3.5,azubuud01
Miles McBride,22,NYK,PG,64,2,11.9,0.8,1.1,3.5,mcbrimi01
P.J. Tucker,37,PHI,PF,75,75,25.6,3.9,0.8,3.5,tuckepj01
Amir Coffey,25,LAC,SF,50,9,12.5,1.1,1.1,3.4,coffeam01
Taj Gibson,37,WAS,C,49,2,9.8,1.9,0.7,3.4,gibsota01
Kai Jones,22,CHA,C,46,0,12,2.7,0.3,3.4,joneska01
Wesley Matthews,36,MIL,SF,52,0,15.8,2.2,0.7,3.4,matthwe02
Micah Potter,24,UTA,PF,7,0,7.4,2.3,0.6,3.4,pottemi01
Jericho Sims,24,NYK,C,52,16,15.6,4.7,0.5,3.4,simsje01
Anthony Gill,30,WAS,PF,59,8,10.6,1.7,0.6,3.3,gillan01
Boban Marjanović,34,HOU,C,31,0,5.5,1.9,0.3,3.3,marjabo01
Raul Neto,30,CLE,PG,48,1,10.5,1,1.6,3.3,netora01
Peyton Watson,20,DEN,SG,23,2,8.1,1.6,0.5,3.3,watsope01
Jared Rhoden,23,DET,SG,14,0,14.1,2.6,0.3,3.2,rhodeja01
Max Christie,19,LAL,SG,41,3,12.5,1.8,0.5,3.1,chrisma02
Jordan Hall,21,SAS,SF,9,0,9.2,1.3,1.2,3.1,halljo02
Richaun Holmes,29,SAC,C,42,1,8.3,1.9,0.2,3.1,holmeri01
Christian Koloko,22,TOR,C,58,19,13.8,2.9,0.5,3.1,kolokch01
Josh Minott,20,MIN,SF,15,0,6.4,1.7,0.3,3.1,minotjo01
Jamaree Bouyea,23,TOT,PG,5,0,14.2,1.2,0.8,3,bouyeja01
Juan Toscano-Anderson,29,TOT,SF,52,9,13.5,2.4,1.3,3,toscaju01
Tyler Dorsey,26,DAL,SF,3,0,2.7,0.7,0,3,dorsety01
Usman Garuba,20,HOU,C,75,1,12.9,4.1,0.9,3,garubus01
Jacob Gilyard,24,MEM,PG,1,0,41,4,7,3,gilyaja01
Jake LaRavia,21,MEM,PF,35,0,11.8,1.8,0.6,3,laravja01
Robin Lopez,34,CLE,C,37,2,8.1,1.4,0.5,3,lopezro01
Trevelin Queen,25,IND,SG,7,0,10,2.4,0.9,3,queentr01
Terry Taylor,23,TOT,PF,31,2,8.5,1.5,0.3,2.9,taylote01
Dru Smith,25,TOT,SG,15,1,10.5,1.6,1.5,2.9,smithdr01
Juancho Hernangómez,27,TOR,PF,42,10,14.6,2.9,0.6,2.9,hernaju01
Carlik Jones,25,CHI,PG,7,0,8,0.7,0.9,2.9,jonesca03
Frank Ntilikina,24,DAL,SG,47,5,12.9,1.3,1.2,2.9,ntilila01
Jason Preston,23,LAC,PG,14,0,8.9,1.6,1.9,2.9,prestja01
Kessler Edwards,22,TOT,SF,36,4,10.7,1.7,0.6,2.8,edwarke02
James Johnson,35,IND,PF,18,1,9,1.7,0.8,2.8,johnsja01
Moussa Diabaté,21,LAC,C,22,1,8.9,2.3,0.2,2.7,diabamo01
Mamadi Diakite,26,CLE,C,22,2,8,1.4,0.4,2.6,diakima01
Isaiah Mobley,23,CLE,PF,12,0,7,1.7,0.3,2.6,mobleis01
Jaden Springer,20,PHI,SG,16,2,5.6,0.9,0.5,2.6,sprinja01
Frank Kaminsky,29,TOT,C,36,0,6.5,1.4,0.9,2.5,kaminfr01
Lester Quiñones,22,GSW,SG,4,0,4.5,0.8,0.5,2.5,quinole01
Ish Smith,34,DEN,PG,43,0,9.3,1.3,2.3,2.5,smithis01
John Butler,20,POR,C,19,1,11.6,0.9,0.6,2.4,butlejo01
Jeff Dowtin Jr.,25,TOR,PG,25,0,10.4,0.9,1.2,2.4,dowtije01
Theo Pinson,27,DAL,SG,40,1,8.1,1.6,1.2,2.4,pinsoth01
Neemias Queta,23,SAC,C,5,0,5.8,2.2,0.2,2.4,quetane01
Trent Forrest,24,ATL,SG,23,3,12,1.6,1.7,2.3,forretr01
Scotty Pippen Jr.,22,LAL,PG,6,0,5.3,0.7,0.3,2.3,pippesc02
Justin Champagnie,21,TOT,SF,5,0,6.8,1.6,0.8,2.2,champju01
Khem Birch,30,TOR,C,20,0,8.1,1.3,0.4,2.2,birchkh01
Kennedy Chandler,20,MEM,PG,36,0,7.8,1.1,1.6,2.2,chandke01
Ron Harper Jr.,22,TOR,PF,9,0,5.3,0.8,0.4,2.2,harpero02
Dalen Terry,20,CHI,SG,38,0,5.6,1,0.6,2.2,terryda01
Nerlens Noel,28,TOT,C,17,4,11.5,2.7,0.6,2.1,noelne01
Davon Reed,27,TOT,SG,43,1,8,1.4,0.5,2.1,reedda01
Andre Iguodala,39,GSW,PF,8,0,14.1,2.1,2.4,2.1,iguodan01
Chris Silva,26,DAL,PF,1,0,3,0,0,2,silvach01
Garrett Temple,36,NOP,SG,25,0,6.5,0.7,0.5,2,templga01
Stanley Umude,23,DET,SG,1,0,2,0,0,2,umudest01
Donovan Williams,21,ATL,SG,2,0,2,1,0,2,willido02
Vince Williams Jr.,22,MEM,SG,15,1,7,1,0.3,2,willivi01
Ryan Rollins,20,GSW,PG,12,0,5.2,1,0.5,1.9,rolliry01
Greg Brown III,21,POR,PF,16,0,5.8,1.2,0.2,1.8,browngr01
Trevor Hudgins,23,HOU,PG,5,0,5.6,0,0.6,1.8,hudgitr01
Alize Johnson,26,SAS,PF,4,0,7.5,2.5,0.3,1.8,johnsal02
Xavier Moon,28,LAC,SG,4,0,5,0.8,1.3,1.8,moonxa01
Alex Len,29,SAC,C,26,2,6.2,2.3,0.5,1.7,lenal01
Dylan Windler,26,CLE,SF,3,0,3.3,0,0.3,1.7,windldy01
Buddy Boeheim,23,DET,SF,10,0,9,0.6,0.4,1.6,boehebu01
Tony Bradley,25,CHI,C,12,0,2.8,0.9,0.1,1.6,bradlto01
JD Davison,20,BOS,SG,12,0,5.5,0.8,0.9,1.6,davisjd01
Kendall Brown,19,IND,SG,6,0,6.7,1,0.5,1.5,brownke03
Matthew Dellavedova,32,SAC,PG,32,0,6.7,0.4,1.3,1.5,dellama01
Keon Ellis,23,SAC,SG,16,0,4.4,0.5,0.4,1.5,elliske01
Mfiondu Kabengele,25,BOS,PF,4,0,9,2.5,0,1.5,kabenmf01
Jordan Schakel,24,WAS,SF,2,0,3,0,0.5,1.5,schakjo01
Isaiah Todd,21,WAS,PF,6,1,10.2,2,0.7,1.5,toddis01
Thanasis Antetokounmpo,30,MIL,PF,37,0,5.6,1.2,0.4,1.4,antetth01
PJ Dozier,26,SAC,SF,16,0,4.9,0.9,0.6,1.4,doziepj01
Wendell Moore Jr.,21,MIN,SG,29,2,5.3,0.6,0.6,1.4,moorewe01
Ryan Arcidiacono,28,TOT,PG,20,4,8.6,0.8,1.2,1.3,arcidry01
Facundo Campazzo,31,DAL,PG,8,0,6.5,0.3,1.1,1.3,campafa01
Braxton Key,25,DET,SF,3,0,3,0.3,0,1.3,keybr01
Tyrese Martin,23,ATL,SG,16,0,4.1,0.8,0.1,1.3,martity01
KZ Okpala,23,SAC,PF,35,3,7.1,1,0.4,1.3,okpalkz01
Cole Swider,23,LAL,SF,7,0,5.9,1,0.6,1.3,swideco01
Vít Krejčí,22,ATL,PG,29,0,5.7,0.9,0.6,1.2,krejcvi01
Jack White,25,DEN,SF,17,0,3.9,1,0.2,1.2,whiteja03
Noah Vonleh,27,BOS,C,23,1,7.4,2.1,0.3,1.1,vonleno01
Malcolm Hill,27,CHI,SF,5,0,1.8,0.6,0,1,hillma01
Trevor Keels,19,NYK,SG,3,0,2.7,0.7,0,1,keelstr01
Chima Moneke,27,SAC,SF,2,0,4,1,0.5,1,monekch01
Kobi Simmons,25,CHA,SG,5,0,5.6,0.8,1,1,simmoko01
Joe Wieskamp,23,TOR,SF,9,0,5.6,0.4,0.3,1,wieskjo01
Justin Jackson,27,BOS,SF,23,0,4.7,0.7,0.4,0.9,jacksju01
Marko Simonovic,23,CHI,C,7,0,2.9,0.3,0,0.9,simonma01
Dereon Seabron,22,NOP,SG,5,0,2.4,0.2,0,0.8,seabrde01
Vernon Carey Jr.,21,WAS,C,11,0,2.5,1,0.3,0.5,careyve01
Devon Dotson,23,WAS,PG,6,0,8.8,1.7,1.3,0.5,dotsode01
Leandro Bolmaro,22,UTA,SF,14,0,4.9,0.5,0.5,0.4,bolmale01
Sterling Brown,27,LAL,SF,4,0,6,2,0.5,0,brownst02
Deonte Burton,29,SAC,PF,2,0,3,0,0,0,burtode02
Michael Foster Jr.,20,PHI,PF,1,0,1,0,0,0,fostemi02
Frank Jackson,24,UTA,PG,1,0,5,2,1,0,jacksfr01
Alondes Williams,23,BKN,SG,1,0,5,1,0,0,willial06
