Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,playerID
Torrey Craig,32,PHX,PF,79,60,1948,228,500,100,253,128,247,0.556,32,45,145,281,426,117,50,62,73,179,588,craigto01
Thomas Bryant,25,TOT,C,59,26,1081,230,369,26,59,204,310,0.659,93,126,86,253,339,31,16,30,38,102,579,bryanth01
Kevon Looney,26,GSW,C,82,70,1958,242,384,0,1,242,383,0.63,94,155,274,486,760,207,52,50,45,225,578,looneke01
Isaiah Stewart,21,DET,C,50,47,1414,195,441,67,205,128,236,0.518,110,149,115,288,403,70,20,34,68,133,567,stewais01
Joe Harris,31,BKN,SF,74,33,1527,201,440,142,333,59,107,0.618,18,28,23,141,164,101,34,13,41,140,562,harrijo01
Trey Lyles,27,SAC,PF,74,0,1247,187,408,87,240,100,168,0.565,101,124,68,232,300,66,27,31,64,97,562,lylestr01
Reggie Bullock,31,DAL,SF,78,55,2364,192,470,151,397,41,73,0.569,26,37,32,251,283,108,54,13,36,166,561,bullore01
Seth Curry,32,BKN,SG,61,7,1211,208,449,94,232,114,217,0.568,51,55,13,87,100,99,36,7,51,96,561,curryse01
Brandon Clarke,26,MEM,PF,56,8,1090,229,349,1,6,228,343,0.658,99,137,92,218,310,72,34,37,55,131,558,clarkbr01
Dorian Finney-Smith,29,TOT,PF,66,66,2009,196,501,114,338,82,163,0.505,45,59,114,202,316,100,55,36,62,144,551,finnedo01
Jose Alvarado,24,NOP,PG,61,10,1310,201,489,83,247,118,242,0.496,65,80,28,113,141,186,67,10,81,125,550,alvarjo01
Josh Green,22,DAL,SG,60,21,1539,205,382,68,169,137,213,0.626,68,94,55,127,182,103,42,5,72,156,546,greenjo02
Luke Kennard,26,TOT,SG,59,14,1315,188,382,133,269,55,113,0.666,37,39,15,143,158,91,32,5,46,82,546,kennalu01
Jordan Nwora,24,TOT,SF,62,14,1188,194,445,86,211,108,234,0.533,68,86,51,178,229,88,24,14,66,74,542,nworajo01
Troy Brown Jr.,23,LAL,SF,76,45,1860,200,465,107,281,93,184,0.545,34,39,62,246,308,95,59,16,49,120,541,browntr01
Devonte' Graham,27,TOT,PG,73,8,1338,161,431,119,338,42,93,0.512,98,131,19,103,122,196,45,16,53,79,539,grahade01
Nick Richards,25,CHA,C,65,9,1217,197,313,1,1,196,312,0.631,137,183,147,269,416,38,11,71,59,154,532,richani01
Josh Okogie,24,PHX,SG,72,26,1350,162,414,66,197,96,217,0.471,139,192,109,142,251,105,56,34,63,114,529,okogijo01
Jalen Suggs,21,ORL,SG,53,19,1246,186,444,66,202,120,242,0.493,86,119,55,106,161,155,67,27,94,120,524,suggsja01
Hamidou Diallo,24,DET,SF,56,0,996,215,375,5,21,210,354,0.58,87,148,57,137,194,55,53,16,71,124,522,diallha01
Terrence Ross,31,TOT,SG,63,9,1330,200,465,95,258,105,207,0.532,27,34,22,132,154,95,35,10,43,97,522,rosste01
Drew Eubanks,25,POR,C,78,28,1584,214,334,7,18,207,316,0.651,83,125,132,286,418,103,40,102,67,169,518,eubandr01
Tre Mann,21,OKC,PG,67,5,1183,197,501,81,257,116,244,0.474,42,55,27,128,155,120,40,11,62,99,517,manntr01
Sam Hauser,25,BOS,SF,80,8,1290,180,396,140,335,40,61,0.631,12,17,35,169,204,71,29,21,30,99,512,hausesa01
Kevin Love,34,TOT,PF,62,20,1240,165,424,99,296,66,128,0.506,80,91,59,340,399,116,16,12,70,97,509,loveke01
Precious Achiuwa,23,TOR,C,55,12,1140,196,404,29,108,167,296,0.521,87,124,100,228,328,50,31,30,59,102,508,achiupr01
Dwight Powell,31,DAL,C,76,64,1458,197,269,0,5,197,264,0.732,112,168,149,165,314,69,48,26,65,209,506,poweldw01
Marvin Bagley III,23,DET,C,42,25,990,202,382,19,66,183,316,0.554,81,108,94,175,269,36,19,30,46,81,504,baglema01
Khris Middleton,31,MIL,SF,33,19,801,177,406,51,162,126,244,0.499,92,102,28,112,140,163,23,5,71,68,497,middlkh01
Obi Toppin,24,NYK,PF,67,5,1050,187,419,85,247,102,172,0.548,38,47,29,158,187,66,23,12,38,68,497,toppiob01
Kendrick Nunn,27,TOT,SG,70,2,964,191,450,79,223,112,227,0.512,35,41,15,94,109,90,28,7,66,66,496,nunnke01
Cameron Payne,28,PHX,PG,48,15,968,188,453,68,185,120,268,0.49,49,64,12,94,106,214,33,8,81,88,493,payneca01
Taurean Prince,28,MIN,PF,54,4,1192,177,379,74,194,103,185,0.565,65,77,15,117,132,84,28,15,69,123,493,princta02
Isaac Okoro,22,CLE,SF,76,46,1652,175,354,62,171,113,183,0.582,78,103,52,135,187,87,56,30,42,158,490,okorois01
Aaron Wiggins,24,OKC,SG,70,14,1297,186,363,48,122,138,241,0.579,59,71,68,142,210,80,39,15,55,110,479,wiggiaa01
Nicolas Batum,34,LAC,PF,78,19,1709,160,381,124,317,36,64,0.583,34,48,62,237,299,121,54,44,50,149,478,batumni01
Dennis Smith Jr.,25,CHA,PG,54,15,1390,186,452,24,111,162,341,0.438,78,106,27,140,167,261,75,25,82,122,474,smithde03
Ochai Agbaji,22,UTA,SG,59,22,1209,165,386,81,228,84,158,0.532,56,69,43,78,121,67,16,15,41,99,467,agbajoc01
Pat Connaughton,30,MIL,SF,61,33,1443,165,421,109,322,56,99,0.521,27,41,50,233,283,77,37,11,33,69,466,connapa01
David Roddy,21,MEM,PF,70,4,1258,180,420,65,212,115,208,0.506,41,65,50,143,193,59,29,19,57,107,466,roddyda01
Trendon Watford,22,POR,PF,62,12,1182,181,323,25,64,156,259,0.599,72,100,42,196,238,130,32,12,71,118,459,watfotr01
Jock Landale,27,PHX,C,69,4,979,178,337,21,84,157,253,0.559,79,105,119,161,280,68,16,30,59,126,456,landajo01
Isaiah Jackson,21,IND,C,63,12,1042,179,318,2,14,177,304,0.566,95,146,113,169,282,51,31,93,51,154,455,jacksis01
Davion Mitchell,24,SAC,PG,80,9,1447,181,399,63,197,118,202,0.533,25,31,16,89,105,185,44,15,62,112,450,mitchda01
James Wiseman,21,TOT,C,45,22,867,189,339,4,20,185,319,0.563,68,97,73,194,267,30,7,27,51,108,450,wisemja01
Victor Oladipo,30,MIA,SG,42,2,1106,160,403,70,212,90,191,0.484,59,79,16,112,128,146,57,12,87,99,449,oladivi01
Larry Nance Jr.,30,NOP,C,65,1,1381,186,305,14,42,172,263,0.633,55,79,106,248,354,119,56,37,42,133,441,nancela02
Jeff Green,36,DEN,PF,56,4,1091,160,328,30,104,130,224,0.534,87,117,38,106,144,69,18,17,46,99,437,greenje02
Mitchell Robinson,24,NYK,C,59,58,1591,188,280,0,0,188,280,0.671,59,122,267,288,555,53,56,109,41,160,435,robinmi01
Terence Davis,25,SAC,SG,64,5,841,154,364,89,243,65,121,0.545,34,43,20,119,139,67,43,12,53,104,431,daviste02
Xavier Tillman Sr.,24,MEM,C,61,29,1180,188,306,4,15,184,291,0.621,49,89,121,186,307,96,58,29,44,97,429,tillmxa01
Cory Joseph,31,DET,PG,62,2,1227,150,351,70,180,80,171,0.527,57,72,21,85,106,217,34,9,56,88,427,josepco01
Kenrich Williams,28,OKC,PF,53,10,1206,179,346,50,134,129,212,0.59,17,39,97,164,261,105,45,14,32,112,425,willike04
Jaden Hardy,20,DAL,SG,48,5,708,146,333,63,156,83,177,0.533,65,79,11,78,89,65,17,7,46,64,420,hardyja02
Anthony Lamb,25,GSW,SF,62,4,1195,148,314,73,199,75,115,0.588,46,60,56,159,215,96,28,20,54,134,415,lamban01
Patrick Beverley,34,TOT,SG,67,67,1816,144,360,80,239,64,121,0.511,47,65,44,203,247,194,63,41,60,187,415,beverpa01
Kevin Knox,23,TOT,SF,63,5,952,152,332,65,186,87,146,0.556,46,60,34,143,177,33,24,12,50,95,415,knoxke01
Jordan Goodwin,24,WAS,PG,62,7,1106,158,353,38,118,120,235,0.501,53,69,57,148,205,168,58,26,57,95,407,goodwjo01
Isaiah Hartenstein,24,NYK,C,82,8,1626,175,327,8,37,167,290,0.547,48,71,209,327,536,102,53,64,66,213,406,harteis01
Andre Drummond,29,CHI,C,67,0,849,166,274,0,3,166,271,0.606,67,125,138,306,444,33,45,27,75,117,399,drumman01
Oshae Brissett,24,IND,PF,65,2,1083,123,319,48,155,75,164,0.461,104,145,62,156,218,44,33,13,34,79,398,brissos01
Gary Harris,28,ORL,SG,48,42,1184,138,307,94,218,44,89,0.603,27,30,21,77,98,59,45,12,28,93,397,harriga01
Jalen Johnson,21,ATL,SF,70,6,1042,158,322,30,104,128,218,0.537,49,78,51,231,282,83,38,34,41,113,395,johnsja05
Mark Williams,21,CHA,C,43,17,828,160,251,0,0,160,251,0.637,67,97,93,211,304,18,28,45,40,94,387,willima07
Cam Reddish,23,TOT,SF,40,20,990,139,312,45,144,94,168,0.518,64,75,18,70,88,57,39,14,47,72,387,reddica01
John Wall,32,LAC,PG,34,3,755,138,338,33,109,105,229,0.457,77,113,14,78,92,178,27,12,80,59,386,walljo01
Mike Muscala,31,TOT,C,63,9,945,131,292,81,207,50,85,0.587,40,52,37,166,203,50,15,24,23,98,383,muscami01
Will Barton,32,TOT,SG,56,2,993,138,364,66,180,72,184,0.47,37,47,15,122,137,112,28,13,48,56,379,bartowi01
Edmond Sumner,27,BKN,SG,53,12,736,124,269,31,87,93,182,0.519,99,108,13,66,79,68,31,10,50,83,378,sumneed01
Alex Caruso,28,CHI,PG,67,36,1575,130,286,55,151,75,135,0.551,59,73,42,154,196,193,98,46,77,159,374,carusal01
Josh Christopher,21,HOU,SG,64,2,786,153,329,21,89,132,240,0.497,45,60,20,51,71,73,33,15,60,59,372,chrisjo01
Wenyen Gabriel,25,LAL,C,68,2,1024,155,260,10,36,145,224,0.615,52,84,116,170,286,36,26,35,46,144,372,gabriwe01
Delon Wright,30,WAS,PG,50,14,1221,138,291,41,119,97,172,0.545,52,60,58,122,180,194,92,17,44,59,369,wrighde01
JaMychal Green,32,GSW,PF,57,1,797,136,252,42,111,94,141,0.623,52,67,72,133,205,51,25,23,52,105,366,greenja01
Goran Dragić,36,TOT,PG,58,0,870,141,335,52,145,89,190,0.499,31,45,16,65,81,151,13,4,63,65,365,dragigo01
John Konchar,26,MEM,SF,72,23,1494,138,320,60,177,78,143,0.525,28,36,64,246,310,100,77,25,37,112,364,konchjo01
Nickeil Alexander-Walker,24,TOT,SG,59,3,884,131,295,61,159,70,136,0.547,40,60,15,86,101,108,32,21,55,88,363,alexani01
Chris Duarte,25,IND,SF,46,12,897,123,333,55,174,68,159,0.452,61,72,19,96,115,64,25,9,41,65,362,duartch01
Dario Šarić,28,TOT,C,57,12,806,127,277,45,115,82,162,0.54,63,76,53,154,207,74,20,7,55,99,362,saricda01
Steven Adams,29,MEM,C,42,42,1133,157,263,0,1,157,262,0.597,47,129,214,271,485,97,36,46,79,98,361,adamsst01
Christian Braun,21,DEN,SG,76,6,1181,143,289,34,96,109,193,0.554,40,64,48,133,181,59,41,17,35,101,360,braunch01
Nassir Little,22,POR,SF,54,4,976,134,303,58,158,76,145,0.538,33,46,27,114,141,50,20,20,36,66,359,littlna01
Isaiah Livers,24,DET,PF,52,22,1199,120,288,74,203,46,85,0.545,32,39,28,115,143,41,28,28,30,103,346,liveris01
Landry Shamet,25,PHX,SG,40,9,807,113,300,75,199,38,101,0.502,45,51,11,56,67,93,26,5,36,61,346,shamela01
Simone Fontecchio,27,UTA,SF,52,6,766,115,312,63,191,52,121,0.47,35,44,31,55,86,42,15,8,39,62,328,fontesi01
Lamar Stevens,25,CLE,SF,62,25,1120,129,288,30,95,99,193,0.5,40,57,48,159,207,33,27,19,27,79,328,stevela01
Mo Bamba,24,TOT,C,49,7,769,117,241,48,124,69,117,0.585,41,62,58,167,225,46,13,43,30,105,323,bambamo01
Yuta Watanabe,28,BKN,SF,58,1,928,114,232,60,135,54,97,0.621,34,47,30,111,141,48,25,17,22,80,322,watanyu01
Chimezie Metu,25,SAC,PF,66,0,689,129,219,9,38,120,181,0.61,54,73,47,151,198,40,22,21,32,81,321,metuch01
Montrezl Harrell,29,PHI,C,57,7,681,125,209,0,6,125,203,0.598,70,101,67,92,159,33,17,25,35,75,320,harremo01
Derrick Jones Jr.,25,CHI,PF,64,0,893,115,230,27,80,88,150,0.559,62,84,60,93,153,34,29,37,25,86,319,jonesde02
Joe Ingles,35,MIL,SF,46,0,1044,108,248,83,203,25,45,0.603,18,21,13,115,128,150,33,6,55,74,317,inglejo01
T.J. Warren,29,TOT,PF,42,0,687,132,270,22,67,110,203,0.53,28,35,26,95,121,40,22,12,20,65,314,warretj01
Ty Jerome,25,GSW,SG,45,2,816,118,242,35,90,83,152,0.56,38,41,7,71,78,135,23,5,30,64,309,jeromty01
Moses Moody,20,GSW,SG,63,3,817,108,227,49,135,59,92,0.584,37,53,28,77,105,51,18,7,34,54,302,moodymo01
R.J. Hampton,21,TOT,SG,47,3,750,102,237,41,116,61,121,0.517,57,76,18,69,87,54,27,9,42,51,302,hamptrj01
Vlatko Čančar,25,DEN,PF,60,9,889,108,227,43,115,65,112,0.57,38,41,24,104,128,80,22,14,37,84,297,cancavl01
Romeo Langford,23,SAS,SG,43,21,844,121,259,16,61,105,198,0.498,39,56,57,57,114,50,24,13,30,67,297,langfro01
Théo Maledon,21,CHA,PG,44,7,854,102,254,28,95,74,159,0.457,63,74,14,109,123,152,37,12,59,61,295,maledth01
Rudy Gay,36,UTA,PF,56,0,816,109,287,33,130,76,157,0.437,42,49,33,130,163,57,19,18,37,68,293,gayru01
Matisse Thybulle,25,TOT,SG,71,28,1200,110,253,54,148,56,105,0.542,19,28,40,100,140,53,83,32,24,113,293,thybuma01
Jeremiah Robinson-Earl,22,OKC,PF,43,20,814,110,248,37,111,73,137,0.518,35,42,71,109,180,43,24,11,19,71,292,robinje02
Ben Simmons,26,BKN,PG,42,33,1105,133,235,0,2,133,233,0.566,25,57,40,223,263,256,54,24,97,139,291,simmobe01
Kris Dunn,28,UTA,PG,22,3,568,116,216,17,36,99,180,0.576,41,53,9,91,100,124,25,10,35,58,290,dunnkr01
Robert Covington,32,LAC,PF,48,0,779,102,229,54,136,48,93,0.563,30,40,31,135,166,57,38,33,32,86,288,covinro01
Jaylin Williams,20,OKC,C,49,36,914,102,234,46,113,56,121,0.534,38,54,44,197,241,76,28,12,37,111,288,willija07
Paul Reed,23,PHI,C,69,2,755,124,209,1,6,123,203,0.596,38,51,112,150,262,27,46,51,45,123,287,reedpa01
Jae'Sean Tate,27,HOU,SF,31,7,677,110,229,13,46,97,183,0.509,50,69,41,77,118,84,21,7,47,106,283,tateja01
Robert Williams,25,BOS,C,35,20,824,127,170,0,1,127,169,0.747,25,41,104,188,292,50,22,48,34,68,279,williro04
Eugene Omoruyi,25,TOT,SF,40,6,645,101,228,25,89,76,139,0.498,51,75,43,68,111,28,28,3,34,91,278,omorueu01
Zeke Nnaji,22,DEN,PF,53,5,728,110,196,17,65,93,131,0.605,40,62,65,73,138,18,17,23,31,105,277,nnajize01
Aleksej Pokusevski,21,OKC,PF,34,25,701,108,249,38,104,70,145,0.51,22,35,45,114,159,64,20,43,43,58,276,pokusal01
Payton Pritchard,25,BOS,PG,48,3,643,101,245,56,154,45,91,0.527,12,16,25,63,88,64,14,1,40,37,270,pritcpa01
Danuel House Jr.,29,PHI,SF,56,5,807,93,197,37,110,56,87,0.566,45,60,9,85,94,44,14,9,26,69,268,houseda01
Duncan Robinson,28,MIA,SF,42,1,691,88,237,63,192,25,45,0.504,29,32,8,61,69,46,14,0,28,77,268,robindu01
MarJon Beauchamp,22,MIL,SF,52,11,701,96,243,47,142,49,101,0.492,27,37,38,77,115,35,21,7,45,71,266,beaucma01
P.J. Tucker,37,PHI,PF,75,75,1920,96,225,55,140,41,85,0.549,19,23,95,200,295,60,39,15,44,180,266,tuckepj01
Bismack Biyombo,30,PHX,C,61,14,874,119,206,0,0,119,206,0.578,25,70,89,171,260,56,18,88,51,114,263,biyombi01
Sandro Mamukelashvili,23,TOT,C,43,7,660,97,230,30,99,67,131,0.487,39,57,70,115,185,62,14,12,35,52,263,mamuksa01
Willy Hernangómez,28,NOP,C,38,2,458,89,169,3,11,86,158,0.536,81,104,58,122,180,33,17,13,39,64,262,hernawi01
JT Thor,20,CHA,PF,69,8,969,95,238,39,123,56,115,0.481,33,47,36,116,152,36,22,23,44,66,262,thorjt01
Luke Kornet,27,BOS,C,69,0,804,113,170,3,13,110,157,0.674,32,39,86,111,197,53,11,46,25,81,261,kornelu01
Garrison Mathews,26,TOT,SG,54,0,686,73,201,63,180,10,21,0.52,48,53,11,62,73,26,24,5,19,62,257,mathega01
Austin Rivers,30,MIN,SG,52,10,1016,91,209,43,123,48,86,0.538,30,39,5,78,83,75,28,4,23,80,255,riverau01
Ish Wainright,28,PHX,SF,60,2,915,84,227,57,173,27,54,0.496,26,31,45,94,139,53,38,22,22,117,251,wainris01
Aaron Holiday,26,ATL,PG,63,6,845,92,220,36,88,56,132,0.5,27,32,25,49,74,89,37,12,36,79,247,holidaa01
Malachi Flynn,24,TOR,PG,53,2,691,87,242,47,133,40,109,0.457,25,33,15,61,76,70,21,4,25,65,246,flynnma01
Bryce McGowens,20,CHA,SG,46,7,787,80,202,26,80,54,122,0.46,60,80,20,73,93,54,15,6,43,48,246,mcgowbr01
Patty Mills,34,BKN,PG,40,2,567,86,209,49,134,37,75,0.529,25,30,8,36,44,56,15,3,30,32,246,millspa02
Duane Washington Jr.,22,PHX,SG,31,3,394,94,256,40,111,54,145,0.445,16,24,2,34,36,63,6,4,34,23,244,washidu02
Thaddeus Young,34,TOR,PF,54,9,795,108,198,6,34,102,164,0.561,18,26,71,95,166,75,54,5,42,88,240,youngth01
Cade Cunningham,21,DET,PG,12,12,400,93,224,17,61,76,163,0.453,36,43,12,62,74,72,10,7,39,34,239,cunnica01
Haywood Highsmith,26,MIA,PF,54,11,969,93,216,37,109,56,107,0.516,13,28,57,131,188,43,36,17,45,82,236,highsha01
Jaxson Hayes,22,NOP,C,47,2,610,86,156,3,29,83,127,0.561,58,83,39,93,132,34,20,19,31,67,233,hayesja02
George Hill,36,TOT,SG,46,1,834,78,166,34,95,44,71,0.572,42,55,15,70,85,110,26,6,34,55,232,hillge01
Dyson Daniels,19,NOP,PG,59,11,1042,87,208,27,86,60,122,0.483,26,40,36,152,188,134,43,11,57,99,227,daniedy01
Day'Ron Sharpe,21,BKN,C,48,3,552,93,171,6,11,87,160,0.561,35,55,99,101,200,37,15,32,42,89,227,sharpda01
Daishen Nix,20,HOU,PG,57,7,914,81,237,40,140,41,97,0.426,24,36,18,80,98,132,31,7,86,59,226,nixda01
Usman Garuba,20,HOU,C,75,1,970,86,177,24,59,62,118,0.554,29,47,120,187,307,64,44,29,47,135,225,garubus01
Darius Bazley,22,TOT,C,43,1,616,83,183,20,53,63,130,0.508,38,70,34,104,138,38,22,34,27,44,224,bazleda01
Miles McBride,22,NYK,PG,64,2,760,77,215,40,134,37,81,0.451,28,42,13,37,50,72,37,8,25,60,222,mcbrimi01
Svi Mykhailiuk,25,TOT,SF,32,8,468,77,173,42,99,35,74,0.566,26,39,15,38,53,53,15,4,24,23,222,mykhasv01
Maxi Kleber,31,DAL,PF,37,5,930,77,169,39,112,38,57,0.571,27,38,30,105,135,52,12,30,27,85,220,klebima01
Jabari Walker,20,POR,PF,56,0,619,83,198,16,56,67,142,0.46,34,45,48,83,131,34,10,13,29,69,216,walkeja01
Lindy Waters III,25,OKC,SG,41,0,531,70,178,58,162,12,16,0.556,16,20,16,59,75,28,14,11,10,42,214,waterli01
Ziaire Williams,21,MEM,SF,37,4,561,84,196,25,97,59,99,0.492,17,22,16,63,79,35,14,6,37,58,210,willizi02
Dāvis Bertāns,30,DAL,PF,45,1,492,69,160,55,141,14,19,0.603,13,15,10,43,53,21,11,8,10,53,206,bertada01
Dean Wade,26,CLE,PF,44,13,891,73,177,45,127,28,50,0.54,15,23,20,130,150,37,28,21,17,89,206,wadede01
Justin Holiday,33,TOT,SF,46,2,706,77,204,46,143,31,61,0.49,5,8,5,50,55,41,19,19,22,68,205,holidju01
Charles Bassey,22,SAS,C,35,2,508,87,135,3,8,84,127,0.656,22,37,75,118,193,48,16,33,41,74,199,bassech01
DeAndre Jordan,34,DEN,C,39,8,586,88,115,1,1,87,114,0.77,22,48,52,150,202,34,12,23,48,71,199,jordade01
Dewayne Dedmon,33,TOT,C,38,1,426,77,151,12,39,65,112,0.55,33,49,34,100,134,26,9,19,25,75,199,dedmode01
Justise Winslow,26,POR,PF,29,11,776,81,198,14,45,67,153,0.444,20,28,49,96,145,98,30,11,43,89,196,winslju01
Anthony Gill,30,WAS,PF,59,8,624,71,132,4,29,67,103,0.553,49,67,37,62,99,34,7,12,15,70,195,gillan01
Ousmane Dieng,19,OKC,PF,39,1,569,76,181,26,98,50,83,0.492,15,23,19,86,105,46,14,7,26,42,193,diengou01
Caleb Houstan,20,ORL,SF,51,4,812,66,182,46,136,20,46,0.489,15,18,34,65,99,30,12,7,18,63,193,houstca01
James Bouknight,22,CHA,SG,34,0,515,69,193,33,109,36,84,0.443,20,30,8,64,72,41,14,5,32,49,191,bouknja01
Keon Johnson,20,POR,SG,40,0,416,67,178,28,81,39,97,0.455,27,41,11,33,44,59,19,6,43,43,189,johnske07
JaVale McGee,35,DAL,C,42,7,355,80,125,2,5,78,120,0.648,24,41,30,77,107,11,4,26,36,54,186,mcgeeja01
Blake Wesley,19,SAS,SG,37,1,669,69,215,20,52,49,163,0.367,26,44,12,69,81,98,25,5,65,67,184,weslebl01
Rodney McGruder,31,DET,SG,32,12,524,62,152,41,97,21,55,0.543,18,22,20,54,74,28,16,1,11,39,183,mcgruro01
Christian Koloko,22,TOR,C,58,19,802,72,150,1,12,71,138,0.483,37,59,84,87,171,31,21,57,20,128,182,kolokch01
Luka Garza,24,MIN,C,28,0,243,63,116,14,39,49,77,0.603,41,52,33,30,63,18,3,2,14,43,181,garzalu01
Wesley Matthews,36,MIL,SF,52,0,820,58,160,39,124,19,36,0.484,24,28,34,79,113,34,20,13,18,71,179,matthwe02
Jericho Sims,24,NYK,C,52,16,812,83,107,0,1,83,106,0.776,12,16,99,143,242,25,15,28,27,96,178,simsje01
Stanley Johnson,26,SAS,SF,30,0,469,65,122,18,40,47,82,0.607,26,39,22,73,95,67,16,6,33,48,174,johnsst04
Amir Coffey,25,LAC,SF,50,9,625,56,145,11,40,45,105,0.424,49,63,17,36,53,53,7,5,21,50,172,coffeam01
Isaiah Roby,24,SAS,PF,42,2,474,67,155,18,60,49,95,0.49,20,41,21,86,107,38,18,7,31,53,172,robyis01
Ricky Rubio,32,CLE,PG,33,2,566,61,178,21,82,40,96,0.402,28,35,9,61,70,115,26,6,31,51,171,rubiori01
Blake Griffin,33,BOS,C,41,16,569,63,130,23,66,40,64,0.573,21,32,47,108,155,61,14,9,22,75,170,griffbl01
Taj Gibson,37,WAS,C,49,2,480,65,125,8,24,57,101,0.552,30,42,32,61,93,34,15,12,26,84,168,gibsota01
Goga Bitadze,23,TOT,C,38,1,457,69,125,6,26,63,99,0.576,23,42,61,76,137,39,16,26,22,64,167,bitadgo01
Julian Champagnie,21,TOT,SF,17,3,320,59,130,33,82,26,48,0.581,14,17,10,50,60,10,6,5,11,26,165,champju02
Evan Fournier,30,NYK,SG,27,7,459,56,166,35,114,21,52,0.443,18,21,4,45,49,36,16,3,22,46,165,fournev01
Javonte Green,29,CHI,SF,32,1,480,61,108,13,35,48,73,0.625,30,45,27,61,88,23,24,21,20,52,165,greenja02
Johnny Davis,20,WAS,SG,28,5,423,66,171,17,70,49,101,0.436,14,27,10,55,65,28,10,8,17,48,163,davisjo06
Jordan McLaughlin,26,MIN,PG,43,0,678,61,145,24,78,37,67,0.503,15,18,15,47,62,148,32,4,33,28,161,mclaujo01
Kai Jones,22,CHA,C,46,0,550,67,120,4,19,63,101,0.575,19,26,37,86,123,15,17,30,31,65,157,joneska01
Raul Neto,30,CLE,PG,48,1,505,57,110,12,42,45,68,0.573,31,34,10,36,46,79,17,4,24,49,157,netora01
Moses Brown,23,TOT,C,36,1,294,61,96,0,0,61,96,0.635,33,72,57,82,139,4,4,14,15,39,155,brownmo01
Admiral Schofield,25,ORL,PF,37,0,451,55,122,24,74,31,48,0.549,21,23,23,39,62,31,8,5,16,61,155,schofad01
Juan Toscano-Anderson,29,TOT,SF,52,9,700,64,143,8,43,56,100,0.476,19,24,28,96,124,65,16,10,34,80,155,toscaju01
A.J. Green,23,MIL,SG,35,1,345,53,125,44,105,9,20,0.6,4,4,6,39,45,22,6,0,9,31,154,greenaj01
Bruno Fernando,24,TOT,C,39,4,405,59,112,0,4,59,108,0.527,35,50,54,83,137,31,6,34,25,74,153,fernabr01
Derrick Rose,34,NYK,PG,27,0,338,61,159,19,63,42,96,0.443,11,12,8,32,40,46,7,5,22,18,152,rosede01
Saben Lee,23,TOT,PG,25,1,373,49,121,11,30,38,91,0.45,42,57,13,32,45,67,19,1,24,32,151,leesa01
TyTy Washington Jr.,21,HOU,PG,31,2,433,58,160,19,80,39,80,0.422,10,18,2,43,45,47,15,2,14,29,145,washity02
Brandon Boston Jr.,21,LAC,SF,22,1,248,51,122,12,29,39,93,0.467,29,38,7,23,30,20,9,0,12,21,143,bostobr01
Dalano Banton,23,TOR,PG,31,2,279,55,130,15,51,40,79,0.481,17,24,11,34,45,36,13,13,18,34,142,bantoda01
Damian Jones,27,TOT,C,41,1,477,55,86,10,17,45,69,0.698,22,29,42,80,122,15,8,21,23,55,142,jonesda03
Kevon Harris,25,ORL,SG,34,0,457,47,107,16,43,31,64,0.514,31,41,28,42,70,16,17,5,21,53,141,harrike01
Furkan Korkmaz,25,PHI,SG,37,0,353,48,111,18,46,30,65,0.514,26,36,6,36,42,22,10,3,24,18,140,korkmfu01
Nathan Knight,25,MIN,C,38,0,291,46,81,8,22,38,59,0.617,39,57,22,34,56,13,10,6,21,41,139,knighna01
Frank Ntilikina,24,DAL,SG,47,5,607,48,132,17,67,31,65,0.428,22,33,7,55,62,58,16,7,29,65,135,ntilila01
Markieff Morris,33,TOT,PF,35,2,355,47,115,28,71,19,44,0.53,10,10,13,58,71,31,9,5,18,48,132,morrima02
Richaun Holmes,29,SAC,C,42,1,348,55,89,5,8,50,81,0.646,15,19,29,51,80,9,3,11,14,50,130,holmeri01
Max Christie,19,LAL,SG,41,3,512,44,106,26,62,18,44,0.538,14,16,7,68,75,21,9,7,13,33,128,chrisma02
Chuma Okeke,24,ORL,SF,27,8,518,43,122,26,86,17,36,0.459,16,21,26,70,96,37,19,11,17,40,128,okekech01
Udoka Azubuike,23,UTA,C,36,4,359,59,72,0,0,59,72,0.819,7,20,31,88,119,11,6,15,18,34,125,azubuud01
Jae Crowder,32,MIL,PF,18,3,340,45,94,24,55,21,39,0.606,10,12,17,52,69,27,12,6,7,27,124,crowdja01
Patrick Baldwin Jr.,20,GSW,SF,31,0,226,43,109,32,84,11,25,0.541,4,6,1,39,40,11,6,4,11,14,122,baldwpa01
Juancho Hernangómez,27,TOR,PF,42,10,614,48,114,17,67,31,47,0.496,9,16,27,96,123,25,16,6,15,43,122,hernaju01
Matt Ryan,25,TOT,SF,34,0,310,40,108,32,84,8,24,0.519,10,12,4,22,26,16,5,1,7,27,122,ryanma01
Gorgui Dieng,33,SAS,C,31,1,358,45,117,21,75,24,42,0.474,10,13,27,80,107,53,4,14,32,57,121,dienggo01
Kenneth Lofton Jr.,20,MEM,PF,24,1,176,49,93,6,17,43,76,0.559,16,27,19,32,51,20,5,2,12,28,120,loftoke01
Orlando Robinson,22,MIA,C,31,1,425,47,89,0,6,47,83,0.528,22,31,48,78,126,25,12,12,16,53,116,robinor01
