Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
Myles Turner,26,IND,C,62,62,1825,10.5,19.1,2.4,6.5,8,12.6,5.6,7.2,2.3,9.8,12.1,2.3,0.9,3.6,2.7,5.6,29,121,114,turnemy01
Bobby Portis,27,MIL,PF,70,22,1818,10.5,21.1,2.5,6.8,8,14.3,2.5,3.3,4,13.6,17.6,2.8,0.8,0.4,2.1,3,25.9,117,110,portibo01
Aaron Nesmith,23,IND,SF,73,60,1816,6.6,15.4,3,8.2,3.6,7.2,3.1,3.7,1.6,5.6,7.2,2.6,1.4,0.9,2,6.1,19.3,111,119,nesmiaa01
Patrick Beverley,34,TOT,SG,67,67,1816,3.8,9.5,2.1,6.3,1.7,3.2,1.2,1.7,1.2,5.3,6.5,5.1,1.7,1.1,1.6,4.9,10.9,113,113,beverpa01
Jevon Carter,27,MIL,PG,81,39,1810,6.3,14.9,3.7,8.9,2.6,6,0.8,1,0.9,4.4,5.3,5.2,1.7,0.8,2.1,4.2,17.2,113,113,carteje01
Michael Porter Jr.,24,DEN,SF,62,62,1798,10.8,22.2,5.1,12.4,5.7,9.9,2.6,3.3,1.7,7.5,9.3,1.8,1,0.8,1.8,3.2,29.4,118,115,portemi01
Naji Marshall,25,NOP,SF,77,21,1792,6.7,15.4,1.8,5.9,4.9,9.5,3.7,4.7,1.3,6.2,7.5,5.1,1.5,0.4,2.6,3.1,18.9,109,114,marshna01
Jaren Jackson Jr.,23,MEM,C,63,63,1787,11.1,21.8,2.7,7.5,8.4,14.3,6.4,8.1,2.9,8.5,11.3,1.6,1.7,5,2.8,6,31.2,118,105,jacksja02
Shaedon Sharpe,19,POR,SG,80,15,1779,8.4,17.7,2.8,7.7,5.6,10,2.1,2.9,1.7,4.7,6.5,2.6,1,0.7,2.3,3.7,21.6,109,121,sharpsh01
Markelle Fultz,24,ORL,PG,60,60,1778,9.5,18.5,0.7,2.4,8.8,16.1,3,3.9,1.9,4.5,6.4,9.3,2.4,0.7,3.8,3.6,22.8,113,114,fultzma01
Tari Eason,21,HOU,PF,82,5,1767,8.1,18.1,1.6,4.7,6.5,13.4,3,4,5.3,8.3,13.6,2.4,2.6,1.3,2.8,5.2,20.9,110,115,easonta01
Gabe Vincent,26,MIA,PG,68,34,1759,6.5,16.1,3.3,9.9,3.1,6.2,1.9,2.2,0.8,3.3,4.1,4.7,1.8,0.1,2.6,4.4,18.2,104,115,vincega01
Kawhi Leonard,31,LAC,SF,52,50,1748,12.5,24.4,2.9,7,9.6,17.4,6.8,7.8,1.6,7.9,9.5,5.7,2,0.8,2.5,2.4,34.7,125,113,leonaka01
Malcolm Brogdon,30,BOS,PG,67,0,1744,9.9,20.5,3.7,8.3,6.2,12.2,4.5,5.1,1.2,6.7,7.8,6.9,1.3,0.5,2.7,3,28,122,113,brogdma01
Christian Wood,27,DAL,C,67,17,1738,11.3,22,3,8,8.3,14,6.2,8,2.5,11.6,14,3.5,0.9,2.1,3.5,4.8,31.9,116,113,woodch01
Coby White,22,CHI,SG,74,2,1730,7.4,16.7,3.6,9.7,3.8,7,1.7,2,0.5,5.5,6,5.7,1.5,0.2,2.1,3.4,20.1,113,114,whiteco01
Clint Capela,28,ATL,C,65,63,1730,9.6,14.8,0,0,9.6,14.7,2.2,3.6,7.1,12.6,19.8,1.6,1.2,2.2,1.5,3.8,21.5,136,112,capelca01
Malik Monk,24,SAC,SG,77,0,1719,9.9,22.2,4,11.1,6,11.1,5.1,5.8,0.9,4.8,5.7,8.3,1.4,0.6,4.1,3.5,29,114,118,monkma01
Kyle Lowry,36,MIA,PG,55,44,1718,5.7,14.1,3.1,9,2.6,5.1,3.4,3.9,1.2,5.3,6.5,8.2,1.7,0.6,3,4.2,17.8,114,114,lowryky01
Nicolas Batum,34,LAC,PF,78,19,1709,4.6,10.9,3.6,9.1,1,1.8,1,1.4,1.8,6.8,8.6,3.5,1.5,1.3,1.4,4.3,13.7,120,114,batumni01
Walker Kessler,21,UTA,C,74,40,1703,8.4,11.6,0,0.1,8.3,11.5,2.3,4.5,6.5,10.9,17.4,1.9,0.7,4.9,1.6,4.7,19,140,111,kesslwa01
Monte Morris,27,WAS,PG,62,61,1695,7.1,14.8,2.2,5.9,4.9,8.9,1.8,2.2,0.7,5.3,6,9.4,1.2,0.4,1.7,2.2,18.3,125,118,morrimo01
Wendell Carter Jr.,23,ORL,C,57,54,1690,9.2,17.5,2.3,6.4,6.9,11.1,4.1,5.6,3.4,10.8,14.2,3.8,0.9,0.9,3,4.5,24.8,119,113,cartewe01
Santi Aldama,22,MEM,PF,77,20,1682,7,14.8,2.7,7.5,4.3,7.3,3,4.1,2.4,8.1,10.5,2.7,1.3,1.4,1.7,4,19.7,120,111,aldamsa01
Bradley Beal,29,WAS,SG,50,50,1673,12.9,25.6,2.3,6.4,10.6,19.2,5.6,6.6,1.2,4.5,5.7,7.9,1.3,1,4.2,3.1,33.8,114,117,bealbr01
Kevin Durant,34,TOT,PF,47,47,1672,14.1,25.2,2.7,6.7,11.4,18.5,9,9.8,0.5,8.6,9.1,6.9,1,2,4.6,2.9,39.9,123,113,duranke01
Jalen Duren,19,DET,C,67,31,1670,7.5,11.6,0,0.1,7.5,11.5,2.8,4.6,6.6,10.6,17.3,2.2,1.3,1.7,2.7,5.3,17.8,126,116,durenja01
Reggie Jackson,32,TOT,PG,68,40,1657,7.8,18.9,2.8,8.5,4.9,10.4,2.1,2.3,0.7,3.5,4.3,6.9,1.4,0.2,3.4,3.4,20.5,103,118,jacksre01
Isaac Okoro,22,CLE,SF,76,46,1652,5.3,10.7,1.9,5.2,3.4,5.6,2.4,3.1,1.6,4.1,5.7,2.6,1.7,0.9,1.3,4.8,14.9,123,112,okorois01
Isaiah Hartenstein,24,NYK,C,82,8,1626,5.3,9.9,0.2,1.1,5.1,8.8,1.5,2.2,6.4,9.9,16.3,3.1,1.6,1.9,2,6.5,12.3,124,111,harteis01
Daniel Gafford,24,WAS,C,78,47,1604,8.8,12,0,0,8.8,12,3.9,5.7,4.9,8.2,13.1,2.6,1,3,2.6,5.7,21.4,135,113,gaffoda01
Mitchell Robinson,24,NYK,C,59,58,1591,5.8,8.7,0,0,5.8,8.7,1.8,3.8,8.3,8.9,17.2,1.6,1.7,3.4,1.3,5,13.5,142,110,robinmi01
Drew Eubanks,25,POR,C,78,28,1584,6.6,10.3,0.2,0.6,6.4,9.7,2.6,3.8,4.1,8.8,12.9,3.2,1.2,3.1,2.1,5.2,15.9,130,115,eubandr01
Gordon Hayward,32,CHA,SF,50,50,1577,8.3,17.5,1.6,4.8,6.8,12.7,3.9,4.8,1,5.5,6.5,6.2,1.3,0.4,3,2.1,22.1,110,118,haywago01
Alex Caruso,28,CHI,PG,67,36,1575,4,8.8,1.7,4.7,2.3,4.2,1.8,2.3,1.3,4.8,6.1,6,3,1.4,2.4,4.9,11.6,115,109,carusal01
Shake Milton,26,PHI,SG,76,11,1567,7.6,15.9,1.8,4.7,5.8,11.2,3.1,3.7,1.2,4.8,6,7.6,0.8,0.4,3,3.9,20.1,115,117,miltosh01
Norman Powell,29,LAC,SG,60,8,1567,10.6,22.2,3.6,9,7.1,13.2,7,8.7,0.8,4.7,5.5,3.4,1.6,0.6,3.2,3.9,31.9,115,116,powelno01
Cole Anthony,22,ORL,PG,60,4,1552,8.6,19,2.3,6.4,6.3,12.6,4.7,5.3,1.5,7.5,9,7.3,1.2,1,2.8,4.9,24.3,117,115,anthoco01
Malaki Branham,19,SAS,SG,66,32,1550,8.2,18.6,2.3,7.8,5.9,10.8,1.8,2.1,0.9,4.7,5.5,3.9,1,0.2,2.3,3.5,20.5,103,123,branhma01
Cedi Osman,27,CLE,SF,77,2,1548,7.7,17.2,3.8,10.1,4,7.1,2.4,3.5,0.8,4.9,5.7,3.7,1.1,0.4,1.7,4,21.7,115,113,osmande01
Kelly Oubre Jr.,27,CHA,SF,48,40,1548,10.9,25.2,3.3,10.4,7.5,14.8,4.9,6.4,2,5.7,7.7,1.7,2.1,0.6,2,4.3,29.9,106,115,oubreke01
Josh Green,22,DAL,SG,60,21,1539,6.6,12.3,2.2,5.5,4.4,6.9,2.2,3,1.8,4.1,5.9,3.3,1.4,0.2,2.3,5,17.6,119,119,greenjo02
Brandon Ingram,25,NOP,SF,45,45,1538,12.7,26.3,2,5.2,10.7,21.1,7.6,8.6,0.7,7,7.8,8.3,1,0.6,4.7,3.7,35,112,114,ingrabr01
Josh Richardson,29,TOT,SG,65,10,1530,7.4,17.3,3.3,9.1,4.1,8.1,2.1,2.5,1.3,4.2,5.5,5.4,2.1,0.6,2.7,3.6,20.4,110,118,richajo01
Joe Harris,31,BKN,SF,74,33,1527,6.4,14.1,4.5,10.6,1.9,3.4,0.6,0.9,0.7,4.5,5.2,3.2,1.1,0.4,1.3,4.5,18,119,117,harrijo01
T.J. McConnell,30,IND,PG,75,6,1526,8.8,16.2,0.8,1.8,8,14.4,1.8,2.1,1.4,5.9,7.3,12.4,2.5,0.3,4.4,3.3,20.2,116,117,mccontj01
Chris Boucher,30,TOR,PF,76,0,1523,8.5,17.2,2,6.1,6.5,11,4.2,5.5,5.1,8.6,13.7,0.9,1.5,2.1,1.3,4.6,23.1,125,112,bouchch01
Georges Niang,29,PHI,PF,78,1,1512,7.3,16.4,5,12.6,2.2,3.9,1.3,1.5,0.6,5.4,6.1,2.5,1,0.5,1.8,4.8,20.9,114,116,niangge01
Bogdan Bogdanović,30,ATL,SG,54,9,1508,8.6,19.3,4.6,11.4,4,7.9,2,2.4,0.7,4.5,5.2,4.7,1.4,0.6,2.1,2.7,23.9,117,118,bogdabo01
Damion Lee,30,PHX,SG,74,5,1506,6.5,14.7,3.6,8,2.9,6.7,3.1,3.4,1.3,6,7.3,3.2,1,0.2,2.5,3.8,19.6,114,116,leeda03
Bol Bol,23,ORL,PF,70,33,1505,8.4,15.4,1,3.6,7.4,11.7,2.6,3.5,2.2,10.8,13,2.2,1,2.7,3.6,3,20.4,106,111,bolbo01
John Konchar,26,MEM,SF,72,23,1494,4.4,10.2,1.9,5.6,2.5,4.5,0.9,1.1,2,7.8,9.9,3.2,2.4,0.8,1.2,3.6,11.6,117,109,konchjo01
Rui Hachimura,24,TOT,PF,63,9,1466,9.3,19.1,1.7,5.2,7.6,13.9,2.9,3.9,1.7,7.5,9.3,1.9,0.6,0.9,1.7,2.4,23.2,109,116,hachiru01
Dwight Powell,31,DAL,C,76,64,1458,6.7,9.2,0,0.2,6.7,9,3.8,5.7,5.1,5.6,10.7,2.4,1.6,0.9,2.2,7.1,17.3,140,116,poweldw01
Jeremy Sochan,19,SAS,PF,56,53,1458,8.1,17.9,1.1,4.3,7,13.5,2.6,3.8,3.1,6.5,9.6,4.6,1.4,0.7,3.1,4.5,19.9,103,120,sochaje01
Keita Bates-Diop,27,SAS,PF,67,42,1452,7.7,15.1,1.8,4.6,5.9,10.5,3.9,4.9,2.1,6,8.1,3.4,1.5,0.7,1.8,2,21,121,120,bateske01
Davion Mitchell,24,SAC,PG,80,9,1447,6,13.2,2.1,6.5,3.9,6.7,0.8,1,0.5,2.9,3.5,6.1,1.5,0.5,2.1,3.7,14.9,111,119,mitchda01
Pat Connaughton,30,MIL,SF,61,33,1443,5.5,13.9,3.6,10.7,1.9,3.3,0.9,1.4,1.7,7.7,9.4,2.5,1.2,0.4,1.1,2.3,15.4,112,113,connapa01
Zach Collins,25,SAS,C,63,26,1441,9.3,18,1.8,4.8,7.5,13.1,3.5,4.7,3.8,9.4,13.2,5.9,1.2,1.6,4.2,6.5,24,112,118,colliza01
Isaiah Stewart,21,DET,C,50,47,1414,6.7,15.1,2.3,7,4.4,8.1,3.8,5.1,3.9,9.9,13.8,2.4,0.7,1.2,2.3,4.6,19.4,113,118,stewais01
AJ Griffin,19,ATL,SF,72,12,1401,8.4,18.1,3.4,8.8,5,9.3,1.4,1.6,1.3,3.9,5.2,2.5,1.4,0.4,1.4,3,21.7,116,119,griffaj01
Isaiah Joe,23,OKC,SG,73,10,1395,7.6,17.3,5.5,13.4,2.1,3.9,2.8,3.4,0.9,5,6,3,1.6,0.3,1.3,3.6,23.5,125,116,joeis01
Jonathan Kuminga,20,GSW,PF,67,16,1394,8.8,16.8,1.8,4.9,7,11.9,3,4.7,2.4,5.5,7.8,4.2,1.4,1.1,3.2,5.3,22.6,112,115,kuminjo01
Jusuf Nurkić,28,POR,C,52,52,1391,9.2,17.7,1.5,4.2,7.7,13.5,4.4,6.7,4,12.5,16.5,5.2,1.5,1.5,4.2,6.5,24.3,112,114,nurkiju01
Dennis Smith Jr.,25,CHA,PG,54,15,1390,6.4,15.5,0.8,3.8,5.5,11.7,2.7,3.6,0.9,4.8,5.7,8.9,2.6,0.9,2.8,4.2,16.2,103,114,smithde03
Larry Nance Jr.,30,NOP,C,65,1,1381,6.5,10.7,0.5,1.5,6,9.2,1.9,2.8,3.7,8.7,12.4,4.2,2,1.3,1.5,4.7,15.5,134,110,nancela02
Josh Okogie,24,PHX,SG,72,26,1350,5.9,15,2.4,7.1,3.5,7.9,5,7,3.9,5.1,9.1,3.8,2,1.2,2.3,4.1,19.2,114,113,okogijo01
Devonte' Graham,27,TOT,PG,73,8,1338,5.8,15.5,4.3,12.1,1.5,3.3,3.5,4.7,0.7,3.7,4.4,7,1.6,0.6,1.9,2.8,19.3,117,117,grahade01
Terrence Ross,31,TOT,SG,63,9,1330,7.3,17,3.5,9.4,3.8,7.5,1,1.2,0.8,4.8,5.6,3.5,1.3,0.4,1.6,3.5,19,110,116,rosste01
Luke Kennard,26,TOT,SG,59,14,1315,6.9,14,4.9,9.9,2,4.2,1.4,1.4,0.6,5.3,5.8,3.3,1.2,0.2,1.7,3,20.1,128,116,kennalu01
Doug McDermott,31,SAS,SF,64,0,1314,8.6,18.8,4.4,10.7,4.2,8.1,1.9,2.5,0.8,4.2,5,3.3,0.5,0.2,2.1,4.2,23.5,113,124,mcderdo01
Talen Horton-Tucker,22,UTA,SG,65,20,1313,9.3,22.3,2.1,7.4,7.2,14.9,4.6,6.1,1.5,6.1,7.6,8.9,1.5,1.1,4.6,3.9,25.4,104,117,hortota01
Jose Alvarado,24,NOP,PG,61,10,1310,7.4,18.1,3.1,9.1,4.4,9,2.4,3,1,4.2,5.2,6.9,2.5,0.4,3,4.6,20.3,107,113,alvarjo01
Aaron Wiggins,24,OKC,SG,70,14,1297,6.8,13.3,1.8,4.5,5.1,8.8,2.2,2.6,2.5,5.2,7.7,2.9,1.4,0.5,2,4,17.5,119,116,wiggiaa01
Lonnie Walker IV,24,LAL,SG,56,32,1297,8.6,19.3,3.3,9.1,5.3,10.2,3.3,3.9,0.5,3.5,4,2.3,1.1,0.6,1.7,2.6,23.9,111,117,walkelo01
Sam Hauser,25,BOS,SF,80,8,1290,6.8,15,5.3,12.7,1.5,2.3,0.5,0.6,1.3,6.4,7.7,2.7,1.1,0.8,1.1,3.7,19.3,124,113,hausesa01
Jalen Smith,22,IND,C,68,31,1279,9,18.9,2,7.1,7,11.8,3.9,5.1,4.8,9.8,14.6,2.4,0.8,2.2,2.7,5.7,23.8,113,116,smithja04
LaMelo Ball,21,CHA,PG,36,36,1268,11.1,27.1,5.4,14.4,5.7,12.7,3.8,4.6,1.6,7.1,8.7,11.4,1.7,0.4,4.8,4.4,31.5,108,115,ballla01
David Roddy,21,MEM,PF,70,4,1258,6.8,15.9,2.5,8,4.3,7.9,1.5,2.5,1.9,5.4,7.3,2.2,1.1,0.7,2.2,4,17.6,103,114,roddyda01
Jaylen Nowell,23,MIN,SG,65,2,1252,10.6,23.7,2.5,8.8,8.1,14.9,2.9,3.8,1.4,5.1,6.5,5,1.6,0.2,2.5,3.8,26.7,106,116,nowelja01
Naz Reid,23,MIN,C,68,11,1251,11.8,21.9,2.8,8.2,8.9,13.7,3.3,4.8,2.8,9.9,12.6,2.9,1.6,2,3.5,6.7,29.7,112,110,reidna01
Trey Lyles,27,SAC,PF,74,0,1247,7.2,15.7,3.3,9.2,3.8,6.4,3.9,4.8,2.6,8.9,11.5,2.5,1,1.2,2.5,3.7,21.6,117,116,lylestr01
Jalen Suggs,21,ORL,SG,53,19,1246,7.2,17.2,2.6,7.8,4.7,9.4,3.3,4.6,2.1,4.1,6.2,6,2.6,1,3.6,4.7,20.3,104,113,suggsja01
Kevin Love,34,TOT,PF,62,20,1240,6.7,17.1,4,11.9,2.7,5.2,3.2,3.7,2.4,13.7,16.1,4.7,0.6,0.5,2.8,3.9,20.5,110,110,loveke01
Cory Joseph,31,DET,PG,62,2,1227,5.9,13.9,2.8,7.1,3.2,6.8,2.3,2.8,0.8,3.4,4.2,8.6,1.3,0.4,2.2,3.5,16.9,119,122,josepco01
Delon Wright,30,WAS,PG,50,14,1221,5.5,11.6,1.6,4.7,3.9,6.9,2.1,2.4,2.3,4.9,7.2,7.7,3.7,0.7,1.8,2.4,14.7,127,112,wrighde01
Nick Richards,25,CHA,C,65,9,1217,7.7,12.2,0,0,7.7,12.2,5.4,7.2,5.7,10.5,16.3,1.5,0.4,2.8,2.3,6,20.8,130,113,richani01
Seth Curry,32,BKN,SG,61,7,1211,8.4,18.1,3.8,9.4,4.6,8.7,2.1,2.2,0.5,3.5,4,4,1.5,0.3,2.1,3.9,22.6,113,117,curryse01
Ochai Agbaji,22,UTA,SG,59,22,1209,6.5,15.3,3.2,9,3.3,6.2,2.2,2.7,1.7,3.1,4.8,2.6,0.6,0.6,1.6,3.9,18.5,115,121,agbajoc01
Kenrich Williams,28,OKC,PF,53,10,1206,7.1,13.6,2,5.3,5.1,8.3,0.7,1.5,3.8,6.5,10.3,4.1,1.8,0.6,1.3,4.4,16.7,126,114,willike04
Matisse Thybulle,25,TOT,SG,71,28,1200,4.5,10.4,2.2,6.1,2.3,4.3,0.8,1.1,1.6,4.1,5.7,2.2,3.4,1.3,1,4.6,12,114,113,thybuma01
Isaiah Livers,24,DET,PF,52,22,1199,4.9,11.6,3,8.2,1.9,3.4,1.3,1.6,1.1,4.6,5.8,1.7,1.1,1.1,1.2,4.2,14,113,120,liveris01
Cameron Johnson,26,TOT,PF,42,41,1199,9.1,19.3,4.2,10.4,4.9,8.9,4.1,4.9,1.4,6.2,7.5,3.2,2,0.6,1.5,3.4,26.5,122,114,johnsca02
Anthony Lamb,25,GSW,SF,62,4,1195,5.8,12.4,2.9,7.9,3,4.5,1.8,2.4,2.2,6.3,8.5,3.8,1.1,0.8,2.1,5.3,16.4,119,115,lamban01
Taurean Prince,28,MIN,PF,54,4,1192,7.1,15.1,2.9,7.7,4.1,7.4,2.6,3.1,0.6,4.7,5.3,3.3,1.1,0.6,2.8,4.9,19.6,108,117,princta02
Andrew Wiggins,27,GSW,SF,37,37,1190,9.9,21,3.5,8.9,6.4,12.1,1.7,2.9,2.4,5,7.4,3.4,1.8,1.1,1.9,4.2,25.1,113,114,wiggian01
Jordan Nwora,24,TOT,SF,62,14,1188,7.8,17.8,3.4,8.5,4.3,9.4,2.7,3.4,2,7.1,9.2,3.5,1,0.6,2.6,3,21.7,109,116,nworajo01
Gary Harris,28,ORL,SG,48,42,1184,5.6,12.5,3.8,8.9,1.8,3.6,1.1,1.2,0.9,3.1,4,2.4,1.8,0.5,1.1,3.8,16.2,122,116,harriga01
Tre Mann,21,OKC,PG,67,5,1183,7.9,20.1,3.3,10.3,4.7,9.8,1.7,2.2,1.1,5.1,6.2,4.8,1.6,0.4,2.5,4,20.8,101,116,manntr01
Trendon Watford,22,POR,PF,62,12,1182,7.5,13.3,1,2.6,6.4,10.7,3,4.1,1.7,8.1,9.8,5.4,1.3,0.5,2.9,4.9,18.9,118,119,watfotr01
Christian Braun,21,DEN,SG,76,6,1181,5.9,12,1.4,4,4.5,8,1.7,2.7,2,5.5,7.5,2.4,1.7,0.7,1.4,4.2,14.9,114,115,braunch01
Xavier Tillman Sr.,24,MEM,C,61,29,1180,7.6,12.3,0.2,0.6,7.4,11.7,2,3.6,4.9,7.5,12.4,3.9,2.3,1.2,1.8,3.9,17.3,129,109,tillmxa01
Devin Vassell,22,SAS,SG,38,32,1178,10.5,23.9,4.1,10.7,6.3,13.2,3.1,4,0.3,5.6,5.9,5.5,1.7,0.7,2.3,2.3,28.2,110,120,vassede01
Collin Sexton,24,UTA,PG,48,15,1145,9.9,19.5,2,5.1,7.9,14.4,6.8,8.3,1.5,2.8,4.4,5.8,1.1,0.3,3.5,4.7,28.6,119,120,sextoco01
Precious Achiuwa,23,TOR,C,55,12,1140,8.5,17.5,1.3,4.7,7.2,12.8,3.8,5.4,4.3,9.9,14.2,2.2,1.3,1.3,2.6,4.4,22,112,113,achiupr01
Steven Adams,29,MEM,C,42,42,1133,6.6,11,0,0,6.6,11,2,5.4,9,11.4,20.3,4.1,1.5,1.9,3.3,4.1,15.1,118,108,adamsst01
Alec Burks,31,DET,SG,51,8,1122,8.6,19.8,4.3,10.3,4.4,9.5,6.6,8.1,0.8,6,6.8,4.9,1.6,0.3,2.5,4.2,28.2,120,119,burksal01
Lamar Stevens,25,CLE,SF,62,25,1120,5.8,12.9,1.3,4.3,4.4,8.6,1.8,2.6,2.1,7.1,9.3,1.5,1.2,0.9,1.2,3.5,14.7,109,111,stevela01
Moritz Wagner,25,ORL,C,57,18,1109,8.6,17.3,2.2,7.1,6.4,10.2,6.7,7.9,3,8.3,11.3,3.7,1.6,0.6,3,5.9,26.1,122,114,wagnemo01
Jordan Goodwin,24,WAS,PG,62,7,1106,7,15.5,1.7,5.2,5.3,10.3,2.3,3,2.5,6.5,9,7.4,2.6,1.1,2.5,4.2,17.9,113,113,goodwjo01
Victor Oladipo,30,MIA,SG,42,2,1106,7.2,18.2,3.2,9.6,4.1,8.6,2.7,3.6,0.7,5,5.8,6.6,2.6,0.5,3.9,4.5,20.2,99,112,oladivi01
Ben Simmons,26,BKN,PG,42,33,1105,5.9,10.4,0,0.1,5.9,10.3,1.1,2.5,1.8,9.9,11.6,11.3,2.4,1.1,4.3,6.1,12.9,110,110,simmobe01
Jeff Green,36,DEN,PF,56,4,1091,7.2,14.7,1.3,4.7,5.8,10,3.9,5.2,1.7,4.8,6.5,3.1,0.8,0.8,2.1,4.4,19.6,114,117,greenje02
Brandon Clarke,26,MEM,PF,56,8,1090,10,15.2,0,0.3,9.9,14.9,4.3,6,4,9.5,13.5,3.1,1.5,1.6,2.4,5.7,24.3,131,109,clarkbr01
Bones Hyland,22,TOT,PG,56,1,1085,10.3,25.8,5.3,14.2,5,11.5,3.9,4.6,0.9,5.2,6.1,7.8,1.8,0.7,3.7,4.3,29.7,107,115,hylanbo01
Oshae Brissett,24,IND,PF,65,2,1083,5.4,14,2.1,6.8,3.3,7.2,4.6,6.4,2.7,6.8,9.6,1.9,1.4,0.6,1.5,3.5,17.4,110,118,brissos01
Thomas Bryant,25,TOT,C,59,26,1081,10.1,16.3,1.1,2.6,9,13.7,4.1,5.6,3.8,11.2,14.9,1.4,0.7,1.3,1.7,4.5,25.5,132,112,bryanth01
Obi Toppin,24,NYK,PF,67,5,1050,8.8,19.7,4,11.6,4.8,8.1,1.8,2.2,1.4,7.4,8.8,3.1,1.1,0.6,1.8,3.2,23.4,116,116,toppiob01
Joe Ingles,35,MIL,SF,46,0,1044,4.9,11.3,3.8,9.3,1.1,2.1,0.8,1,0.6,5.3,5.9,6.9,1.5,0.3,2.5,3.4,14.5,120,114,inglejo01
Jalen Johnson,21,ATL,SF,70,6,1042,7.2,14.7,1.4,4.8,5.9,10,2.2,3.6,2.3,10.6,12.9,3.8,1.7,1.6,1.9,5.2,18.1,114,113,johnsja05
Isaiah Jackson,21,IND,C,63,12,1042,8.2,14.5,0.1,0.6,8.1,13.9,4.3,6.7,5.1,7.7,12.8,2.3,1.4,4.2,2.3,7,20.7,120,114,jacksis01
Dyson Daniels,19,NOP,PG,59,11,1042,4,9.7,1.3,4,2.8,5.7,1.2,1.9,1.7,7.1,8.7,6.2,2,0.5,2.7,4.6,10.6,105,112,daniedy01
Wenyen Gabriel,25,LAL,C,68,2,1024,7.2,12,0.5,1.7,6.7,10.4,2.4,3.9,5.4,7.9,13.2,1.7,1.2,1.6,2.1,6.7,17.2,123,113,gabriwe01
Austin Rivers,30,MIN,SG,52,10,1016,4.3,9.8,2,5.8,2.2,4,1.4,1.8,0.2,3.6,3.9,3.5,1.3,0.2,1.1,3.7,11.9,115,117,riverau01
Hamidou Diallo,24,DET,SF,56,0,996,10.5,18.2,0.2,1,10.2,17.2,4.2,7.2,2.8,6.7,9.4,2.7,2.6,0.8,3.5,6,25.4,109,116,diallha01
Will Barton,32,TOT,SG,56,2,993,6.8,17.9,3.2,8.9,3.5,9.1,1.8,2.3,0.7,6,6.7,5.5,1.4,0.6,2.4,2.8,18.6,102,117,bartowi01
Marvin Bagley III,23,DET,C,42,25,990,9.9,18.7,0.9,3.2,9,15.5,4,5.3,4.6,8.6,13.2,1.8,0.9,1.5,2.3,4,24.7,117,118,baglema01
Cam Reddish,23,TOT,SF,40,20,990,6.9,15.4,2.2,7.1,4.7,8.3,3.2,3.7,0.9,3.5,4.4,2.8,1.9,0.7,2.3,3.6,19.2,109,118,reddica01
Jock Landale,27,PHX,C,69,4,979,8.9,16.8,1,4.2,7.8,12.6,3.9,5.2,5.9,8,14,3.4,0.8,1.5,2.9,6.3,22.8,119,113,landajo01
Nassir Little,22,POR,SF,54,4,976,6.7,15.1,2.9,7.9,3.8,7.2,1.6,2.3,1.3,5.7,7,2.5,1,1,1.8,3.3,17.9,108,120,littlna01
Usman Garuba,20,HOU,C,75,1,970,4.3,8.8,1.2,2.9,3.1,5.9,1.4,2.3,6,9.3,15.3,3.2,2.2,1.4,2.3,6.7,11.2,119,115,garubus01
JT Thor,20,CHA,PF,69,8,969,4.7,11.7,1.9,6,2.8,5.6,1.6,2.3,1.8,5.7,7.5,1.8,1.1,1.1,2.2,3.2,12.9,97,117,thorjt01
Haywood Highsmith,26,MIA,PF,54,11,969,4.8,11.1,1.9,5.6,2.9,5.5,0.7,1.4,2.9,6.7,9.7,2.2,1.9,0.9,2.3,4.2,12.1,101,112,highsha01
Cameron Payne,28,PHX,PG,48,15,968,9.5,22.9,3.4,9.3,6.1,13.5,2.5,3.2,0.6,4.7,5.4,10.8,1.7,0.4,4.1,4.4,24.9,106,115,payneca01
Kendrick Nunn,27,TOT,SG,70,2,964,9.5,22.4,3.9,11.1,5.6,11.3,1.7,2,0.7,4.7,5.4,4.5,1.4,0.3,3.3,3.3,24.7,100,117,nunnke01
Karl-Anthony Towns,27,MIN,PF,29,29,957,10.5,21.2,3,8.1,7.5,13.1,5.9,6.7,2.4,9.3,11.7,6.9,1,0.8,4.3,5.5,29.9,117,114,townska01
Zion Williamson,22,NOP,PF,29,29,956,14.4,23.8,0.4,1,14.1,22.8,9,12.6,2.9,7.3,10.2,6.7,1.6,0.8,5,3.3,38.2,120,112,willizi01
Kevin Knox,23,TOT,SF,63,5,952,7.8,16.9,3.3,9.5,4.4,7.4,2.3,3.1,1.7,7.3,9,1.7,1.2,0.6,2.6,4.8,21.2,107,119,knoxke01
Cam Thomas,21,BKN,SG,57,4,948,10.4,23.5,2.6,6.8,7.7,16.6,7.8,9,0.4,4.5,4.9,4,1,0.4,3.2,2.8,31.1,108,118,thomaca02
Mike Muscala,31,TOT,C,63,9,945,6.6,14.8,4.1,10.5,2.5,4.3,2,2.6,1.9,8.4,10.3,2.5,0.8,1.2,1.2,5,19.4,124,113,muscami01
Maxi Kleber,31,DAL,PF,37,5,930,4.1,9,2.1,6,2,3,1.4,2,1.6,5.6,7.2,2.8,0.6,1.6,1.4,4.5,11.8,117,118,klebima01
